実質季節調整系列,,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,,,(単位:2015暦年連鎖価格、10億円),,,
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,<cf>,,,,,,,,,,,,,(Billions of Chained (2015) Yen),,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,開差,,交易利得,国内総所得,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,
,,,家計最終消費支出,,,,,,,,純輸出,輸出,輸入,,,,,純受取,受取,支払,,,,,,,,,,,,
,,,,除く持ち家の帰属家賃,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GDP(Expenditure Approach),PrivateConsumption,Consumption ofHouseholds,ExcludingImputed Rent,PrivateResidentialInvestment,Private Non-Resi.Investment,Changein PrivateInventories,GovernmentConsumption,PublicInvestment,Changein PublicInventories,Goods & Services,,,Residual,,TradingGains/Losses,GDI,Income from /to the Rest of the World,,,GNI,,DomesticDemand,PrivateDemand,PublicDemand,,Gross Fixed CapitalFormation,,Final Sales of Domestic Product,,,
,,,,,,,,,,,Net Exports,Exports,Imports,,,,,Net,Receipt,Payment,,,,,,,,,,,,
4- 6.,"501,713.3 ","280,911.6 ","275,598.5 ","231,949.3 ","25,841.2 ","77,084.9 ","1,227.2 ","91,094.4 ","33,436.2 ",63.4 ,"-5,052.8 ","66,067.0 ","71,119.9 ","-2,892.8 ",,"16,882.8 ","518,596.0 ","10,035.6 ","12,894.6 ","2,859.0 ","528,631.6 ",,"508,866.0 ","384,906.4 ","123,954.3 ",,"135,467.9 ",,"500,023.3 ",,,
7- 9.,"504,781.9 ","283,004.2 ","277,706.8 ","233,906.0 ","25,917.8 ","78,066.1 ","2,130.5 ","91,479.3 ","32,803.0 ",54.6 ,"-6,043.0 ","66,636.9 ","72,679.9 ","-2,630.5 ",,"16,851.4 ","521,633.3 ","10,338.8 ","13,426.3 ","3,087.5 ","531,972.1 ",,"512,686.0 ","388,894.9 ","123,761.7 ",,"135,974.5 ",,"502,299.7 ",,,
10-12.,"503,801.8 ","281,502.4 ","276,180.2 ","232,232.3 ","25,951.5 ","79,785.2 ","1,890.6 ","91,491.7 ","32,392.4 ",152.8 ,"-7,343.6 ","67,514.9 ","74,858.5 ","-2,021.2 ",,"17,356.0 ","521,157.8 ","10,790.4 ","14,034.5 ","3,244.1 ","531,948.2 ",,"512,450.2 ","388,928.4 ","123,487.7 ",,"137,420.6 ",,"501,448.2 ",,,
2005/ 1- 3.,"506,396.9 ","283,190.3 ","277,818.4 ","233,762.1 ","25,561.5 ","81,795.3 ","1,172.3 ","92,379.8 ","31,691.4 ",188.0 ,"-7,514.2 ","66,836.6 ","74,350.7 ","-2,067.6 ",,"16,166.5 ","522,563.4 ","10,324.6 ","14,207.2 ","3,882.5 ","532,888.0 ",,"515,446.4 ","391,619.1 ","123,785.7 ",,"138,486.6 ",,"504,659.2 ",,,
4- 6.,"510,351.6 ","285,027.7 ","279,588.4 ","235,395.9 ","25,351.1 ","84,634.3 ","1,303.5 ","91,985.7 ","29,701.2 ",-19.2 ,"-5,972.8 ","69,715.9 ","75,688.7 ","-1,659.9 ",,"14,126.9 ","524,478.5 ","11,534.2 ","15,622.7 ","4,088.5 ","536,012.7 ",,"517,709.7 ","396,248.7 ","121,367.0 ",,"139,378.3 ",,"508,669.9 ",,,
7- 9.,"515,527.7 ","287,711.4 ","282,213.0 ","237,870.0 ","25,870.6 ","86,517.3 ",772.5 ,"91,822.4 ","30,166.2 ",17.7 ,"-5,947.6 ","71,897.6 ","77,845.2 ","-1,402.8 ",,"12,644.2 ","528,171.9 ","12,250.7 ","16,387.0 ","4,136.3 ","540,422.6 ",,"522,577.6 ","400,810.1 ","121,659.2 ",,"142,251.7 ",,"514,293.8 ",,,
10-12.,"516,420.3 ","287,798.4 ","282,263.0 ","237,767.9 ","26,146.1 ","85,113.2 ",461.2 ,"92,235.6 ","29,551.3 ",-2.6 ,"-3,511.6 ","74,401.0 ","77,912.6 ","-1,371.3 ",,"11,507.7 ","527,928.1 ","13,164.1 ","17,826.2 ","4,662.2 ","541,092.1 ",,"521,040.3 ","399,441.8 ","121,496.7 ",,"140,473.2 ",,"515,491.7 ",,,
2006/ 1- 3.,"517,213.6 ","288,806.6 ","283,262.3 ","238,655.6 ","25,895.8 ","84,756.6 ",-232.0 ,"91,970.0 ","30,333.1 ",32.5 ,"-3,180.1 ","76,112.0 ","79,292.2 ","-1,168.9 ",,"9,318.8 ","526,532.4 ","13,871.1 ","18,955.5 ","5,084.5 ","540,403.4 ",,"521,277.0 ","399,201.4 ","121,981.5 ",,"140,604.7 ",,"516,905.5 ",,,
4- 6.,"518,061.9 ","288,474.0 ","282,898.6 ","238,136.8 ","25,833.0 ","86,146.3 ",-83.7 ,"92,402.3 ","29,169.8 ",-24.6 ,"-2,961.0 ","77,394.2 ","80,355.2 ",-894.2 ,,"9,236.0 ","527,297.9 ","13,751.0 ","19,205.4 ","5,454.3 ","541,048.9 ",,"521,731.6 ","400,347.7 ","121,283.8 ",,"140,886.6 ",,"517,677.7 ",,,
7- 9.,"517,025.7 ","286,233.2 ","280,614.9 ","235,684.7 ","25,888.1 ","86,302.0 ",759.3 ,"92,454.3 ","27,582.4 ",43.8 ,"-1,496.8 ","78,812.0 ","80,308.7 ",-740.7 ,,"7,985.7 ","525,011.4 ","14,352.5 ","19,949.7 ","5,597.3 ","539,363.9 ",,"519,153.3 ","399,109.7 ","119,937.3 ",,"139,602.3 ",,"515,787.6 ",,,
10-12.,"523,952.4 ","290,579.4 ","284,965.8 ","239,897.3 ","25,808.4 ","87,879.2 ",650.0 ,"92,401.2 ","28,009.4 ",-10.4 ,-499.0 ,"79,749.5 ","80,248.4 ",-865.8 ,,"8,662.1 ","532,614.5 ","15,194.2 ","21,401.3 ","6,207.1 ","547,808.8 ",,"525,233.5 ","404,897.8 ","120,216.5 ",,"141,562.3 ",,"522,862.3 ",,,
2007/ 1- 3.,"527,420.4 ","290,822.6 ","285,253.2 ","240,017.1 ","25,423.2 ","88,204.1 ","2,414.4 ","92,930.9 ","27,795.0 ",-108.7 ,663.0 ,"81,661.4 ","80,998.4 ",-724.0 ,,"8,336.2 ","535,756.6 ","16,277.7 ","22,908.7 ","6,631.0 ","552,034.3 ",,"527,414.9 ","406,857.0 ","120,432.7 ",,"141,330.0 ",,"524,728.5 ",,,
4- 6.,"527,668.1 ","292,397.2 ","286,882.0 ","241,505.8 ","24,990.7 ","87,221.4 ","1,000.6 ","93,780.7 ","27,145.1 ",139.7 ,"1,361.3 ","83,650.1 ","82,288.8 ",-368.6 ,,"7,749.8 ","535,417.9 ","16,981.7 ","23,159.2 ","6,177.5 ","552,399.6 ",,"526,760.8 ","405,664.2 ","120,978.6 ",,"139,287.1 ",,"526,052.2 ",,,
7- 9.,"524,805.2 ","289,536.9 ","284,057.2 ","238,552.0 ","22,953.6 ","86,152.2 ","1,663.7 ","93,632.9 ","26,755.7 ",46.5 ,"4,174.1 ","85,699.2 ","81,525.0 ",-110.5 ,,"5,995.9 ","530,801.1 ","15,244.4 ","23,189.0 ","7,944.6 ","546,045.5 ",,"520,940.9 ","400,480.9 ","120,350.9 ",,"135,884.2 ",,"522,657.2 ",,,
10-12.,"527,030.6 ","290,005.8 ","284,551.0 ","238,933.9 ","20,426.0 ","86,066.4 ","2,968.0 ","94,378.6 ","27,316.4 ",74.5 ,"5,617.6 ","88,179.0 ","82,561.4 ",177.4 ,,"1,837.0 ","528,867.6 ","16,974.9 ","23,956.1 ","6,981.1 ","545,842.5 ",,"521,567.0 ","399,803.7 ","121,668.0 ",,"133,931.0 ",,"523,589.1 ",,,
2008/ 1- 3.,"528,892.3 ","291,303.0 ","285,857.5 ","240,102.6 ","21,061.9 ","86,763.9 ","1,665.5 ","94,446.3 ","26,632.8 ",89.2 ,"6,633.1 ","90,378.4 ","83,745.3 ",296.6 ,,-350.9 ,"528,541.4 ","16,438.6 ","22,477.4 ","6,038.8 ","544,980.0 ",,"522,278.5 ","401,068.1 ","121,106.4 ",,"134,584.8 ",,"526,735.2 ",,,
4- 6.,"525,891.4 ","287,974.2 ","282,566.8 ","236,644.9 ","21,924.7 ","85,371.0 ","4,360.8 ","93,189.0 ","25,694.7 ",-40.8 ,"7,230.1 ","88,622.0 ","81,391.9 ",187.8 ,,"-2,834.9 ","523,056.5 ","12,951.8 ","18,843.6 ","5,891.8 ","536,008.3 ",,"518,748.6 ","399,848.5 ","118,778.8 ",,"133,077.1 ",,"521,193.9 ",,,
7- 9.,"519,335.3 ","287,111.6 ","281,746.2 ","235,654.3 ","22,471.0 ","84,001.1 ",-286.6 ,"93,177.7 ","25,615.5 ",-42.5 ,"7,047.9 ","88,668.9 ","81,620.9 ",239.5 ,,"-6,904.1 ","512,431.2 ","13,715.7 ","19,168.1 ","5,452.4 ","526,146.9 ",,"512,233.9 ","393,441.4 ","118,690.5 ",,"132,118.7 ",,"519,251.2 ",,,
10-12.,"506,486.2 ","282,699.1 ","277,297.5 ","231,012.0 ","22,258.6 ","81,265.3 ","7,081.2 ","93,595.8 ","25,559.2 ",52.0 ,"-5,614.5 ","77,470.9 ","83,085.4 ",-410.6 ,,"1,444.7 ","507,930.9 ","12,328.5 ","17,482.4 ","5,153.9 ","520,259.4 ",,"512,791.3 ","393,515.7 ","119,178.7 ",,"129,063.0 ",,"498,900.7 ",,,
2009/ 1- 3.,"482,133.8 ","281,378.7 ","275,879.6 ","229,413.9 ","20,328.5 ","76,332.6 ","-3,458.8 ","93,943.3 ","26,351.7 ",-92.3 ,"-12,025.8 ","57,718.7 ","69,744.5 ",-624.0 ,,"7,242.4 ","489,376.2 ","11,655.7 ","16,104.4 ","4,448.7 ","501,031.9 ",,"494,715.0 ","374,581.0 ","120,107.8 ",,"122,952.6 ",,"485,601.7 ",,,
4- 6.,"491,599.0 ","283,832.4 ","278,240.1 ","231,646.9 ","18,338.8 ","73,967.1 ","-4,341.9 ","95,242.2 ","28,352.0 ",7.8 ,"-3,654.3 ","62,988.5 ","66,642.9 ",-145.0 ,,"7,413.5 ","499,012.6 ","13,116.9 ","17,075.9 ","3,959.0 ","512,129.5 ",,"495,349.5 ","371,877.4 ","123,486.7 ",,"120,563.9 ",,"495,807.9 ",,,
7- 9.,"491,380.6 ","285,929.4 ","280,269.2 ","233,556.0 ","17,066.2 ","71,962.2 ","-6,347.8 ","96,216.2 ","27,875.7 ",4.6 ,"-1,149.2 ","69,065.5 ","70,214.7 ",-176.8 ,,"5,435.0 ","496,815.5 ","12,533.4 ","16,397.5 ","3,864.1 ","509,348.9 ",,"492,668.2 ","368,696.9 ","123,999.1 ",,"116,831.0 ",,"497,652.6 ",,,
10-12.,"497,444.3 ","287,739.1 ","282,015.7 ","235,171.5 ","16,549.2 ","71,283.8 ","-4,967.1 ","96,435.0 ","28,256.8 ",28.6 ,"2,248.2 ","74,003.9 ","71,755.7 ",-129.3 ,,"3,989.0 ","501,433.3 ","12,512.9 ","16,106.8 ","3,593.9 ","513,946.1 ",,"495,351.4 ","370,759.4 ","124,616.5 ",,"116,007.9 ",,"502,252.7 ",,,
2010/ 1- 3.,"502,679.8 ","288,873.2 ","283,091.3 ","236,104.8 ","17,455.1 ","71,738.4 ","-3,539.3 ","95,607.5 ","28,371.5 ",93.5 ,"4,534.6 ","78,402.5 ","73,867.8 ",-454.8 ,,"3,544.8 ","506,224.6 ","13,547.0 ","17,516.0 ","3,968.9 ","519,771.7 ",,"498,554.5 ","374,614.2 ","123,951.6 ",,"117,459.5 ",,"506,056.3 ",,,
4- 6.,"508,716.0 ","290,916.7 ","285,108.7 ","237,989.6 ","17,579.9 ","72,562.3 ",-897.1 ,"97,360.1 ","26,909.0 ",-15.1 ,"4,662.2 ","82,197.9 ","77,535.7 ",-362.0 ,,"3,159.1 ","511,875.1 ","13,213.7 ","17,505.1 ","4,291.4 ","525,088.8 ",,"504,404.8 ","380,201.7 ","124,204.2 ",,"116,997.4 ",,"509,644.9 ",,,
7- 9.,"517,945.5 ","295,312.9 ","289,480.9 ","242,253.5 ","17,768.7 ","73,433.9 ","2,306.9 ","97,760.5 ","26,618.4 ",-146.6 ,"5,409.7 ","84,445.6 ","79,035.9 ",-519.2 ,,"2,491.9 ","520,437.4 ","13,997.3 ","18,117.1 ","4,119.9 ","534,434.7 ",,"513,024.1 ","388,817.8 ","124,192.5 ",,"117,783.7 ",,"515,891.6 ",,,
10-12.,"513,717.2 ","290,349.4 ","284,409.9 ","236,944.1 ","18,347.5 ","73,334.7 ","2,568.8 ","98,271.0 ","26,051.2 ",-51.3 ,"5,303.4 ","84,769.6 ","79,466.2 ",-457.5 ,,"1,038.0 ","514,755.3 ","14,277.5 ","18,615.8 ","4,338.3 ","529,032.7 ",,"508,838.7 ","384,571.1 ","124,262.1 ",,"117,696.5 ",,"511,294.4 ",,,
2011/ 1- 3.,"508,272.1 ","285,640.0 ","279,514.8 ","231,907.7 ","18,978.1 ","75,030.3 ","1,027.6 ","98,799.4 ","25,607.0 ",-45.2 ,"3,451.7 ","84,031.1 ","80,579.4 ",-216.8 ,,"-1,218.3 ","507,053.8 ","14,985.6 ","19,282.0 ","4,296.4 ","522,039.4 ",,"505,024.6 ","380,640.6 ","124,377.8 ",,"119,600.2 ",,"507,349.0 ",,,
4- 6.,"503,906.6 ","287,663.4 ","281,340.6 ","233,806.3 ","18,615.1 ","73,671.0 ",595.4 ,"99,271.4 ","26,336.2 ",-5.1 ,"-2,471.8 ","77,703.6 ","80,175.4 ",231.0 ,,"-3,819.3 ","500,087.2 ","14,937.6 ","19,053.7 ","4,116.1 ","515,024.8 ",,"506,142.4 ","380,536.9 ","125,598.7 ",,"118,575.5 ",,"503,350.6 ",,,
7- 9.,"516,162.3 ","292,170.2 ","285,681.9 ","238,019.5 ","19,392.7 ","75,408.1 ","1,848.3 ","99,638.3 ","25,551.2 ",49.0 ,"2,162.6 ","84,967.3 ","82,804.7 ",-58.1 ,,"-5,018.2 ","511,144.1 ","14,875.5 ","19,011.2 ","4,135.7 ","526,019.7 ",,"514,080.2 ","388,806.4 ","125,275.5 ",,"120,329.5 ",,"514,287.1 ",,,
10-12.,"515,431.5 ","293,836.2 ","287,213.5 ","239,386.6 ","19,057.0 ","78,368.4 ",718.7 ,"99,963.1 ","24,705.1 ",-19.8 ,"-1,452.6 ","82,702.3 ","84,154.9 ",255.5 ,,"-5,494.1 ","509,937.5 ","14,063.0 ","18,215.6 ","4,152.7 ","524,000.5 ",,"516,693.7 ","391,983.9 ","124,716.7 ",,"122,179.8 ",,"514,761.3 ",,,
2012/ 1- 3.,"522,507.6 ","295,085.4 ","288,366.2 ","240,361.4 ","18,795.6 ","78,457.8 ","3,439.6 ","100,943.8 ","26,102.7 ",-2.6 ,-443.7 ,"85,279.3 ","85,723.1 ",129.1 ,,"-5,712.5 ","516,795.1 ","14,003.5 ","18,237.0 ","4,233.5 ","530,798.5 ",,"522,917.7 ","395,849.4 ","127,071.7 ",,"123,378.7 ",,"519,023.7 ",,,
4- 6.,"517,817.9 ","295,639.0 ","288,791.0 ","240,606.1 ","19,264.0 ","78,309.7 ",335.7 ,"100,711.4 ","26,500.4 ",54.9 ,"-3,119.9 ","84,526.7 ","87,646.6 ",122.6 ,,"-5,834.5 ","511,983.4 ","14,005.7 ","18,667.6 ","4,661.9 ","525,989.1 ",,"520,804.9 ","393,517.8 ","127,287.3 ",,"124,073.6 ",,"517,474.3 ",,,
7- 9.,"515,882.5 ","295,510.6 ","288,517.5 ","240,164.5 ","19,635.5 ","77,718.1 ","1,407.6 ","101,017.2 ","25,954.4 ",80.7 ,"-5,850.9 ","81,483.3 ","87,334.3 ",409.1 ,,"-4,113.0 ","511,769.6 ","14,394.5 ","18,517.4 ","4,122.9 ","526,164.1 ",,"521,350.3 ","394,253.7 ","127,099.3 ",,"123,300.7 ",,"514,405.0 ",,,
10-12.,"515,505.6 ","296,772.0 ","289,717.2 ","241,189.0 ","20,083.0 ","77,534.5 ",-252.3 ,"101,713.3 ","25,465.3 ",2.4 ,"-6,352.5 ","78,691.4 ","85,043.8 ",539.8 ,,"-4,868.4 ","510,637.1 ","14,642.3 ","19,365.9 ","4,723.6 ","525,279.4 ",,"521,298.7 ","394,066.5 ","127,234.1 ",,"123,072.0 ",,"515,834.9 ",,,
2013/ 1- 3.,"522,589.7 ","301,253.7 ","294,222.7 ","245,539.4 ","20,303.4 ","77,475.5 ",326.8 ,"101,507.2 ","25,837.6 ",-133.5 ,"-4,363.2 ","81,215.0 ","85,578.2 ",382.1 ,,"-6,024.9 ","516,564.8 ","15,965.5 ","21,122.7 ","5,157.2 ","532,530.3 ",,"526,505.0 ","399,302.7 ","127,211.2 ",,"123,592.5 ",,"522,496.3 ",,,
4- 6.,"527,317.3 ","303,502.4 ","296,437.6 ","247,584.4 ","20,476.0 ","80,132.3 ","-2,386.0 ","102,868.7 ","26,811.4 ",42.6 ,"-4,421.6 ","83,949.7 ","88,371.3 ",291.5 ,,"-5,476.9 ","521,840.4 ","19,817.7 ","25,780.2 ","5,962.5 ","541,658.1 ",,"531,388.5 ","401,642.6 ","129,746.9 ",,"127,405.9 ",,"529,761.9 ",,,
7- 9.,"532,398.9 ","305,097.9 ","297,964.5 ","248,917.9 ","21,279.0 ","81,276.1 ",-477.0 ,"102,879.9 ","28,267.6 ",-84.8 ,"-6,154.9 ","83,852.3 ","90,007.3 ",315.2 ,,"-5,879.8 ","526,519.1 ","17,893.5 ","24,644.0 ","6,750.4 ","544,412.6 ",,"538,110.6 ","407,105.0 ","131,008.7 ",,"130,779.2 ",,"533,049.1 ",,,
10-12.,"531,782.2 ","304,572.4 ","297,512.5 ","248,344.0 ","22,031.8 ","81,863.8 ",58.5 ,"103,108.8 ","28,750.8 ",80.1 ,"-9,087.6 ","83,531.9 ","92,619.5 ",403.5 ,,"-7,289.3 ","524,493.0 ","18,110.6 ","24,467.2 ","6,356.6 ","542,603.5 ",,"540,369.3 ","408,448.8 ","131,921.6 ",,"132,586.7 ",,"531,665.4 ",,,
2014/ 1- 3.,"536,082.4 ","310,664.7 ","303,827.2 ","254,666.9 ","22,345.1 ","83,958.9 ","-2,350.8 ","103,413.3 ","28,094.8 ",68.6 ,"-9,936.3 ","88,655.3 ","98,591.6 ",-175.8 ,,"-8,715.7 ","527,366.7 ","18,013.6 ","25,346.3 ","7,332.7 ","545,380.3 ",,"546,039.1 ","414,465.5 ","131,582.1 ",,"134,366.5 ",,"538,504.1 ",,,
4- 6.,"526,349.8 ","295,354.5 ","288,850.8 ","239,543.4 ","20,443.0 ","82,290.8 ","2,515.7 ","103,089.5 ","27,117.8 ",94.1 ,"-4,672.6 ","89,825.6 ","94,498.2 ",117.1 ,,"-7,292.3 ","519,057.4 ","17,980.2 ","25,582.0 ","7,601.8 ","537,037.6 ",,"531,023.9 ","400,676.9 ","130,345.5 ",,"129,848.6 ",,"523,609.5 ",,,
7- 9.,"526,843.3 ","297,902.4 ","291,669.3 ","242,374.6 ","19,410.0 ","82,786.9 ",-103.1 ,"103,766.2 ","27,877.8 ",140.8 ,"-4,838.1 ","91,195.4 ","96,033.6 ",-99.7 ,,"-7,515.5 ","519,327.8 ","19,836.3 ","27,613.8 ","7,777.5 ","539,164.0 ",,"531,839.6 ","399,992.8 ","131,840.3 ",,"130,078.2 ",,"526,781.8 ",,,
10-12.,"529,350.2 ","298,451.9 ","292,214.9 ","242,902.7 ","19,452.2 ","83,410.3 ","-1,356.1 ","104,018.5 ","28,046.8 ",8.9 ,"-2,461.2 ","93,900.6 ","96,361.8 ",-221.0 ,,"-6,448.7 ","522,901.5 ","22,415.3 ","30,774.9 ","8,359.6 ","545,316.8 ",,"531,991.9 ","399,908.9 ","132,076.2 ",,"130,911.5 ",,"530,788.9 ",,,
2015/ 1- 3.,"537,485.6 ","300,023.4 ","293,516.6 ","244,179.2 ","19,968.5 ","87,584.6 ",23.7 ,"104,999.4 ","26,725.5 ",80.2 ,"-1,848.3 ","95,327.1 ","97,175.3 ",-71.3 ,,"-1,736.4 ","535,749.2 ","20,201.2 ","28,572.3 ","8,371.1 ","555,950.5 ",,"539,420.5 ","407,576.3 ","131,843.1 ",,"134,283.1 ",,"537,386.0 ",,,
4- 6.,"538,243.9 ","300,270.8 ","293,474.5 ","244,115.9 ","20,355.0 ","86,423.2 ","2,479.4 ","105,132.8 ","26,492.2 ",-73.5 ,"-2,999.1 ","92,080.2 ","95,079.3 ",163.0 ,,-308.1 ,"537,935.8 ","21,484.9 ","29,980.3 ","8,495.4 ","559,420.7 ",,"541,108.8 ","409,569.7 ","131,540.4 ",,"133,270.4 ",,"535,790.2 ",,,
7- 9.,"538,726.9 ","301,071.5 ","294,092.8 ","244,721.6 ","20,457.3 ","87,618.0 ",974.3 ,"105,623.4 ","26,507.8 ",-101.1 ,"-3,344.6 ","94,396.9 ","97,741.5 ",-79.8 ,,701.5 ,"539,428.4 ","21,119.1 ","30,242.9 ","9,123.9 ","560,547.4 ",,"542,124.6 ","410,114.1 ","132,012.0 ",,"134,582.0 ",,"537,880.9 ",,,
10-12.,"537,938.6 ","299,066.0 ","291,954.9 ","242,557.3 ","20,438.5 ","87,447.0 ","1,018.5 ","106,485.0 ","27,195.7 ",-69.6 ,"-3,630.5 ","93,496.7 ","97,127.1 ",-12.0 ,,"1,418.3 ","539,356.9 ","22,068.7 ","31,460.7 ","9,392.1 ","561,425.6 ",,"541,563.5 ","407,959.5 ","133,602.2 ",,"135,077.7 ",,"537,005.9 ",,,
2016/ 1- 3.,"541,842.1 ","299,352.3 ","292,161.0 ","242,734.9 ","20,434.3 ","86,889.9 ","1,198.7 ","107,757.9 ","27,954.1 ",2.4 ,"-1,746.5 ","94,179.7 ","95,926.2 ",-1.0 ,,"5,683.9 ","547,526.1 ","20,246.2 ","29,441.4 ","9,195.2 ","567,772.3 ",,"543,571.7 ","407,861.6 ","135,709.2 ",,"135,276.5 ",,"540,661.0 ",,,
4- 6.,"541,089.6 ","297,538.7 ","290,234.1 ","240,785.9 ","21,021.5 ","87,092.4 ","2,914.8 ","106,851.2 ","27,103.9 ",-196.5 ,"-1,240.1 ","93,544.4 ","94,784.5 ",3.7 ,,"5,820.9 ","546,910.5 ","19,132.4 ","28,879.1 ","9,746.7 ","566,042.9 ",,"542,315.0 ","408,557.9 ","133,757.0 ",,"135,217.4 ",,"538,384.7 ",,,
7- 9.,"542,035.8 ","298,579.7 ","291,146.0 ","241,679.6 ","21,381.0 ","87,524.4 ",172.4 ,"107,223.0 ","27,215.8 ",-268.2 ,205.7 ,"95,486.5 ","95,280.9 ",2.0 ,,"5,559.8 ","547,595.6 ","18,401.3 ","28,461.7 ","10,060.3 ","565,997.0 ",,"541,831.7 ","407,659.6 ","134,172.4 ",,"136,121.8 ",,"542,128.5 ",,,
10-12.,"542,890.9 ","299,233.0 ","291,741.6 ","242,252.1 ","21,499.6 ","88,103.5 ","-1,448.6 ","107,189.4 ","27,235.7 ",-334.2 ,"1,418.7 ","97,932.3 ","96,513.5 ",-6.1 ,,"3,919.6 ","546,810.5 ","18,569.3 ","28,618.7 ","10,049.3 ","565,379.8 ",,"541,503.8 ","407,408.3 ","134,096.0 ",,"136,840.1 ",,"544,643.5 ",,,
2017/ 1- 3.,"547,244.7 ","301,181.4 ","293,719.9 ","244,201.6 ","21,289.5 ","88,375.2 ",-516.0 ,"107,489.3 ","27,458.0 ",-297.0 ,"2,379.7 ","100,057.8 ","97,678.1 ",-115.3 ,,"1,526.2 ","548,771.0 ","20,942.3 ","31,387.4 ","10,445.1 ","569,713.3 ",,"544,997.8 ","410,344.6 ","134,653.9 ",,"137,123.6 ",,"548,036.2 ",,,
4- 6.,"549,551.5 ","302,731.2 ","295,251.5 ","245,708.2 ","21,499.2 ","89,157.1 ",56.4 ,"107,049.7 ","27,725.6 ",91.7 ,"1,307.6 ","100,033.7 ","98,726.1 ",-66.9 ,,"1,612.1 ","551,163.6 ","19,728.6 ","30,362.0 ","10,633.3 ","570,892.2 ",,"548,289.5 ","413,458.3 ","134,832.9 ",,"138,382.6 ",,"549,417.1 ",,,
7- 9.,"553,719.9 ","301,472.5 ","293,926.9 ","244,362.7 ","21,324.7 ","90,016.1 ","2,385.6 ","107,431.6 ","27,262.8 ",86.6 ,"4,185.6 ","102,234.9 ","98,049.3 ",-445.7 ,,"2,715.6 ","556,435.4 ","21,145.7 ","31,521.3 ","10,375.6 ","577,581.2 ",,"549,893.1 ","415,140.9 ","134,754.5 ",,"138,601.9 ",,"551,337.7 ",,,
10-12.,"554,307.0 ","302,193.5 ","294,728.1 ","245,141.3 ","20,701.9 ","90,438.1 ","3,153.3 ","107,341.1 ","27,318.3 ",91.6 ,"3,328.8 ","104,098.1 ","100,769.3 ",-259.6 ,,370.5 ,"554,677.5 ","20,448.4 ","31,439.0 ","10,990.7 ","575,125.9 ",,"551,139.6 ","416,413.8 ","134,728.6 ",,"138,452.3 ",,"551,164.0 ",,,
2018/ 1- 3.,"555,011.0 ","302,583.9 ","295,354.2 ","245,743.8 ","20,202.5 ","91,277.1 ","1,475.4 ","108,174.7 ","27,510.2 ",59.8 ,"3,967.6 ","105,366.9 ","101,399.3 ",-240.4 ,,-466.3 ,"554,544.6 ","19,899.0 ","31,824.4 ","11,925.4 ","574,443.6 ",,"551,209.4 ","415,485.1 ","135,725.7 ",,"138,973.5 ",,"553,537.7 ",,,
4- 6.,"557,177.0 ","303,014.1 ","296,130.1 ","246,495.8 ","19,570.6 ","92,244.3 ","1,775.5 ","108,265.3 ","28,051.1 ",-46.7 ,"4,585.4 ","106,251.6 ","101,666.1 ",-282.7 ,,"-2,116.9 ","555,060.1 ","21,603.3 ","33,399.1 ","11,795.8 ","576,663.4 ",,"552,793.1 ","416,544.2 ","136,250.2 ",,"139,839.6 ",,"555,506.4 ",,,
7- 9.,"553,131.0 ","302,657.5 ","296,058.4 ","246,403.2 ","19,626.7 ","89,736.4 ","2,111.4 ","108,320.4 ","27,673.0 ",-18.1 ,"3,263.0 ","104,417.6 ","101,154.6 ",-239.3 ,,"-3,786.4 ","549,344.6 ","21,391.2 ","33,368.0 ","11,976.8 ","570,735.8 ",,"550,036.9 ","414,081.6 ","135,956.0 ",,"137,016.9 ",,"551,089.1 ",,,
10-12.,"552,078.1 ","301,729.8 ","295,137.8 ","245,462.8 ","19,938.8 ","91,491.4 ","3,155.3 ","108,877.6 ","27,223.8 ",-46.9 ,-209.2 ,"105,689.8 ","105,899.0 ",-82.4 ,,"-4,678.0 ","547,400.1 ","21,973.2 ","34,218.7 ","12,245.5 ","569,373.4 ",,"552,281.9 ","416,254.7 ","136,028.6 ",,"138,626.7 ",,"549,032.3 ",,,
2019/ 1- 3.,"554,673.7 ","302,532.2 ","295,670.7 ","245,968.8 ","20,452.9 ","91,789.3 ","1,600.4 ","109,286.0 ","27,799.2 ",-165.6 ,"1,497.4 ","103,679.0 ","102,181.6 ",-118.0 ,,"-1,435.5 ","553,238.2 ","21,505.7 ","33,449.9 ","11,944.2 ","574,743.9 ",,"553,204.3 ","416,330.8 ","136,874.9 ",,"140,025.1 ",,"553,324.7 ",,,
4- 6.,"557,509.9 ","302,902.0 ","295,863.1 ","246,138.9 ","20,734.8 ","91,926.1 ","3,307.7 ","110,326.6 ","27,818.5 ",-30.3 ,652.6 ,"104,018.9 ","103,366.4 ",-128.1 ,,"-2,691.5 ","554,818.4 ","21,887.9 ","34,230.6 ","12,342.7 ","576,706.3 ",,"556,911.4 ","418,825.7 ","138,087.1 ",,"140,467.2 ",,"554,292.4 ",,,
