実質季節調整系列,,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,,,(単位:2015暦年連鎖価格、10億円),,,
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,<cf>,,,,,,,,,,,,,(Billions of Chained (2015) Yen),,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,開差,,交易利得,国内総所得,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,
10-12.,"506,532.1 ","282,694.4 ","277,292.8 ","231,007.2 ","22,258.4 ","81,265.1 ","7,081.2 ","93,596.0 ","25,558.3 ",52.0 ,"-5,564.7 ","77,473.5 ","83,038.2 ",-408.7 ,,"1,408.4 ","507,940.5 ","12,328.5 ","17,482.4 ","5,153.9 ","520,268.9 ",,"512,786.4 ","393,511.6 ","119,178.2 ",,"129,061.6 ",,"498,946.0 ",,,
2009/ 1- 3.,"482,234.0 ","281,375.9 ","275,876.7 ","229,410.9 ","20,328.6 ","76,333.1 ","-3,458.7 ","93,943.5 ","26,350.7 ",-92.3 ,"-11,929.2 ","57,716.7 ","69,645.9 ",-617.6 ,,"7,157.8 ","489,391.8 ","11,655.9 ","16,104.5 ","4,448.6 ","501,047.7 ",,"494,712.6 ","374,579.2 ","120,107.3 ",,"122,952.2 ",,"485,701.4 ",,,
4- 6.,"491,568.1 ","283,834.4 ","278,242.2 ","231,648.9 ","18,338.9 ","73,967.0 ","-4,341.9 ","95,242.5 ","28,351.1 ",7.8 ,"-3,684.9 ","62,996.7 ","66,681.6 ",-146.8 ,,"7,452.0 ","499,020.1 ","13,116.9 ","17,075.8 ","3,959.0 ","512,137.0 ",,"495,351.3 ","371,879.5 ","123,486.4 ",,"120,563.1 ",,"495,776.8 ",,,
7- 9.,"491,264.8 ","285,934.0 ","280,273.8 ","233,560.7 ","17,066.3 ","71,961.8 ","-6,347.8 ","96,216.5 ","27,874.8 ",4.6 ,"-1,260.7 ","69,056.9 ","70,317.6 ",-184.7 ,,"5,524.1 ","496,789.0 ","12,533.2 ","16,397.5 ","3,864.2 ","509,322.2 ",,"492,672.0 ","368,701.2 ","123,998.6 ",,"116,829.8 ",,"497,536.9 ",,,
10-12.,"497,477.1 ","287,734.4 ","282,011.0 ","235,166.8 ","16,549.1 ","71,283.5 ","-4,967.1 ","96,435.2 ","28,255.7 ",28.7 ,"2,287.5 ","74,005.9 ","71,718.3 ",-129.9 ,,"3,956.5 ","501,433.6 ","12,512.8 ","16,106.8 ","3,594.0 ","513,946.4 ",,"495,345.8 ","370,754.3 ","124,616.0 ",,"116,006.5 ",,"502,285.2 ",,,
2010/ 1- 3.,"502,762.7 ","288,870.2 ","283,088.2 ","236,101.6 ","17,455.1 ","71,739.4 ","-3,539.2 ","95,607.6 ","28,370.6 ",93.6 ,"4,635.0 ","78,397.4 ","73,762.4 ",-469.5 ,,"3,448.7 ","506,211.5 ","13,547.4 ","17,516.1 ","3,968.7 ","519,758.9 ",,"498,552.2 ","374,612.3 ","123,951.2 ",,"117,459.6 ",,"506,138.8 ",,,
4- 6.,"508,698.7 ","290,919.1 ","285,111.0 ","237,992.0 ","17,579.9 ","72,562.0 ",-897.2 ,"97,360.5 ","26,908.2 ",-15.1 ,"4,640.1 ","82,212.0 ","77,571.9 ",-358.9 ,,"3,188.8 ","511,887.5 ","13,213.7 ","17,505.0 ","4,291.3 ","525,101.2 ",,"504,406.8 ","380,203.9 ","124,204.1 ",,"116,996.5 ",,"509,627.4 ",,,
7- 9.,"517,845.0 ","295,316.2 ","289,484.2 ","242,256.8 ","17,768.7 ","73,433.1 ","2,306.9 ","97,760.8 ","26,617.5 ",-146.7 ,"5,292.9 ","84,435.0 ","79,142.0 ",-504.6 ,,"2,594.5 ","520,439.5 ","13,996.5 ","18,117.2 ","4,120.6 ","534,436.0 ",,"513,026.1 ","388,820.4 ","124,191.9 ",,"117,782.1 ",,"515,791.1 ",,,
10-12.,"513,730.7 ","290,346.9 ","284,407.3 ","236,941.5 ","18,347.4 ","73,334.5 ","2,568.7 ","98,271.3 ","26,050.1 ",-51.3 ,"5,326.8 ","84,772.5 ","79,445.8 ",-463.6 ,,"1,016.4 ","514,747.1 ","14,277.5 ","18,615.8 ","4,338.2 ","529,024.6 ",,"508,835.1 ","384,568.3 ","124,261.3 ",,"117,695.0 ",,"511,307.8 ",,,
2011/ 1- 3.,"508,354.6 ","285,636.0 ","279,510.8 ","231,903.7 ","18,978.1 ","75,032.1 ","1,027.8 ","98,799.4 ","25,606.0 ",-44.6 ,"3,548.8 ","84,022.7 ","80,473.9 ",-229.1 ,,"-1,307.0 ","507,047.6 ","14,986.1 ","19,282.1 ","4,296.0 ","522,033.6 ",,"505,022.5 ","380,638.6 ","124,377.8 ",,"119,601.1 ",,"507,430.4 ",,,
4- 6.,"503,906.8 ","287,665.0 ","281,342.2 ","233,807.9 ","18,615.2 ","73,670.3 ",595.2 ,"99,272.1 ","26,335.9 ",-5.5 ,"-2,471.8 ","77,716.2 ","80,188.0 ",230.5 ,,"-3,819.0 ","500,087.9 ","14,937.8 ","19,053.5 ","4,115.6 ","515,025.7 ",,"506,143.3 ","380,537.8 ","125,598.7 ",,"118,574.6 ",,"503,351.3 ",,,
7- 9.,"516,074.3 ","292,172.6 ","285,684.3 ","238,021.9 ","19,392.6 ","75,406.4 ","1,848.2 ","99,638.5 ","25,550.1 ",48.7 ,"2,065.9 ","84,959.5 ","82,893.6 ",-48.9 ,,"-4,928.8 ","511,145.5 ","14,874.1 ","19,011.6 ","4,137.5 ","526,019.6 ",,"514,079.9 ","388,807.1 ","125,274.5 ",,"120,326.7 ",,"514,199.3 ",,,
10-12.,"515,416.0 ","293,835.9 ","287,213.2 ","239,386.3 ","19,056.8 ","78,367.8 ",718.8 ,"99,963.3 ","24,704.0 ",-19.9 ,"-1,466.9 ","82,707.3 ","84,174.2 ",256.3 ,,"-5,487.5 ","509,928.6 ","14,063.1 ","18,215.4 ","4,152.3 ","523,991.6 ",,"516,691.9 ","391,983.0 ","124,715.8 ",,"122,178.1 ",,"514,745.7 ",,,
2012/ 1- 3.,"522,599.2 ","295,088.2 ","288,369.0 ","240,364.2 ","18,795.6 ","78,461.7 ","3,440.0 ","100,943.6 ","26,101.7 ",-1.3 ,-356.2 ,"85,266.5 ","85,622.7 ",126.1 ,,"-5,786.2 ","516,813.0 ","14,003.8 ","18,236.9 ","4,233.1 ","530,816.9 ",,"522,925.2 ","395,856.4 ","127,072.3 ",,"123,381.6 ",,"519,113.3 ",,,
4- 6.,"517,846.7 ","295,639.5 ","288,791.6 ","240,606.6 ","19,264.2 ","78,307.9 ",334.6 ,"100,712.3 ","26,500.6 ",54.1 ,"-3,086.4 ","84,538.7 ","87,625.1 ",119.8 ,,"-5,866.7 ","511,980.1 ","14,006.3 ","18,667.3 ","4,661.0 ","525,986.4 ",,"520,803.1 ","393,515.7 ","127,287.6 ",,"124,072.2 ",,"517,505.0 ",,,
7- 9.,"515,809.8 ","295,513.0 ","288,519.9 ","240,166.8 ","19,635.4 ","77,714.5 ","1,408.4 ","101,017.5 ","25,952.8 ",80.1 ,"-5,923.2 ","81,479.3 ","87,402.5 ",411.2 ,,"-4,043.1 ","511,766.7 ","14,392.7 ","18,518.2 ","4,125.5 ","526,159.4 ",,"521,347.9 ","394,253.2 ","127,097.4 ",,"123,295.3 ",,"514,332.0 ",,,
10-12.,"515,454.6 ","296,774.4 ","289,719.6 ","241,191.5 ","20,082.9 ","77,534.0 ",-251.7 ,"101,713.3 ","25,464.3 ",2.1 ,"-6,406.0 ","78,698.7 ","85,104.7 ",541.2 ,,"-4,831.3 ","510,623.3 ","14,642.5 ","19,365.4 ","4,722.9 ","525,265.8 ",,"521,300.0 ","394,069.0 ","127,232.9 ",,"123,070.4 ",,"515,783.4 ",,,
2013/ 1- 3.,"522,658.5 ","301,246.5 ","294,215.4 ","245,532.1 ","20,303.4 ","77,483.0 ",326.2 ,"101,507.0 ","25,836.5 ",-131.3 ,"-4,294.6 ","81,199.6 ","85,494.2 ",381.7 ,,"-6,080.8 ","516,577.7 ","15,965.5 ","21,122.2 ","5,156.7 ","532,543.2 ",,"526,506.4 ","399,302.4 ","127,212.9 ",,"123,599.0 ",,"522,562.5 ",,,
4- 6.,"527,367.1 ","303,499.5 ","296,434.7 ","247,581.4 ","20,476.4 ","80,127.0 ","-2,387.9 ","102,869.7 ","26,812.4 ",41.7 ,"-4,360.7 ","83,957.8 ","88,318.6 ",289.0 ,,"-5,529.5 ","521,837.6 ","19,818.2 ","25,779.7 ","5,961.5 ","541,655.8 ",,"531,379.7 ","401,632.8 ","129,748.0 ",,"127,401.9 ",,"529,814.5 ",,,
7- 9.,"532,347.7 ","305,105.3 ","297,971.9 ","248,925.3 ","21,278.7 ","81,270.6 ",-475.4 ,"102,880.3 ","28,265.2 ",-86.1 ,"-6,207.3 ","83,851.9 ","90,059.2 ",316.4 ,,"-5,830.4 ","526,517.3 ","17,891.1 ","24,645.6 ","6,754.5 ","544,408.4 ",,"538,110.5 ","407,108.3 ","131,005.3 ",,"130,771.0 ",,"532,997.7 ",,,
10-12.,"531,700.6 ","304,576.1 ","297,516.2 ","248,347.8 ","22,031.7 ","81,863.2 ",62.0 ,"103,109.0 ","28,749.1 ",78.8 ,"-9,172.1 ","83,542.3 ","92,714.4 ",402.8 ,,"-7,221.2 ","524,479.4 ","18,112.4 ","24,467.8 ","6,355.4 ","542,591.8 ",,"540,372.9 ","408,455.3 ","131,918.6 ",,"132,584.2 ",,"531,581.8 ",,,
2014/ 1- 3.,"536,162.7 ","310,652.6 ","303,815.1 ","254,654.6 ","22,345.2 ","83,972.6 ","-2,355.0 ","103,412.0 ","28,094.0 ",73.1 ,"-9,868.1 ","88,635.7 ","98,503.8 ",-163.7 ,,"-8,783.8 ","527,378.9 ","18,010.3 ","25,343.1 ","7,332.8 ","545,389.2 ",,"546,041.1 ","414,462.9 ","131,586.7 ",,"134,379.7 ",,"538,582.1 ",,,
4- 6.,"526,416.2 ","295,349.1 ","288,845.4 ","239,538.0 ","20,443.4 ","82,281.9 ","2,512.9 ","103,091.6 ","27,120.7 ",93.1 ,"-4,598.6 ","89,831.6 ","94,430.2 ",122.0 ,,"-7,341.2 ","519,075.0 ","17,982.1 ","25,582.9 ","7,600.8 ","537,057.0 ",,"531,011.0 ","400,660.0 ","130,349.5 ",,"129,843.0 ",,"523,680.0 ",,,
7- 9.,"526,794.2 ","297,916.1 ","291,682.9 ","242,388.4 ","19,409.7 ","82,776.5 ",-99.5 ,"103,766.6 ","27,874.3 ",138.5 ,"-4,882.3 ","91,198.9 ","96,081.2 ",-105.6 ,,"-7,478.4 ","519,315.8 ","19,834.8 ","27,615.7 ","7,780.9 ","539,150.6 ",,"531,840.1 ","399,999.4 ","131,834.2 ",,"130,064.0 ",,"526,732.1 ",,,
10-12.,"529,254.8 ","298,455.4 ","292,218.4 ","242,906.3 ","19,451.5 ","83,410.4 ","-1,348.4 ","104,018.6 ","28,042.2 ",5.0 ,"-2,547.2 ","93,913.5 ","96,460.7 ",-232.6 ,,"-6,367.7 ","522,887.1 ","22,419.4 ","30,777.6 ","8,358.2 ","545,306.6 ",,"531,993.0 ","399,919.7 ","132,066.6 ",,"130,906.4 ",,"530,690.8 ",,,
2015/ 1- 3.,"537,553.7 ","300,005.7 ","293,498.9 ","244,161.5 ","19,969.6 ","87,606.2 ",14.2 ,"104,997.0 ","26,727.5 ",88.7 ,"-1,792.5 ","95,304.8 ","97,097.3 ",-62.6 ,,"-1,815.0 ","535,738.7 ","20,194.0 ","28,565.9 ","8,371.8 ","555,932.7 ",,"539,426.6 ","407,571.5 ","131,854.0 ",,"134,307.9 ",,"537,452.5 ",,,
4- 6.,"538,285.1 ","300,261.0 ","293,464.8 ","244,106.1 ","20,354.9 ","86,413.1 ","2,473.0 ","105,136.0 ","26,499.3 ",-74.6 ,"-2,944.5 ","92,076.0 ","95,020.5 ",166.9 ,,-334.1 ,"537,951.0 ","21,488.1 ","29,982.4 ","8,494.3 ","559,439.1 ",,"541,091.0 ","409,543.1 ","131,549.2 ",,"133,267.2 ",,"535,839.7 ",,,
7- 9.,"538,716.9 ","301,099.6 ","294,120.9 ","244,749.7 ","20,457.5 ","87,597.6 ",983.6 ,"105,624.3 ","26,501.0 ",-104.9 ,"-3,357.6 ","94,423.6 ","97,781.2 ",-84.2 ,,723.3 ,"539,440.2 ","21,118.4 ","30,244.7 ","9,126.3 ","560,558.6 ",,"542,131.2 ","410,131.5 ","132,001.3 ",,"134,555.1 ",,"537,866.3 ",,,
10-12.,"537,829.7 ","299,066.9 ","291,955.8 ","242,558.2 ","20,436.9 ","87,441.1 ","1,029.5 ","106,484.6 ","27,185.6 ",-75.8 ,"-3,719.2 ","93,487.2 ","97,206.4 ",-20.1 ,,"1,487.0 ","539,316.7 ","22,073.2 ","31,465.5 ","9,392.3 ","561,389.9 ",,"541,550.3 ","407,964.2 ","133,584.3 ",,"135,060.2 ",,"536,893.2 ",,,
2016/ 1- 3.,"541,908.7 ","299,338.6 ","292,147.4 ","242,721.3 ","20,435.7 ","86,924.9 ","1,185.8 ","107,753.7 ","27,961.2 ",14.1 ,"-1,698.7 ","94,165.9 ","95,864.6 ",-6.6 ,,"5,620.2 ","547,528.9 ","20,241.0 ","29,433.7 ","9,192.7 ","567,769.9 ",,"543,595.4 ","407,871.5 ","135,723.1 ",,"135,320.0 ",,"540,729.3 ",,,
4- 6.,"541,120.2 ","297,520.1 ","290,215.5 ","240,767.3 ","21,021.6 ","87,104.5 ","2,901.1 ","106,856.6 ","27,125.4 ",-197.8 ,"-1,212.7 ","93,533.1 ","94,745.8 ",1.4 ,,"5,818.3 ","546,938.5 ","19,132.1 ","28,878.4 ","9,746.3 ","566,070.6 ",,"542,320.4 ","408,537.9 ","133,782.4 ",,"135,251.1 ",,"538,430.4 ",,,
7- 9.,"542,036.5 ","298,624.3 ","291,190.6 ","241,724.2 ","21,381.9 ","87,456.1 ",186.8 ,"107,224.9 ","27,190.3 ",-272.9 ,241.3 ,"95,541.7 ","95,300.4 ",3.6 ,,"5,549.6 ","547,586.0 ","18,401.9 ","28,464.8 ","10,062.9 ","565,987.9 ",,"541,795.2 ","407,651.1 ","134,144.4 ",,"136,029.0 ",,"542,119.2 ",,,
10-12.,"542,766.1 ","299,226.5 ","291,735.2 ","242,245.6 ","21,496.7 ","88,107.0 ","-1,438.2 ","107,189.2 ","27,218.1 ",-341.2 ,"1,307.6 ","97,888.5 ","96,580.9 ",0.2 ,,"3,977.1 ","546,743.2 ","18,574.3 ","28,626.4 ","10,052.0 ","565,317.5 ",,"541,484.2 ","407,412.8 ","134,071.9 ",,"136,823.3 ",,"544,514.8 ",,,
2017/ 1- 3.,"547,373.5 ","301,169.9 ","293,708.5 ","244,190.2 ","21,289.9 ","88,431.1 ",-510.5 ,"107,479.6 ","27,487.6 ",-284.5 ,"2,438.4 ","100,053.8 ","97,615.4 ",-128.0 ,,"1,481.8 ","548,855.3 ","20,952.5 ","31,387.8 ","10,435.3 ","569,807.8 ",,"545,078.8 ","410,394.5 ","134,685.0 ",,"137,209.5 ",,"548,148.5 ",,,
4- 6.,"549,526.8 ","302,695.4 ","295,215.7 ","245,672.5 ","21,501.4 ","89,179.0 ",12.6 ,"107,059.0 ","27,756.1 ",91.5 ,"1,295.8 ","100,007.5 ","98,711.7 ",-64.1 ,,"1,639.5 ","551,166.3 ","19,699.1 ","30,333.1 ","10,634.0 ","570,865.4 ",,"548,275.2 ","413,404.3 ","134,872.5 ",,"138,437.4 ",,"549,434.4 ",,,
7- 9.,"553,743.3 ","301,531.2 ","293,985.6 ","244,421.3 ","21,327.5 ","89,913.9 ","2,410.3 ","107,435.8 ","27,200.3 ",81.1 ,"4,296.1 ","102,345.2 ","98,049.1 ",-452.8 ,,"2,638.1 ","556,381.4 ","21,161.4 ","31,539.8 ","10,378.4 ","577,542.8 ",,"549,813.3 ","415,124.2 ","134,691.5 ",,"138,440.0 ",,"551,342.6 ",,,
10-12.,"554,087.1 ","302,162.4 ","294,697.0 ","245,110.2 ","20,696.7 ","90,423.6 ","3,169.0 ","107,343.0 ","27,296.9 ",85.5 ,"3,150.2 ","103,999.0 ","100,848.8 ",-240.2 ,,475.6 ,"554,562.8 ","20,473.5 ","31,472.2 ","10,998.7 ","575,036.2 ",,"551,078.4 ","416,377.8 ","134,703.4 ",,"138,411.0 ",,"550,934.8 ",,,
2018/ 1- 3.,"555,273.5 ","302,615.8 ","295,386.1 ","245,775.5 ","20,169.2 ","91,389.0 ","1,487.1 ","108,147.4 ","27,575.4 ",69.8 ,"4,060.2 ","105,372.5 ","101,312.4 ",-240.5 ,,-517.5 ,"554,756.0 ","19,909.7 ","31,815.9 ","11,906.2 ","574,665.7 ",,"551,379.3 ","415,605.9 ","135,774.9 ",,"139,116.8 ",,"553,778.1 ",,,
4- 6.,"557,346.2 ","302,913.1 ","296,029.1 ","246,395.1 ","19,562.8 ","92,775.7 ","1,714.1 ","108,282.4 ","27,870.0 ",-44.8 ,"4,555.3 ","106,218.4 ","101,663.2 ",-282.4 ,,"-2,085.8 ","555,260.4 ","21,525.1 ","33,317.6 ","11,792.6 ","576,785.5 ",,"552,989.4 ","416,903.8 ","136,087.2 ",,"140,178.7 ",,"555,734.3 ",,,
7- 9.,"553,698.4 ","302,715.8 ","296,116.6 ","246,461.1 ","19,633.3 ","90,060.4 ","2,132.0 ","108,326.9 ","27,652.2 ",-20.6 ,"3,451.3 ","104,581.8 ","101,130.5 ",-252.8 ,,"-3,942.6 ","549,755.8 ","21,419.1 ","33,402.5 ","11,983.4 ","571,175.0 ",,"550,427.6 ","414,489.8 ","135,938.7 ",,"137,325.2 ",,"551,639.2 ",,,
10-12.,"552,248.1 ","301,662.2 ","295,070.2 ","245,395.1 ","19,949.0 ","91,908.1 ","3,215.9 ","108,891.7 ","27,288.6 ",-57.1 ,-537.5 ,"105,556.4 ","106,094.0 ",-72.7 ,,"-4,419.0 ","547,829.1 ","22,070.7 ","34,332.4 ","12,261.8 ","569,899.7 ",,"552,768.1 ","416,672.8 ","136,096.8 ",,"139,117.2 ",,"549,153.5 ",,,
2019/ 1- 3.,"555,251.3 ","302,684.6 ","295,823.0 ","246,120.5 ","20,473.1 ","91,956.0 ","1,567.4 ","109,232.7 ","27,910.8 ",-157.1 ,"1,699.5 ","103,661.0 ","101,961.5 ",-115.6 ,,"-1,570.0 ","553,681.3 ","21,465.2 ","33,387.5 ","11,922.3 ","575,146.5 ",,"553,581.1 ","416,636.9 ","136,945.8 ",,"140,325.0 ",,"553,924.8 ",,,
4- 6.,"557,290.7 ","302,693.4 ","295,654.6 ","245,931.6 ","20,762.4 ","91,523.9 ","3,217.0 ","110,360.1 ","28,269.3 ",-25.6 ,610.5 ,"103,991.3 ","103,380.8 ",-120.3 ,,"-2,719.0 ","554,571.7 ","21,756.2 ","34,063.7 ","12,307.6 ","576,327.8 ",,"556,736.2 ","418,153.7 ","138,584.1 ",,"140,552.5 ",,"554,158.2 ",,,
7- 9.,"557,273.3 ","304,755.8 ","297,648.0 ","247,895.9 ","20,909.1 ","93,369.9 ",264.0 ,"111,167.5 ","28,117.4 ",-48.5 ,"-1,137.8 ","104,519.4 ","105,657.2 ",-124.0 ,,"-2,552.5 ","554,720.8 ","22,153.3 ","35,063.5 ","12,910.2 ","576,874.2 ",,"558,467.0 ","419,264.6 ","139,203.9 ",,"142,382.9 ",,"557,125.1 ",,,
10-12.,"540,866.6 ","293,527.5 ","286,121.6 ","236,414.2 ","20,473.7 ","86,626.8 ","1,210.9 ","111,205.7 ","28,098.9 ",1.6 ,-125.2 ,"103,482.5 ","103,607.7 ",-153.4 ,,"-1,244.4 ","539,622.2 ","21,199.6 ","33,491.0 ","12,291.5 ","560,821.8 ",,"541,096.2 ","401,817.9 ","139,279.7 ",,"135,228.7 ",,"539,713.2 ",,,
2020/ 1- 3.,"543,909.2 ","296,282.6 ","288,350.0 ","238,612.2 ","19,454.2 ","89,422.1 ",391.7 ,"111,212.2 ","28,034.7 ",26.9 ,-934.8 ,"98,477.0 ","99,411.9 ",19.6 ,,-784.5 ,"543,124.7 ","21,192.3 ","32,681.8 ","11,489.5 ","564,317.0 ",,"544,754.2 ","405,507.9 ","139,247.3 ",,"136,894.5 ",,"543,534.6 ",,,
4- 6.,"500,076.2 ","270,099.0 ","261,514.6 ","211,946.9 ","19,513.6 ","82,649.8 ","2,859.1 ","111,779.8 ","29,411.0 ",-20.6 ,"-17,351.9 ","81,203.1 ","98,555.0 ","1,136.3 ",,"4,708.4 ","504,784.6 ","17,420.6 ","27,796.6 ","10,376.0 ","522,205.2 ",,"516,236.4 ","375,074.0 ","141,166.2 ",,"131,651.8 ",,"497,331.7 ",,,
7- 9.,"527,660.0 ","284,908.1 ","275,758.9 ","226,076.9 ","18,577.4 ","82,381.1 ",277.4 ,"114,148.9 ","29,337.9 ",28.1 ,"-2,230.4 ","89,333.6 ","91,564.0 ",231.5 ,,"3,657.9 ","531,317.9 ","18,203.8 ","28,765.6 ","10,561.8 ","549,521.7 ",,"529,623.7 ","386,123.5 ","143,504.7 ",,"130,357.7 ",,"527,380.2 ",,,
10-12.,"536,245.7 ","289,317.9 ","279,918.2 ","230,187.1 ","18,515.8 ","83,429.1 ",-542.0 ,"115,028.4 ","29,702.6 ",-126.1 ,"1,050.3 ","98,079.5 ","97,029.3 ",-130.2 ,,"5,010.2 ","541,255.9 ","19,967.2 ","29,263.8 ","9,296.7 ","561,223.1 ",,"535,296.7 ","390,722.3 ","144,580.6 ",,"131,704.5 ",,"536,927.4 ",,,
2021/ 1- 3.,"534,470.4 ","287,504.9 ","278,171.7 ","228,430.8 ","18,651.6 ","84,171.5 ",-948.2 ,"114,105.3 ","29,649.3 ",-17.0 ,"1,507.3 ","100,294.9 ","98,787.6 ",-154.3 ,,953.2 ,"535,423.5 ","20,118.0 ","30,553.9 ","10,435.9 ","555,541.6 ",,"533,135.1 ","389,420.3 ","143,722.0 ",,"132,522.2 ",,"535,403.9 ",,,
4- 6.,"536,428.2 ","288,609.3 ","279,340.1 ","229,567.8 ","18,951.3 ","85,001.4 ",-291.8 ,"115,144.2 ","28,912.7 ",-5.6 ,115.4 ,"103,277.9 ","103,162.5 ",-8.8 ,,"-1,996.3 ","534,432.0 ","20,093.9 ","30,502.7 ","10,408.9 ","554,525.8 ",,"536,291.9 ","392,291.5 ","144,006.8 ",,"132,896.1 ",,"536,712.6 ",,,
7- 9.,"534,014.5 ","286,087.5 ","276,761.1 ","226,991.7 ","18,604.2 ","83,274.9 ",762.4 ,"116,380.3 ","27,954.3 ",-54.6 ,"1,288.0 ","103,318.0 ","102,030.0 ",-282.5 ,,"-6,064.5 ","527,950.0 ","20,175.0 ","30,593.5 ","10,418.5 ","548,125.0 ",,"532,886.5 ","388,700.6 ","144,198.7 ",,"129,856.2 ",,"533,339.3 ",,,
10-12.,"539,094.9 ","293,036.7 ","283,655.1 ","233,809.3 ","18,358.1 ","83,415.3 ",153.3 ,"116,025.7 ","26,907.7 ",4.7 ,"1,535.2 ","103,982.4 ","102,447.2 ",-341.8 ,,"-8,694.9 ","530,400.0 ","21,490.6 ","32,527.5 ","11,036.9 ","551,890.6 ",,"537,783.6 ","394,961.8 ","142,822.5 ",,"128,670.7 ",,"538,929.8 ",,,
2022/ 1- 3.,"539,375.9 ","293,885.4 ","284,460.8 ","234,585.4 ","18,096.3 ","83,304.2 ","3,094.3 ","116,486.7 ","26,044.5 ",-14.9 ,"-1,120.4 ","104,900.1 ","106,020.5 ",-400.3 ,,"-10,805.2 ","528,570.6 ","23,456.9 ","34,815.7 ","11,358.8 ","552,027.6 ",,"540,743.8 ","398,399.6 ","142,347.1 ",,"127,400.3 ",,"536,223.8 ",,,
4- 6.,"544,021.8 ","297,335.1 ","287,887.4 ","237,966.8 ","17,758.2 ","84,986.8 ","1,614.2 ","117,307.0 ","26,297.0 ",-46.1 ,-750.0 ,"105,854.2 ","106,604.2 ",-480.4 ,,"-15,486.7 ","528,535.1 ","24,322.8 ","36,778.1 ","12,455.3 ","552,857.9 ",,"545,024.9 ","401,643.8 ","143,384.2 ",,"128,948.2 ",,"542,423.5 ",,,
＊年率で表示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＊開差＝国内総生産(支出側)－国内総生産(支出側)の内訳項目計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
＊財貨・サービスの純輸出は連鎖方式での計算ができないため、財貨・サービスの輸出－財貨・サービスの輸入により求めている。このため寄与度とは符号が一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
