実質季節調整系列,,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,,,(単位:2015暦年連鎖価格、10億円),,,
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,<cf>,,,,,,,,,,,,,(Billions of Chained (2015) Yen),,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,開差,,交易利得,国内総所得,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,
7- 9.,"461,705.6 ","256,355.4 ","252,125.9 ","215,910.6 ","29,741.6 ","72,334.5 ","2,105.5 ","75,543.0 ","48,917.3 ",173.1 ,"-13,893.9 ","40,273.7 ","54,167.6 ","-9,570.8 ",,"20,654.9 ","482,360.5 ","4,578.5 ","18,553.1 ","13,974.6 ","486,939.0 ",,"481,965.2 ","359,669.5 ","122,463.2 ",,"147,930.7 ",,"459,107.6 ",,,
10-12.,"462,857.3 ","258,171.5 ","253,905.1 ","217,489.9 ","30,431.2 ","73,525.1 ","1,032.7 ","75,789.1 ","49,125.3 ",235.2 ,"-16,596.9 ","40,157.9 ","56,754.8 ","-8,855.9 ",,"21,317.4 ","484,174.7 ","4,863.1 ","19,180.9 ","14,317.7 ","489,037.8 ",,"485,112.6 ","362,307.0 ","122,953.4 ",,"150,008.9 ",,"461,223.7 ",,,
1996/ 1- 3.,"466,623.4 ","257,415.8 ","253,142.2 ","216,548.6 ","31,805.6 ","73,285.0 ","1,643.0 ","76,459.0 ","51,638.2 ",596.8 ,"-17,004.4 ","40,800.6 ","57,805.0 ","-9,215.7 ",,"20,784.0 ","487,407.4 ","5,667.9 ","11,870.3 ","6,202.4 ","493,075.3 ",,"489,116.4 ","363,094.5 ","126,278.9 ",,"153,188.7 ",,"464,149.4 ",,,
4- 6.,"472,491.3 ","260,510.2 ","256,232.2 ","219,410.6 ","33,278.5 ","75,804.0 ","2,978.7 ","76,391.7 ","50,910.9 ",190.8 ,"-18,807.7 ","40,751.7 ","59,559.5 ","-8,765.7 ",,"19,949.7 ","492,441.0 ","6,330.7 ","12,059.7 ","5,729.0 ","498,771.7 ",,"496,566.2 ","371,481.2 ","125,196.9 ",,"156,552.2 ",,"469,053.9 ",,,
7- 9.,"473,139.8 ","260,785.7 ","256,479.0 ","219,443.9 ","34,510.5 ","76,855.0 ","1,475.3 ","76,724.8 ","48,644.6 ",226.9 ,"-17,524.1 ","41,971.6 ","59,495.7 ","-8,558.9 ",,"18,951.2 ","492,091.0 ","5,942.4 ","11,456.5 ","5,514.1 ","498,033.4 ",,"495,895.1 ","372,503.3 ","123,426.1 ",,"156,743.0 ",,"471,084.3 ",,,
10-12.,"478,464.1 ","263,405.1 ","259,100.7 ","221,834.3 ","35,106.6 ","76,900.7 ","2,464.6 ","77,853.5 ","47,467.0 ",259.0 ,"-16,496.4 ","43,759.1 ","60,255.5 ","-8,496.0 ",,"18,453.7 ","496,917.8 ","6,137.7 ","11,631.9 ","5,494.3 ","503,055.4 ",,"500,125.7 ","376,630.3 ","123,484.9 ",,"156,263.7 ",,"475,452.4 ",,,
1997/ 1- 3.,"479,680.6 ","267,263.4 ","262,988.1 ","225,503.4 ","34,090.3 ","77,660.5 ",-355.8 ,"77,863.4 ","46,626.7 ",139.4 ,"-15,675.6 ","45,099.2 ","60,774.8 ","-7,931.6 ",,"17,905.5 ","497,586.1 ","6,740.1 ","12,431.3 ","5,691.2 ","504,326.2 ",,"500,305.9 ","377,643.7 ","122,618.5 ",,"155,435.7 ",,"479,383.3 ",,,
4- 6.,"476,014.7 ","260,236.0 ","256,041.6 ","218,418.2 ","30,911.7 ","77,803.8 ","2,476.8 ","78,052.8 ","46,666.4 ",79.0 ,"-12,734.7 ","47,011.5 ","59,746.2 ","-7,477.3 ",,"18,272.6 ","494,287.3 ","6,816.9 ","12,387.9 ","5,571.0 ","501,104.2 ",,"493,550.4 ","370,787.5 ","122,803.5 ",,"152,820.0 ",,"473,133.2 ",,,
7- 9.,"477,000.2 ","260,612.2 ","256,487.9 ","218,697.8 ","29,063.5 ","78,230.0 ","4,545.5 ","77,975.5 ","47,109.8 ",164.4 ,"-13,216.9 ","46,382.8 ","59,599.7 ","-7,483.9 ",,"18,322.1 ","495,322.3 ","5,854.1 ","11,573.3 ","5,719.3 ","501,176.3 ",,"495,156.9 ","371,986.1 ","123,213.7 ",,"152,037.5 ",,"472,130.6 ",,,
10-12.,"477,202.1 ","260,115.0 ","255,896.2 ","217,946.6 ","27,891.6 ","79,911.8 ","3,757.9 ","78,392.3 ","44,807.7 ",457.1 ,"-10,849.6 ","47,395.6 ","58,245.2 ","-7,281.8 ",,"19,005.8 ","496,207.9 ","6,996.7 ","13,201.1 ","6,204.4 ","503,204.6 ",,"493,211.5 ","371,486.2 ","121,723.8 ",,"150,733.8 ",,"472,846.8 ",,,
1998/ 1- 3.,"471,365.9 ","259,748.2 ","255,278.1 ","217,162.6 ","27,185.8 ","78,679.2 ","3,511.3 ","78,280.3 ","42,227.9 ",242.4 ,"-11,533.8 ","46,178.3 ","57,712.2 ","-6,975.3 ",,"19,766.2 ","491,132.1 ","6,671.1 ","12,514.3 ","5,843.2 ","497,803.2 ",,"488,007.0 ","368,926.5 ","119,016.0 ",,"146,434.6 ",,"467,412.3 ",,,
4- 6.,"469,285.1 ","259,503.8 ","254,750.0 ","216,475.6 ","26,659.2 ","77,937.9 ","1,599.7 ","78,886.6 ","41,855.1 ",172.5 ,"-9,906.0 ","45,261.9 ","55,167.9 ","-7,423.9 ",,"19,528.0 ","488,813.1 ","5,655.6 ","11,755.5 ","6,099.9 ","494,468.6 ",,"484,828.8 ","365,584.1 ","119,221.6 ",,"144,820.6 ",,"467,151.3 ",,,
7- 9.,"470,140.8 ","261,363.5 ","256,397.8 ","217,939.6 ","26,054.0 ","77,402.5 ",-403.9 ,"79,314.1 ","43,795.9 ",-81.8 ,"-9,827.1 ","45,432.3 ","55,259.4 ","-7,476.4 ",,"19,071.2 ","489,212.0 ","6,305.7 ","11,781.1 ","5,475.4 ","495,517.7 ",,"485,606.6 ","364,402.4 ","121,261.4 ",,"145,451.7 ",,"470,045.3 ",,,
10-12.,"473,937.7 ","260,990.3 ","255,879.5 ","217,254.2 ","25,483.3 ","75,354.6 ","2,429.0 ","79,869.9 ","48,298.7 ",-601.5 ,"-9,331.7 ","44,607.6 ","53,939.4 ","-8,554.9 ",,"19,523.5 ","493,461.2 ","5,776.8 ","10,076.5 ","4,299.7 ","499,238.0 ",,"489,478.1 ","364,070.9 ","125,612.6 ",,"146,819.8 ",,"471,615.9 ",,,
1999/ 1- 3.,"467,405.4 ","261,987.2 ","256,801.6 ","217,949.6 ","25,239.8 ","73,232.5 ","-3,512.9 ","80,735.8 ","48,482.6 ",-88.0 ,"-10,893.1 ","44,707.8 ","55,600.9 ","-7,778.5 ",,"20,446.3 ","487,851.6 ","5,185.2 ","9,888.9 ","4,703.7 ","493,036.8 ",,"483,798.0 ","357,080.5 ","127,059.6 ",,"144,500.9 ",,"470,056.1 ",,,
4- 6.,"469,173.5 ","262,250.6 ","256,903.2 ","217,802.5 ","26,877.7 ","73,817.0 ","-3,777.3 ","81,532.1 ","47,687.0 ",-7.6 ,"-11,524.0 ","45,110.8 ","56,634.8 ","-7,682.1 ",,"19,923.9 ","489,097.3 ","6,259.1 ","10,180.3 ","3,921.1 ","495,356.5 ",,"486,016.3 ","359,150.4 ","127,192.3 ",,"145,867.1 ",,"471,998.8 ",,,
7- 9.,"471,673.3 ","264,066.9 ","258,535.7 ","219,183.8 ","27,140.0 ","73,391.8 ","-3,443.1 ","82,478.0 ","46,225.2 ",-9.8 ,"-11,020.1 ","47,048.8 ","58,068.8 ","-7,155.6 ",,"18,978.3 ","490,651.6 ","6,303.6 ","9,922.6 ","3,619.0 ","496,955.3 ",,"487,565.6 ","361,062.2 ","126,794.7 ",,"144,328.7 ",,"474,195.9 ",,,
10-12.,"471,845.1 ","264,798.9 ","259,295.8 ","219,703.3 ","26,009.4 ","74,183.8 ","-3,570.0 ","82,803.9 ","46,010.3 ",-387.8 ,"-11,686.2 ","48,122.6 ","59,808.8 ","-6,317.2 ",,"20,093.0 ","491,938.0 ","6,649.3 ","10,156.7 ","3,507.4 ","498,587.4 ",,"487,875.9 ","361,519.8 ","126,634.4 ",,"143,977.5 ",,"474,749.8 ",,,
2000/ 1- 3.,"479,860.1 ","266,291.5 ","261,040.3 ","221,200.8 ","26,274.5 ","76,969.7 ","-1,610.0 ","83,857.0 ","43,483.8 ",179.8 ,"-9,122.3 ","50,708.3 ","59,830.6 ","-6,463.9 ",,"18,316.1 ","498,176.2 ","6,376.6 ","10,552.4 ","4,175.8 ","504,552.7 ",,"493,605.2 ","367,936.0 ","125,823.0 ",,"144,916.1 ",,"480,611.3 ",,,
4- 6.,"482,128.7 ","265,905.4 ","260,990.0 ","220,908.4 ","26,955.1 ","75,878.9 ","1,321.9 ","84,867.0 ","43,187.0 ",40.0 ,"-9,889.2 ","52,332.5 ","62,221.6 ","-6,137.5 ",,"19,087.7 ","501,216.4 ","7,711.4 ","11,334.5 ","3,623.0 ","508,927.8 ",,"495,998.1 ","369,690.7 ","126,461.6 ",,"144,090.6 ",,"480,395.4 ",,,
7- 9.,"482,252.1 ","266,393.4 ","261,719.1 ","221,388.0 ","26,428.3 ","78,476.9 ","-1,031.7 ","85,491.2 ","42,386.5 ",-47.8 ,"-10,669.3 ","53,198.9 ","63,868.2 ","-5,175.5 ",,"18,693.6 ","500,945.7 ","7,634.2 ","11,383.6 ","3,749.4 ","508,579.9 ",,"496,404.4 ","370,263.6 ","126,281.2 ",,"145,670.7 ",,"482,664.5 ",,,
10-12.,"486,939.5 ","269,682.7 ","265,042.4 ","224,448.3 ","26,973.2 ","80,839.1 ",268.1 ,"86,040.2 ","41,063.6 ",-73.5 ,"-13,230.7 ","52,968.1 ","66,198.8 ","-4,623.2 ",,"19,357.3 ","506,296.7 ","7,666.3 ","11,813.5 ","4,147.2 ","513,963.0 ",,"503,244.9 ","377,673.1 ","125,588.9 ",,"147,484.2 ",,"486,221.0 ",,,
2001/ 1- 3.,"490,552.0 ","271,295.0 ","266,482.9 ","225,645.1 ","26,979.7 ","81,265.8 ","2,148.9 ","86,182.2 ","43,062.4 ",17.8 ,"-15,266.9 ","51,054.3 ","66,321.2 ","-5,132.9 ",,"19,234.4 ","509,786.3 ","7,960.3 ","12,180.8 ","4,220.6 ","517,746.6 ",,"509,055.7 ","381,447.9 ","127,662.7 ",,"149,746.5 ",,"488,095.3 ",,,
4- 6.,"486,870.9 ","273,501.5 ","268,476.7 ","227,406.5 ","25,460.8 ","79,098.7 ","2,335.4 ","86,935.2 ","40,506.4 ",-213.9 ,"-15,719.6 ","49,153.8 ","64,873.4 ","-5,033.6 ",,"17,985.9 ","504,856.9 ","7,752.9 ","11,772.6 ","4,019.7 ","512,609.7 ",,"506,087.4 ","380,242.9 ","125,851.1 ",,"143,754.6 ",,"484,441.7 ",,,
7- 9.,"481,567.8 ","273,335.9 ","268,185.8 ","226,883.0 ","25,326.4 ","77,644.0 ","-2,165.2 ","87,082.6 ","40,510.0 ",-243.2 ,"-14,875.0 ","48,073.0 ","62,948.0 ","-5,047.8 ",,"17,660.7 ","499,228.5 ","7,658.4 ","11,470.9 ","3,812.5 ","506,886.9 ",,"500,244.4 ","374,343.3 ","125,981.4 ",,"142,088.1 ",,"483,145.9 ",,,
10-12.,"479,926.6 ","272,914.3 ","267,743.0 ","226,214.6 ","25,453.3 ","74,594.7 ","-1,116.1 ","88,175.1 ","39,545.4 ",-24.6 ,"-13,944.9 ","47,151.4 ","61,096.2 ","-5,670.6 ",,"18,830.5 ","498,757.0 ","8,152.9 ","11,498.2 ","3,345.3 ","506,909.9 ",,"498,112.8 ","371,835.4 ","126,396.3 ",,"138,086.3 ",,"480,399.4 ",,,
2002/ 1- 3.,"480,733.3 ","274,488.2 ","269,406.2 ","227,642.3 ","25,207.3 ","73,956.7 ","-3,495.9 ","88,206.4 ","40,031.6 ",-81.5 ,"-12,313.4 ","49,303.1 ","61,616.5 ","-5,266.2 ",,"18,747.8 ","499,481.1 ","7,964.7 ","11,006.9 ","3,042.2 ","507,445.8 ",,"497,092.0 ","370,387.0 ","126,834.1 ",,"137,635.4 ",,"483,336.4 ",,,
4- 6.,"484,628.8 ","276,747.7 ","271,818.5 ","229,829.4 ","25,277.6 ","72,927.1 ","-2,443.7 ","88,525.4 ","38,945.4 ",-24.4 ,"-10,535.8 ","52,916.5 ","63,452.2 ","-4,790.5 ",,"18,720.3 ","503,349.0 ","7,189.7 ","10,397.7 ","3,208.0 ","510,538.7 ",,"498,762.2 ","372,625.5 ","126,228.2 ",,"135,623.9 ",,"486,255.3 ",,,
7- 9.,"486,153.6 ","276,954.8 ","272,128.8 ","229,928.1 ","25,217.7 ","74,123.9 ","-1,522.9 ","89,209.5 ","38,796.6 ",-65.6 ,"-12,253.5 ","53,285.3 ","65,538.8 ","-4,307.1 ",,"18,798.6 ","504,952.2 ","7,359.6 ","10,714.2 ","3,354.6 ","512,311.7 ",,"501,535.7 ","374,856.0 ","126,764.4 ",,"136,703.4 ",,"487,002.8 ",,,
10-12.,"487,507.4 ","276,318.4 ","271,462.4 ","229,047.4 ","24,894.5 ","74,180.2 ",490.3 ,"89,070.5 ","38,216.5 ",-171.5 ,"-11,401.3 ","55,126.5 ","66,527.8 ","-4,090.3 ",,"19,169.7 ","506,677.1 ","7,019.0 ","10,284.7 ","3,265.7 ","513,696.1 ",,"501,768.9 ","375,825.7 ","126,005.0 ",,"135,941.8 ",,"486,674.5 ",,,
2003/ 1- 3.,"487,807.7 ","277,465.3 ","272,450.4 ","229,808.8 ","24,752.8 ","74,469.2 ",-471.7 ,"89,547.4 ","36,975.6 ",-72.2 ,"-11,140.6 ","55,865.8 ","67,006.4 ","-3,718.0 ",,"17,516.1 ","505,323.8 ","7,622.6 ","10,721.9 ","3,099.3 ","512,946.5 ",,"501,673.4 ","376,267.6 ","125,463.8 ",,"134,983.1 ",,"487,737.4 ",,,
4- 6.,"491,160.8 ","276,967.8 ","271,759.6 ","228,895.0 ","24,890.7 ","75,611.8 ",-651.9 ,"90,342.5 ","37,121.9 ",74.6 ,"-8,772.4 ","55,995.2 ","64,767.6 ","-4,424.3 ",,"18,133.3 ","509,294.1 ","7,824.9 ","10,715.4 ","2,890.5 ","517,119.0 ",,"503,356.1 ","376,889.6 ","126,542.4 ",,"136,445.9 ",,"491,127.0 ",,,
7- 9.,"492,611.3 ","276,834.2 ","271,487.7 ","228,359.8 ","25,391.5 ","74,433.4 ","1,815.8 ","90,678.7 ","36,093.6 ",-98.3 ,"-8,339.2 ","57,994.4 ","66,333.7 ","-4,198.4 ",,"18,240.9 ","510,852.3 ","9,337.2 ","12,133.7 ","2,796.4 ","520,189.5 ",,"503,978.2 ","378,232.8 ","125,805.8 ",,"134,715.5 ",,"490,565.0 ",,,
10-12.,"497,974.7 ","280,612.9 ","275,215.1 ","231,974.3 ","25,070.6 ","77,427.0 ",-705.4 ,"91,066.3 ","35,256.6 ",-393.6 ,"-6,910.2 ","60,958.9 ","67,869.1 ","-3,449.5 ",,"18,607.9 ","516,582.6 ","8,367.0 ","11,038.9 ","2,671.9 ","524,949.6 ",,"507,662.0 ","382,506.6 ","125,185.4 ",,"136,810.6 ",,"498,374.4 ",,,
2004/ 1- 3.,"501,634.8 ","280,486.4 ","275,123.6 ","231,620.6 ","25,345.2 ","77,359.4 ","2,902.6 ","91,484.5 ","33,608.2 ",-341.2 ,"-5,978.7 ","63,966.3 ","69,945.0 ","-3,231.5 ",,"17,893.0 ","519,527.8 ","9,359.1 ","12,021.9 ","2,662.8 ","528,886.9 ",,"510,009.0 ","385,850.4 ","124,153.3 ",,"135,462.9 ",,"498,806.5 ",,,
4- 6.,"501,707.2 ","280,909.4 ","275,596.3 ","231,947.2 ","25,841.2 ","77,084.9 ","1,227.2 ","91,094.7 ","33,435.0 ",63.4 ,"-5,055.7 ","66,066.7 ","71,122.4 ","-2,892.9 ",,"16,883.0 ","518,590.2 ","10,036.2 ","12,895.2 ","2,859.0 ","528,626.4 ",,"508,864.0 ","384,905.3 ","123,953.8 ",,"135,467.0 ",,"500,016.7 ",,,
7- 9.,"504,776.6 ","282,993.2 ","277,695.8 ","233,895.2 ","25,917.8 ","78,066.1 ","2,130.5 ","91,479.5 ","32,801.8 ",54.6 ,"-6,033.1 ","66,636.5 ","72,669.7 ","-2,633.8 ",,"16,837.4 ","521,614.1 ","10,338.4 ","13,425.9 ","3,087.5 ","531,952.5 ",,"512,675.1 ","388,885.0 ","123,761.2 ",,"135,973.6 ",,"502,294.0 ",,,
10-12.,"503,804.9 ","281,511.9 ","276,189.7 ","232,241.9 ","25,951.4 ","79,785.2 ","1,890.6 ","91,491.9 ","32,391.3 ",152.8 ,"-7,349.5 ","67,515.0 ","74,864.5 ","-2,020.6 ",,"17,367.9 ","521,172.8 ","10,790.2 ","14,034.3 ","3,244.1 ","531,963.0 ",,"512,459.9 ","388,939.0 ","123,487.2 ",,"137,419.5 ",,"501,450.9 ",,,
2005/ 1- 3.,"506,398.9 ","283,191.1 ","277,819.1 ","233,762.9 ","25,561.5 ","81,795.3 ","1,172.4 ","92,380.1 ","31,690.3 ",188.0 ,"-7,510.5 ","66,837.1 ","74,347.6 ","-2,069.2 ",,"16,164.2 ","522,563.1 ","10,324.6 ","14,207.2 ","3,882.5 ","532,887.7 ",,"515,447.3 ","391,620.9 ","123,785.3 ",,"138,485.6 ",,"504,660.6 ",,,
4- 6.,"510,343.9 ","285,025.1 ","279,585.8 ","235,393.3 ","25,351.2 ","84,634.3 ","1,303.5 ","91,985.9 ","29,700.1 ",-19.2 ,"-5,977.2 ","69,715.9 ","75,693.1 ","-1,659.7 ",,"14,127.5 ","524,471.4 ","11,534.6 ","15,623.1 ","4,088.5 ","536,006.0 ",,"517,707.2 ","396,247.2 ","121,366.6 ",,"139,377.3 ",,"508,661.8 ",,,
7- 9.,"515,512.9 ","287,706.9 ","282,208.4 ","237,865.5 ","25,870.7 ","86,517.3 ",772.5 ,"91,822.7 ","30,165.1 ",17.7 ,"-5,958.5 ","71,895.6 ","77,854.1 ","-1,401.4 ",,"12,651.2 ","528,164.1 ","12,250.5 ","16,386.8 ","4,136.3 ","540,414.6 ",,"522,573.2 ","400,806.7 ","121,658.7 ",,"142,250.8 ",,"514,278.5 ",,,
10-12.,"516,422.0 ","287,802.6 ","282,267.2 ","237,772.2 ","26,145.9 ","85,113.2 ",461.1 ,"92,235.9 ","29,550.3 ",-2.6 ,"-3,512.6 ","74,402.4 ","77,915.0 ","-1,371.9 ",,"11,515.8 ","527,937.8 ","13,163.9 ","17,826.1 ","4,662.2 ","541,101.7 ",,"521,044.6 ","399,447.0 ","121,496.2 ",,"140,472.0 ",,"515,492.9 ",,,
2006/ 1- 3.,"517,242.0 ","288,805.3 ","283,261.0 ","238,654.3 ","25,895.8 ","84,756.6 ",-231.9 ,"91,970.3 ","30,332.0 ",32.5 ,"-3,142.4 ","76,112.5 ","79,254.9 ","-1,176.1 ",,"9,282.4 ","526,524.4 ","13,871.1 ","18,955.5 ","5,084.4 ","540,395.5 ",,"521,276.0 ","399,201.3 ","121,981.1 ",,"140,603.7 ",,"516,933.3 ",,,
4- 6.,"518,045.8 ","288,472.4 ","282,897.1 ","238,135.3 ","25,833.0 ","86,146.3 ",-83.7 ,"92,402.6 ","29,168.8 ",-24.6 ,"-2,976.7 ","77,395.2 ","80,372.0 ",-892.3 ,,"9,249.6 ","527,295.4 ","13,751.3 ","19,205.6 ","5,454.3 ","541,046.7 ",,"521,730.3 ","400,347.3 ","121,283.3 ",,"140,885.7 ",,"517,661.2 ",,,
7- 9.,"516,981.5 ","286,234.3 ","280,615.9 ","235,685.9 ","25,888.2 ","86,302.0 ",759.2 ,"92,454.6 ","27,581.5 ",43.8 ,"-1,548.7 ","78,807.5 ","80,356.1 ",-733.4 ,,"8,028.6 ","525,010.2 ","14,352.3 ","19,949.6 ","5,597.3 ","539,362.5 ",,"519,154.6 ","399,111.9 ","119,936.8 ",,"139,601.4 ",,"515,743.0 ",,,
10-12.,"523,965.3 ","290,578.9 ","284,965.2 ","239,896.8 ","25,808.1 ","87,879.2 ",649.9 ,"92,401.4 ","28,008.5 ",-10.4 ,-481.8 ,"79,752.1 ","80,233.9 ",-868.5 ,,"8,653.3 ","532,618.6 ","15,194.1 ","21,401.2 ","6,207.1 ","547,812.8 ",,"525,233.0 ","404,898.1 ","120,216.1 ",,"141,561.0 ",,"522,874.7 ",,,
2007/ 1- 3.,"527,484.9 ","290,820.1 ","285,250.6 ","240,014.7 ","25,423.3 ","88,204.1 ","2,414.5 ","92,931.2 ","27,794.1 ",-108.7 ,736.8 ,"81,661.7 ","80,925.0 ",-730.3 ,,"8,264.3 ","535,749.1 ","16,277.9 ","22,908.8 ","6,630.9 ","552,027.0 ",,"527,412.8 ","406,855.8 ","120,432.3 ",,"141,329.1 ",,"524,792.3 ",,,
4- 6.,"527,639.3 ","292,396.6 ","286,881.4 ","241,505.3 ","24,990.8 ","87,221.4 ","1,000.6 ","93,780.9 ","27,144.2 ",139.7 ,"1,331.9 ","83,652.8 ","82,320.9 ",-366.9 ,,"7,782.6 ","535,421.9 ","16,981.7 ","23,159.2 ","6,177.5 ","552,403.6 ",,"526,760.6 ","405,664.8 ","120,978.1 ",,"139,286.2 ",,"526,022.9 ",,,
7- 9.,"524,723.3 ","289,541.4 ","284,061.7 ","238,556.7 ","22,953.7 ","86,152.1 ","1,663.7 ","93,633.2 ","26,754.8 ",46.5 ,"4,083.2 ","85,692.1 ","81,608.9 ",-105.2 ,,"6,069.4 ","530,792.7 ","15,244.4 ","23,189.0 ","7,944.6 ","546,037.1 ",,"520,945.7 ","400,486.6 ","120,350.5 ",,"135,883.3 ",,"522,574.9 ",,,
10-12.,"527,057.0 ","290,001.2 ","284,546.4 ","238,929.3 ","20,425.8 ","86,066.5 ","2,967.9 ","94,378.9 ","27,315.4 ",74.5 ,"5,651.3 ","88,182.5 ","82,531.2 ",175.7 ,,"1,814.1 ","528,871.1 ","16,974.8 ","23,956.0 ","6,981.2 ","545,846.0 ",,"521,562.4 ","399,800.0 ","121,667.6 ",,"133,929.9 ",,"523,615.1 ",,,
2008/ 1- 3.,"529,002.8 ","291,308.0 ","285,862.5 ","240,107.8 ","21,061.9 ","86,763.9 ","1,665.7 ","94,446.6 ","26,631.9 ",89.2 ,"6,741.0 ","90,377.0 ","83,636.1 ",294.6 ,,-453.1 ,"528,549.7 ","16,438.7 ","22,477.5 ","6,038.7 ","544,988.4 ",,"522,284.0 ","401,074.5 ","121,105.9 ",,"134,583.9 ",,"526,844.9 ",,,
4- 6.,"525,852.0 ","287,975.6 ","282,568.3 ","236,646.4 ","21,924.8 ","85,371.0 ","4,360.7 ","93,189.3 ","25,693.8 ",-40.8 ,"7,190.3 ","88,629.3 ","81,439.0 ",187.3 ,,"-2,785.7 ","523,066.3 ","12,951.7 ","18,843.5 ","5,891.8 ","536,018.0 ",,"518,750.4 ","399,851.1 ","118,778.4 ",,"133,076.2 ",,"521,154.0 ",,,
7- 9.,"519,215.1 ","287,116.2 ","281,750.9 ","235,659.0 ","22,471.1 ","84,000.9 ",-286.7 ,"93,178.0 ","25,614.6 ",-42.5 ,"6,924.5 ","88,659.1 ","81,734.6 ",238.9 ,,"-6,813.5 ","512,401.6 ","13,715.7 ","19,168.1 ","5,452.4 ","526,117.3 ",,"512,238.6 ","393,446.9 ","118,690.0 ",,"132,117.7 ",,"519,130.7 ",,,
