名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
,,,家計最終消費支出,,,,,,,,純輸出,輸出,輸入,,純受取,受取,支払,,,,,,,,,,,,,,,
,,,,除く持ち家の帰属家賃,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GDP(Expenditure Approach),PrivateConsumption,Consumption ofHouseholds,ExcludingImputed Rent,PrivateResidentialInvestment,Private Non-Resi.Investment,Changein PrivateInventories,GovernmentConsumption,PublicInvestment,Changein PublicInventories,Goods & Services,,,,Income from /to the Rest of the World,,,GNI,,DomesticDemand,PrivateDemand,PublicDemand,,Gross Fixed CapitalFormation,,Final Sales of Domestic Product,,,,,,
,,,,,,,,,,,Net Exports,Exports,Imports,,Net,Receipt,Payment,,,,,,,,,,,,,,,
10-12.,"542,389.0 ","295,618.2 ","289,764.2 ","241,157.9 ","22,399.3 ","91,992.1 ","2,594.7 ","95,275.0 ","26,262.0 ",62.0 ,"8,185.6 ","95,453.3 ","87,267.7 ",,"17,181.7 ","24,288.3 ","7,106.6 ","559,570.7 ",,"534,203.4 ","412,604.4 ","121,599.1 ",,"140,653.4 ",,"539,732.3 ",,,,,,
2008/ 1- 3.,"542,638.5 ","296,566.7 ","290,729.4 ","241,867.7 ","23,280.8 ","93,097.8 ","1,730.2 ","95,198.8 ","25,806.7 ",171.0 ,"6,786.6 ","95,337.8 ","88,551.2 ",,"16,642.9 ","22,806.6 ","6,163.7 ","559,281.4 ",,"535,851.9 ","414,675.4 ","121,176.5 ",,"142,185.2 ",,"540,737.3 ",,,,,,
4- 6.,"539,213.3 ","294,236.2 ","288,430.4 ","239,375.3 ","24,426.0 ","92,134.8 ","4,580.0 ","94,231.3 ","25,172.0 ",-38.7 ,"4,471.7 ","95,272.8 ","90,801.1 ",,"13,154.3 ","19,182.0 ","6,027.7 ","552,367.7 ",,"534,741.7 ","415,377.0 ","119,364.7 ",,"141,732.8 ",,"534,672.0 ",,,,,,
7- 9.,"528,901.9 ","294,549.5 ","288,776.0 ","239,462.8 ","25,055.4 ","91,192.8 ",-962.1 ,"93,610.3 ","25,506.2 ",-88.4 ,38.3 ,"98,296.8 ","98,258.6 ",,"14,006.3 ","19,595.5 ","5,589.2 ","542,908.2 ",,"528,863.6 ","409,835.6 ","119,028.0 ",,"141,754.4 ",,"529,952.4 ",,,,,,
10-12.,"523,089.0 ","288,466.1 ","282,693.6 ","233,333.5 ","24,572.9 ","87,386.4 ","6,854.5 ","94,333.6 ","25,173.8 ",100.1 ,"-3,798.4 ","75,738.1 ","79,536.5 ",,"12,496.1 ","17,748.5 ","5,252.3 ","535,585.1 ",,"526,887.4 ","407,279.8 ","119,607.6 ",,"137,133.1 ",,"516,134.4 ",,,,,,
2009/ 1- 3.,"500,145.1 ","285,944.2 ","280,148.9 ","230,744.5 ","22,018.7 ","81,171.1 ","-4,733.3 ","94,369.7 ","25,525.7 ",-60.2 ,"-4,090.8 ","53,499.8 ","57,590.6 ",,"11,633.7 ","16,115.1 ","4,481.4 ","511,778.9 ",,"504,235.9 ","384,400.7 ","119,835.2 ",,"128,715.5 ",,"504,938.6 ",,,,,,
4- 6.,"502,566.3 ","284,440.9 ","278,633.9 ","229,134.7 ","19,785.6 ","77,926.4 ","-4,531.4 ","94,773.8 ","27,056.0 ",23.5 ,"3,091.4 ","58,924.9 ","55,833.5 ",,"13,065.1 ","17,033.4 ","3,968.4 ","515,631.4 ",,"499,474.9 ","377,621.6 ","121,853.3 ",,"124,768.1 ",,"507,074.2 ",,,,,,
7- 9.,"495,203.3 ","281,418.3 ","275,614.7 ","226,069.9 ","18,448.8 ","75,269.9 ","-6,008.0 ","95,738.6 ","26,458.9 ",49.9 ,"3,826.9 ","64,684.4 ","60,857.5 ",,"12,451.2 ","16,306.3 ","3,855.1 ","507,654.5 ",,"491,376.4 ","369,129.0 ","122,247.4 ",,"120,177.6 ",,"501,161.4 ",,,,,,
10-12.,"500,160.3 ","283,918.6 ","278,091.0 ","228,494.4 ","18,090.8 ","74,691.5 ","-4,924.2 ","95,748.5 ","26,774.7 ",38.5 ,"5,822.0 ","68,682.6 ","62,860.6 ",,"12,383.6 ","15,959.1 ","3,575.6 ","512,543.8 ",,"494,338.3 ","371,776.6 ","122,561.7 ",,"119,556.9 ",,"505,046.0 ",,,,,,
2010/ 1- 3.,"505,595.4 ","284,942.2 ","279,065.0 ","229,428.3 ","18,858.5 ","74,887.5 ","-3,296.9 ","95,529.8 ","27,102.2 ",103.5 ,"7,468.7 ","73,284.5 ","65,815.8 ",,"13,354.3 ","17,298.5 ","3,944.1 ","518,949.7 ",,"498,126.7 ","375,391.3 ","122,735.4 ",,"120,848.1 ",,"508,788.8 ",,,,,,
4- 6.,"509,982.9 ","287,009.7 ","281,118.1 ","231,421.8 ","19,048.0 ","75,395.7 ",-832.7 ,"96,955.5 ","25,597.4 ",-23.2 ,"6,832.4 ","76,342.9 ","69,510.5 ",,"13,019.5 ","17,274.0 ","4,254.5 ","523,002.4 ",,"503,150.5 ","380,620.7 ","122,529.8 ",,"120,041.1 ",,"510,838.7 ",,,,,,
7- 9.,"515,396.2 ","288,475.0 ","282,580.2 ","232,803.4 ","19,326.6 ","75,753.5 ","2,248.0 ","97,344.4 ","25,339.5 ",-133.5 ,"7,042.8 ","76,292.5 ","69,249.7 ",,"13,745.2 ","17,810.2 ","4,065.0 ","529,141.4 ",,"508,353.4 ","385,803.0 ","122,550.3 ",,"120,419.5 ",,"513,281.7 ",,,,,,
10-12.,"510,302.6 ","285,352.2 ","279,365.3 ","229,504.4 ","19,903.0 ","74,900.0 ","2,476.6 ","97,120.9 ","24,742.2 ",-46.4 ,"5,854.1 ","76,092.1 ","70,238.1 ",,"13,994.2 ","18,271.2 ","4,277.1 ","524,296.7 ",,"504,448.5 ","382,631.8 ","121,816.7 ",,"119,545.2 ",,"507,872.4 ",,,,,,
2011/ 1- 3.,"501,580.4 ","279,390.6 ","273,226.2 ","223,404.8 ","20,858.2 ","75,381.7 ","1,046.2 ","98,422.5 ","24,427.2 ",-21.2 ,"2,075.2 ","75,772.5 ","73,697.3 ",,"14,679.0 ","18,915.1 ","4,236.1 ","516,259.4 ",,"499,505.2 ","376,676.7 ","122,828.5 ",,"120,667.1 ",,"500,555.3 ",,,,,,
4- 6.,"494,311.0 ","281,924.6 ","275,565.2 ","226,019.8 ","20,301.0 ","74,536.5 ",147.5 ,"98,482.3 ","25,015.8 ",12.2 ,"-6,109.0 ","69,782.5 ","75,891.5 ",,"14,628.3 ","18,682.5 ","4,054.2 ","508,939.3 ",,"500,420.0 ","376,909.7 ","123,510.3 ",,"119,853.3 ",,"494,151.2 ",,,,,,
7- 9.,"504,590.9 ","284,060.8 ","277,541.7 ","227,934.9 ","21,011.1 ","75,865.8 ","2,981.1 ","98,758.6 ","24,399.5 ",84.7 ,"-2,570.7 ","76,129.0 ","78,699.7 ",,"14,566.1 ","18,636.8 ","4,070.7 ","519,157.0 ",,"507,161.6 ","383,918.8 ","123,242.8 ",,"121,276.5 ",,"501,525.2 ",,,,,,
10-12.,"505,190.5 ","287,462.0 ","280,819.8 ","231,158.8 ","20,662.9 ","80,722.2 ",-177.3 ,"98,957.5 ","23,601.1 ",15.0 ,"-6,053.1 ","72,634.7 ","78,687.8 ",,"13,755.4 ","17,841.9 ","4,086.6 ","518,945.8 ",,"511,243.6 ","388,669.9 ","122,573.7 ",,"124,986.3 ",,"505,352.7 ",,,,,,
2012/ 1- 3.,"512,057.5 ","288,071.0 ","281,347.3 ","231,599.6 ","20,445.9 ","80,221.2 ","3,897.2 ","100,135.9 ","24,921.7 ",15.6 ,"-5,651.0 ","74,498.1 ","80,149.1 ",,"13,712.2 ","17,879.9 ","4,167.7 ","525,769.6 ",,"517,708.5 ","392,635.3 ","125,073.2 ",,"125,588.8 ",,"508,144.7 ",,,,,,
4- 6.,"504,919.7 ","287,897.5 ","281,071.4 ","231,246.9 ","20,723.7 ","79,850.5 ",507.5 ,"99,055.3 ","25,142.4 ",62.2 ,"-8,319.3 ","73,403.7 ","81,723.0 ",,"13,626.6 ","18,188.5 ","4,561.9 ","518,546.3 ",,"513,239.0 ","388,979.1 ","124,259.8 ",,"125,716.6 ",,"504,350.0 ",,,,,,
7- 9.,"502,661.3 ","286,085.6 ","279,139.2 ","229,278.8 ","21,110.2 ","78,887.5 ","1,011.6 ","99,675.1 ","24,658.1 ",84.1 ,"-8,850.8 ","71,028.9 ","79,879.7 ",,"13,974.9 ","17,999.5 ","4,024.6 ","516,636.2 ",,"511,512.2 ","387,094.9 ","124,417.3 ",,"124,655.8 ",,"501,565.7 ",,,,,,
10-12.,"502,480.2 ","288,418.1 ","281,405.5 ","231,464.2 ","21,611.6 ","78,776.5 ",-800.9 ,"100,186.8 ","24,204.1 ",16.8 ,"-9,932.9 ","69,661.6 ","79,594.5 ",,"14,222.6 ","18,840.0 ","4,617.4 ","516,702.8 ",,"512,413.1 ","388,005.4 ","124,407.7 ",,"124,592.3 ",,"503,264.3 ",,,,,,
2013/ 1- 3.,"508,289.4 ","292,884.8 ","285,866.6 ","235,852.1 ","21,918.0 ","78,547.4 ",71.3 ,"100,572.5 ","24,733.7 ",-96.0 ,"-10,342.3 ","76,235.9 ","86,578.2 ",,"15,534.0 ","20,577.8 ","5,043.8 ","523,823.4 ",,"518,631.7 ","393,421.6 ","125,210.2 ",,"125,199.1 ",,"508,314.1 ",,,,,,
4- 6.,"513,144.8 ","294,619.0 ","287,548.8 ","237,453.3 ","22,327.5 ","81,746.6 ","-2,209.5 ","101,046.0 ","25,652.4 ",27.9 ,"-10,065.2 ","80,806.1 ","90,871.3 ",,"19,238.0 ","25,056.0 ","5,818.1 ","532,382.8 ",,"523,210.1 ","396,483.7 ","126,726.4 ",,"129,726.5 ",,"515,326.4 ",,,,,,
7- 9.,"518,954.3 ","296,531.7 ","289,385.4 ","239,213.8 ","23,399.9 ","83,252.7 ",-586.7 ,"101,369.8 ","27,217.5 ",-74.9 ,"-12,155.7 ","82,095.5 ","94,251.2 ",,"17,442.9 ","24,064.9 ","6,621.9 ","536,397.3 ",,"531,110.0 ","402,597.6 ","128,512.4 ",,"133,870.1 ",,"519,616.0 ",,,,,,
10-12.,"518,893.7 ","297,209.7 ","290,107.6 ","239,911.1 ","24,392.0 ","84,645.8 ",-35.6 ,"101,186.0 ","27,775.7 ",79.3 ,"-16,359.1 ","81,912.6 ","98,271.7 ",,"17,692.7 ","23,942.1 ","6,249.4 ","536,586.4 ",,"535,252.8 ","406,211.8 ","129,040.9 ",,"136,813.5 ",,"518,850.1 ",,,,,,
2014/ 1- 3.,"524,017.4 ","304,060.4 ","297,125.8 ","246,901.3 ","24,511.9 ","88,242.7 ","-2,710.9 ","101,851.5 ","27,472.8 ",104.4 ,"-19,515.4 ","86,573.8 ","106,089.2 ",,"17,669.6 ","24,901.7 ","7,232.1 ","541,687.0 ",,"543,532.8 ","414,104.1 ","129,428.7 ",,"140,227.4 ",,"526,623.9 ",,,,,,
4- 6.,"527,153.5 ","295,907.8 ","289,254.1 ","239,064.1 ","23,409.6 ","87,213.4 ","2,427.8 ","103,326.7 ","27,068.0 ",109.6 ,"-12,309.2 ","87,718.2 ","100,027.4 ",,"17,876.5 ","25,475.2 ","7,598.7 ","545,030.0 ",,"539,462.7 ","408,958.5 ","130,504.2 ",,"137,690.9 ",,"524,616.2 ",,,,,,
7- 9.,"528,128.8 ","297,684.8 ","291,257.7 ","241,081.9 ","22,435.7 ","89,117.4 ",-485.6 ,"103,984.2 ","28,011.6 ",195.8 ,"-12,815.1 ","90,939.0 ","103,754.1 ",,"19,774.3 ","27,578.4 ","7,804.2 ","547,903.0 ",,"540,943.9 ","408,752.3 ","132,191.6 ",,"139,564.7 ",,"528,418.6 ",,,,,,
10-12.,"533,061.6 ","298,168.8 ","291,689.7 ","241,518.3 ","22,391.0 ","89,954.6 ",-721.6 ,"104,351.9 ","27,977.7 ",25.7 ,"-9,086.6 ","95,900.7 ","104,987.2 ",,"22,337.8 ","30,722.2 ","8,384.4 ","555,399.3 ",,"542,148.1 ","409,792.8 ","132,355.3 ",,"140,323.3 ",,"533,757.5 ",,,,,,
2015/ 1- 3.,"545,542.4 ","300,120.7 ","293,315.0 ","243,168.2 ","23,007.5 ","94,226.9 ",-24.4 ,"104,925.5 ","26,967.5 ",114.5 ,"-3,795.8 ","95,172.2 ","98,968.0 ",,"20,152.0 ","28,542.6 ","8,390.7 ","565,694.4 ",,"549,338.2 ","417,330.7 ","132,007.5 ",,"144,201.9 ",,"545,452.3 ",,,,,,
4- 6.,"548,781.7 ","301,593.4 ","294,455.5 ","244,283.9 ","23,454.8 ","94,099.7 ","2,103.0 ","104,464.6 ","26,639.1 ",-48.8 ,"-3,524.0 ","93,410.7 ","96,934.7 ",,"21,419.3 ","29,938.5 ","8,519.1 ","570,201.0 ",,"552,305.7 ","421,250.8 ","131,054.8 ",,"144,193.6 ",,"546,727.5 ",,,,,,
7- 9.,"550,639.9 ","302,136.2 ","294,776.1 ","244,607.7 ","23,593.2 ","94,850.1 ",981.7 ,"105,088.7 ","26,665.5 ",-54.3 ,"-2,621.3 ","95,606.7 ","98,228.0 ",,"21,097.4 ","30,269.5 ","9,172.2 ","571,737.2 ",,"553,261.1 ","421,561.2 ","131,699.9 ",,"145,108.8 ",,"549,712.4 ",,,,,,
10-12.,"550,692.8 ","300,119.2 ","292,542.0 ","242,382.6 ","23,501.4 ","94,742.6 ",897.8 ,"106,252.7 ","27,195.3 ",-28.8 ,"-1,987.3 ","90,958.6 ","92,945.9 ",,"22,005.5 ","31,433.6 ","9,428.2 ","572,698.2 ",,"552,680.1 ","419,261.0 ","133,419.2 ",,"145,439.3 ",,"549,823.9 ",,,,,,
2016/ 1- 3.,"557,387.1 ","299,180.2 ","291,392.4 ","241,277.7 ","23,281.2 ","94,264.3 ","1,445.9 ","107,722.6 ","27,905.9 ",11.1 ,"3,575.8 ","87,988.9 ","84,413.1 ",,"20,148.0 ","29,332.6 ","9,184.6 ","577,535.1 ",,"553,811.3 ","418,171.7 ","135,639.6 ",,"145,451.4 ",,"555,930.1 ",,,,,,
4- 6.,"554,635.4 ","297,904.6 ","289,870.5 ","239,871.1 ","23,745.3 ","93,492.9 ","2,783.6 ","106,111.5 ","26,919.0 ",-216.2 ,"3,894.7 ","85,479.1 ","81,584.5 ",,"18,955.5 ","28,683.3 ","9,727.8 ","573,591.0 ",,"550,740.8 ","417,926.5 ","132,814.3 ",,"144,157.3 ",,"552,068.0 ",,,,,,
7- 9.,"555,209.9 ","298,614.9 ","290,334.3 ","240,415.2 ","24,050.1 ","93,749.2 ",526.5 ,"106,460.0 ","27,005.9 ",-285.2 ,"5,088.6 ","85,879.3 ","80,790.7 ",,"18,245.0 ","28,278.3 ","10,033.2 ","573,455.0 ",,"550,121.3 ","416,940.6 ","133,180.7 ",,"144,805.2 ",,"554,968.6 ",,,,,,
10-12.,"555,820.0 ","299,908.5 ","291,459.6 ","241,581.2 ","24,291.8 ","94,780.5 ","-1,459.2 ","106,662.4 ","27,181.0 ",-316.7 ,"4,771.6 ","89,828.8 ","85,057.3 ",,"18,476.1 ","28,538.3 ","10,062.3 ","574,296.0 ",,"551,048.4 ","417,521.7 ","133,526.7 ",,"146,253.4 ",,"557,595.9 ",,,,,,
2017/ 1- 3.,"559,091.9 ","301,250.7 ","292,720.9 ","242,864.0 ","24,224.2 ","95,843.4 ",-375.3 ,"106,942.5 ","27,567.1 ",-283.7 ,"3,923.0 ","95,579.8 ","91,656.7 ",,"20,814.5 ","31,260.1 ","10,445.7 ","579,906.4 ",,"555,168.9 ","420,943.0 ","134,225.9 ",,"147,634.7 ",,"559,750.9 ",,,,,,
4- 6.,"561,539.6 ","303,444.3 ","294,817.3 ","244,985.5 ","24,543.1 ","96,535.9 ",-434.5 ,"107,029.8 ","27,966.4 ",-27.7 ,"2,482.2 ","94,640.0 ","92,157.8 ",,"19,687.6 ","30,351.3 ","10,663.7 ","581,227.2 ",,"559,057.3 ","424,088.8 ","134,968.5 ",,"149,045.4 ",,"562,001.7 ",,,,,,
7- 9.,"569,866.6 ","302,746.6 ","293,986.6 ","244,162.9 ","24,473.3 ","98,064.9 ","2,739.0 ","107,633.6 ","27,593.9 ",-22.3 ,"6,637.6 ","98,507.7 ","91,870.1 ",,"21,102.2 ","31,518.2 ","10,415.9 ","590,968.8 ",,"563,229.0 ","428,023.8 ","135,205.2 ",,"150,132.1 ",,"567,149.8 ",,,,,,
10-12.,"569,668.6 ","304,769.1 ","295,930.6 ","246,127.4 ","23,967.5 ","98,814.0 ","3,398.2 ","107,582.2 ","27,709.1 ",-13.8 ,"3,442.2 ","100,102.8 ","96,660.6 ",,"20,502.7 ","31,583.8 ","11,081.1 ","590,171.3 ",,"566,226.4 ","430,948.9 ","135,277.4 ",,"150,490.7 ",,"566,284.2 ",,,,,,
2018/ 1- 3.,"569,522.9 ","305,163.6 ","296,302.1 ","246,529.1 ","23,388.8 ","99,423.8 ","1,279.8 ","108,690.1 ","27,956.3 ",-21.5 ,"3,642.2 ","101,582.0 ","97,939.8 ",,"19,973.0 ","32,029.0 ","12,056.0 ","589,495.9 ",,"565,880.7 ","429,255.9 ","136,624.8 ",,"150,768.8 ",,"568,264.7 ",,,,,,
4- 6.,"571,304.9 ","304,624.8 ","295,781.9 ","245,912.0 ","22,823.3 ","102,391.1 ","2,023.5 ","108,776.5 ","28,533.3 ",34.2 ,"2,098.1 ","102,076.4 ","99,978.3 ",,"21,671.0 ","33,578.7 ","11,907.7 ","592,975.9 ",,"569,206.7 ","431,862.7 ","137,344.0 ",,"153,747.7 ",,"569,247.2 ",,,,,,
7- 9.,"567,924.8 ","306,535.6 ","297,696.6 ","247,777.3 ","22,891.8 ","99,685.2 ","2,072.5 ","108,486.1 ","28,417.9 ",80.5 ,-244.9 ,"102,286.8 ","102,531.7 ",,"21,560.7 ","33,611.2 ","12,050.6 ","589,485.4 ",,"568,169.7 ","431,185.2 ","136,984.4 ",,"150,994.9 ",,"565,771.7 ",,,,,,
10-12.,"568,076.6 ","307,036.5 ","298,073.8 ","248,030.0 ","23,141.2 ","102,154.0 ","3,872.3 ","108,837.4 ","28,154.4 ",27.0 ,"-5,146.3 ","101,553.6 ","106,699.8 ",,"22,144.4 ","34,624.5 ","12,480.1 ","590,221.0 ",,"573,222.9 ","436,204.0 ","137,018.8 ",,"153,449.6 ",,"564,177.2 ",,,,,,
2019/ 1- 3.,"572,525.5 ","306,481.6 ","297,270.6 ","246,838.6 ","23,822.0 ","102,519.9 ","1,089.3 ","109,468.2 ","28,795.8 ",-42.5 ,391.2 ,"98,993.2 ","98,602.0 ",,"21,646.9 ","33,758.3 ","12,111.4 ","594,172.5 ",,"572,134.3 ","433,912.8 ","138,221.5 ",,"155,137.7 ",,"571,478.7 ",,,,,,
4- 6.,"574,858.6 ","307,006.1 ","297,577.1 ","246,765.0 ","24,115.7 ","102,512.1 ","3,017.2 ","111,205.9 ","29,472.5 ",-108.6 ,"-2,362.3 ","98,003.5 ","100,365.8 ",,"22,113.8 ","34,598.6 ","12,484.8 ","596,972.4 ",,"577,220.9 ","436,651.1 ","140,569.8 ",,"156,100.4 ",,"571,950.0 ",,,,,,
7- 9.,"575,468.9 ","309,629.2 ","300,033.8 ","248,828.1 ","24,296.9 ","104,574.3 ",-460.1 ,"111,160.0 ","29,407.0 ",-121.6 ,"-3,016.8 ","97,237.8 ","100,254.6 ",,"22,362.6 ","35,269.9 ","12,907.3 ","597,831.5 ",,"578,485.8 ","438,040.3 ","140,445.5 ",,"158,278.2 ",,"576,050.6 ",,,,,,
10-12.,"564,583.7 ","301,135.9 ","291,291.5 ","239,702.5 ","24,296.2 ","98,236.0 ",370.2 ,"112,628.9 ","29,642.7 ",-68.4 ,"-1,657.9 ","95,417.0 ","97,074.9 ",,"21,190.9 ","33,917.1 ","12,726.2 ","585,774.6 ",,"566,241.5 ","424,038.3 ","142,203.3 ",,"152,174.9 ",,"564,281.9 ",,,,,,
2020/ 1- 3.,"567,629.7 ","302,199.7 ","292,026.7 ","240,062.7 ","23,306.1 ","101,654.7 ",-154.0 ,"112,451.7 ","29,618.7 ",-73.4 ,"-1,373.8 ","92,293.7 ","93,667.5 ",,"22,015.2 ","33,650.8 ","11,635.6 ","589,644.9 ",,"569,003.5 ","427,006.5 ","141,997.0 ",,"154,579.5 ",,"567,857.1 ",,,,,,
4- 6.,"528,805.7 ","278,834.0 ","268,219.1 ","215,862.7 ","23,039.6 ","94,137.0 ",773.4 ,"112,033.9 ","31,272.6 ",53.7 ,"-11,338.4 ","72,708.1 ","84,046.6 ",,"17,970.7 ","28,707.4 ","10,736.7 ","546,776.5 ",,"540,144.1 ","396,783.9 ","143,360.2 ",,"148,449.2 ",,"527,978.7 ",,,,,,
7- 9.,"554,799.7 ","293,432.2 ","282,399.8 ","229,666.1 ","22,095.1 ","94,815.0 ","-2,391.9 ","113,908.6 ","30,985.6 ",109.4 ,"1,845.9 ","81,391.4 ","79,545.6 ",,"18,764.8 ","29,417.8 ","10,653.1 ","573,564.5 ",,"552,953.8 ","407,950.3 ","145,003.6 ",,"147,895.6 ",,"557,082.3 ",,,,,,
10-12.,"564,104.2 ","298,449.7 ","287,305.7 ","234,172.5 ","22,108.7 ","96,726.5 ","-3,462.1 ","114,520.1 ","31,076.0 ",-28.8 ,"4,714.0 ","88,384.7 ","83,670.7 ",,"20,037.1 ","29,800.2 ","9,763.1 ","584,141.3 ",,"559,390.2 ","413,822.9 ","145,567.3 ",,"149,911.2 ",,"567,595.1 ",,,,,,
2021/ 1- 3.,"569,484.8 ","297,869.5 ","286,923.3 ","233,399.5 ","22,990.2 ","99,798.9 ",309.0 ,"114,694.5 ","31,005.1 ",-11.6 ,"2,829.2 ","95,090.1 ","92,260.9 ",,"22,381.6 ","33,238.9 ","10,857.3 ","591,866.4 ",,"566,655.6 ","420,967.6 ","145,688.0 ",,"153,794.2 ",,"569,187.4 ",,,,,,
4- 6.,"573,351.7 ","300,669.6 ","289,991.6 ","236,059.0 ","23,594.5 ","101,302.4 ",942.0 ,"118,182.9 ","30,707.0 ",-11.7 ,"-2,034.8 ","99,632.0 ","101,666.8 ",,"27,621.6 ","39,212.6 ","11,591.1 ","600,973.3 ",,"575,386.5 ","426,508.4 ","148,878.2 ",,"155,603.8 ",,"572,421.5 ",,,,,,
7- 9.,"572,990.0 ","299,489.6 ","288,949.1 ","234,621.4 ","24,226.2 ","100,721.8 ","2,366.9 ","119,737.1 ","30,557.1 ",-82.8 ,"-4,025.9 ","101,318.8 ","105,344.7 ",,"27,179.2 ","38,924.8 ","11,745.7 ","600,169.1 ",,"577,015.9 ","426,804.5 ","150,211.4 ",,"155,505.1 ",,"570,705.8 ",,,,,,
10-12.,"579,492.5 ","309,689.9 ","299,131.1 ","244,425.1 ","24,860.2 ","101,885.1 ","2,656.0 ","118,435.0 ","30,260.2 ",-41.0 ,"-8,253.0 ","104,123.7 ","112,376.7 ",,"28,701.9 ","41,686.1 ","12,984.2 ","608,194.4 ",,"587,745.5 ","439,091.3 ","148,654.2 ",,"157,005.5 ",,"576,877.5 ",,,,,,
2022/ 1- 3.,"579,222.2 ","310,753.7 ","300,024.1 ","244,908.5 ","25,343.6 ","103,385.8 ","3,181.7 ","119,899.9 ","28,920.5 ",-60.8 ,"-12,202.2 ","110,467.2 ","122,669.3 ",,"32,741.2 ","45,958.2 ","13,217.0 ","611,963.4 ",,"591,424.3 ","442,664.8 ","148,759.5 ",,"157,649.8 ",,"576,101.3 ",,,,,,
4- 6.,"583,011.0 ","318,284.6 ","307,389.5 ","251,895.4 ","25,496.1 ","107,086.9 ","2,891.5 ","119,740.0 ","28,680.6 ",94.8 ,"-19,263.4 ","119,215.0 ","138,478.4 ",,"31,846.7 ","46,313.7 ","14,467.0 ","614,857.8 ",,"602,274.5 ","453,759.1 ","148,515.4 ",,"161,263.6 ",,"580,024.7 ",,,,,,
7- 9.,"581,990.8 ","321,186.0 ","310,179.7 ","254,308.2 ","26,035.7 ","109,619.4 ","3,177.5 ","121,642.6 ","29,146.4 ",-544.0 ,"-28,272.9 ","125,540.9 ","153,813.9 ",,"34,817.8 ","50,086.3 ","15,268.5 ","616,808.6 ",,"610,263.7 ","460,018.7 ","150,245.0 ",,"164,801.6 ",,"579,357.3 ",,,,,,
10-12.,"594,171.2 ","325,835.9 ","314,721.2 ","258,454.9 ","26,005.6 ","110,570.3 ","2,594.3 ","123,179.9 ","29,866.0 ",131.5 ,"-24,012.3 ","127,180.8 ","151,193.1 ",,"40,033.9 ","57,500.2 ","17,466.4 ","634,205.1 ",,"618,183.6 ","465,006.1 ","153,177.5 ",,"166,441.9 ",,"591,445.5 ",,,,,,
2023/ 1- 3.,"606,146.5 ","329,915.7 ","318,695.6 ","262,012.3 ","26,305.4 ","113,056.9 ",648.7 ,"125,108.7 ","31,071.8 ",95.0 ,"-20,055.7 ","121,976.6 ","142,032.3 ",,"32,779.8 ","52,673.0 ","19,893.1 ","638,926.4 ",,"626,202.2 ","469,926.7 ","156,275.5 ",,"170,434.0 ",,"605,402.8 ",,,,,,
4- 6.,"617,564.1 ","328,963.3 ","317,600.6 ","260,531.5 ","26,821.5 ","113,102.8 ","2,152.2 ","122,570.5 ","30,964.4 ",-196.8 ,"-6,814.0 ","126,281.0 ","133,095.0 ",,"36,267.9 ","57,375.0 ","21,107.1 ","653,831.9 ",,"624,378.0 ","471,039.8 ","153,338.2 ",,"170,888.7 ",,"615,608.6 ",,,,,,
7- 9.,"618,274.2 ","329,961.7 ","318,448.6 ","260,992.9 ","26,902.1 ","114,245.6 ","-2,736.6 ","123,652.0 ","30,874.2 ",-312.8 ,"-4,312.1 ","132,074.0 ","136,386.1 ",,"35,234.1 ","58,092.7 ","22,858.6 ","653,508.3 ",,"622,586.3 ","468,372.9 ","154,213.4 ",,"172,021.9 ",,"621,323.6 ",,,,,,
10-12.,"624,549.8 ","332,133.7 ","320,580.6 ","262,876.4 ","27,123.6 ","117,197.9 ",-697.2 ,"123,851.6 ","30,995.2 ",-293.3 ,"-5,761.6 ","138,138.6 ","143,900.3 ",,"37,600.1 ","61,002.6 ","23,402.6 ","662,149.8 ",,"630,311.4 ","475,758.0 ","154,553.4 ",,"175,316.8 ",,"625,540.3 ",,,,,,
2024/ 1- 3.,"621,923.6 ","332,099.2 ","320,617.2 ","262,717.0 ","26,805.4 ","116,806.3 ","-1,306.3 ","123,894.6 ","30,612.1 ",-348.7 ,"-6,639.0 ","135,185.3 ","141,824.3 ",,"36,060.0 ","60,828.4 ","24,768.4 ","657,983.6 ",,"628,562.6 ","474,404.6 ","154,158.0 ",,"174,223.8 ",,"623,578.5 ",,,,,,
4- 6.,"633,654.7 ","334,479.9 ","323,135.3 ","265,026.2 ","27,140.7 ","119,594.6 ",-773.0 ,"128,185.4 ","31,530.0 ",-57.7 ,"-6,445.3 ","141,575.8 ","148,021.1 ",,"40,363.9 ","65,711.6 ","25,347.7 ","674,018.6 ",,"640,100.0 ","480,442.3 ","159,657.7 ",,"178,265.4 ",,"634,485.4 ",,,,,,
