cat01_code,cat01_name,cat02_code,cat02_name,area_code,area_name,time_code,time_name,value,unit
30000000,3_鉱物性燃料,140,1月_金額,50103,103_大韓民国,2020000000,2020年,44743555,千円
30000000,3_鉱物性燃料,140,1月_金額,50103,103_大韓民国,2019000000,2019年,46104699,千円
30000000,3_鉱物性燃料,140,1月_金額,50103,103_大韓民国,2018000000,2018年,50025352,千円
30000000,3_鉱物性燃料,140,1月_金額,50103,103_大韓民国,2017000000,2017年,47817275,千円
30000000,3_鉱物性燃料,140,1月_金額,50103,103_大韓民国,2016000000,2016年,26544919,千円
30000000,3_鉱物性燃料,140,1月_金額,50105,105_中華人民共和国,2020000000,2020年,17172864,千円
30000000,3_鉱物性燃料,140,1月_金額,50105,105_中華人民共和国,2019000000,2019年,11796099,千円
30000000,3_鉱物性燃料,140,1月_金額,50105,105_中華人民共和国,2018000000,2018年,14372849,千円
30000000,3_鉱物性燃料,140,1月_金額,50105,105_中華人民共和国,2017000000,2017年,13962462,千円
30000000,3_鉱物性燃料,140,1月_金額,50105,105_中華人民共和国,2016000000,2016年,6173012,千円
30000000,3_鉱物性燃料,140,1月_金額,50106,106_台湾,2020000000,2020年,2698143,千円
30000000,3_鉱物性燃料,140,1月_金額,50106,106_台湾,2019000000,2019年,94037,千円
30000000,3_鉱物性燃料,140,1月_金額,50106,106_台湾,2018000000,2018年,320021,千円
30000000,3_鉱物性燃料,140,1月_金額,50106,106_台湾,2017000000,2017年,161637,千円
30000000,3_鉱物性燃料,140,1月_金額,50106,106_台湾,2016000000,2016年,81445,千円
30000000,3_鉱物性燃料,140,1月_金額,50107,107_モンゴル,2017000000,2017年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50107,107_モンゴル,2016000000,2016年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50108,108_香港,2020000000,2020年,23806,千円
30000000,3_鉱物性燃料,140,1月_金額,50108,108_香港,2019000000,2019年,23837,千円
30000000,3_鉱物性燃料,140,1月_金額,50108,108_香港,2018000000,2018年,12943,千円
30000000,3_鉱物性燃料,140,1月_金額,50108,108_香港,2017000000,2017年,13072,千円
30000000,3_鉱物性燃料,140,1月_金額,50108,108_香港,2016000000,2016年,10257,千円
30000000,3_鉱物性燃料,140,1月_金額,50110,110_ベトナム,2020000000,2020年,6777421,千円
30000000,3_鉱物性燃料,140,1月_金額,50110,110_ベトナム,2019000000,2019年,149294,千円
30000000,3_鉱物性燃料,140,1月_金額,50110,110_ベトナム,2018000000,2018年,4695747,千円
30000000,3_鉱物性燃料,140,1月_金額,50110,110_ベトナム,2017000000,2017年,2901309,千円
30000000,3_鉱物性燃料,140,1月_金額,50110,110_ベトナム,2016000000,2016年,3816997,千円
30000000,3_鉱物性燃料,140,1月_金額,50111,111_タイ,2020000000,2020年,51628,千円
30000000,3_鉱物性燃料,140,1月_金額,50111,111_タイ,2019000000,2019年,92511,千円
30000000,3_鉱物性燃料,140,1月_金額,50111,111_タイ,2018000000,2018年,1129910,千円
30000000,3_鉱物性燃料,140,1月_金額,50111,111_タイ,2017000000,2017年,35565,千円
30000000,3_鉱物性燃料,140,1月_金額,50111,111_タイ,2016000000,2016年,2801385,千円
30000000,3_鉱物性燃料,140,1月_金額,50112,112_シンガポール,2020000000,2020年,2879652,千円
30000000,3_鉱物性燃料,140,1月_金額,50112,112_シンガポール,2019000000,2019年,5062284,千円
30000000,3_鉱物性燃料,140,1月_金額,50112,112_シンガポール,2018000000,2018年,3227990,千円
30000000,3_鉱物性燃料,140,1月_金額,50112,112_シンガポール,2017000000,2017年,6768596,千円
30000000,3_鉱物性燃料,140,1月_金額,50112,112_シンガポール,2016000000,2016年,3335198,千円
30000000,3_鉱物性燃料,140,1月_金額,50113,113_マレーシア,2020000000,2020年,71667203,千円
30000000,3_鉱物性燃料,140,1月_金額,50113,113_マレーシア,2019000000,2019年,57250815,千円
30000000,3_鉱物性燃料,140,1月_金額,50113,113_マレーシア,2018000000,2018年,80599214,千円
30000000,3_鉱物性燃料,140,1月_金額,50113,113_マレーシア,2017000000,2017年,79515902,千円
30000000,3_鉱物性燃料,140,1月_金額,50113,113_マレーシア,2016000000,2016年,75902438,千円
30000000,3_鉱物性燃料,140,1月_金額,50116,116_ブルネイ,2020000000,2020年,29302005,千円
30000000,3_鉱物性燃料,140,1月_金額,50116,116_ブルネイ,2019000000,2019年,28023182,千円
30000000,3_鉱物性燃料,140,1月_金額,50116,116_ブルネイ,2018000000,2018年,22963940,千円
30000000,3_鉱物性燃料,140,1月_金額,50116,116_ブルネイ,2017000000,2017年,23725327,千円
30000000,3_鉱物性燃料,140,1月_金額,50116,116_ブルネイ,2016000000,2016年,21227716,千円
30000000,3_鉱物性燃料,140,1月_金額,50117,117_フィリピン,2020000000,2020年,2571,千円
30000000,3_鉱物性燃料,140,1月_金額,50117,117_フィリピン,2019000000,2019年,1705,千円
30000000,3_鉱物性燃料,140,1月_金額,50117,117_フィリピン,2018000000,2018年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50117,117_フィリピン,2017000000,2017年,226562,千円
30000000,3_鉱物性燃料,140,1月_金額,50117,117_フィリピン,2016000000,2016年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50118,118_インドネシア,2020000000,2020年,43679113,千円
30000000,3_鉱物性燃料,140,1月_金額,50118,118_インドネシア,2019000000,2019年,71765538,千円
30000000,3_鉱物性燃料,140,1月_金額,50118,118_インドネシア,2018000000,2018年,70613835,千円
30000000,3_鉱物性燃料,140,1月_金額,50118,118_インドネシア,2017000000,2017年,69879007,千円
30000000,3_鉱物性燃料,140,1月_金額,50118,118_インドネシア,2016000000,2016年,65802875,千円
30000000,3_鉱物性燃料,140,1月_金額,50123,123_インド,2020000000,2020年,12991867,千円
30000000,3_鉱物性燃料,140,1月_金額,50123,123_インド,2019000000,2019年,3631464,千円
30000000,3_鉱物性燃料,140,1月_金額,50123,123_インド,2018000000,2018年,11372772,千円
30000000,3_鉱物性燃料,140,1月_金額,50123,123_インド,2017000000,2017年,8950013,千円
30000000,3_鉱物性燃料,140,1月_金額,50123,123_インド,2016000000,2016年,12077538,千円
30000000,3_鉱物性燃料,140,1月_金額,50124,124_パキスタン,2020000000,2020年,668462,千円
30000000,3_鉱物性燃料,140,1月_金額,50124,124_パキスタン,2019000000,2019年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50124,124_パキスタン,2018000000,2018年,1016500,千円
30000000,3_鉱物性燃料,140,1月_金額,50124,124_パキスタン,2017000000,2017年,2142663,千円
30000000,3_鉱物性燃料,140,1月_金額,50124,124_パキスタン,2016000000,2016年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50125,125_スリランカ,2020000000,2020年,375,千円
30000000,3_鉱物性燃料,140,1月_金額,50125,125_スリランカ,2018000000,2018年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50125,125_スリランカ,2017000000,2017年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50125,125_スリランカ,2016000000,2016年,588,千円
30000000,3_鉱物性燃料,140,1月_金額,50127,127_バングラデシュ,2019000000,2019年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50128,128_東ティモール,2020000000,2020年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50128,128_東ティモール,2019000000,2019年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50129,129_マカオ,2018000000,2018年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50133,133_イラン,2019000000,2019年,0,千円
30000000,3_鉱物性燃料,140,1月_金額,50133,133_イラン,2018000000,2018年,40424498,千円
30000000,3_鉱物性燃料,140,1月_金額,50133,133_イラン,2017000000,2017年,42843898,千円
30000000,3_鉱物性燃料,140,1月_金額,50133,133_イラン,2016000000,2016年,23213670,千円
30000000,3_鉱物性燃料,140,1月_金額,50134,134_イラク,2020000000,2020年,3445175,千円
30000000,3_鉱物性燃料,140,1月_金額,50134,134_イラク,2019000000,2019年,12749411,千円
30000000,3_鉱物性燃料,140,1月_金額,50134,134_イラク,2018000000,2018年,14383486,千円
30000000,3_鉱物性燃料,140,1月_金額,50134,134_イラク,2017000000,2017年,11983562,千円
30000000,3_鉱物性燃料,140,1月_金額,50134,134_イラク,2016000000,2016年,3899499,千円
30000000,3_鉱物性燃料,140,1月_金額,50135,135_バーレーン,2020000000,2020年,13113553,千円
30000000,3_鉱物性燃料,140,1月_金額,50135,135_バーレーン,2019000000,2019年,14739770,千円
30000000,3_鉱物性燃料,140,1月_金額,50135,135_バーレーン,2018000000,2018年,9224598,千円
