cat01_code,cat01_name,cat02_code,cat02_name,area_code,area_name,time_code,time_name,value,unit
30000000,3_鉱物性燃料,130,1月_数量,50103,103_大韓民国,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50103,103_大韓民国,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50103,103_大韓民国,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50103,103_大韓民国,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50103,103_大韓民国,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50105,105_中華人民共和国,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50105,105_中華人民共和国,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50105,105_中華人民共和国,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50105,105_中華人民共和国,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50105,105_中華人民共和国,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50106,106_台湾,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50106,106_台湾,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50106,106_台湾,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50106,106_台湾,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50106,106_台湾,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50108,108_香港,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50108,108_香港,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50108,108_香港,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50108,108_香港,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50108,108_香港,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50110,110_ベトナム,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50110,110_ベトナム,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50110,110_ベトナム,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50110,110_ベトナム,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50110,110_ベトナム,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50111,111_タイ,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50111,111_タイ,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50111,111_タイ,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50111,111_タイ,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50111,111_タイ,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50112,112_シンガポール,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50112,112_シンガポール,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50112,112_シンガポール,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50112,112_シンガポール,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50112,112_シンガポール,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50113,113_マレーシア,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50113,113_マレーシア,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50113,113_マレーシア,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50113,113_マレーシア,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50113,113_マレーシア,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50116,116_ブルネイ,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50116,116_ブルネイ,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50116,116_ブルネイ,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50116,116_ブルネイ,2022000000,2022年,0,
30000000,3_鉱物性燃料,130,1月_数量,50116,116_ブルネイ,2021000000,2021年,0,
30000000,3_鉱物性燃料,130,1月_数量,50117,117_フィリピン,2025000000,2025年,0,
30000000,3_鉱物性燃料,130,1月_数量,50117,117_フィリピン,2024000000,2024年,0,
30000000,3_鉱物性燃料,130,1月_数量,50117,117_フィリピン,2023000000,2023年,0,
30000000,3_鉱物性燃料,130,1月_数量,50117,117_フィリピン,2022000000,2022年,0,
