cat02_code,cat02_name,cat01_code,cat01_name,value,unit
1100000000,1100000000 製造工業,0500100,201801,115.4,
1100000000,1100000000 製造工業,0500300,201802,120.5,
1100000000,1100000000 製造工業,0500500,201803,121.3,
1100000000,1100000000 製造工業,0500700,201804,120.4,
1100000000,1100000000 製造工業,0500900,201805,118.7,
1100000000,1100000000 製造工業,0501100,201806,118.0,
1100000000,1100000000 製造工業,0501300,201807,116.5,
1100000000,1100000000 製造工業,0501500,201808,119.2,
1100000000,1100000000 製造工業,0501700,201809,117.2,
1100000000,1100000000 製造工業,0501900,201810,121.4,
1100000000,1100000000 製造工業,0502100,201811,121.2,
1100000000,1100000000 製造工業,0502300,201812,120.9,
1100000000,1100000000 製造工業,0502500,201901,114.7,
1100000000,1100000000 製造工業,0502700,201902,118.4,
1100000000,1100000000 製造工業,0502900,201903,117.3,
1100000000,1100000000 製造工業,0503100,201904,117.5,
1100000000,1100000000 製造工業,0503300,201905,119.0,
1100000000,1100000000 製造工業,0503500,201906,118.0,
1100000000,1100000000 製造工業,0503700,201907,116.8,
1100000000,1100000000 製造工業,0503900,201908,115.0,
1100000000,1100000000 製造工業,0504100,201909,114.4,
1100000000,1100000000 製造工業,0504300,201910,110.3,
1100000000,1100000000 製造工業,0504500,201911,109.5,
1100000000,1100000000 製造工業,0504700,201912,108.6,
1100000000,1100000000 製造工業,0504900,202001,109.1,
1100000000,1100000000 製造工業,0505100,202002,107.0,
1100000000,1100000000 製造工業,0505300,202003,106.1,
1100000000,1100000000 製造工業,0505500,202004,91.4,
1100000000,1100000000 製造工業,0505700,202005,81.5,
1100000000,1100000000 製造工業,0505900,202006,86.5,
1100000000,1100000000 製造工業,0506100,202007,94.3,
1100000000,1100000000 製造工業,0506300,202008,97.5,
1100000000,1100000000 製造工業,0506500,202009,102.4,
1100000000,1100000000 製造工業,0506700,202010,107.4,
1100000000,1100000000 製造工業,0506900,202011,106.4,
1100000000,1100000000 製造工業,0507100,202012,106.5,
1100000000,1100000000 製造工業,0507300,202101,110.1,
1100000000,1100000000 製造工業,0507500,202102,109.0,
1100000000,1100000000 製造工業,0507700,202103,111.1,
1100000000,1100000000 製造工業,0507900,202104,112.9,
1100000000,1100000000 製造工業,0508100,202105,107.0,
1100000000,1100000000 製造工業,0508300,202106,112.5,
1100000000,1100000000 製造工業,0508500,202107,108.8,
1100000000,1100000000 製造工業,0508700,202108,105.6,
1100000000,1100000000 製造工業,0508900,202109,98.3,
1100000000,1100000000 製造工業,0509100,202110,104.0,
1100000000,1100000000 製造工業,0509300,202111,112.0,
1100000000,1100000000 製造工業,0509500,202112,111.1,
1100000000,1100000000 製造工業,0509700,202201,107.1,
1100000000,1100000000 製造工業,0509900,202202,110.1,
1100000000,1100000000 製造工業,0510100,202203,107.1,
1100000000,1100000000 製造工業,0510300,202204,107.4,
1100000000,1100000000 製造工業,0510500,202205,98.0,
1100000000,1100000000 製造工業,0510700,202206,107.4,
1100000000,1100000000 製造工業,0510900,202207,108.1,
1100000000,1100000000 製造工業,0511100,202208,110.3,
1100000000,1100000000 製造工業,0511300,202209,110.1,
1100000000,1100000000 製造工業,0511500,202210,111.6,
1100000000,1100000000 製造工業,0511700,202211,111.8,
1100000000,1100000000 製造工業,0511900,202212,110.1,
1100000000,1100000000 製造工業,0512100,202301,104.9,
1100000000,1100000000 製造工業,0512300,202302,108.0,
1100000000,1100000000 製造工業,0512500,202303,108.4,
1100000000,1100000000 製造工業,0512700,202304,109.4,
1100000000,1100000000 製造工業,0512900,202305,106.6,
1100000000,1100000000 製造工業,0513100,202306,108.2,
1100000000,1100000000 製造工業,0513300,202307,106.4,
1100000000,1100000000 製造工業,0513500,202308,106.5,
1100000000,1100000000 製造工業,0513700,202309,106.6,
1100000000,1100000000 製造工業,0513900,202310,106.2,
1100000000,1100000000 製造工業,0514100,202311,106.9,
1100000000,1100000000 製造工業,0514300,202312,107.1,
1100000000,1100000000 製造工業,0514500,202401,100.9,
1100000000,1100000000 製造工業,0514700,202402,98.7,
1100000000,1100000000 製造工業,0514900,202403,100.7,
1100000000,1100000000 製造工業,0515100,202404,100.5,
1100000000,1100000000 製造工業,0515300,202405,104.3,
1100000000,1100000000 製造工業,0515500,202406,101.0,
1100000000,1100000000 製造工業,0515700,202407,102.5,
1100000000,1100000000 製造工業,0515900,202408,97.6,
1100000000,1100000000 製造工業,0516100,202409,101.2,
1100000000,1100000000 製造工業,0516300,202410,102.7,
1100000000,1100000000 製造工業,0516500,202411,100.7,
1100000000,1100000000 製造工業,0516700,202412,100.8,
1100000000,1100000000 製造工業,0516900,202501,102.1,
1100000000,1100000000 製造工業,0517100,202502,103.2,
1100000000,1100000000 製造工業,0517300,202503,101.5,
1100000000,1100000000 製造工業,0517500,202504,102.4,
1100000000,1100000000 製造工業,0517700,202505,102.5,
1100000000,1100000000 製造工業,0517900,202506,103.1,
1100000000,1100000000 製造工業,0518100,202507,102.2,
1100000000,1100000000 製造工業,0518300,202508,101.5,
1100000000,1100000000 製造工業,0518500,202509,102.8,
1100000000,1100000000 製造工業,0518700,202510,105.5,
1100000000,1100000000 製造工業,0518900,202511,101.6,
1100000000,1100000000 製造工業,0519100,202512,102.1,
1100000000,1100000000 製造工業,0519300,202601,105.1,
1100000000,1100000000 製造工業,0519500,202602,105.0,
1100000000,1100000000 製造工業,0519700,202603,103.7,
