name,date,value,source
PSHARE,2008-08,1247.1,ESRI esri_ci1_0907.xlsx col11
PSHARE,2008-09,1165.8,ESRI esri_ci1_0907.xlsx col11
PSHARE,2008-10,913.49,ESRI esri_ci1_0907.xlsx col11
PSHARE,2008-11,857.92,ESRI esri_ci1_0907.xlsx col11
PSHARE,2008-12,827.4,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-01,819.66,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-02,762.16,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-03,756.52,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-04,832.63,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-05,882.4,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-06,921.57,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-07,903.66,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-08,961.13,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-09,937.02,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-10,895.1,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-11,855.14,ESRI esri_ci1_0907.xlsx col11
PSHARE,2009-12,892.9,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-01,936.12,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-02,896.61,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-03,936.98,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-04,987.6,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-05,907.38,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-06,873.79,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-07,846.85,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-08,834.51,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-09,836.55,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-10,827.07,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-11,849.9,ESRI esri_ci1_0907.xlsx col11
PSHARE,2010-12,894.54,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-01,924.36,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-02,948.61,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-03,883.59,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-04,843.89,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-05,837.02,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-06,822.06,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-07,861.29,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-08,778.73,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-09,753.81,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-10,750.34,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-11,730.12,ESRI esri_ci1_0907.xlsx col11
PSHARE,2011-12,732.53,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-01,744.4,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-02,799.32,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-03,850.37,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-04,817.43,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-05,745.33,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-06,733.19,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-07,746.0,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-08,748.73,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-09,742.65,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-10,736.24,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-11,753.21,ESRI esri_ci1_0907.xlsx col11
PSHARE,2012-12,811.87,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-01,901.2,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-02,961.02,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-03,1028.55,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-04,1110.41,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-05,1203.38,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-06,1089.48,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-07,1186.91,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-08,1145.42,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-09,1185.18,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-10,1188.51,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-11,1222.9,ESRI esri_ci1_0907.xlsx col11
PSHARE,2013-12,1254.45,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-01,1275.17,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-02,1200.83,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-03,1190.57,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-04,1171.18,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-05,1174.62,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-06,1246.22,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-07,1275.72,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-08,1271.5,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-09,1313.29,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-10,1253.99,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-11,1385.33,ESRI esri_ci1_0907.xlsx col11
PSHARE,2014-12,1411.59,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-01,1389.14,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-02,1461.08,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-03,1553.83,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-04,1590.91,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-05,1626.44,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-06,1652.72,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-07,1637.3,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-08,1613.59,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-09,1455.3,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-10,1506.15,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-11,1582.45,ESRI esri_ci1_0907.xlsx col11
PSHARE,2015-12,1551.34,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-01,1412.22,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-02,1324.59,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-03,1358.3,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-04,1335.67,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-05,1334.43,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-06,1288.83,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-07,1291.3,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-08,1303.93,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-09,1334.42,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-10,1360.45,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-11,1409.47,ESRI esri_ci1_0907.xlsx col11
PSHARE,2016-12,1522.68,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-01,1534.42,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-02,1537.6,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-03,1552.1,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-04,1494.81,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-05,1571.62,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-06,1603.77,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-07,1620.17,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-08,1612.95,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-09,1638.79,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-10,1721.72,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-11,1783.26,ESRI esri_ci1_0907.xlsx col11
PSHARE,2017-12,1809.61,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-01,1882.57,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-02,1766.57,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-03,1716.27,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-04,1737.42,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-05,1783.96,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-06,1762.48,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-07,1729.12,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-08,1721.03,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-09,1746.41,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-10,1703.85,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-11,1646.77,ESRI esri_ci1_0907.xlsx col11
PSHARE,2018-12,1565.86,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-01,1541.56,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-02,1592.61,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-03,1602.83,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-04,1618.12,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-05,1547.17,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-06,1540.08,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-07,1573.16,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-08,1501.08,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-09,1579.13,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-10,1617.12,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-11,1697.37,ESRI esri_ci1_0907.xlsx col11
PSHARE,2019-12,1724.59,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-01,1719.06,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-02,1669.97,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-03,1385.57,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-04,1412.35,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-05,1488.06,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-06,1585.75,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-07,1560.76,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-08,1595.08,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-09,1632.81,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-10,1629.03,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-11,1714.5,ESRI esri_ci1_0907.xlsx col11
PSHARE,2020-12,1780.72,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-01,1842.18,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-02,1911.21,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-03,1947.82,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-04,1941.37,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-05,1908.12,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-06,1953.44,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-07,1931.88,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-08,1931.13,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-09,2063.04,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-10,1991.44,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-11,2022.87,ESRI esri_ci1_0907.xlsx col11
PSHARE,2021-12,1976.98,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-01,1954.51,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-02,1917.67,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-03,1885.51,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-04,1902.34,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-05,1879.0,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-06,1895.96,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-07,1908.46,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-08,1964.16,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-09,1922.22,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-10,1894.99,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-11,1967.73,ESRI esri_ci1_0907.xlsx col11
PSHARE,2022-12,1934.71,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-01,1925.82,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-02,1985.51,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-03,1989.46,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-04,2016.47,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-05,2125.76,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-06,2255.94,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-07,2273.04,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-08,2284.19,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-09,2379.55,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-10,2270.78,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-11,2356.32,ESRI esri_ci1_0907.xlsx col11
PSHARE,2023-12,2348.2,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-01,2494.07,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-02,2606.11,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-03,2728.81,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-04,2707.57,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-05,2740.9,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-06,2758.43,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-07,2843.31,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-08,2596.4,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-09,2628.79,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-10,2683.52,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-11,2701.5,ESRI esri_ci1_0907.xlsx col11
PSHARE,2024-12,2741.27,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-01,2738.42,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-02,2740.26,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-03,2743.15,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-04,2533.91,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-05,2740.99,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-06,2786.56,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-07,2861.07,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-08,3051.83,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-09,3134.24,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-10,3225.33,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-11,3320.31,ESRI esri_ci1_0907.xlsx col11
PSHARE,2025-12,3388.09,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-01,3577.76,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-02,3779.1,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-03,3644.58,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-04,3727.01,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-05,3869.37,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-06,3963.34,ESRI esri_ci1_0907.xlsx col11
PSHARE,2026-07,4021.52,ESRI esri_ci1_0907.xlsx col11
RGB,1975-01,11.05,ESRI esri_ci1_0907.xlsx col14
RGB,1975-02,9.27,ESRI esri_ci1_0907.xlsx col14
RGB,1975-03,9.74,ESRI esri_ci1_0907.xlsx col14
RGB,1975-04,9.6,ESRI esri_ci1_0907.xlsx col14
RGB,1975-05,9.21,ESRI esri_ci1_0907.xlsx col14
RGB,1975-06,9.11,ESRI esri_ci1_0907.xlsx col14
RGB,1975-07,9.5,ESRI esri_ci1_0907.xlsx col14
RGB,1975-08,9.51,ESRI esri_ci1_0907.xlsx col14
RGB,1975-09,9.6,ESRI esri_ci1_0907.xlsx col14
RGB,1975-10,9.63,ESRI esri_ci1_0907.xlsx col14
RGB,1975-11,9.61,ESRI esri_ci1_0907.xlsx col14
RGB,1975-12,9.36,ESRI esri_ci1_0907.xlsx col14
RGB,1976-01,8.8,ESRI esri_ci1_0907.xlsx col14
RGB,1976-02,8.69,ESRI esri_ci1_0907.xlsx col14
RGB,1976-03,8.82,ESRI esri_ci1_0907.xlsx col14
RGB,1976-04,8.96,ESRI esri_ci1_0907.xlsx col14
RGB,1976-05,9.11,ESRI esri_ci1_0907.xlsx col14
RGB,1976-06,9.19,ESRI esri_ci1_0907.xlsx col14
RGB,1976-07,9.09,ESRI esri_ci1_0907.xlsx col14
RGB,1976-08,8.95,ESRI esri_ci1_0907.xlsx col14
RGB,1976-09,9.01,ESRI esri_ci1_0907.xlsx col14
RGB,1976-10,9.09,ESRI esri_ci1_0907.xlsx col14
RGB,1976-11,9.17,ESRI esri_ci1_0907.xlsx col14
RGB,1976-12,8.88,ESRI esri_ci1_0907.xlsx col14
RGB,1977-01,8.59,ESRI esri_ci1_0907.xlsx col14
RGB,1977-02,8.5,ESRI esri_ci1_0907.xlsx col14
RGB,1977-03,8.32,ESRI esri_ci1_0907.xlsx col14
RGB,1977-04,7.83,ESRI esri_ci1_0907.xlsx col14
RGB,1977-05,7.61,ESRI esri_ci1_0907.xlsx col14
RGB,1977-06,7.47,ESRI esri_ci1_0907.xlsx col14
RGB,1977-07,6.81,ESRI esri_ci1_0907.xlsx col14
RGB,1977-08,6.92,ESRI esri_ci1_0907.xlsx col14
RGB,1977-09,6.96,ESRI esri_ci1_0907.xlsx col14
RGB,1977-10,6.94,ESRI esri_ci1_0907.xlsx col14
RGB,1977-11,6.77,ESRI esri_ci1_0907.xlsx col14
RGB,1977-12,6.58,ESRI esri_ci1_0907.xlsx col14
RGB,1978-01,6.51,ESRI esri_ci1_0907.xlsx col14
RGB,1978-02,6.59,ESRI esri_ci1_0907.xlsx col14
RGB,1978-03,6.64,ESRI esri_ci1_0907.xlsx col14
RGB,1978-04,6.6,ESRI esri_ci1_0907.xlsx col14
RGB,1978-05,6.58,ESRI esri_ci1_0907.xlsx col14
RGB,1978-06,6.62,ESRI esri_ci1_0907.xlsx col14
RGB,1978-07,6.62,ESRI esri_ci1_0907.xlsx col14
RGB,1978-08,6.66,ESRI esri_ci1_0907.xlsx col14
RGB,1978-09,6.71,ESRI esri_ci1_0907.xlsx col14
RGB,1978-10,6.68,ESRI esri_ci1_0907.xlsx col14
RGB,1978-11,6.65,ESRI esri_ci1_0907.xlsx col14
RGB,1978-12,6.65,ESRI esri_ci1_0907.xlsx col14
RGB,1979-01,6.61,ESRI esri_ci1_0907.xlsx col14
RGB,1979-02,6.78,ESRI esri_ci1_0907.xlsx col14
RGB,1979-03,6.95,ESRI esri_ci1_0907.xlsx col14
RGB,1979-04,7.47,ESRI esri_ci1_0907.xlsx col14
RGB,1979-05,7.49,ESRI esri_ci1_0907.xlsx col14
RGB,1979-06,8.01,ESRI esri_ci1_0907.xlsx col14
RGB,1979-07,7.72,ESRI esri_ci1_0907.xlsx col14
RGB,1979-08,7.67,ESRI esri_ci1_0907.xlsx col14
RGB,1979-09,7.78,ESRI esri_ci1_0907.xlsx col14
RGB,1979-10,8.38,ESRI esri_ci1_0907.xlsx col14
RGB,1979-11,8.73,ESRI esri_ci1_0907.xlsx col14
RGB,1979-12,8.61,ESRI esri_ci1_0907.xlsx col14
RGB,1980-01,8.48,ESRI esri_ci1_0907.xlsx col14
RGB,1980-02,8.57,ESRI esri_ci1_0907.xlsx col14
RGB,1980-03,9.43,ESRI esri_ci1_0907.xlsx col14
RGB,1980-04,10.0,ESRI esri_ci1_0907.xlsx col14
RGB,1980-05,9.25,ESRI esri_ci1_0907.xlsx col14
RGB,1980-06,8.59,ESRI esri_ci1_0907.xlsx col14
RGB,1980-07,8.7,ESRI esri_ci1_0907.xlsx col14
RGB,1980-08,8.84,ESRI esri_ci1_0907.xlsx col14
RGB,1980-09,8.94,ESRI esri_ci1_0907.xlsx col14
RGB,1980-10,8.92,ESRI esri_ci1_0907.xlsx col14
RGB,1980-11,9.21,ESRI esri_ci1_0907.xlsx col14
RGB,1980-12,9.21,ESRI esri_ci1_0907.xlsx col14
RGB,1981-01,8.87,ESRI esri_ci1_0907.xlsx col14
RGB,1981-02,8.64,ESRI esri_ci1_0907.xlsx col14
RGB,1981-03,8.54,ESRI esri_ci1_0907.xlsx col14
RGB,1981-04,8.31,ESRI esri_ci1_0907.xlsx col14
RGB,1981-05,8.58,ESRI esri_ci1_0907.xlsx col14
RGB,1981-06,8.75,ESRI esri_ci1_0907.xlsx col14
RGB,1981-07,8.49,ESRI esri_ci1_0907.xlsx col14
RGB,1981-08,8.59,ESRI esri_ci1_0907.xlsx col14
RGB,1981-09,8.68,ESRI esri_ci1_0907.xlsx col14
RGB,1981-10,8.7,ESRI esri_ci1_0907.xlsx col14
RGB,1981-11,8.28,ESRI esri_ci1_0907.xlsx col14
RGB,1981-12,8.07,ESRI esri_ci1_0907.xlsx col14
RGB,1982-01,7.96,ESRI esri_ci1_0907.xlsx col14
RGB,1982-02,7.98,ESRI esri_ci1_0907.xlsx col14
RGB,1982-03,7.65,ESRI esri_ci1_0907.xlsx col14
RGB,1982-04,7.72,ESRI esri_ci1_0907.xlsx col14
RGB,1982-05,7.71,ESRI esri_ci1_0907.xlsx col14
RGB,1982-06,8.34,ESRI esri_ci1_0907.xlsx col14
RGB,1982-07,8.3,ESRI esri_ci1_0907.xlsx col14
RGB,1982-08,8.28,ESRI esri_ci1_0907.xlsx col14
RGB,1982-09,8.32,ESRI esri_ci1_0907.xlsx col14
RGB,1982-10,8.44,ESRI esri_ci1_0907.xlsx col14
RGB,1982-11,8.36,ESRI esri_ci1_0907.xlsx col14
RGB,1982-12,7.74,ESRI esri_ci1_0907.xlsx col14
RGB,1983-01,7.58,ESRI esri_ci1_0907.xlsx col14
RGB,1983-02,7.66,ESRI esri_ci1_0907.xlsx col14
RGB,1983-03,7.68,ESRI esri_ci1_0907.xlsx col14
RGB,1983-04,7.64,ESRI esri_ci1_0907.xlsx col14
RGB,1983-05,7.46,ESRI esri_ci1_0907.xlsx col14
RGB,1983-06,7.59,ESRI esri_ci1_0907.xlsx col14
RGB,1983-07,7.48,ESRI esri_ci1_0907.xlsx col14
RGB,1983-08,7.67,ESRI esri_ci1_0907.xlsx col14
RGB,1983-09,7.49,ESRI esri_ci1_0907.xlsx col14
RGB,1983-10,7.41,ESRI esri_ci1_0907.xlsx col14
RGB,1983-11,7.38,ESRI esri_ci1_0907.xlsx col14
RGB,1983-12,7.19,ESRI esri_ci1_0907.xlsx col14
RGB,1984-01,7.21,ESRI esri_ci1_0907.xlsx col14
RGB,1984-02,7.19,ESRI esri_ci1_0907.xlsx col14
RGB,1984-03,7.07,ESRI esri_ci1_0907.xlsx col14
RGB,1984-04,6.96,ESRI esri_ci1_0907.xlsx col14
RGB,1984-05,7.25,ESRI esri_ci1_0907.xlsx col14
RGB,1984-06,7.27,ESRI esri_ci1_0907.xlsx col14
RGB,1984-07,7.22,ESRI esri_ci1_0907.xlsx col14
RGB,1984-08,7.1,ESRI esri_ci1_0907.xlsx col14
RGB,1984-09,7.18,ESRI esri_ci1_0907.xlsx col14
RGB,1984-10,6.96,ESRI esri_ci1_0907.xlsx col14
RGB,1984-11,6.75,ESRI esri_ci1_0907.xlsx col14
RGB,1984-12,6.78,ESRI esri_ci1_0907.xlsx col14
RGB,1985-01,6.73,ESRI esri_ci1_0907.xlsx col14
RGB,1985-02,7.17,ESRI esri_ci1_0907.xlsx col14
RGB,1985-03,7.12,ESRI esri_ci1_0907.xlsx col14
RGB,1985-04,6.95,ESRI esri_ci1_0907.xlsx col14
RGB,1985-05,6.88,ESRI esri_ci1_0907.xlsx col14
RGB,1985-06,6.72,ESRI esri_ci1_0907.xlsx col14
RGB,1985-07,6.59,ESRI esri_ci1_0907.xlsx col14
RGB,1985-08,6.47,ESRI esri_ci1_0907.xlsx col14
RGB,1985-09,6.45,ESRI esri_ci1_0907.xlsx col14
RGB,1985-10,6.36,ESRI esri_ci1_0907.xlsx col14
RGB,1985-11,7.15,ESRI esri_ci1_0907.xlsx col14
RGB,1985-12,6.73,ESRI esri_ci1_0907.xlsx col14
RGB,1986-01,5.86,ESRI esri_ci1_0907.xlsx col14
RGB,1986-02,5.37,ESRI esri_ci1_0907.xlsx col14
RGB,1986-03,4.55,ESRI esri_ci1_0907.xlsx col14
RGB,1986-04,4.6,ESRI esri_ci1_0907.xlsx col14
RGB,1986-05,4.99,ESRI esri_ci1_0907.xlsx col14
RGB,1986-06,4.78,ESRI esri_ci1_0907.xlsx col14
RGB,1986-07,5.23,ESRI esri_ci1_0907.xlsx col14
RGB,1986-08,5.15,ESRI esri_ci1_0907.xlsx col14
RGB,1986-09,5.72,ESRI esri_ci1_0907.xlsx col14
RGB,1986-10,5.72,ESRI esri_ci1_0907.xlsx col14
RGB,1986-11,5.44,ESRI esri_ci1_0907.xlsx col14
RGB,1986-12,5.42,ESRI esri_ci1_0907.xlsx col14
RGB,1987-01,5.06,ESRI esri_ci1_0907.xlsx col14
RGB,1987-02,4.85,ESRI esri_ci1_0907.xlsx col14
RGB,1987-03,4.37,ESRI esri_ci1_0907.xlsx col14
RGB,1987-04,4.0,ESRI esri_ci1_0907.xlsx col14
RGB,1987-05,3.88,ESRI esri_ci1_0907.xlsx col14
RGB,1987-06,4.61,ESRI esri_ci1_0907.xlsx col14
RGB,1987-07,5.45,ESRI esri_ci1_0907.xlsx col14
RGB,1987-08,5.71,ESRI esri_ci1_0907.xlsx col14
RGB,1987-09,6.73,ESRI esri_ci1_0907.xlsx col14
RGB,1987-10,5.4,ESRI esri_ci1_0907.xlsx col14
RGB,1987-11,5.26,ESRI esri_ci1_0907.xlsx col14
RGB,1987-12,5.07,ESRI esri_ci1_0907.xlsx col14
RGB,1988-01,4.15,ESRI esri_ci1_0907.xlsx col14
RGB,1988-02,4.53,ESRI esri_ci1_0907.xlsx col14
RGB,1988-03,4.73,ESRI esri_ci1_0907.xlsx col14
RGB,1988-04,4.79,ESRI esri_ci1_0907.xlsx col14
RGB,1988-05,5.16,ESRI esri_ci1_0907.xlsx col14
RGB,1988-06,5.54,ESRI esri_ci1_0907.xlsx col14
RGB,1988-07,5.53,ESRI esri_ci1_0907.xlsx col14
RGB,1988-08,5.94,ESRI esri_ci1_0907.xlsx col14
RGB,1988-09,5.15,ESRI esri_ci1_0907.xlsx col14
RGB,1988-10,4.71,ESRI esri_ci1_0907.xlsx col14
RGB,1988-11,4.58,ESRI esri_ci1_0907.xlsx col14
RGB,1988-12,4.59,ESRI esri_ci1_0907.xlsx col14
RGB,1989-01,4.84,ESRI esri_ci1_0907.xlsx col14
RGB,1989-02,5.12,ESRI esri_ci1_0907.xlsx col14
RGB,1989-03,5.17,ESRI esri_ci1_0907.xlsx col14
RGB,1989-04,5.25,ESRI esri_ci1_0907.xlsx col14
RGB,1989-05,5.08,ESRI esri_ci1_0907.xlsx col14
RGB,1989-06,5.37,ESRI esri_ci1_0907.xlsx col14
RGB,1989-07,4.91,ESRI esri_ci1_0907.xlsx col14
RGB,1989-08,5.04,ESRI esri_ci1_0907.xlsx col14
RGB,1989-09,5.03,ESRI esri_ci1_0907.xlsx col14
RGB,1989-10,5.51,ESRI esri_ci1_0907.xlsx col14
