cat01_code,cat01_name,cat02_code,cat02_name,value,unit
0505300,201503,4100100000,4100100000 機械工業,100.8,
0505300,201503,4100200000,4100200000 製造工業（除．機械工業）,99.7,
0505300,201503,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,103.3,
0505300,201503,4300001000,4300001000 <旧特掲>家庭用電気製品,92.1,
0505300,201503,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,99.9,
0505300,201503,4300003000,4300003000 <旧特掲>石油化学製品,99.9,
0505500,201504,1100000000,1100000000 製造工業,100.2,
0505500,201504,1101000000,1101000000 鉄鋼・非鉄金属工業,98.7,
0505500,201504,1101100000,1101100000 鉄鋼業,98.3,
0505500,201504,1101200000,1101200000 非鉄金属工業,99.8,
0505500,201504,1102000000,1102000000 金属製品工業,100.6,
0505500,201504,1103000000,1103000000 生産用機械工業,103,
0505500,201504,1104000000,1104000000 汎用・業務用機械工業,100.2,
0505500,201504,1105000000,1105000000 電子部品・デバイス工業,101.8,
0505500,201504,1106000000,1106000000 電気・情報通信機械工業,100.1,
0505500,201504,1106100000,1106100000 電気機械工業,100.1,
0505500,201504,1106200000,1106200000 情報通信機械工業,100,
0505500,201504,1107000000,1107000000 輸送機械工業,99.3,
0505500,201504,1108000000,1108000000 窯業・土石製品工業,99,
0505500,201504,1109000000,1109000000 化学工業,99.3,
0505500,201504,1111000000,1111000000 石油・石炭製品工業,101,
0505500,201504,1113000000,1113000000 パルプ・紙・紙加工品工業,99.3,
0505500,201504,1115000000,1115000000 その他工業,100.1,
0505500,201504,1115100000,1115100000 繊維工業,99.7,
0505500,201504,1115600000,1115600000 その他製品工業,100.5,
0505500,201504,4100100000,4100100000 機械工業,100.9,
0505500,201504,4100200000,4100200000 製造工業（除．機械工業）,99.3,
0505500,201504,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,102,
0505500,201504,4300001000,4300001000 <旧特掲>家庭用電気製品,103.2,
0505500,201504,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,99.2,
0505500,201504,4300003000,4300003000 <旧特掲>石油化学製品,99.8,
0505700,201505,1100000000,1100000000 製造工業,99.5,
0505700,201505,1101000000,1101000000 鉄鋼・非鉄金属工業,99.6,
0505700,201505,1101100000,1101100000 鉄鋼業,99.6,
0505700,201505,1101200000,1101200000 非鉄金属工業,100,
0505700,201505,1102000000,1102000000 金属製品工業,99.7,
0505700,201505,1103000000,1103000000 生産用機械工業,104,
0505700,201505,1104000000,1104000000 汎用・業務用機械工業,99.2,
0505700,201505,1105000000,1105000000 電子部品・デバイス工業,99.7,
0505700,201505,1106000000,1106000000 電気・情報通信機械工業,99.8,
0505700,201505,1106100000,1106100000 電気機械工業,99.6,
0505700,201505,1106200000,1106200000 情報通信機械工業,97.5,
0505700,201505,1107000000,1107000000 輸送機械工業,98.4,
0505700,201505,1108000000,1108000000 窯業・土石製品工業,100,
0505700,201505,1109000000,1109000000 化学工業,99.2,
0505700,201505,1111000000,1111000000 石油・石炭製品工業,99.7,
0505700,201505,1113000000,1113000000 パルプ・紙・紙加工品工業,99.4,
0505700,201505,1115000000,1115000000 その他工業,99.2,
0505700,201505,1115100000,1115100000 繊維工業,100.1,
0505700,201505,1115600000,1115600000 その他製品工業,98.8,
0505700,201505,4100100000,4100100000 機械工業,99.8,
0505700,201505,4100200000,4100200000 製造工業（除．機械工業）,99.6,
0505700,201505,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,102,
0505700,201505,4300001000,4300001000 <旧特掲>家庭用電気製品,101.1,
0505700,201505,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,98.4,
0505700,201505,4300003000,4300003000 <旧特掲>石油化学製品,99,
0505900,201506,1100000000,1100000000 製造工業,99.7,
0505900,201506,1101000000,1101000000 鉄鋼・非鉄金属工業,100.1,
0505900,201506,1101100000,1101100000 鉄鋼業,99.8,
0505900,201506,1101200000,1101200000 非鉄金属工業,100.9,
0505900,201506,1102000000,1102000000 金属製品工業,96.3,
0505900,201506,1103000000,1103000000 生産用機械工業,102.1,
0505900,201506,1104000000,1104000000 汎用・業務用機械工業,100.2,
0505900,201506,1105000000,1105000000 電子部品・デバイス工業,100.8,
0505900,201506,1106000000,1106000000 電気・情報通信機械工業,101.6,
0505900,201506,1106100000,1106100000 電気機械工業,99.5,
0505900,201506,1106200000,1106200000 情報通信機械工業,106.6,
0505900,201506,1107000000,1107000000 輸送機械工業,98.5,
0505900,201506,1108000000,1108000000 窯業・土石製品工業,99.7,
0505900,201506,1109000000,1109000000 化学工業,100,
0505900,201506,1111000000,1111000000 石油・石炭製品工業,93.3,
0505900,201506,1113000000,1113000000 パルプ・紙・紙加工品工業,100,
0505900,201506,1115000000,1115000000 その他工業,98.8,
0505900,201506,1115100000,1115100000 繊維工業,98.2,
0505900,201506,1115600000,1115600000 その他製品工業,99.1,
0505900,201506,4100100000,4100100000 機械工業,100.1,
0505900,201506,4100200000,4100200000 製造工業（除．機械工業）,99,
0505900,201506,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,101.3,
0505900,201506,4300001000,4300001000 <旧特掲>家庭用電気製品,101.5,
0505900,201506,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,98.4,
0505900,201506,4300003000,4300003000 <旧特掲>石油化学製品,99.9,
0506100,201507,1100000000,1100000000 製造工業,99.8,
0506100,201507,1101000000,1101000000 鉄鋼・非鉄金属工業,100.8,
0506100,201507,1101100000,1101100000 鉄鋼業,100.3,
0506100,201507,1101200000,1101200000 非鉄金属工業,101.1,
0506100,201507,1102000000,1102000000 金属製品工業,99.8,
0506100,201507,1103000000,1103000000 生産用機械工業,101.4,
0506100,201507,1104000000,1104000000 汎用・業務用機械工業,100.3,
0506100,201507,1105000000,1105000000 電子部品・デバイス工業,98.6,
0506100,201507,1106000000,1106000000 電気・情報通信機械工業,98.1,
0506100,201507,1106100000,1106100000 電気機械工業,96.5,
0506100,201507,1106200000,1106200000 情報通信機械工業,101.1,
0506100,201507,1107000000,1107000000 輸送機械工業,98.5,
0506100,201507,1108000000,1108000000 窯業・土石製品工業,100.6,
0506100,201507,1109000000,1109000000 化学工業,102.6,
0506100,201507,1111000000,1111000000 石油・石炭製品工業,101,
0506100,201507,1113000000,1113000000 パルプ・紙・紙加工品工業,101.2,
0506100,201507,1115000000,1115000000 その他工業,98.5,
0506100,201507,1115100000,1115100000 繊維工業,101,
0506100,201507,1115600000,1115600000 その他製品工業,97,
0506100,201507,4100100000,4100100000 機械工業,99.1,
0506100,201507,4100200000,4100200000 製造工業（除．機械工業）,100.8,
0506100,201507,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,100.9,
0506100,201507,4300001000,4300001000 <旧特掲>家庭用電気製品,98.4,
0506100,201507,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,98.3,
0506100,201507,4300003000,4300003000 <旧特掲>石油化学製品,103,
0506300,201508,1100000000,1100000000 製造工業,98.7,
0506300,201508,1101000000,1101000000 鉄鋼・非鉄金属工業,99.5,
0506300,201508,1101100000,1101100000 鉄鋼業,99.3,
0506300,201508,1101200000,1101200000 非鉄金属工業,100.2,
0506300,201508,1102000000,1102000000 金属製品工業,99.1,
0506300,201508,1103000000,1103000000 生産用機械工業,98.9,
0506300,201508,1104000000,1104000000 汎用・業務用機械工業,98.2,
0506300,201508,1105000000,1105000000 電子部品・デバイス工業,96.4,
0506300,201508,1106000000,1106000000 電気・情報通信機械工業,97.3,
0506300,201508,1106100000,1106100000 電気機械工業,98.3,
0506300,201508,1106200000,1106200000 情報通信機械工業,96.9,
0506300,201508,1107000000,1107000000 輸送機械工業,98.1,
0506300,201508,1108000000,1108000000 窯業・土石製品工業,99.2,
0506300,201508,1109000000,1109000000 化学工業,99.8,
0506300,201508,1111000000,1111000000 石油・石炭製品工業,96.2,
0506300,201508,1113000000,1113000000 パルプ・紙・紙加工品工業,99.7,
0506300,201508,1115000000,1115000000 その他工業,100.1,
0506300,201508,1115100000,1115100000 繊維工業,100.6,
0506300,201508,1115600000,1115600000 その他製品工業,99.8,
0506300,201508,4100100000,4100100000 機械工業,97.4,
0506300,201508,4100200000,4100200000 製造工業（除．機械工業）,99.8,
0506300,201508,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,98.6,
0506300,201508,4300001000,4300001000 <旧特掲>家庭用電気製品,97.9,
0506300,201508,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,97.9,
0506300,201508,4300003000,4300003000 <旧特掲>石油化学製品,99.5,
0506500,201509,1100000000,1100000000 製造工業,99.7,
0506500,201509,1101000000,1101000000 鉄鋼・非鉄金属工業,99.4,
0506500,201509,1101100000,1101100000 鉄鋼業,98.6,
0506500,201509,1101200000,1101200000 非鉄金属工業,101.3,
0506500,201509,1102000000,1102000000 金属製品工業,102.5,
0506500,201509,1103000000,1103000000 生産用機械工業,91.1,
0506500,201509,1104000000,1104000000 汎用・業務用機械工業,97.1,
0506500,201509,1105000000,1105000000 電子部品・デバイス工業,99.6,
0506500,201509,1106000000,1106000000 電気・情報通信機械工業,100.5,
0506500,201509,1106100000,1106100000 電気機械工業,102.6,
0506500,201509,1106200000,1106200000 情報通信機械工業,96.8,
0506500,201509,1107000000,1107000000 輸送機械工業,99.6,
0506500,201509,1108000000,1108000000 窯業・土石製品工業,99.6,
0506500,201509,1109000000,1109000000 化学工業,104.8,
0506500,201509,1111000000,1111000000 石油・石炭製品工業,100.6,
0506500,201509,1113000000,1113000000 パルプ・紙・紙加工品工業,101,
0506500,201509,1115000000,1115000000 その他工業,98.5,
0506500,201509,1115100000,1115100000 繊維工業,100.6,
0506500,201509,1115600000,1115600000 その他製品工業,97.5,
0506500,201509,4100100000,4100100000 機械工業,98.6,
0506500,201509,4100200000,4100200000 製造工業（除．機械工業）,101.5,
0506500,201509,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,93.2,
0506500,201509,4300001000,4300001000 <旧特掲>家庭用電気製品,102.6,
0506500,201509,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,99.6,
0506500,201509,4300003000,4300003000 <旧特掲>石油化学製品,108.2,
0506700,201510,1100000000,1100000000 製造工業,100.3,
0506700,201510,1101000000,1101000000 鉄鋼・非鉄金属工業,99,
0506700,201510,1101100000,1101100000 鉄鋼業,99.1,
0506700,201510,1101200000,1101200000 非鉄金属工業,98.8,
0506700,201510,1102000000,1102000000 金属製品工業,100.2,
0506700,201510,1103000000,1103000000 生産用機械工業,96.2,
0506700,201510,1104000000,1104000000 汎用・業務用機械工業,98.1,
0506700,201510,1105000000,1105000000 電子部品・デバイス工業,97.5,
0506700,201510,1106000000,1106000000 電気・情報通信機械工業,101,
0506700,201510,1106100000,1106100000 電気機械工業,102.8,
0506700,201510,1106200000,1106200000 情報通信機械工業,95.4,
0506700,201510,1107000000,1107000000 輸送機械工業,103.4,
0506700,201510,1108000000,1108000000 窯業・土石製品工業,101.3,
0506700,201510,1109000000,1109000000 化学工業,102.3,
0506700,201510,1111000000,1111000000 石油・石炭製品工業,104.4,
0506700,201510,1113000000,1113000000 パルプ・紙・紙加工品工業,100.2,
0506700,201510,1115000000,1115000000 その他工業,99.7,
0506700,201510,1115100000,1115100000 繊維工業,100,
0506700,201510,1115600000,1115600000 その他製品工業,99.4,
0506700,201510,4100100000,4100100000 機械工業,99.9,
0506700,201510,4100200000,4100200000 製造工業（除．機械工業）,100.9,
0506700,201510,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,97.1,
0506700,201510,4300001000,4300001000 <旧特掲>家庭用電気製品,106.4,
0506700,201510,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,103.6,
0506700,201510,4300003000,4300003000 <旧特掲>石油化学製品,102.5,
0506900,201511,1100000000,1100000000 製造工業,99.7,
0506900,201511,1101000000,1101000000 鉄鋼・非鉄金属工業,99.7,
0506900,201511,1101100000,1101100000 鉄鋼業,100,
0506900,201511,1101200000,1101200000 非鉄金属工業,99.2,
0506900,201511,1102000000,1102000000 金属製品工業,100.7,
0506900,201511,1103000000,1103000000 生産用機械工業,94.1,
0506900,201511,1104000000,1104000000 汎用・業務用機械工業,98.3,
0506900,201511,1105000000,1105000000 電子部品・デバイス工業,97.8,
0506900,201511,1106000000,1106000000 電気・情報通信機械工業,100.9,
0506900,201511,1106100000,1106100000 電気機械工業,103.2,
0506900,201511,1106200000,1106200000 情報通信機械工業,94.6,
0506900,201511,1107000000,1107000000 輸送機械工業,100.9,
0506900,201511,1108000000,1108000000 窯業・土石製品工業,100.1,
0506900,201511,1109000000,1109000000 化学工業,99.7,
0506900,201511,1111000000,1111000000 石油・石炭製品工業,99.1,
0506900,201511,1113000000,1113000000 パルプ・紙・紙加工品工業,100.4,
0506900,201511,1115000000,1115000000 その他工業,100.8,
0506900,201511,1115100000,1115100000 繊維工業,100.5,
0506900,201511,1115600000,1115600000 その他製品工業,100,
0506900,201511,4100100000,4100100000 機械工業,99.2,
0506900,201511,4100200000,4100200000 製造工業（除．機械工業）,100,
0506900,201511,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,96.2,
0506900,201511,4300001000,4300001000 <旧特掲>家庭用電気製品,103.7,
0506900,201511,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,101,
0506900,201511,4300003000,4300003000 <旧特掲>石油化学製品,98.8,
0507100,201512,1100000000,1100000000 製造工業,97.7,
0507100,201512,1101000000,1101000000 鉄鋼・非鉄金属工業,99,
0507100,201512,1101100000,1101100000 鉄鋼業,99.8,
0507100,201512,1101200000,1101200000 非鉄金属工業,96.3,
0507100,201512,1102000000,1102000000 金属製品工業,100,
0507100,201512,1103000000,1103000000 生産用機械工業,93.6,
0507100,201512,1104000000,1104000000 汎用・業務用機械工業,96.1,
0507100,201512,1105000000,1105000000 電子部品・デバイス工業,95.4,
0507100,201512,1106000000,1106000000 電気・情報通信機械工業,99.6,
0507100,201512,1106100000,1106100000 電気機械工業,101,
0507100,201512,1106200000,1106200000 情報通信機械工業,95.7,
0507100,201512,1107000000,1107000000 輸送機械工業,97.2,
0507100,201512,1108000000,1108000000 窯業・土石製品工業,99.8,
0507100,201512,1109000000,1109000000 化学工業,99.9,
0507100,201512,1111000000,1111000000 石油・石炭製品工業,99.4,
0507100,201512,1113000000,1113000000 パルプ・紙・紙加工品工業,98.3,
0507100,201512,1115000000,1115000000 その他工業,98.9,
0507100,201512,1115100000,1115100000 繊維工業,98.2,
0507100,201512,1115600000,1115600000 その他製品工業,98.9,
0507100,201512,4100100000,4100100000 機械工業,96.6,
0507100,201512,4100200000,4100200000 製造工業（除．機械工業）,99.4,
0507100,201512,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,95.1,
0507100,201512,4300001000,4300001000 <旧特掲>家庭用電気製品,101.7,
0507100,201512,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,97,
0507100,201512,4300003000,4300003000 <旧特掲>石油化学製品,99.9,
0507300,201601,1100000000,1100000000 製造工業,99,
0507300,201601,1101000000,1101000000 鉄鋼・非鉄金属工業,99.6,
0507300,201601,1101100000,1101100000 鉄鋼業,98.6,
0507300,201601,1101200000,1101200000 非鉄金属工業,101.7,
0507300,201601,1102000000,1102000000 金属製品工業,100.1,
0507300,201601,1103000000,1103000000 生産用機械工業,91.2,
0507300,201601,1104000000,1104000000 汎用・業務用機械工業,98,
0507300,201601,1105000000,1105000000 電子部品・デバイス工業,94.8,
0507300,201601,1106000000,1106000000 電気・情報通信機械工業,102.2,
0507300,201601,1106100000,1106100000 電気機械工業,103.6,
0507300,201601,1106200000,1106200000 情報通信機械工業,98.7,
0507300,201601,1107000000,1107000000 輸送機械工業,98.3,
0507300,201601,1108000000,1108000000 窯業・土石製品工業,97.4,
0507300,201601,1109000000,1109000000 化学工業,99.5,
0507300,201601,1111000000,1111000000 石油・石炭製品工業,100.7,
0507300,201601,1113000000,1113000000 パルプ・紙・紙加工品工業,100.2,
0507300,201601,1115000000,1115000000 その他工業,98,
0507300,201601,1115100000,1115100000 繊維工業,100.4,
0507300,201601,1115600000,1115600000 その他製品工業,96.7,
0507300,201601,4100100000,4100100000 機械工業,98,
0507300,201601,4100200000,4100200000 製造工業（除．機械工業）,99.6,
0507300,201601,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,94.1,
0507300,201601,4300001000,4300001000 <旧特掲>家庭用電気製品,102.9,
0507300,201601,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,98.2,
0507300,201601,4300003000,4300003000 <旧特掲>石油化学製品,97.9,
0507500,201602,1100000000,1100000000 製造工業,97.3,
0507500,201602,1101000000,1101000000 鉄鋼・非鉄金属工業,101.7,
0507500,201602,1101100000,1101100000 鉄鋼業,101.1,
0507500,201602,1101200000,1101200000 非鉄金属工業,102.5,
0507500,201602,1102000000,1102000000 金属製品工業,95.4,
0507500,201602,1103000000,1103000000 生産用機械工業,89.9,
0507500,201602,1104000000,1104000000 汎用・業務用機械工業,97.8,
0507500,201602,1105000000,1105000000 電子部品・デバイス工業,96.2,
0507500,201602,1106000000,1106000000 電気・情報通信機械工業,101.3,
0507500,201602,1106100000,1106100000 電気機械工業,103.6,
0507500,201602,1106200000,1106200000 情報通信機械工業,96.6,
0507500,201602,1107000000,1107000000 輸送機械工業,94.3,
0507500,201602,1108000000,1108000000 窯業・土石製品工業,101.9,
0507500,201602,1109000000,1109000000 化学工業,101.1,
0507500,201602,1111000000,1111000000 石油・石炭製品工業,102.8,
0507500,201602,1113000000,1113000000 パルプ・紙・紙加工品工業,100.7,
0507500,201602,1115000000,1115000000 その他工業,99.2,
0507500,201602,1115100000,1115100000 繊維工業,100.5,
0507500,201602,1115600000,1115600000 その他製品工業,98.1,
0507500,201602,4100100000,4100100000 機械工業,95.2,
0507500,201602,4100200000,4100200000 製造工業（除．機械工業）,100.7,
0507500,201602,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,93.2,
0507500,201602,4300001000,4300001000 <旧特掲>家庭用電気製品,105.3,
0507500,201602,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,93.8,
0507500,201602,4300003000,4300003000 <旧特掲>石油化学製品,100.1,
0507700,201603,1100000000,1100000000 製造工業,97.7,
0507700,201603,1101000000,1101000000 鉄鋼・非鉄金属工業,98.5,
0507700,201603,1101100000,1101100000 鉄鋼業,97.6,
0507700,201603,1101200000,1101200000 非鉄金属工業,100.7,
0507700,201603,1102000000,1102000000 金属製品工業,101.3,
0507700,201603,1103000000,1103000000 生産用機械工業,87.1,
0507700,201603,1104000000,1104000000 汎用・業務用機械工業,95.4,
0507700,201603,1105000000,1105000000 電子部品・デバイス工業,96.5,
0507700,201603,1106000000,1106000000 電気・情報通信機械工業,103.2,
0507700,201603,1106100000,1106100000 電気機械工業,107.1,
0507700,201603,1106200000,1106200000 情報通信機械工業,98.4,
0507700,201603,1107000000,1107000000 輸送機械工業,97.9,
0507700,201603,1108000000,1108000000 窯業・土石製品工業,99.8,
0507700,201603,1109000000,1109000000 化学工業,99.8,
0507700,201603,1111000000,1111000000 石油・石炭製品工業,102.4,
0507700,201603,1113000000,1113000000 パルプ・紙・紙加工品工業,98.8,
0507700,201603,1115000000,1115000000 その他工業,97.8,
0507700,201603,1115100000,1115100000 繊維工業,100.5,
0507700,201603,1115600000,1115600000 その他製品工業,96.1,
0507700,201603,4100100000,4100100000 機械工業,96.6,
0507700,201603,4100200000,4100200000 製造工業（除．機械工業）,99.5,
0507700,201603,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,90.4,
0507700,201603,4300001000,4300001000 <旧特掲>家庭用電気製品,108.2,
0507700,201603,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,97.8,
0507700,201603,4300003000,4300003000 <旧特掲>石油化学製品,98,
0507900,201604,1100000000,1100000000 製造工業,97,
0507900,201604,1101000000,1101000000 鉄鋼・非鉄金属工業,100.4,
0507900,201604,1101100000,1101100000 鉄鋼業,100.6,
0507900,201604,1101200000,1101200000 非鉄金属工業,100.4,
0507900,201604,1102000000,1102000000 金属製品工業,97.1,
0507900,201604,1103000000,1103000000 生産用機械工業,87.3,
0507900,201604,1104000000,1104000000 汎用・業務用機械工業,97.1,
0507900,201604,1105000000,1105000000 電子部品・デバイス工業,96.8,
0507900,201604,1106000000,1106000000 電気・情報通信機械工業,103.1,
0507900,201604,1106100000,1106100000 電気機械工業,104.1,
0507900,201604,1106200000,1106200000 情報通信機械工業,101.5,
0507900,201604,1107000000,1107000000 輸送機械工業,92.2,
0507900,201604,1108000000,1108000000 窯業・土石製品工業,97.8,
0507900,201604,1109000000,1109000000 化学工業,101,
0507900,201604,1111000000,1111000000 石油・石炭製品工業,105.6,
0507900,201604,1113000000,1113000000 パルプ・紙・紙加工品工業,98.7,
0507900,201604,1115000000,1115000000 その他工業,97.1,
0507900,201604,1115100000,1115100000 繊維工業,98.4,
0507900,201604,1115600000,1115600000 その他製品工業,96.3,
0507900,201604,4100100000,4100100000 機械工業,95.1,
0507900,201604,4100200000,4100200000 製造工業（除．機械工業）,99.6,
0507900,201604,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,91.7,
0507900,201604,4300001000,4300001000 <旧特掲>家庭用電気製品,109.7,
0507900,201604,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,92,
0507900,201604,4300003000,4300003000 <旧特掲>石油化学製品,100.2,
0508100,201605,1100000000,1100000000 製造工業,96.7,
0508100,201605,1101000000,1101000000 鉄鋼・非鉄金属工業,101.4,
0508100,201605,1101100000,1101100000 鉄鋼業,101.7,
0508100,201605,1101200000,1101200000 非鉄金属工業,100.8,
0508100,201605,1102000000,1102000000 金属製品工業,97,
0508100,201605,1103000000,1103000000 生産用機械工業,84.3,
0508100,201605,1104000000,1104000000 汎用・業務用機械工業,93.9,
0508100,201605,1105000000,1105000000 電子部品・デバイス工業,95.6,
0508100,201605,1106000000,1106000000 電気・情報通信機械工業,102.4,
0508100,201605,1106100000,1106100000 電気機械工業,101.6,
0508100,201605,1106200000,1106200000 情報通信機械工業,102.3,
0508100,201605,1107000000,1107000000 輸送機械工業,96.7,
0508100,201605,1108000000,1108000000 窯業・土石製品工業,95.9,
0508100,201605,1109000000,1109000000 化学工業,97.8,
0508100,201605,1111000000,1111000000 石油・石炭製品工業,106.5,
0508100,201605,1113000000,1113000000 パルプ・紙・紙加工品工業,98.9,
0508100,201605,1115000000,1115000000 その他工業,96.2,
0508100,201605,1115100000,1115100000 繊維工業,98.2,
0508100,201605,1115600000,1115600000 その他製品工業,95,
0508100,201605,4100100000,4100100000 機械工業,95.5,
0508100,201605,4100200000,4100200000 製造工業（除．機械工業）,98.7,
0508100,201605,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,88.6,
0508100,201605,4300001000,4300001000 <旧特掲>家庭用電気製品,103.3,
0508100,201605,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,96.9,
0508100,201605,4300003000,4300003000 <旧特掲>石油化学製品,96.2,
0508300,201606,1100000000,1100000000 製造工業,97.1,
0508300,201606,1101000000,1101000000 鉄鋼・非鉄金属工業,101.7,
0508300,201606,1101100000,1101100000 鉄鋼業,102.4,
0508300,201606,1101200000,1101200000 非鉄金属工業,100.8,
0508300,201606,1102000000,1102000000 金属製品工業,97.3,
0508300,201606,1103000000,1103000000 生産用機械工業,84.1,
0508300,201606,1104000000,1104000000 汎用・業務用機械工業,97.9,
0508300,201606,1105000000,1105000000 電子部品・デバイス工業,94,
0508300,201606,1106000000,1106000000 電気・情報通信機械工業,103.9,
0508300,201606,1106100000,1106100000 電気機械工業,105.1,
0508300,201606,1106200000,1106200000 情報通信機械工業,100.7,
0508300,201606,1107000000,1107000000 輸送機械工業,97,
0508300,201606,1108000000,1108000000 窯業・土石製品工業,99,
0508300,201606,1109000000,1109000000 化学工業,97.5,
0508300,201606,1111000000,1111000000 石油・石炭製品工業,106.6,
0508300,201606,1113000000,1113000000 パルプ・紙・紙加工品工業,101.1,
0508300,201606,1115000000,1115000000 その他工業,97.2,
0508300,201606,1115100000,1115100000 繊維工業,97.8,
0508300,201606,1115600000,1115600000 その他製品工業,96.8,
0508300,201606,4100100000,4100100000 機械工業,96,
0508300,201606,4100200000,4100200000 製造工業（除．機械工業）,99,
0508300,201606,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,90,
0508300,201606,4300001000,4300001000 <旧特掲>家庭用電気製品,105,
0508300,201606,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,97.2,
0508300,201606,4300003000,4300003000 <旧特掲>石油化学製品,95.8,
0508500,201607,1100000000,1100000000 製造工業,98.1,
0508500,201607,1101000000,1101000000 鉄鋼・非鉄金属工業,101.8,
0508500,201607,1101100000,1101100000 鉄鋼業,102.8,
0508500,201607,1101200000,1101200000 非鉄金属工業,98.9,
0508500,201607,1102000000,1102000000 金属製品工業,96,
0508500,201607,1103000000,1103000000 生産用機械工業,83.1,
0508500,201607,1104000000,1104000000 汎用・業務用機械工業,97.7,
0508500,201607,1105000000,1105000000 電子部品・デバイス工業,99,
0508500,201607,1106000000,1106000000 電気・情報通信機械工業,103.9,
0508500,201607,1106100000,1106100000 電気機械工業,104.9,
0508500,201607,1106200000,1106200000 情報通信機械工業,100,
0508500,201607,1107000000,1107000000 輸送機械工業,100.1,
0508500,201607,1108000000,1108000000 窯業・土石製品工業,100.1,
0508500,201607,1109000000,1109000000 化学工業,97.3,
0508500,201607,1111000000,1111000000 石油・石炭製品工業,103.7,
0508500,201607,1113000000,1113000000 パルプ・紙・紙加工品工業,99,
0508500,201607,1115000000,1115000000 その他工業,99.8,
0508500,201607,1115100000,1115100000 繊維工業,97.4,
0508500,201607,1115600000,1115600000 その他製品工業,101.7,
0508500,201607,4100100000,4100100000 機械工業,97.6,
0508500,201607,4100200000,4100200000 製造工業（除．機械工業）,99,
0508500,201607,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,89.2,
0508500,201607,4300001000,4300001000 <旧特掲>家庭用電気製品,107.6,
0508500,201607,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,100.3,
0508500,201607,4300003000,4300003000 <旧特掲>石油化学製品,96.3,
0508700,201608,1100000000,1100000000 製造工業,99.2,
0508700,201608,1101000000,1101000000 鉄鋼・非鉄金属工業,102.8,
0508700,201608,1101100000,1101100000 鉄鋼業,103.1,
0508700,201608,1101200000,1101200000 非鉄金属工業,102.3,
0508700,201608,1102000000,1102000000 金属製品工業,96.4,
0508700,201608,1103000000,1103000000 生産用機械工業,84.9,
0508700,201608,1104000000,1104000000 汎用・業務用機械工業,98.4,
0508700,201608,1105000000,1105000000 電子部品・デバイス工業,101.4,
0508700,201608,1106000000,1106000000 電気・情報通信機械工業,106.9,
0508700,201608,1106100000,1106100000 電気機械工業,105,
0508700,201608,1106200000,1106200000 情報通信機械工業,112.7,
0508700,201608,1107000000,1107000000 輸送機械工業,99.5,
0508700,201608,1108000000,1108000000 窯業・土石製品工業,99.7,
0508700,201608,1109000000,1109000000 化学工業,99.1,
0508700,201608,1111000000,1111000000 石油・石炭製品工業,104.8,
0508700,201608,1113000000,1113000000 パルプ・紙・紙加工品工業,98.4,
0508700,201608,1115000000,1115000000 その他工業,100.2,
0508700,201608,1115100000,1115100000 繊維工業,100.2,
0508700,201608,1115600000,1115600000 その他製品工業,100.3,
0508700,201608,4100100000,4100100000 機械工業,98.2,
0508700,201608,4100200000,4100200000 製造工業（除．機械工業）,100.2,
0508700,201608,4200100000,4200100000 <旧分類>はん用・生産用・業務用機械工業,90.5,
0508700,201608,4300001000,4300001000 <旧特掲>家庭用電気製品,105.6,
0508700,201608,4300002000,4300002000 <旧特掲>乗用車・バス・トラック,99.7,
0508700,201608,4300003000,4300003000 <旧特掲>石油化学製品,98.1,
0508900,201609,1100000000,1100000000 製造工業,98.4,
