名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
,,,家計最終消費支出,,,,,,,,純輸出,輸出,輸入,,純受取,受取,支払,,,,,,,,,,,,,,,
,,,,除く持ち家の帰属家賃,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GDP(Expenditure Approach),PrivateConsumption,Consumption ofHouseholds,ExcludingImputed Rent,PrivateResidentialInvestment,Private Non-Resi.Investment,Changein PrivateInventories,GovernmentConsumption,PublicInvestment,Changein PublicInventories,Goods & Services,,,,Income from /to the Rest of the World,,,GNI,,DomesticDemand,PrivateDemand,PublicDemand,,Gross Fixed CapitalFormation,,Final Sales of Domestic Product,,,,,,
,,,,,,,,,,,Net Exports,Exports,Imports,,Net,Receipt,Payment,,,,,,,,,,,,,,,
4- 6.,"533,627.7 ","294,946.7 ","289,145.0 ","240,372.7 ","21,451.0 ","87,913.4 ","4,700.9 ","95,009.2 ","25,117.4 ",-39.3 ,"4,528.4 ","95,323.6 ","90,795.3 ",,"13,147.4 ","19,175.1 ","6,027.7 ","546,775.0 ",,"529,099.3 ","409,012.0 ","120,087.3 ",,"134,481.8 ",,"528,966.0 ",,,,,,
7- 9.,"523,211.2 ","295,494.3 ","289,729.1 ","240,711.0 ","22,182.3 ","86,788.1 ",-862.2 ,"94,323.6 ","25,373.7 ",-87.7 ,-1.0 ,"98,323.8 ","98,324.8 ",,"13,997.9 ","19,587.1 ","5,589.2 ","537,209.2 ",,"523,212.2 ","403,602.6 ","119,609.6 ",,"134,344.2 ",,"524,161.1 ",,,,,,
10-12.,"516,887.0 ","288,481.4 ","282,717.9 ","233,681.2 ","21,830.7 ","83,141.2 ","6,704.5 ","95,321.8 ","25,079.4 ",100.2 ,"-3,772.2 ","75,728.2 ","79,500.4 ",,"12,487.7 ","17,740.0 ","5,252.3 ","529,374.7 ",,"520,659.2 ","400,157.8 ","120,501.4 ",,"130,051.3 ",,"510,082.4 ",,,,,,
2009/ 1- 3.,"492,259.6 ","284,225.5 ","278,435.5 ","229,373.5 ","19,735.2 ","77,027.2 ","-4,753.6 ","94,712.2 ","25,474.5 ",-59.1 ,"-4,102.2 ","53,481.4 ","57,583.6 ",,"11,625.4 ","16,106.8 ","4,481.4 ","503,885.1 ",,"496,361.8 ","376,234.2 ","120,127.6 ",,"122,236.8 ",,"497,072.3 ",,,,,,
4- 6.,"497,861.7 ","285,288.8 ","279,480.6 ","230,350.1 ","17,574.6 ","73,935.3 ","-4,479.5 ","95,395.0 ","26,982.5 ",23.2 ,"3,141.9 ","58,969.6 ","55,827.7 ",,"13,061.4 ","17,029.7 ","3,968.4 ","510,923.1 ",,"494,719.9 ","372,319.2 ","122,400.6 ",,"118,492.4 ",,"502,318.0 ",,,,,,
7- 9.,"493,597.9 ","285,298.8 ","279,485.1 ","230,315.9 ","16,224.2 ","71,460.5 ","-5,955.0 ","96,367.6 ","26,353.4 ",49.5 ,"3,798.9 ","64,695.8 ","60,896.9 ",,"12,446.5 ","16,301.6 ","3,855.1 ","506,044.4 ",,"489,799.0 ","367,028.4 ","122,770.5 ",,"114,038.1 ",,"499,503.4 ",,,,,,
10-12.,"496,481.6 ","285,928.9 ","280,089.2 ","230,888.6 ","15,682.6 ","70,659.6 ","-4,785.2 ","96,451.9 ","26,686.4 ",38.0 ,"5,819.5 ","68,658.6 ","62,839.1 ",,"12,379.2 ","15,954.8 ","3,575.6 ","508,860.8 ",,"490,662.1 ","367,485.8 ","123,176.3 ",,"113,028.5 ",,"501,228.9 ",,,,,,
2010/ 1- 3.,"501,533.7 ","286,514.2 ","280,626.6 ","231,401.2 ","16,556.7 ","71,250.3 ","-3,331.1 ","96,047.9 ","26,939.2 ",104.5 ,"7,452.1 ","73,258.0 ","65,805.9 ",,"13,349.5 ","17,293.7 ","3,944.1 ","514,883.2 ",,"494,081.6 ","370,990.0 ","123,091.6 ",,"114,746.1 ",,"504,760.3 ",,,,,,
4- 6.,"504,936.8 ","287,918.2 ","282,018.8 ","232,761.1 ","16,651.3 ","71,914.4 ","-1,248.2 ","97,298.6 ","25,503.3 ",-22.8 ,"6,921.9 ","76,417.2 ","69,495.2 ",,"13,015.0 ","17,269.4 ","4,254.5 ","517,951.7 ",,"498,014.8 ","375,235.7 ","122,779.1 ",,"114,069.0 ",,"506,207.7 ",,,,,,
7- 9.,"510,930.7 ","289,927.3 ","284,026.9 ","234,704.4 ","16,848.5 ","72,421.0 ","1,991.3 ","97,640.8 ","25,225.9 ",-132.8 ,"7,008.6 ","76,296.1 ","69,287.5 ",,"13,739.7 ","17,804.8 ","4,065.0 ","524,670.5 ",,"503,922.1 ","381,188.2 ","122,734.0 ",,"114,495.4 ",,"509,072.2 ",,,,,,
10-12.,"505,304.2 ","285,638.3 ","279,651.0 ","230,272.5 ","17,389.2 ","72,032.8 ","2,368.5 ","97,492.6 ","24,628.3 ",-47.8 ,"5,802.3 ","76,044.3 ","70,242.1 ",,"13,989.0 ","18,266.1 ","4,277.1 ","519,293.2 ",,"499,501.9 ","377,428.8 ","122,073.1 ",,"114,050.3 ",,"502,983.5 ",,,,,,
2011/ 1- 3.,"498,689.8 ","281,187.9 ","275,029.2 ","225,669.6 ","17,996.9 ","73,479.1 ","1,090.4 ","98,580.5 ","24,286.7 ",-23.6 ,"2,092.0 ","75,763.2 ","73,671.2 ",,"14,673.7 ","18,909.8 ","4,236.1 ","513,363.5 ",,"496,597.8 ","373,754.2 ","122,843.6 ",,"115,762.7 ",,"497,623.0 ",,,,,,
4- 6.,"490,672.6 ","282,556.3 ","276,205.5 ","226,984.0 ","17,664.2 ","71,930.4 ",686.4 ,"98,869.9 ","24,947.0 ",17.0 ,"-5,998.5 ","69,866.9 ","75,865.5 ",,"14,623.5 ","18,677.6 ","4,054.2 ","505,296.0 ",,"496,671.1 ","372,837.2 ","123,833.9 ",,"114,541.5 ",,"489,969.2 ",,,,,,
7- 9.,"501,084.3 ","286,512.1 ","280,004.3 ","230,741.4 ","18,402.9 ","73,820.3 ","1,460.2 ","99,126.0 ","24,287.3 ",84.1 ,"-2,608.6 ","76,122.8 ","78,731.4 ",,"14,560.6 ","18,631.3 ","4,070.7 ","515,644.9 ",,"503,692.8 ","380,195.5 ","123,497.3 ",,"116,510.5 ",,"499,540.0 ",,,,,,
10-12.,"500,247.5 ","288,337.6 ","281,716.5 ","232,423.0 ","18,051.0 ","76,614.2 ",705.8 ,"99,293.1 ","23,422.6 ",13.8 ,"-6,190.6 ","72,542.8 ","78,733.4 ",,"13,750.0 ","17,836.6 ","4,086.6 ","513,997.5 ",,"506,438.1 ","383,708.6 ","122,729.5 ",,"118,087.8 ",,"499,527.9 ",,,,,,
2012/ 1- 3.,"507,465.0 ","289,831.4 ","283,143.6 ","233,784.3 ","17,757.7 ","76,732.7 ","3,471.5 ","100,414.9 ","24,800.7 ",11.0 ,"-5,554.8 ","74,546.1 ","80,100.8 ",,"13,707.0 ","17,874.7 ","4,167.7 ","521,172.0 ",,"513,019.8 ","387,793.2 ","125,226.6 ",,"119,291.0 ",,"503,982.6 ",,,,,,
4- 6.,"500,178.1 ","289,080.8 ","282,303.6 ","232,897.8 ","18,130.9 ","76,477.0 ",317.3 ,"99,223.6 ","25,077.1 ",71.2 ,"-8,199.7 ","73,485.3 ","81,685.0 ",,"13,621.6 ","18,183.5 ","4,561.9 ","513,799.7 ",,"508,377.9 ","384,006.0 ","124,371.9 ",,"119,685.0 ",,"499,789.6 ",,,,,,
7- 9.,"497,580.9 ","286,851.4 ","279,964.6 ","230,544.4 ","18,415.3 ","75,583.8 ","1,193.5 ","99,813.8 ","24,514.1 ",85.5 ,"-8,876.5 ","71,024.5 ","79,901.1 ",,"13,969.5 ","17,994.2 ","4,024.6 ","511,550.5 ",,"506,457.5 ","382,044.0 ","124,413.5 ",,"118,513.2 ",,"496,301.9 ",,,,,,
10-12.,"497,230.0 ","288,936.4 ","282,000.1 ","232,521.4 ","18,914.5 ","75,476.3 ",-370.5 ,"100,313.5 ","24,081.4 ",16.5 ,"-10,138.0 ","69,537.6 ","79,675.6 ",,"14,217.2 ","18,834.6 ","4,617.4 ","511,447.3 ",,"507,368.0 ","382,956.7 ","124,411.4 ",,"118,472.2 ",,"497,584.0 ",,,,,,
2013/ 1- 3.,"502,947.1 ","293,135.6 ","286,212.9 ","236,679.4 ","19,217.7 ","75,640.6 ",193.8 ,"100,460.0 ","24,589.6 ",-102.9 ,"-10,187.3 ","76,320.7 ","86,508.0 ",,"15,529.1 ","20,572.9 ","5,043.8 ","518,476.2 ",,"513,134.4 ","388,187.7 ","124,946.7 ",,"119,447.9 ",,"502,856.2 ",,,,,,
4- 6.,"507,554.4 ","295,021.5 ","288,062.8 ","238,482.2 ","19,552.6 ","78,404.2 ","-2,283.8 ","101,139.9 ","25,584.1 ",57.9 ,"-9,921.9 ","80,899.4 ","90,821.3 ",,"19,233.4 ","25,051.5 ","5,818.1 ","526,787.8 ",,"517,476.3 ","390,694.5 ","126,781.8 ",,"123,540.9 ",,"509,780.3 ",,,,,,
7- 9.,"512,890.0 ","297,220.3 ","290,203.1 ","240,567.1 ","20,442.3 ","79,740.7 ",-705.4 ,"101,340.0 ","27,102.9 ",-58.1 ,"-12,192.8 ","82,081.3 ","94,274.1 ",,"17,438.3 ","24,060.2 ","6,621.9 ","530,328.3 ",,"525,082.8 ","396,698.0 ","128,384.8 ",,"127,285.9 ",,"513,653.5 ",,,,,,
10-12.,"512,474.8 ","298,080.5 ","291,127.8 ","241,486.6 ","21,355.7 ","80,602.7 ",100.6 ,"101,196.0 ","27,685.1 ",94.6 ,"-16,640.4 ","81,745.5 ","98,385.9 ",,"17,688.1 ","23,937.4 ","6,249.3 ","530,162.9 ",,"529,115.2 ","400,139.5 ","128,975.7 ",,"129,643.6 ",,"512,279.7 ",,,,,,
2014/ 1- 3.,"516,608.0 ","304,589.2 ","297,826.6 ","248,192.9 ","21,682.6 ","82,805.8 ","-2,614.5 ","102,076.1 ","27,269.1 ",111.5 ,"-19,311.9 ","86,689.7 ","106,001.6 ",,"17,665.9 ","24,898.1 ","7,232.2 ","534,273.8 ",,"535,919.9 ","406,463.2 ","129,456.7 ",,"131,757.5 ",,"519,111.0 ",,,,,,
4- 6.,"517,941.2 ","295,017.4 ","288,550.7 ","238,989.3 ","20,426.4 ","81,523.6 ","2,920.4 ","103,143.1 ","26,955.4 ",115.7 ,"-12,160.8 ","87,807.9 ","99,968.7 ",,"17,872.9 ","25,471.6 ","7,598.7 ","535,814.1 ",,"530,102.0 ","399,887.9 ","130,214.2 ",,"128,905.5 ",,"514,905.2 ",,,,,,
7- 9.,"518,261.7 ","297,839.3 ","291,611.6 ","242,095.3 ","19,369.0 ","82,304.0 ",-365.7 ,"104,005.6 ","27,782.2 ",194.6 ,"-12,867.2 ","90,911.6 ","103,778.8 ",,"19,770.5 ","27,574.6 ","7,804.1 ","538,032.2 ",,"531,128.9 ","399,146.5 ","131,982.4 ",,"129,455.2 ",,"518,432.8 ",,,,,,
10-12.,"522,095.0 ","298,086.3 ","291,844.7 ","242,378.1 ","19,403.3 ","83,113.2 ","-1,356.1 ","104,372.8 ","27,783.0 ",21.3 ,"-9,328.8 ","95,771.5 ","105,100.3 ",,"22,334.5 ","30,718.8 ","8,384.3 ","544,429.5 ",,"531,423.8 ","399,246.7 ","132,177.1 ",,"130,299.5 ",,"523,429.8 ",,,,,,
2015/ 1- 3.,"534,727.3 ","299,214.7 ","292,710.8 ","243,295.3 ","19,960.7 ","87,445.5 ",-156.7 ,"105,099.3 ","26,757.9 ",89.5 ,"-3,683.5 ","95,211.3 ","98,894.8 ",,"20,150.2 ","28,541.1 ","8,390.9 ","554,877.5 ",,"538,410.8 ","406,464.2 ","131,946.6 ",,"134,164.1 ",,"534,794.5 ",,,,,,
4- 6.,"538,193.5 ","300,668.4 ","293,875.0 ","244,481.3 ","20,331.0 ","86,477.6 ","2,683.6 ","104,904.7 ","26,527.8 ",-50.2 ,"-3,349.4 ","93,536.1 ","96,885.5 ",,"21,416.3 ","29,935.4 ","8,519.1 ","559,609.7 ",,"541,542.9 ","410,160.6 ","131,382.3 ",,"133,336.4 ",,"535,560.1 ",,,,,,
7- 9.,"539,902.0 ","301,536.4 ","294,553.5 ","245,203.5 ","20,491.9 ","87,811.9 ",756.7 ,"105,507.3 ","26,552.4 ",-68.5 ,"-2,686.2 ","95,566.0 ","98,252.2 ",,"21,094.0 ","30,266.0 ","9,172.0 ","560,996.0 ",,"542,588.1 ","410,597.0 ","131,991.2 ",,"134,856.3 ",,"539,213.8 ",,,,,,
10-12.,"539,306.2 ","298,961.4 ","291,848.6 ","242,543.0 ","20,427.9 ","87,307.5 ",954.7 ,"106,732.4 ","27,080.4 ",-42.5 ,"-2,115.6 ","90,902.4 ","93,018.0 ",,"22,003.7 ","31,431.7 ","9,428.1 ","561,309.9 ",,"541,421.7 ","407,651.5 ","133,770.3 ",,"134,815.8 ",,"538,394.0 ",,,,,,
2016/ 1- 3.,"545,302.5 ","298,038.0 ","290,857.0 ","241,624.9 ","20,353.4 ","86,359.9 ","1,213.8 ","108,012.1 ","27,774.8 ",-43.9 ,"3,594.4 ","87,959.2 ","84,364.8 ",,"20,148.1 ","29,333.2 ","9,185.1 ","565,450.6 ",,"541,708.1 ","405,965.1 ","135,743.0 ",,"134,488.1 ",,"544,132.6 ",,,,,,
4- 6.,"543,366.4 ","296,586.9 ","289,311.2 ","240,150.3 ","20,877.9 ","86,243.0 ","2,592.2 ","106,410.3 ","26,814.2 ",-187.3 ,"4,029.0 ","85,585.0 ","81,555.9 ",,"18,952.2 ","28,680.0 ","9,727.7 ","562,318.6 ",,"539,337.3 ","406,300.1 ","133,037.2 ",,"133,935.2 ",,"540,961.5 ",,,,,,
7- 9.,"543,580.2 ","297,343.7 ","289,950.9 ","240,882.2 ","21,225.9 ","86,407.3 ",134.7 ,"106,778.8 ","26,924.0 ",-282.6 ,"5,048.4 ","85,858.1 ","80,809.7 ",,"18,241.3 ","28,274.2 ","10,032.8 ","561,821.6 ",,"538,531.8 ","405,111.6 ","133,420.3 ",,"134,557.2 ",,"543,728.1 ",,,,,,
10-12.,"544,543.0 ","298,856.2 ","291,403.4 ","242,396.2 ","21,458.6 ","87,291.6 ","-1,473.6 ","106,910.0 ","27,079.3 ",-309.4 ,"4,730.3 ","89,829.3 ","85,099.0 ",,"18,474.1 ","28,536.3 ","10,062.2 ","563,017.1 ",,"539,812.6 ","406,132.8 ","133,679.9 ",,"135,829.5 ",,"546,326.0 ",,,,,,
2017/ 1- 3.,"547,710.4 ","300,663.9 ","293,216.6 ","244,254.3 ","21,445.1 ","87,949.1 ",-592.3 ,"107,150.5 ","27,553.8 ",-328.2 ,"3,868.4 ","95,479.4 ","91,611.0 ",,"20,820.1 ","31,266.5 ","10,446.4 ","568,530.4 ",,"543,841.9 ","409,465.8 ","134,376.1 ",,"136,948.1 ",,"548,630.9 ",,,,,,
4- 6.,"550,561.9 ","302,456.6 ","294,965.8 ","246,059.9 ","21,693.7 ","88,833.1 ",-64.6 ,"107,053.6 ","27,853.7 ",121.7 ,"2,614.1 ","94,756.2 ","92,142.1 ",,"19,676.1 ","30,340.3 ","10,664.3 ","570,238.0 ",,"547,947.8 ","412,918.8 ","135,029.0 ",,"138,380.4 ",,"550,504.8 ",,,,,,
7- 9.,"557,116.2 ","301,727.0 ","294,159.8 ","245,288.2 ","21,656.7 ","89,730.8 ","2,225.6 ","107,602.6 ","27,476.8 ",91.5 ,"6,605.2 ","98,505.6 ","91,900.4 ",,"21,098.7 ","31,514.5 ","10,415.8 ","578,214.9 ",,"550,511.0 ","415,340.0 ","135,171.0 ",,"138,864.2 ",,"554,799.1 ",,,,,,
10-12.,"556,799.0 ","303,417.2 ","295,923.6 ","247,098.1 ","21,054.5 ","90,460.1 ","3,111.6 ","107,624.0 ","27,601.8 ",102.6 ,"3,427.1 ","100,106.7 ","96,679.6 ",,"20,497.4 ","31,578.8 ","11,081.4 ","577,296.4 ",,"553,371.8 ","418,043.4 ","135,328.4 ",,"139,116.4 ",,"553,584.8 ",,,,,,
2018/ 1- 3.,"558,448.7 ","304,580.2 ","297,312.9 ","248,537.8 ","20,622.1 ","91,441.2 ","1,437.4 ","108,734.8 ","27,969.0 ",56.1 ,"3,607.9 ","101,501.4 ","97,893.5 ",,"19,978.8 ","32,037.1 ","12,058.4 ","578,427.5 ",,"554,840.8 ","418,080.9 ","136,759.9 ",,"140,032.4 ",,"556,955.3 ",,,,,,
4- 6.,"558,877.6 ","304,177.5 ","297,249.6 ","248,517.4 ","20,132.1 ","93,213.6 ","1,764.3 ","108,914.1 ","28,525.7 ",-30.9 ,"2,181.2 ","102,156.5 ","99,975.3 ",,"21,651.7 ","33,560.2 ","11,908.5 ","580,529.4 ",,"556,696.4 ","419,287.6 ","137,408.9 ",,"141,871.4 ",,"557,144.2 ",,,,,,
7- 9.,"555,387.1 ","305,609.4 ","298,959.7 ","250,250.2 ","20,269.5 ","90,661.8 ","1,975.1 ","108,761.5 ","28,401.5 ",-9.9 ,-281.8 ,"102,297.2 ","102,578.9 ",,"21,565.4 ","33,611.8 ","12,046.4 ","576,952.6 ",,"555,668.9 ","418,515.8 ","137,153.1 ",,"139,332.8 ",,"553,421.9 ",,,,,,
10-12.,"553,492.9 ","304,904.5 ","298,261.0 ","249,605.1 ","20,590.4 ","92,801.4 ","3,309.1 ","109,040.3 ","28,062.8 ",-72.6 ,"-5,143.1 ","101,561.3 ","106,704.4 ",,"22,136.4 ","34,616.5 ","12,480.1 ","575,629.3 ",,"558,635.9 ","421,605.4 ","137,030.5 ",,"141,454.6 ",,"550,256.3 ",,,,,,
2019/ 1- 3.,"558,790.7 ","304,543.1 ","297,634.7 ","248,998.8 ","21,162.1 ","92,828.8 ","1,580.5 ","109,737.8 ","28,706.0 ",-160.3 ,392.7 ,"98,940.3 ","98,547.6 ",,"21,652.4 ","33,765.7 ","12,113.3 ","580,443.1 ",,"558,398.0 ","420,114.5 ","138,283.4 ",,"142,696.8 ",,"557,370.5 ",,,,,,
4- 6.,"560,867.9 ","305,507.4 ","298,376.2 ","249,768.0 ","21,539.0 ","92,458.9 ","3,267.7 ","111,119.4 ","29,300.1 ",-18.7 ,"-2,305.9 ","98,064.2 ","100,370.1 ",,"22,087.6 ","34,575.2 ","12,487.6 ","582,955.5 ",,"563,173.8 ","422,773.0 ","140,400.8 ",,"143,298.0 ",,"557,618.9 ",,,,,,
7- 9.,"561,505.7 ","308,252.9 ","301,006.5 ","252,421.4 ","21,716.3 ","94,196.4 ",-44.5 ,"111,322.9 ","29,193.1 ",-34.0 ,"-3,097.4 ","97,214.9 ","100,312.3 ",,"22,393.0 ","35,289.7 ","12,896.7 ","583,898.6 ",,"564,603.0 ","424,121.1 ","140,482.0 ",,"145,105.8 ",,"561,584.2 ",,,,,,
10-12.,"550,225.3 ","299,243.4 ","291,777.4 ","243,183.5 ","21,649.8 ","87,886.0 ","1,007.4 ","112,658.3 ","29,401.9 ",14.7 ,"-1,636.1 ","95,437.5 ","97,073.6 ",,"21,185.0 ","33,912.7 ","12,727.7 ","571,410.4 ",,"551,861.4 ","409,786.6 ","142,074.8 ",,"138,937.7 ",,"549,203.3 ",,,,,,
2020/ 1- 3.,"554,403.6 ","302,718.3 ","294,931.1 ","246,355.2 ","20,734.8 ","91,633.8 ",-788.2 ,"112,100.1 ","29,323.2 ",13.0 ,"-1,331.4 ","92,276.6 ","93,608.0 ",,"21,999.9 ","33,637.5 ","11,637.5 ","576,403.5 ",,"555,735.0 ","414,298.7 ","141,436.2 ",,"141,691.7 ",,"555,178.8 ",,,,,,
4- 6.,"513,819.8 ","277,178.3 ","268,941.1 ","220,370.5 ","20,513.2 ","84,559.8 ",-80.2 ,"112,040.3 ","31,043.1 ",-100.7 ,"-11,334.1 ","72,725.2 ","84,059.3 ",,"17,957.4 ","28,698.5 ","10,741.1 ","531,777.3 ",,"525,153.9 ","382,171.2 ","142,982.7 ",,"136,116.1 ",,"514,000.7 ",,,,,,
7- 9.,"540,410.8 ","291,462.4 ","282,813.5 ","234,266.6 ","19,573.7 ","84,587.6 ","-1,771.9 ","113,997.1 ","30,749.0 ",-10.9 ,"1,823.8 ","81,396.7 ","79,572.8 ",,"18,809.3 ","29,449.4 ","10,640.1 ","559,220.1 ",,"538,587.0 ","393,851.8 ","144,735.2 ",,"134,910.3 ",,"542,193.6 ",,,,,,
10-12.,"549,134.4 ","295,591.8 ","286,864.8 ","238,337.3 ","19,523.2 ","86,257.6 ","-2,087.9 ","114,561.8 ","30,796.6 ",-179.1 ,"4,670.4 ","88,358.4 ","83,688.0 ",,"20,033.2 ","29,798.6 ","9,765.4 ","569,167.6 ",,"544,464.0 ","399,284.7 ","145,179.3 ",,"136,577.4 ",,"551,401.4 ",,,,,,
2021/ 1- 3.,"550,828.8 ","292,981.4 ","284,513.1 ","235,974.9 ","20,118.5 ","88,029.2 ","1,569.7 ","114,607.2 ","30,729.5 ",-113.7 ,"2,907.0 ","95,086.6 ","92,179.6 ",,"22,338.8 ","33,198.6 ","10,859.8 ","573,167.6 ",,"547,921.8 ","402,698.8 ","145,223.0 ",,"138,877.1 ",,"549,372.8 ",,,,,,
4- 6.,"553,868.1 ","295,253.0 ","287,075.3 ","238,535.3 ","20,901.8 ","90,749.8 ",800.8 ,"117,949.2 ","30,257.7 ",-20.4 ,"-2,023.8 ","99,671.8 ","101,695.5 ",,"27,607.7 ","39,204.5 ","11,596.8 ","581,475.8 ",,"555,891.9 ","407,705.4 ","148,186.5 ",,"141,909.3 ",,"553,087.7 ",,,,,,
7- 9.,"551,661.1 ","292,602.2 ","284,577.9 ","236,050.6 ","21,431.1 ","90,024.6 ","2,033.4 ","119,406.0 ","30,266.0 ",-60.5 ,"-4,041.8 ","101,326.1 ","105,367.9 ",,"27,267.9 ","38,999.0 ","11,731.1 ","578,929.0 ",,"555,702.9 ","406,091.3 ","149,611.6 ",,"141,721.8 ",,"549,688.2 ",,,,,,
10-12.,"556,798.9 ","301,770.8 ","293,834.4 ","245,351.4 ","21,806.7 ","91,285.5 ","2,243.0 ","117,991.7 ","30,080.6 ",8.3 ,"-8,387.8 ","104,056.5 ","112,444.3 ",,"28,710.3 ","41,695.5 ","12,985.2 ","585,509.2 ",,"565,186.7 ","417,106.1 ","148,080.7 ",,"143,172.9 ",,"554,547.6 ",,,,,,
2022/ 1- 3.,"557,348.5 ","302,356.4 ","294,446.4 ","245,970.8 ","21,964.3 ","93,090.9 ","3,453.0 ","119,556.3 ","28,930.2 ",24.2 ,"-12,026.9 ","110,482.5 ","122,509.4 ",,"32,624.0 ","45,843.1 ","13,219.1 ","589,972.4 ",,"569,375.3 ","420,864.6 ","148,510.7 ",,"143,985.4 ",,"553,871.3 ",,,,,,
4- 6.,"560,178.8 ","311,058.0 ","303,238.8 ","254,781.5 ","21,760.7 ","95,708.7 ","2,835.0 ","119,497.4 ","28,487.2 ",38.7 ,"-19,206.8 ","119,305.4 ","138,512.2 ",,"31,783.7 ","46,260.2 ","14,476.5 ","591,962.5 ",,"579,385.7 ","431,362.4 ","148,023.2 ",,"145,956.6 ",,"557,305.1 ",,,,,,
7- 9.,"557,692.6 ","312,566.3 ","304,854.4 ","256,414.6 ","21,953.6 ","98,812.7 ","3,200.6 ","121,295.9 ","28,831.2 ",-669.2 ,"-28,298.6 ","125,555.0 ","153,853.6 ",,"35,073.2 ","50,332.5 ","15,259.3 ","592,765.8 ",,"585,991.1 ","436,533.2 ","149,457.9 ",,"149,597.6 ",,"555,161.2 ",,,,,,
10-12.,"567,261.7 ","315,636.4 ","307,887.2 ","259,466.2 ","22,154.6 ","98,746.5 ","2,812.0 ","122,701.7 ","29,379.2 ",161.1 ,"-24,329.8 ","127,050.3 ","151,380.1 ",,"39,975.3 ","57,427.7 ","17,452.4 ","607,237.0 ",,"591,591.4 ","439,349.5 ","152,242.0 ",,"150,280.3 ",,"564,288.6 ",,,,,,
2023/ 1- 3.,"582,349.2 ","322,194.2 ","314,260.6 ","265,845.9 ","22,261.8 ","99,839.6 ","2,025.3 ","124,778.1 ","30,857.4 ",131.9 ,"-19,739.0 ","121,984.7 ","141,723.8 ",,"32,657.4 ","52,541.3 ","19,883.9 ","615,006.7 ",,"602,088.3 ","446,320.9 ","155,767.4 ",,"152,958.8 ",,"580,192.0 ",,,,,,
4- 6.,"592,298.1 ","322,230.2 ","314,088.7 ","265,689.3 ","22,454.4 ","99,167.0 ","2,569.5 ","121,766.6 ","30,651.8 ",86.0 ,"-6,627.3 ","126,519.9 ","133,147.2 ",,"36,012.1 ","57,174.7 ","21,162.6 ","628,310.2 ",,"598,925.4 ","446,421.0 ","152,504.4 ",,"152,273.1 ",,"589,642.6 ",,,,,,
7- 9.,"593,078.3 ","322,357.8 ","314,065.2 ","265,667.4 ","22,313.8 ","99,816.2 ",-17.4 ,"122,719.9 ","30,395.9 ",25.5 ,"-4,533.5 ","131,900.1 ","136,433.6 ",,"35,739.8 ","58,592.1 ","22,852.3 ","628,818.2 ",,"597,611.8 ","444,470.4 ","153,141.4 ",,"152,526.0 ",,"593,070.2 ",,,,,,
10-12.,"594,877.8 ","323,427.6 ","315,046.2 ","266,636.8 ","22,253.1 ","102,765.9 ",-458.4 ,"122,559.7 ","30,438.5 ",63.9 ,"-6,172.5 ","137,948.0 ","144,120.5 ",,"37,284.1 ","60,749.3 ","23,465.2 ","632,161.9 ",,"601,050.3 ","447,988.2 ","153,062.2 ",,"155,457.5 ",,"595,272.3 ",,,,,,
2024/ 1- 3.,"594,936.6 ","324,386.4 ","315,979.1 ","267,571.4 ","21,773.1 ","102,146.4 ",477.2 ,"122,980.6 ","30,183.1 ",14.6 ,"-7,024.8 ","133,839.1 ","140,864.0 ",,"36,108.9 ","60,849.1 ","24,740.3 ","631,045.4 ",,"601,961.4 ","448,783.1 ","153,178.3 ",,"154,102.6 ",,"594,444.7 ",,,,,,
4- 6.,"606,593.3 ","328,636.8 ","320,217.4 ","271,828.8 ","22,482.1 ","105,080.0 ",467.5 ,"125,455.6 ","31,479.3 ",19.1 ,"-7,027.1 ","140,116.1 ","147,143.2 ",,"40,838.2 ","66,391.2 ","25,553.1 ","647,431.5 ",,"613,620.4 ","456,666.3 ","156,954.1 ",,"159,041.4 ",,"606,106.7 ",,,,,,
7- 9.,"612,088.9 ","332,038.7 ","323,585.7 ","275,186.0 ","22,646.9 ","105,328.6 ","1,951.5 ","126,295.0 ","31,605.0 ",32.8 ,"-7,809.7 ","139,850.2 ","147,659.9 ",,"41,538.0 ","67,865.8 ","26,327.8 ","653,626.9 ",,"619,898.6 ","461,965.8 ","157,932.8 ",,"159,580.6 ",,"610,104.6 ",,,,,,
10-12.,"619,626.1 ","333,234.5 ","324,716.5 ","276,317.3 ","22,723.9 ","106,756.0 ",-309.4 ,"127,400.6 ","31,628.5 ",-122.9 ,"-1,685.0 ","143,045.4 ","144,730.4 ",,"39,013.2 ","65,154.3 ","26,141.1 ","658,639.3 ",,"621,311.1 ","462,404.9 ","158,906.2 ",,"161,108.3 ",,"620,058.5 ",,,,,,
