実質季節調整系列,,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,,,(単位:2015暦年連鎖価格、10億円),,,
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,<cf>,,,,,,,,,,,,,(Billions of Chained (2015) Yen),,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,開差,,交易利得,国内総所得,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,
,,,家計最終消費支出,,,,,,,,純輸出,輸出,輸入,,,,,純受取,受取,支払,,,,,,,,,,,,
,,,,除く持ち家の帰属家賃,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GDP(Expenditure Approach),PrivateConsumption,Consumption ofHouseholds,ExcludingImputed Rent,PrivateResidentialInvestment,Private Non-Resi.Investment,Changein PrivateInventories,GovernmentConsumption,PublicInvestment,Changein PublicInventories,Goods & Services,,,Residual,,TradingGains/Losses,GDI,Income from /to the Rest of the World,,,GNI,,DomesticDemand,PrivateDemand,PublicDemand,,Gross Fixed CapitalFormation,,Final Sales of Domestic Product,,,
,,,,,,,,,,,Net Exports,Exports,Imports,,,,,Net,Receipt,Payment,,,,,,,,,,,,
7- 9.,"504,777.8 ","283,006.8 ","277,709.4 ","233,908.6 ","25,913.5 ","78,066.1 ","2,130.7 ","91,479.6 ","32,800.3 ",54.6 ,"-6,041.6 ","66,637.4 ","72,679.0 ","-2,632.3 ",,"16,834.8 ","521,612.5 ","10,338.8 ","13,426.3 ","3,087.5 ","531,951.4 ",,"512,684.6 ","388,895.6 ","123,759.9 ",,"135,968.2 ",,"502,294.2 ",,,
10-12.,"503,840.2 ","281,535.3 ","276,213.1 ","232,265.2 ","25,957.4 ","79,785.2 ","1,888.8 ","91,492.1 ","32,394.4 ",152.8 ,"-7,343.5 ","67,527.4 ","74,870.9 ","-2,022.3 ",,"17,379.2 ","521,219.4 ","10,790.5 ","14,034.6 ","3,244.1 ","532,009.9 ",,"512,491.0 ","388,966.9 ","123,490.3 ",,"137,427.9 ",,"501,486.9 ",,,
2005/ 1- 3.,"506,400.4 ","283,179.1 ","277,807.1 ","233,750.7 ","25,561.5 ","81,795.3 ","1,172.9 ","92,380.3 ","31,692.1 ",188.0 ,"-7,496.0 ","66,843.5 ","74,339.4 ","-2,072.8 ",,"16,172.3 ","522,572.7 ","10,324.6 ","14,207.2 ","3,882.6 ","532,897.3 ",,"515,438.2 ","391,610.1 ","123,787.1 ",,"138,487.2 ",,"504,660.8 ",,,
4- 6.,"510,275.8 ","284,984.6 ","279,545.3 ","235,352.6 ","25,348.5 ","84,634.3 ","1,304.9 ","91,986.0 ","29,697.0 ",-19.2 ,"-5,999.8 ","69,686.0 ","75,685.8 ","-1,660.5 ",,"14,116.2 ","524,392.0 ","11,534.2 ","15,622.7 ","4,088.5 ","535,926.2 ",,"517,663.2 ","396,206.3 ","121,363.7 ",,"139,371.8 ",,"508,591.7 ",,,
7- 9.,"515,520.6 ","287,702.1 ","282,203.6 ","237,860.6 ","25,862.3 ","86,517.3 ",774.4 ,"91,822.8 ","30,165.1 ",17.7 ,"-5,934.5 ","71,901.2 ","77,835.7 ","-1,406.5 ",,"12,591.2 ","528,111.8 ","12,250.7 ","16,387.0 ","4,136.3 ","540,362.5 ",,"522,563.3 ","400,797.1 ","121,658.8 ",,"142,242.9 ",,"514,283.7 ",,,
10-12.,"516,433.8 ","287,819.4 ","282,284.0 ","237,788.9 ","26,160.9 ","85,113.2 ",455.2 ,"92,236.0 ","29,551.2 ",-2.6 ,"-3,533.1 ","74,420.3 ","77,953.4 ","-1,366.4 ",,"11,589.7 ","528,023.5 ","13,164.1 ","17,826.3 ","4,662.2 ","541,187.5 ",,"521,071.1 ","399,472.6 ","121,497.3 ",,"140,486.8 ",,"515,509.3 ",,,
2006/ 1- 3.,"517,224.5 ","288,778.4 ","283,234.0 ","238,627.0 ","25,893.7 ","84,756.6 ",-230.2 ,"91,970.5 ","30,334.9 ",32.5 ,"-3,139.3 ","76,131.3 ","79,270.6 ","-1,172.5 ",,"9,340.9 ","526,565.4 ","13,871.0 ","18,955.5 ","5,084.5 ","540,436.4 ",,"521,252.1 ","399,174.7 ","121,984.0 ",,"140,604.4 ",,"516,913.3 ",,,
4- 6.,"517,983.2 ","288,438.7 ","282,863.3 ","238,101.3 ","25,827.0 ","86,146.3 ",-80.3 ,"92,402.7 ","29,165.8 ",-24.6 ,"-2,994.9 ","77,338.4 ","80,333.3 ",-897.5 ,,"9,169.6 ","527,152.9 ","13,751.0 ","19,205.4 ","5,454.3 ","540,903.9 ",,"521,692.1 ","400,312.0 ","121,280.7 ",,"140,877.2 ",,"517,594.7 ",,,
7- 9.,"517,024.7 ","286,216.8 ","280,598.4 ","235,668.2 ","25,875.9 ","86,302.0 ",762.5 ,"92,454.7 ","27,582.3 ",43.8 ,"-1,468.7 ","78,821.1 ","80,289.8 ",-744.7 ,,"7,871.1 ","524,895.8 ","14,352.4 ","19,949.7 ","5,597.2 ","539,248.2 ",,"519,130.4 ","399,087.1 ","119,937.7 ",,"139,590.6 ",,"515,782.2 ",,,
10-12.,"523,954.0 ","290,615.7 ","285,002.1 ","239,933.8 ","25,832.5 ","87,879.2 ",639.7 ,"92,401.5 ","28,009.9 ",-10.4 ,-555.7 ,"79,775.6 ","80,331.3 ",-858.4 ,,"8,863.2 ","532,817.2 ","15,194.3 ","21,401.4 ","6,207.1 ","548,011.5 ",,"525,284.6 ","404,948.4 ","120,217.5 ",,"141,585.2 ",,"522,872.2 ",,,
2007/ 1- 3.,"527,437.0 ","290,779.8 ","285,210.3 ","239,974.0 ","25,417.6 ","88,204.1 ","2,417.1 ","92,931.7 ","27,791.7 ",-108.7 ,726.7 ,"81,690.8 ","80,964.1 ",-723.0 ,,"8,369.1 ","535,806.1 ","16,277.7 ","22,908.7 ","6,631.0 ","552,083.8 ",,"527,368.6 ","406,813.5 ","120,430.6 ",,"141,321.5 ",,"524,741.0 ",,,
4- 6.,"527,618.6 ","292,387.8 ","286,872.6 ","241,496.2 ","24,982.1 ","87,221.5 ","1,005.8 ","93,780.9 ","27,146.2 ",139.7 ,"1,329.3 ","83,571.7 ","82,242.4 ",-374.7 ,,"7,592.5 ","535,211.1 ","16,981.7 ","23,159.2 ","6,177.5 ","552,192.7 ",,"526,751.4 ","405,654.0 ","120,980.0 ",,"139,280.0 ",,"525,996.3 ",,,
7- 9.,"524,808.3 ","289,508.8 ","284,029.1 ","238,523.7 ","22,942.0 ","86,152.1 ","1,668.6 ","93,633.2 ","26,756.1 ",46.5 ,"4,212.8 ","85,715.0 ","81,502.2 ",-111.8 ,,"5,833.0 ","530,641.3 ","15,244.4 ","23,188.9 ","7,944.6 ","545,885.6 ",,"520,908.8 ","400,448.8 ","120,351.6 ",,"135,873.5 ",,"522,654.3 ",,,
10-12.,"526,985.8 ","290,041.5 ","284,586.7 ","238,969.8 ","20,449.1 ","86,066.4 ","2,953.8 ","94,378.9 ","27,315.9 ",74.5 ,"5,523.0 ","88,208.0 ","82,685.1 ",182.8 ,,"2,167.7 ","529,153.5 ","16,974.9 ","23,956.1 ","6,981.1 ","546,128.4 ",,"521,611.8 ","399,849.0 ","121,668.0 ",,"133,952.5 ",,"523,557.0 ",,,
2008/ 1- 3.,"529,126.4 ","291,450.9 ","286,005.5 ","240,251.8 ","21,054.9 ","86,764.0 ","1,669.1 ","94,447.5 ","26,627.2 ",89.2 ,"6,720.1 ","90,415.6 ","83,695.5 ",303.6 ,,-309.5 ,"528,816.9 ","16,438.6 ","22,477.4 ","6,038.8 ","545,255.5 ",,"522,421.8 ","401,215.7 ","121,102.3 ",,"134,572.6 ",,"526,964.0 ",,,
4- 6.,"525,865.9 ","287,968.1 ","282,560.7 ","236,638.7 ","21,916.2 ","85,371.1 ","4,367.3 ","93,189.1 ","25,698.8 ",-40.8 ,"7,212.2 ","88,537.9 ","81,325.7 ",184.0 ,,"-3,079.3 ","522,786.7 ","12,951.8 ","18,843.5 ","5,891.8 ","535,738.4 ",,"518,746.7 ","399,843.0 ","118,783.0 ",,"133,072.8 ",,"521,160.6 ",,,
7- 9.,"519,352.7 ","287,097.7 ","281,732.3 ","235,640.3 ","22,460.5 ","84,000.9 ",-282.0 ,"93,177.8 ","25,614.7 ",-42.5 ,"7,085.0 ","88,686.3 ","81,601.3 ",240.5 ,,"-7,085.9 ","512,266.8 ","13,715.7 ","19,168.1 ","5,452.3 ","525,982.5 ",,"512,215.4 ","393,424.2 ","118,689.9 ",,"132,107.7 ",,"519,262.7 ",,,
10-12.,"506,381.6 ","282,713.2 ","277,311.7 ","231,026.3 ","22,284.5 ","81,265.0 ","7,066.9 ","93,595.8 ","25,559.3 ",52.0 ,"-5,738.1 ","77,489.2 ","83,227.3 ",-417.1 ,,"1,832.6 ","508,214.1 ","12,328.5 ","17,482.4 ","5,153.9 ","520,542.6 ",,"512,816.8 ","393,541.4 ","119,178.9 ",,"129,087.6 ",,"498,809.7 ",,,
2009/ 1- 3.,"482,154.6 ","281,335.8 ","275,836.6 ","229,370.6 ","20,320.2 ","76,333.1 ","-3,455.6 ","93,945.1 ","26,346.3 ",-92.3 ,"-11,956.7 ","57,740.9 ","69,697.6 ",-621.3 ,,"7,249.8 ","489,404.4 ","11,655.6 ","16,104.4 ","4,448.7 ","501,060.0 ",,"494,665.1 ","374,534.7 ","120,104.5 ",,"122,939.7 ",,"485,618.6 ",,,
4- 6.,"491,599.8 ","283,816.5 ","278,224.2 ","231,630.7 ","18,332.4 ","73,967.0 ","-4,335.3 ","95,242.1 ","28,355.6 ",7.8 ,"-3,640.5 ","62,941.4 ","66,581.8 ",-145.9 ,,"7,185.4 ","498,785.2 ","13,116.9 ","17,075.8 ","3,958.9 ","511,902.1 ",,"495,338.3 ","371,862.5 ","123,490.3 ",,"120,561.2 ",,"495,801.4 ",,,
7- 9.,"491,378.0 ","285,907.7 ","280,247.5 ","233,534.1 ","17,060.4 ","71,961.9 ","-6,342.8 ","96,216.0 ","27,875.0 ",4.6 ,"-1,128.2 ","69,078.8 ","70,207.0 ",-176.7 ,,"5,341.3 ","496,719.3 ","12,533.5 ","16,397.6 ","3,864.1 ","509,252.7 ",,"492,645.3 ","368,674.6 ","123,998.4 ",,"116,824.4 ",,"497,644.4 ",,,
10-12.,"497,356.3 ","287,775.8 ","282,052.4 ","235,208.5 ","16,565.2 ","71,283.2 ","-4,981.0 ","96,434.7 ","28,254.1 ",28.6 ,"2,127.3 ","74,006.6 ","71,879.3 ",-131.8 ,,"4,329.0 ","501,685.3 ","12,512.9 ","16,106.8 ","3,593.9 ","514,198.1 ",,"495,386.8 ","370,797.2 ","124,613.9 ",,"116,020.3 ",,"502,178.1 ",,,
2010/ 1- 3.,"502,691.2 ","288,816.6 ","283,034.6 ","236,047.5 ","17,447.8 ","71,739.5 ","-3,536.9 ","95,610.3 ","28,374.1 ",93.6 ,"4,619.4 ","78,434.6 ","73,815.2 ",-473.3 ,,"3,539.3 ","506,230.5 ","13,547.1 ","17,516.0 ","3,969.0 ","519,777.6 ",,"498,500.0 ","374,554.2 ","123,957.2 ",,"117,456.0 ",,"506,065.0 ",,,
4- 6.,"508,734.7 ","290,912.1 ","285,104.0 ","237,984.7 ","17,575.8 ","72,562.1 ",-891.9 ,"97,359.5 ","26,906.1 ",-15.1 ,"4,696.6 ","82,156.3 ","77,459.7 ",-370.4 ,,"2,875.4 ","511,610.2 ","13,213.7 ","17,505.1 ","4,291.4 ","524,823.8 ",,"504,398.3 ","380,198.4 ","124,201.0 ",,"116,990.5 ",,"509,658.1 ",,,
7- 9.,"517,944.4 ","295,299.5 ","289,467.4 ","242,239.8 ","17,765.6 ","73,433.2 ","2,309.9 ","97,760.2 ","26,617.3 ",-146.7 ,"5,420.8 ","84,459.3 ","79,038.4 ",-515.4 ,,"2,450.2 ","520,394.6 ","13,997.4 ","18,117.2 ","4,119.8 ","534,392.0 ",,"513,008.9 ","388,804.0 ","124,191.1 ",,"117,778.8 ",,"515,887.2 ",,,
10-12.,"513,619.7 ","290,375.5 ","284,436.0 ","236,970.6 ","18,359.1 ","73,333.9 ","2,561.0 ","98,270.4 ","26,049.4 ",-51.3 ,"5,153.8 ","84,754.6 ","79,600.8 ",-432.1 ,,"1,365.2 ","514,984.9 ","14,277.4 ","18,615.6 ","4,338.3 ","529,262.3 ",,"508,865.8 ","384,600.5 ","124,259.8 ",,"117,705.3 ",,"511,203.9 ",,,
2011/ 1- 3.,"508,323.6 ","285,585.2 ","279,459.9 ","231,852.2 ","18,971.5 ","75,032.3 ","1,027.4 ","98,803.4 ","25,611.9 ",-44.6 ,"3,557.5 ","84,061.0 ","80,503.5 ",-220.9 ,,"-1,253.7 ","507,069.9 ","14,985.5 ","19,281.9 ","4,296.4 ","522,055.4 ",,"504,975.2 ","380,581.6 ","124,387.3 ",,"119,600.6 ",,"507,399.5 ",,,
4- 6.,"503,943.9 ","287,646.2 ","281,323.4 ","233,788.7 ","18,613.4 ","73,670.6 ",599.7 ,"99,270.1 ","26,332.1 ",-5.5 ,"-2,408.8 ","77,690.0 ","80,098.8 ",226.0 ,,"-4,086.0 ","499,857.9 ","14,937.5 ","19,053.7 ","4,116.1 ","514,795.4 ",,"506,122.3 ","380,522.3 ","125,593.1 ",,"118,569.5 ",,"503,383.5 ",,,
7- 9.,"516,137.0 ","292,161.1 ","285,672.7 ","238,010.2 ","19,392.1 ","75,406.6 ","1,850.0 ","99,637.8 ","25,549.9 ",48.7 ,"2,149.3 ","84,975.1 ","82,825.7 ",-58.5 ,,"-4,976.0 ","511,161.1 ","14,875.7 ","19,011.2 ","4,135.5 ","526,036.7 ",,"514,069.2 ","388,797.2 ","125,273.6 ",,"120,326.3 ",,"514,260.1 ",,,
10-12.,"515,314.2 ","293,871.8 ","287,249.1 ","239,422.6 ","19,062.0 ","78,366.7 ",715.7 ,"99,962.5 ","24,703.9 ",-19.9 ,"-1,614.8 ","82,676.2 ","84,291.0 ",266.3 ,,"-5,217.9 ","510,096.2 ","14,063.1 ","18,215.8 ","4,152.7 ","524,159.3 ",,"516,727.9 ","392,019.9 ","124,714.9 ",,"122,181.9 ",,"514,646.7 ",,,
2012/ 1- 3.,"522,781.1 ","295,243.3 ","288,524.2 ","240,521.1 ","18,791.7 ","78,462.0 ","3,437.7 ","100,948.4 ","26,104.5 ",-1.5 ,-331.5 ,"85,300.7 ","85,632.3 ",126.5 ,,"-5,808.2 ","516,972.9 ","14,003.3 ","18,236.9 ","4,233.6 ","530,976.2 ",,"523,082.5 ","396,006.5 ","127,079.7 ",,"123,380.9 ",,"519,297.5 ",,,
4- 6.,"517,866.4 ","295,604.4 ","288,756.4 ","240,571.0 ","19,264.2 ","78,308.5 ",337.5 ,"100,709.6 ","26,499.3 ",54.2 ,"-3,029.4 ","84,536.8 ","87,566.2 ",118.1 ,,"-6,065.1 ","511,801.3 ","14,005.7 ","18,667.6 ","4,662.0 ","525,806.9 ",,"520,767.8 ","393,484.3 ","127,283.6 ",,"124,071.4 ",,"517,521.3 ",,,
7- 9.,"515,836.5 ","295,505.8 ","288,512.7 ","240,159.5 ","19,636.2 ","77,715.4 ","1,407.7 ","101,016.6 ","25,952.6 ",80.2 ,"-5,887.7 ","81,483.1 ","87,370.8 ",410.0 ,,"-4,043.2 ","511,793.3 ","14,394.8 ","18,517.3 ","4,122.5 ","526,188.1 ",,"521,340.7 ","394,247.0 ","127,096.3 ",,"123,296.7 ",,"514,359.2 ",,,
10-12.,"515,391.7 ","296,805.3 ","289,750.5 ","241,222.6 ","20,084.1 ","77,531.8 ",-248.1 ,"101,713.0 ","25,465.5 ",2.1 ,"-6,509.9 ","78,662.7 ","85,172.6 ",547.9 ,,"-4,621.5 ","510,770.2 ","14,642.5 ","19,366.1 ","4,723.6 ","525,412.7 ",,"521,334.7 ","394,102.9 ","127,233.8 ",,"123,070.6 ",,"515,716.6 ",,,
2013/ 1- 3.,"522,631.9 ","301,183.2 ","294,152.1 ","245,468.2 ","20,301.1 ","77,483.1 ",322.3 ,"101,512.0 ","25,834.6 ",-131.5 ,"-4,252.2 ","81,229.6 ","85,481.9 ",379.4 ,,"-6,178.0 ","516,453.9 ","15,965.0 ","21,122.6 ","5,157.6 ","532,418.9 ",,"526,439.9 ","399,233.0 ","127,215.7 ",,"123,595.0 ",,"522,540.1 ",,,
4- 6.,"527,382.9 ","303,478.6 ","296,413.7 ","247,560.3 ","20,477.2 ","80,128.9 ","-2,388.1 ","102,866.4 ","26,814.7 ",41.9 ,"-4,325.1 ","83,968.4 ","88,293.5 ",288.4 ,,"-5,628.0 ","521,754.8 ","19,817.6 ","25,780.3 ","5,962.7 ","541,572.4 ",,"531,360.6 ","401,614.6 ","129,747.0 ",,"127,407.0 ",,"529,830.3 ",,,
7- 9.,"532,360.6 ","305,116.8 ","297,983.5 ","248,937.0 ","21,279.7 ","81,271.7 ",-479.5 ,"102,878.8 ","28,266.7 ",-85.9 ,"-6,204.7 ","83,851.1 ","90,055.8 ",317.1 ,,"-5,818.8 ","526,541.8 ","17,894.1 ","24,643.6 ","6,749.5 ","544,435.8 ",,"538,120.4 ","407,118.1 ","131,005.5 ",,"130,774.5 ",,"533,014.4 ",,,
10-12.,"531,674.2 ","304,604.9 ","297,545.0 ","248,377.0 ","22,032.0 ","81,860.5 ",75.4 ,"103,109.2 ","28,749.8 ",78.9 ,"-9,243.5 ","83,503.6 ","92,747.1 ",406.9 ,,"-7,038.4 ","524,635.8 ","18,111.3 ","24,467.3 ","6,355.9 ","542,747.1 ",,"540,414.4 ","408,495.8 ","131,919.7 ",,"132,582.5 ",,"531,541.3 ",,,
2014/ 1- 3.,"536,079.8 ","310,537.1 ","303,699.6 ","254,538.3 ","22,342.4 ","83,971.7 ","-2,364.3 ","103,419.8 ","28,088.8 ",72.4 ,"-9,826.5 ","88,661.8 ","98,488.3 ",-161.7 ,,"-8,930.1 ","527,149.7 ","18,011.0 ","25,346.9 ","7,335.9 ","545,160.7 ",,"545,914.6 ","414,334.5 ","131,588.4 ",,"134,371.0 ",,"538,509.9 ",,,
4- 6.,"526,459.3 ","295,355.2 ","288,851.5 ","239,544.2 ","20,444.3 ","82,284.1 ","2,516.3 ","103,083.9 ","27,125.3 ",93.4 ,"-4,566.9 ","89,849.0 ","94,415.9 ",123.8 ,,"-7,366.4 ","519,092.8 ","17,980.4 ","25,581.7 ","7,601.3 ","537,073.3 ",,"531,020.9 ","400,672.8 ","130,346.6 ",,"129,850.5 ",,"523,719.0 ",,,
7- 9.,"526,816.9 ","297,947.7 ","291,714.6 ","242,420.3 ","19,412.0 ","82,779.3 ",-111.6 ,"103,766.5 ","27,876.4 ",138.9 ,"-4,885.4 ","91,200.1 ","96,085.6 ",-106.9 ,,"-7,492.4 ","519,324.4 ","19,837.4 ","27,614.1 ","7,776.7 ","539,161.8 ",,"531,866.9 ","400,023.7 ","131,836.8 ",,"130,071.1 ",,"526,766.7 ",,,
10-12.,"529,228.1 ","298,485.8 ","292,248.7 ","242,936.9 ","19,451.4 ","83,410.5 ","-1,339.3 ","104,019.9 ","28,042.8 ",5.4 ,"-2,613.6 ","93,871.4 ","96,485.1 ",-234.8 ,,"-6,226.8 ","523,001.3 ","22,416.3 ","30,774.0 ","8,357.7 ","545,417.6 ",,"532,035.6 ","399,959.9 ","132,069.0 ",,"130,907.1 ",,"530,653.8 ",,,
2015/ 1- 3.,"537,485.1 ","299,896.4 ","293,389.6 ","244,052.1 ","19,965.6 ","87,598.7 ",27.5 ,"105,007.1 ","26,723.6 ",87.1 ,"-1,758.9 ","95,317.0 ","97,075.9 ",-62.0 ,,"-1,892.2 ","535,593.0 ","20,195.5 ","28,572.5 ","8,377.0 ","555,788.5 ",,"539,323.8 ","407,464.6 ","131,858.0 ",,"134,292.5 ",,"537,372.1 ",,,
4- 6.,"538,298.2 ","300,262.6 ","293,466.4 ","244,107.8 ","20,356.2 ","86,413.1 ","2,466.8 ","105,123.0 ","26,501.1 ",-73.6 ,"-2,919.0 ","92,095.6 ","95,014.6 ",168.1 ,,-372.1 ,"537,926.1 ","21,484.3 ","29,978.4 ","8,494.1 ","559,410.4 ",,"541,077.6 ","409,539.8 ","131,539.1 ",,"133,270.3 ",,"535,857.8 ",,,
7- 9.,"538,760.8 ","301,120.0 ","294,141.2 ","244,770.0 ","20,460.9 ","87,608.4 ",957.4 ,"105,624.6 ","26,502.4 ",-104.3 ,"-3,323.4 ","94,468.0 ","97,791.4 ",-85.0 ,,658.8 ,"539,419.7 ","21,124.1 ","30,245.7 ","9,121.6 ","560,543.7 ",,"542,141.3 ","410,139.2 ","132,003.7 ",,"134,570.5 ",,"537,936.7 ",,,
10-12.,"537,827.9 ","299,132.0 ","292,020.9 ","242,623.4 ","20,437.1 ","87,451.7 ","1,035.9 ","106,489.0 ","27,191.5 ",-75.2 ,"-3,813.0 ","93,403.6 ","97,216.6 ",-21.1 ,,"1,620.4 ","539,448.3 ","22,068.5 ","31,460.2 ","9,391.7 ","561,516.8 ",,"541,643.7 ","408,046.7 ","133,595.2 ",,"135,076.7 ",,"536,883.9 ",,,
2016/ 1- 3.,"541,992.2 ","299,391.6 ","292,200.3 ","242,774.2 ","20,430.5 ","86,905.7 ","1,220.5 ","107,769.2 ","27,951.5 ",11.5 ,"-1,680.1 ","94,169.7 ","95,849.8 ",-8.4 ,,"5,643.7 ","547,635.8 ","20,242.7 ","29,445.1 ","9,202.5 ","567,878.5 ",,"543,662.4 ","407,935.1 ","135,726.4 ",,"135,286.1 ",,"540,780.2 ",,,
4- 6.,"541,063.1 ","297,476.8 ","290,172.2 ","240,724.1 ","21,022.5 ","87,075.4 ","2,894.1 ","106,834.0 ","27,130.0 ",-196.3 ,"-1,173.5 ","93,568.9 ","94,742.4 ",0.1 ,,"5,712.9 ","546,776.0 ","19,124.6 ","28,868.3 ","9,743.7 ","565,900.5 ",,"542,225.6 ","408,459.6 ","133,765.9 ",,"135,227.5 ",,"538,378.5 ",,,
7- 9.,"542,162.7 ","298,679.4 ","291,245.7 ","241,779.3 ","21,386.0 ","87,509.2 ",129.3 ,"107,219.4 ","27,192.2 ",-272.1 ,315.5 ,"95,629.4 ","95,313.9 ",3.8 ,,"5,468.1 ","547,630.8 ","18,411.9 ","28,465.0 ","10,053.1 ","566,042.8 ",,"541,846.9 ","407,705.7 ","134,141.5 ",,"136,088.1 ",,"542,302.3 ",,,
10-12.,"542,875.8 ","299,401.3 ","291,910.0 ","242,420.4 ","21,497.9 ","88,130.8 ","-1,414.7 ","107,205.1 ","27,224.0 ",-340.5 ,"1,168.5 ","97,745.7 ","96,577.2 ",3.3 ,,"4,086.3 ","546,962.1 ","18,586.9 ","28,642.5 ","10,055.6 ","565,549.0 ",,"541,729.5 ","407,635.6 ","134,094.3 ",,"136,854.2 ",,"544,601.0 ",,,
2017/ 1- 3.,"547,149.2 ","300,929.0 ","293,467.6 ","243,949.7 ","21,284.3 ","88,389.5 ",-459.8 ,"107,505.2 ","27,476.6 ",-287.6 ,"2,441.6 ","100,051.3 ","97,609.7 ",-129.7 ,,"1,645.4 ","548,794.6 ","20,905.1 ","31,360.5 ","10,455.4 ","569,699.8 ",,"544,851.5 ","410,155.2 ","134,696.9 ",,"137,151.4 ",,"547,878.5 ",,,
4- 6.,"549,313.6 ","302,585.8 ","295,106.1 ","245,563.2 ","21,501.7 ","89,068.8 ",-8.4 ,"107,025.2 ","27,757.9 ",92.9 ,"1,355.3 ","100,059.5 ","98,704.3 ",-65.4 ,,"1,424.8 ","550,738.5 ","19,750.3 ","30,375.1 ","10,624.7 ","570,488.8 ",,"548,004.7 ","413,164.6 ","134,841.6 ",,"138,329.2 ",,"549,240.3 ",,,
7- 9.,"554,075.0 ","301,621.5 ","294,075.9 ","244,511.6 ","21,327.8 ","90,088.8 ","2,352.7 ","107,406.2 ","27,210.9 ",82.2 ,"4,447.6 ","102,532.7 ","98,085.0 ",-462.8 ,,"2,511.8 ","556,586.8 ","21,130.8 ","31,487.6 ","10,356.8 ","577,717.6 ",,"550,004.5 ","415,333.7 ","134,673.5 ",,"138,625.7 ",,"551,728.3 ",,,
10-12.,"554,361.2 ","302,584.1 ","295,118.7 ","245,531.5 ","20,703.3 ","90,437.6 ","3,187.7 ","107,382.1 ","27,300.3 ",87.0 ,"2,904.3 ","103,709.0 ","100,804.7 ",-225.3 ,,657.4 ,"555,018.6 ","20,488.6 ","31,496.0 ","11,007.3 ","575,507.3 ",,"551,583.0 ","416,838.9 ","134,747.3 ",,"138,435.0 ",,"551,189.5 ",,,
2018/ 1- 3.,"554,797.9 ","302,089.9 ","294,860.2 ","245,251.9 ","20,164.3 ","91,312.5 ","1,568.4 ","108,203.1 ","27,551.1 ",66.1 ,"4,080.9 ","105,402.8 ","101,321.9 ",-238.4 ,,-340.4 ,"554,457.5 ","19,877.9 ","31,830.6 ","11,952.7 ","574,335.4 ",,"550,879.8 ","415,079.4 ","135,801.8 ",,"139,011.2 ",,"553,226.5 ",,,
4- 6.,"556,986.7 ","302,714.8 ","295,830.8 ","246,197.9 ","19,556.5 ","92,571.4 ","1,670.4 ","108,235.1 ","27,892.2 ",-44.8 ,"4,675.8 ","106,349.6 ","101,673.8 ",-284.7 ,,"-2,431.0 ","554,555.7 ","21,575.6 ","33,355.2 ","11,779.6 ","576,131.3 ",,"552,513.0 ","416,452.4 ","136,062.2 ",,"139,991.1 ",,"555,417.8 ",,,
7- 9.,"554,216.5 ","302,895.5 ","296,296.5 ","246,640.5 ","19,629.5 ","90,366.0 ","2,083.3 ","108,227.7 ","27,681.1 ",-19.5 ,"3,614.2 ","104,796.2 ","101,181.9 ",-261.5 ,,"-3,897.5 ","550,319.0 ","21,432.5 ","33,312.8 ","11,880.3 ","571,751.5 ",,"550,791.2 ","414,922.4 ","135,869.9 ",,"137,654.8 ",,"552,203.8 ",,,
10-12.,"552,790.9 ","302,458.0 ","295,866.1 ","246,188.3 ","19,961.7 ","91,898.8 ","3,231.1 ","108,985.8 ","27,276.1 ",-53.4 ,-906.5 ,"105,076.3 ","105,982.8 ",-60.7 ,,"-4,305.5 ","548,485.3 ","22,003.0 ","34,337.8 ","12,334.8 ","570,488.3 ",,"553,667.8 ","417,487.3 ","136,182.2 ",,"139,108.0 ",,"549,677.2 ",,,
2019/ 1- 3.,"554,140.6 ","301,471.1 ","294,609.7 ","244,914.8 ","20,470.2 ","91,893.8 ","1,613.6 ","109,313.7 ","27,860.5 ",-159.9 ,"1,811.4 ","103,788.2 ","101,976.8 ",-133.8 ,,"-1,402.2 ","552,738.4 ","21,471.5 ","33,431.2 ","11,959.7 ","574,209.9 ",,"552,375.9 ","415,405.3 ","136,972.3 ",,"140,209.2 ",,"552,771.8 ",,,
4- 6.,"556,645.5 ","302,155.3 ","295,065.9 ","245,347.1 ","20,755.0 ","91,304.8 ","3,213.9 ","110,267.7 ","28,339.4 ",-29.8 ,774.3 ,"104,258.3 ","103,484.1 ",-135.0 ,,"-3,188.4 ","553,457.2 ","21,894.2 ","34,188.1 ","12,293.9 ","575,351.3 ",,"555,943.6 ","417,386.9 ","138,558.4 ",,"140,398.1 ",,"553,521.6 ",,,
7- 9.,"557,714.9 ","304,902.1 ","297,693.9 ","247,941.3 ","20,895.7 ","93,809.5 ",130.0 ,"110,982.1 ","28,163.4 ",-47.6 ,-993.1 ,"104,700.9 ","105,693.9 ",-127.3 ,,"-2,306.1 ","555,408.8 ","22,219.5 ","34,912.0 ","12,692.5 ","577,628.3 ",,"558,767.7 ","419,702.3 ","139,066.9 ",,"142,852.3 ",,"557,699.6 ",,,
