cat01_code,cat01_name,cat02_code,cat02_name,area_code,area_name,time_code,time_name,value,unit
30301000,30301_原油及び粗油,130,1月_数量,50103,103_大韓民国,2017000000,2017年,0,
30301000,30301_原油及び粗油,130,1月_数量,50106,106_台湾,2018000000,2018年,0,
30301000,30301_原油及び粗油,130,1月_数量,50110,110_ベトナム,2020000000,2020年,109250,
30301000,30301_原油及び粗油,130,1月_数量,50110,110_ベトナム,2019000000,2019年,0,
30301000,30301_原油及び粗油,130,1月_数量,50110,110_ベトナム,2018000000,2018年,83270,
30301000,30301_原油及び粗油,130,1月_数量,50110,110_ベトナム,2017000000,2017年,48711,
30301000,30301_原油及び粗油,130,1月_数量,50110,110_ベトナム,2016000000,2016年,92991,
30301000,30301_原油及び粗油,130,1月_数量,50111,111_タイ,2020000000,2020年,0,
30301000,30301_原油及び粗油,130,1月_数量,50112,112_シンガポール,2020000000,2020年,2799,
30301000,30301_原油及び粗油,130,1月_数量,50112,112_シンガポール,2019000000,2019年,0,
30301000,30301_原油及び粗油,130,1月_数量,50113,113_マレーシア,2020000000,2020年,43273,
30301000,30301_原油及び粗油,130,1月_数量,50113,113_マレーシア,2019000000,2019年,62956,
30301000,30301_原油及び粗油,130,1月_数量,50113,113_マレーシア,2018000000,2018年,81505,
30301000,30301_原油及び粗油,130,1月_数量,50113,113_マレーシア,2017000000,2017年,100975,
30301000,30301_原油及び粗油,130,1月_数量,50113,113_マレーシア,2016000000,2016年,50328,
30301000,30301_原油及び粗油,130,1月_数量,50116,116_ブルネイ,2020000000,2020年,45891,
30301000,30301_原油及び粗油,130,1月_数量,50116,116_ブルネイ,2019000000,2019年,0,
30301000,30301_原油及び粗油,130,1月_数量,50116,116_ブルネイ,2018000000,2018年,0,
30301000,30301_原油及び粗油,130,1月_数量,50116,116_ブルネイ,2017000000,2017年,47653,
30301000,30301_原油及び粗油,130,1月_数量,50116,116_ブルネイ,2016000000,2016年,54661,
30301000,30301_原油及び粗油,130,1月_数量,50118,118_インドネシア,2019000000,2019年,142259,
30301000,30301_原油及び粗油,130,1月_数量,50118,118_インドネシア,2018000000,2018年,37954,
30301000,30301_原油及び粗油,130,1月_数量,50118,118_インドネシア,2017000000,2017年,213686,
30301000,30301_原油及び粗油,130,1月_数量,50118,118_インドネシア,2016000000,2016年,371869,
30301000,30301_原油及び粗油,130,1月_数量,50133,133_イラン,2019000000,2019年,0,
30301000,30301_原油及び粗油,130,1月_数量,50133,133_イラン,2018000000,2018年,903799,
30301000,30301_原油及び粗油,130,1月_数量,50133,133_イラン,2017000000,2017年,1138984,
30301000,30301_原油及び粗油,130,1月_数量,50133,133_イラン,2016000000,2016年,859618,
30301000,30301_原油及び粗油,130,1月_数量,50134,134_イラク,2020000000,2020年,79308,
30301000,30301_原油及び粗油,130,1月_数量,50134,134_イラク,2019000000,2019年,325275,
30301000,30301_原油及び粗油,130,1月_数量,50134,134_イラク,2018000000,2018年,329173,
30301000,30301_原油及び粗油,130,1月_数量,50134,134_イラク,2017000000,2017年,315318,
30301000,30301_原油及び粗油,130,1月_数量,50134,134_イラク,2016000000,2016年,161163,
30301000,30301_原油及び粗油,130,1月_数量,50135,135_バーレーン,2020000000,2020年,79363,
30301000,30301_原油及び粗油,130,1月_数量,50135,135_バーレーン,2019000000,2019年,190483,
30301000,30301_原油及び粗油,130,1月_数量,50135,135_バーレーン,2018000000,2018年,0,
30301000,30301_原油及び粗油,130,1月_数量,50137,137_サウジアラビア,2020000000,2020年,5147095,
30301000,30301_原油及び粗油,130,1月_数量,50137,137_サウジアラビア,2019000000,2019年,6016548,
30301000,30301_原油及び粗油,130,1月_数量,50137,137_サウジアラビア,2018000000,2018年,5795562,
30301000,30301_原油及び粗油,130,1月_数量,50137,137_サウジアラビア,2017000000,2017年,6417619,
30301000,30301_原油及び粗油,130,1月_数量,50137,137_サウジアラビア,2016000000,2016年,5741539,
30301000,30301_原油及び粗油,130,1月_数量,50138,138_クウェート,2020000000,2020年,1568946,
30301000,30301_原油及び粗油,130,1月_数量,50138,138_クウェート,2019000000,2019年,1101860,
30301000,30301_原油及び粗油,130,1月_数量,50138,138_クウェート,2018000000,2018年,1386912,
30301000,30301_原油及び粗油,130,1月_数量,50138,138_クウェート,2017000000,2017年,1181594,
30301000,30301_原油及び粗油,130,1月_数量,50138,138_クウェート,2016000000,2016年,1121742,
30301000,30301_原油及び粗油,130,1月_数量,50140,140_カタール,2020000000,2020年,1490459,
30301000,30301_原油及び粗油,130,1月_数量,50140,140_カタール,2019000000,2019年,1279623,
30301000,30301_原油及び粗油,130,1月_数量,50140,140_カタール,2018000000,2018年,1230587,
30301000,30301_原油及び粗油,130,1月_数量,50140,140_カタール,2017000000,2017年,1092232,
30301000,30301_原油及び粗油,130,1月_数量,50140,140_カタール,2016000000,2016年,1474344,
30301000,30301_原油及び粗油,130,1月_数量,50141,141_オマーン,2020000000,2020年,459974,
30301000,30301_原油及び粗油,130,1月_数量,50141,141_オマーン,2019000000,2019年,238096,
30301000,30301_原油及び粗油,130,1月_数量,50141,141_オマーン,2018000000,2018年,178622,
30301000,30301_原油及び粗油,130,1月_数量,50141,141_オマーン,2017000000,2017年,146002,
30301000,30301_原油及び粗油,130,1月_数量,50141,141_オマーン,2016000000,2016年,146636,
30301000,30301_原油及び粗油,130,1月_数量,50147,147_アラブ首長国連邦,2020000000,2020年,4473770,
30301000,30301_原油及び粗油,130,1月_数量,50147,147_アラブ首長国連邦,2019000000,2019年,3850967,
30301000,30301_原油及び粗油,130,1月_数量,50147,147_アラブ首長国連邦,2018000000,2018年,4068253,
30301000,30301_原油及び粗油,130,1月_数量,50147,147_アラブ首長国連邦,2017000000,2017年,3711113,
30301000,30301_原油及び粗油,130,1月_数量,50147,147_アラブ首長国連邦,2016000000,2016年,4702283,
30301000,30301_原油及び粗油,130,1月_数量,50149,149_イエメン,2018000000,2018年,0,
30301000,30301_原油及び粗油,130,1月_数量,50150,150_アゼルバイジャン,2020000000,2020年,0,
30301000,30301_原油及び粗油,130,1月_数量,50153,153_カザフスタン,2020000000,2020年,0,
