scenario,variable,year,quarter,value
1,IFPV,2018,0,0.13
1,IHPV,2018,0,0.22
1,IGV,2018,0,20.36
1,CGV,2018,0,0.05
1,XGSV,2018,0,-0.02
1,MGSV,2018,0,0.37
1,GDPV,2019,0,1.42
1,CPV,2019,0,0.76
1,IFPV,2019,0,-0.1
1,IHPV,2019,0,0.68
1,IGV,2019,0,20.4
1,CGV,2019,0,0.28
1,XGSV,2019,0,-0.11
1,MGSV,2019,0,0.77
1,GDPV,2020,0,1.64
1,CPV,2020,0,1.04
1,IFPV,2020,0,-0.38
1,IHPV,2020,0,0.99
1,IGV,2020,0,19.2
1,CGV,2020,0,0.61
1,XGSV,2020,0,-0.24
1,MGSV,2020,0,0.77
1,NIV,2018,1,1.41
1,YWV,2018,1,0.82
1,YCV,2018,1,4.91
1,YDV,2018,1,0.67
1,TAXV,2018,1,0.47
1,TYPV,2018,1,0.75
1,TYCV,2018,1,0.15
1,TCIV,2018,1,0.96
1,NIV,2018,2,1.42
1,YWV,2018,2,0.99
1,YCV,2018,2,3.43
1,YDV,2018,2,0.96
1,TAXV,2018,2,0.97
1,TYPV,2018,2,1.04
1,TYCV,2018,2,1.46
1,TCIV,2018,2,1.05
1,NIV,2018,3,1.52
1,YWV,2018,3,1.08
1,YCV,2018,3,3.63
1,YDV,2018,3,1.03
1,TAXV,2018,3,1.4
1,TYPV,2018,3,1.36
1,TYCV,2018,3,2.46
1,TCIV,2018,3,1.2
1,NIV,2018,4,1.55
1,YWV,2018,4,1.22
1,YCV,2018,4,3.15
1,YDV,2018,4,1.18
1,TAXV,2018,4,1.82
1,TYPV,2018,4,1.65
1,TYCV,2018,4,3.49
1,TCIV,2018,4,1.27
1,NIV,2019,1,1.62
1,YWV,2019,1,1.14
1,YCV,2019,1,3.71
1,YDV,2019,1,1.15
1,TAXV,2019,1,2.14
1,TYPV,2019,1,1.8
1,TYCV,2019,1,4.46
1,TCIV,2019,1,1.33
1,NIV,2019,2,1.6
1,YWV,2019,2,1.23
1,YCV,2019,2,2.92
1,YDV,2019,2,1.27
1,TAXV,2019,2,2.13
1,TYPV,2019,2,1.88
1,TYCV,2019,2,4.23
1,TCIV,2019,2,1.39
1,NIV,2019,3,1.62
1,YWV,2019,3,1.22
1,YCV,2019,3,3.0
1,YDV,2019,3,1.27
1,TAXV,2019,3,2.16
1,TYPV,2019,3,1.93
1,TYCV,2019,3,4.18
1,TCIV,2019,3,1.42
1,NIV,2019,4,1.53
1,YWV,2019,4,1.28
1,YCV,2019,4,2.2
1,YDV,2019,4,1.33
1,TAXV,2019,4,2.19
1,TYPV,2019,4,1.94
1,TYCV,2019,4,4.07
1,TCIV,2019,4,1.47
1,NIV,2020,1,1.49
1,YWV,2020,1,1.23
1,YCV,2020,1,1.97
1,YDV,2020,1,1.32
1,TAXV,2020,1,2.22
1,TYPV,2020,1,2.0
1,TYCV,2020,1,3.94
1,TCIV,2020,1,1.51
1,NIV,2020,2,1.65
1,YWV,2020,2,1.27
1,YCV,2020,2,5.37
1,YDV,2020,2,1.19
1,TAXV,2020,2,2.09
1,TYPV,2020,2,1.94
1,TYCV,2020,2,3.52
1,TCIV,2020,2,1.53
1,NIV,2020,3,1.46
1,YWV,2020,3,1.27
1,YCV,2020,3,1.39
1,YDV,2020,3,1.32
1,TAXV,2020,3,2.17
1,TYPV,2020,3,1.99
1,TYCV,2020,3,3.72
1,TCIV,2020,3,1.6
1,NIV,2020,4,1.53
1,YWV,2020,4,1.36
1,YCV,2020,4,1.53
1,YDV,2020,4,1.42
1,TAXV,2020,4,2.13
1,TYPV,2020,4,2.02
1,TYCV,2020,4,3.36
1,TCIV,2020,4,1.68
1,NIV,2018,0,1.47
1,YWV,2018,0,1.03
1,YCV,2018,0,3.78
1,YDV,2018,0,0.96
1,TAXV,2018,0,1.16
1,TYPV,2018,0,1.2
1,TYCV,2018,0,1.89
1,TCIV,2018,0,1.12
1,NIV,2019,0,1.59
1,YWV,2019,0,1.22
1,YCV,2019,0,2.96
1,YDV,2019,0,1.25
1,TAXV,2019,0,2.16
1,TYPV,2019,0,1.89
1,TYCV,2019,0,4.24
1,TCIV,2019,0,1.4
1,NIV,2020,0,1.53
1,YWV,2020,0,1.28
1,YCV,2020,0,2.56
1,YDV,2020,0,1.31
1,TAXV,2020,0,2.15
1,TYPV,2020,0,1.99
1,TYCV,2020,0,3.63
1,TCIV,2020,0,1.58
1,WIPH,2018,1,0.42
1,LE,2018,1,0.18
1,LF,2018,1,0.16
1,LH,2018,1,0.27
1,UR,2018,1,-0.02
1,CUX,2018,1,1.95
1,GDPPOT,2018,1,0.1
1,GDPGAP,2018,1,0.91
1,WIPH,2018,2,0.52
1,LE,2018,2,0.23
1,LF,2018,2,0.2
1,LH,2018,2,0.29
1,UR,2018,2,-0.03
1,CUX,2018,2,1.97
1,GDPPOT,2018,2,0.12
1,GDPGAP,2018,2,0.94
1,WIPH,2018,3,0.57
1,LE,2018,3,0.26
1,LF,2018,3,0.23
1,LH,2018,3,0.31
1,UR,2018,3,-0.03
1,CUX,2018,3,2.08
1,GDPPOT,2018,3,0.13
1,GDPGAP,2018,3,1.0
1,WIPH,2018,4,0.67
1,LE,2018,4,0.3
1,LF,2018,4,0.26
1,LH,2018,4,0.31
1,UR,2018,4,-0.04
1,CUX,2018,4,2.0
1,GDPPOT,2018,4,0.15
1,GDPGAP,2018,4,0.98
1,WIPH,2019,1,0.63
1,LE,2019,1,0.26
1,LF,2019,1,0.22
1,LH,2019,1,0.31
1,UR,2019,1,-0.04
1,CUX,2019,1,2.09
1,GDPPOT,2019,1,0.13
1,GDPGAP,2019,1,1.01
1,WIPH,2019,2,0.71
1,LE,2019,2,0.27
1,LF,2019,2,0.23
1,LH,2019,2,0.31
1,UR,2019,2,-0.04
1,CUX,2019,2,2.05
1,GDPPOT,2019,2,0.13
1,GDPGAP,2019,2,1.0
1,WIPH,2019,3,0.72
1,LE,2019,3,0.25
1,LF,2019,3,0.21
1,LH,2019,3,0.3
1,UR,2019,3,-0.04
1,CUX,2019,3,2.01
1,GDPPOT,2019,3,0.11
1,GDPGAP,2019,3,0.98
1,WIPH,2019,4,0.8
1,LE,2019,4,0.26
1,LF,2019,4,0.22
1,LH,2019,4,0.29
1,UR,2019,4,-0.04
1,CUX,2019,4,1.88
1,GDPPOT,2019,4,0.1
1,GDPGAP,2019,4,0.95
1,WIPH,2020,1,0.79
1,LE,2020,1,0.23
1,LF,2020,1,0.18
1,LH,2020,1,0.28
1,UR,2020,1,-0.04
1,CUX,2020,1,1.94
1,GDPPOT,2020,1,0.07
1,GDPGAP,2020,1,0.97
1,WIPH,2020,2,0.86
1,LE,2020,2,0.23
1,LF,2020,2,0.18
1,LH,2020,2,0.25
1,UR,2020,2,-0.04
1,CUX,2020,2,1.66
1,GDPPOT,2020,2,0.06
1,GDPGAP,2020,2,0.9
1,WIPH,2020,3,0.87
1,LE,2020,3,0.2
1,LF,2020,3,0.15
1,LH,2020,3,0.27
1,UR,2020,3,-0.04
1,CUX,2020,3,1.87
1,GDPPOT,2020,3,0.03
1,GDPGAP,2020,3,0.97
1,WIPH,2020,4,0.96
1,LE,2020,4,0.2
1,LF,2020,4,0.15
1,LH,2020,4,0.27
1,UR,2020,4,-0.04
1,CUX,2020,4,1.93
1,GDPPOT,2020,4,0.02
1,GDPGAP,2020,4,0.98
1,WIPH,2018,0,0.55
1,LE,2018,0,0.24
1,LF,2018,0,0.21
1,LH,2018,0,0.29
1,UR,2018,0,-0.03
1,CUX,2018,0,2.0
1,GDPPOT,2018,0,0.12
1,GDPGAP,2018,0,0.96
1,WIPH,2019,0,0.71
1,LE,2019,0,0.26
1,LF,2019,0,0.22
1,LH,2019,0,0.3
1,UR,2019,0,-0.04
1,CUX,2019,0,2.01
1,GDPPOT,2019,0,0.12
1,GDPGAP,2019,0,0.99
1,WIPH,2020,0,0.87
1,LE,2020,0,0.21
1,LF,2020,0,0.17
1,LH,2020,0,0.27
1,UR,2020,0,-0.04
1,CUX,2020,0,1.85
1,GDPPOT,2020,0,0.05
1,GDPGAP,2020,0,0.96
1,RCD,2018,1,0.07
1,RGB,2018,1,0.03
1,PERR,2018,1,-0.24
1,UCC,2018,1,0.01
1,FXS,2018,1,-0.02
1,PSHARE,2018,1,-0.06
1,PLAND,2018,1,0.0
1,M2CD,2018,1,0.76
1,RCD,2018,2,0.1
1,RGB,2018,2,0.05
1,PERR,2018,2,-0.53
1,UCC,2018,2,-0.48
1,FXS,2018,2,-0.04
1,PSHARE,2018,2,-0.57
1,PLAND,2018,2,0.0
1,M2CD,2018,2,0.71
1,RCD,2018,3,0.14
1,RGB,2018,3,0.06
1,PERR,2018,3,-0.93
1,UCC,2018,3,-0.67
1,FXS,2018,3,-0.07
1,PSHARE,2018,3,-1.34
1,PLAND,2018,3,0.01
1,M2CD,2018,3,0.7
1,RCD,2018,4,0.17
1,RGB,2018,4,0.08
1,PERR,2018,4,-1.16
1,UCC,2018,4,-0.6
1,FXS,2018,4,-0.11
1,PSHARE,2018,4,-2.32
1,PLAND,2018,4,0.02
1,M2CD,2018,4,0.62
1,RCD,2019,1,0.2
1,RGB,2019,1,0.09
1,PERR,2019,1,-1.44
1,UCC,2019,1,-0.46
1,FXS,2019,1,-0.16
1,PSHARE,2019,1,-3.33
1,PLAND,2019,1,0.04
1,M2CD,2019,1,0.61
1,RCD,2019,2,0.23
1,RGB,2019,2,0.1
1,PERR,2019,2,-1.58
1,UCC,2019,2,0.09
1,FXS,2019,2,-0.21
1,PSHARE,2019,2,-4.17
1,PLAND,2019,2,0.07
1,M2CD,2019,2,0.59
1,RCD,2019,3,0.24
1,RGB,2019,3,0.11
1,PERR,2019,3,-1.82
1,UCC,2019,3,0.15
1,FXS,2019,3,-0.27
1,PSHARE,2019,3,-4.91
1,PLAND,2019,3,0.11
1,M2CD,2019,3,0.59
1,RCD,2019,4,0.25
1,RGB,2019,4,0.12
1,PERR,2019,4,-2.24
1,UCC,2019,4,0.01
1,FXS,2019,4,-0.33
1,PSHARE,2019,4,-5.5
1,PLAND,2019,4,0.16
1,M2CD,2019,4,0.62
1,RCD,2020,1,0.26
1,RGB,2020,1,0.12
1,PERR,2020,1,-1.91
1,UCC,2020,1,0.11
1,FXS,2020,1,-0.39
1,PSHARE,2020,1,-5.92
1,PLAND,2020,1,0.22
1,M2CD,2020,1,0.68
1,RCD,2020,2,0.26
1,RGB,2020,2,0.13
1,PERR,2020,2,-2.68
1,UCC,2020,2,-0.11
1,FXS,2020,2,-0.46
1,PSHARE,2020,2,-6.22
1,PLAND,2020,2,0.27
1,M2CD,2020,2,0.74
1,RCD,2020,3,0.26
1,RGB,2020,3,0.13
1,PERR,2020,3,-3.74
1,UCC,2020,3,-0.51
1,FXS,2020,3,-0.52
1,PSHARE,2020,3,-6.39
1,PLAND,2020,3,0.33
1,M2CD,2020,3,0.82
1,RCD,2020,4,0.27
1,RGB,2020,4,0.14
1,PERR,2020,4,-4.88
1,UCC,2020,4,-0.84
1,FXS,2020,4,-0.58
1,PSHARE,2020,4,-6.5
1,PLAND,2020,4,0.4
1,M2CD,2020,4,0.87
1,RCD,2018,0,0.12
1,RGB,2018,0,0.06
1,PERR,2018,0,-0.71
1,UCC,2018,0,-0.43
1,FXS,2018,0,-0.06
1,PSHARE,2018,0,-1.07
1,PLAND,2018,0,0.01
1,M2CD,2018,0,0.7
1,RCD,2019,0,0.23
1,RGB,2019,0,0.11
1,PERR,2019,0,-1.77
1,UCC,2019,0,-0.05
1,FXS,2019,0,-0.24
1,PSHARE,2019,0,-4.48
1,PLAND,2019,0,0.1
1,M2CD,2019,0,0.6
1,RCD,2020,0,0.26
1,RGB,2020,0,0.13
1,PERR,2020,0,-3.3
1,UCC,2020,0,-0.34
1,FXS,2020,0,-0.49
1,PSHARE,2020,0,-6.26
1,PLAND,2020,0,0.31
1,M2CD,2020,0,0.78
1,BGVATGDPV,2018,1,-0.6
1,SBGVATGDPV,2018,1,-2.23
1,BCVATGDPV,2018,1,-0.06
1,KFP,2018,1,0.0
1,KHP,2018,1,0.0
1,KG,2018,1,0.18
1,BGVATGDPV,2018,2,-0.51
1,SBGVATGDPV,2018,2,-2.29
1,BCVATGDPV,2018,2,-0.09
1,KFP,2018,2,0.0
1,KHP,2018,2,0.0
1,KG,2018,2,0.36
1,BGVATGDPV,2018,3,-0.43
1,SBGVATGDPV,2018,3,-2.45
1,BCVATGDPV,2018,3,-0.14
1,KFP,2018,3,-0.01
1,KHP,2018,3,0.01
1,KG,2018,3,0.53
1,BGVATGDPV,2018,4,-0.35
1,SBGVATGDPV,2018,4,-2.52
1,BCVATGDPV,2018,4,-0.19
1,KFP,2018,4,-0.02
1,KHP,2018,4,0.01
1,KG,2018,4,0.7
1,BGVATGDPV,2019,1,-0.32
1,SBGVATGDPV,2019,1,-2.55
1,BCVATGDPV,2019,1,-0.21
1,KFP,2019,1,-0.03
1,KHP,2019,1,0.01
1,KG,2019,1,0.87
1,BGVATGDPV,2019,2,-0.35
1,SBGVATGDPV,2019,2,-2.61
1,BCVATGDPV,2019,2,-0.23
1,KFP,2019,2,-0.04
1,KHP,2019,2,0.02
1,KG,2019,2,1.04
1,BGVATGDPV,2019,3,-0.36
1,SBGVATGDPV,2019,3,-2.62
1,BCVATGDPV,2019,3,-0.27
1,KFP,2019,3,-0.06
1,KHP,2019,3,0.03
1,KG,2019,3,1.21
1,BGVATGDPV,2019,4,-0.34
1,SBGVATGDPV,2019,4,-2.7
1,BCVATGDPV,2019,4,-0.32
1,KFP,2019,4,-0.09
1,KHP,2019,4,0.03
1,KG,2019,4,1.37
1,BGVATGDPV,2020,1,-0.31
1,SBGVATGDPV,2020,1,-2.69
1,BCVATGDPV,2020,1,-0.36
1,KFP,2020,1,-0.12
1,KHP,2020,1,0.04
1,KG,2020,1,1.53
1,BGVATGDPV,2020,2,-0.29
1,SBGVATGDPV,2020,2,-3.06
1,BCVATGDPV,2020,2,-0.36
1,KFP,2020,2,-0.15
1,KHP,2020,2,0.04
1,KG,2020,2,1.67
1,BGVATGDPV,2020,3,-0.26
1,SBGVATGDPV,2020,3,-3.03
1,BCVATGDPV,2020,3,-0.42
1,KFP,2020,3,-0.18
1,KHP,2020,3,0.05
1,KG,2020,3,1.82
1,BGVATGDPV,2020,4,-0.26
1,SBGVATGDPV,2020,4,-3.04
1,BCVATGDPV,2020,4,-0.45
1,KFP,2020,4,-0.22
1,KHP,2020,4,0.05
1,KG,2020,4,1.97
1,BGVATGDPV,2018,0,-0.47
1,SBGVATGDPV,2018,0,-2.37
1,BCVATGDPV,2018,0,-0.12
1,KFP,2018,0,-0.01
1,KHP,2018,0,0.01
1,KG,2018,0,0.44
1,BGVATGDPV,2019,0,-0.34
1,SBGVATGDPV,2019,0,-2.62
1,BCVATGDPV,2019,0,-0.26
1,KFP,2019,0,-0.06
1,KHP,2019,0,0.02
1,KG,2019,0,1.12
1,BGVATGDPV,2020,0,-0.28
1,SBGVATGDPV,2020,0,-2.96
1,BCVATGDPV,2020,0,-0.4
1,KFP,2020,0,-0.17
1,KHP,2020,0,0.05
1,KG,2020,0,1.75
2,GDP,2018,1,1.01
2,CP,2018,1,0.0
2,IFP,2018,1,0.0
2,IHP,2018,1,0.12
2,IG,2018,1,20.17
2,CG,2018,1,0.0
2,XGS,2018,1,0.0
2,MGS,2018,1,0.12
2,GDP,2018,2,1.07
2,CP,2018,2,0.14
2,IFP,2018,2,0.03
2,IHP,2018,2,0.17
2,IG,2018,2,19.86
2,CG,2018,2,0.03
2,XGS,2018,2,0.0
2,MGS,2018,2,0.22
2,GDP,2018,3,1.18
2,CP,2018,3,0.35
2,IFP,2018,3,0.1
2,IHP,2018,3,0.29
2,IG,2018,3,19.99
2,CG,2018,3,0.06
2,XGS,2018,3,0.0
2,MGS,2018,3,0.48
2,GDP,2018,4,1.2
2,CP,2018,4,0.43
2,IFP,2018,4,0.17
2,IHP,2018,4,0.39
2,IG,2018,4,20.28
2,CG,2018,4,0.09
2,XGS,2018,4,0.0
2,MGS,2018,4,0.69
2,GDP,2019,1,1.24
2,CP,2019,1,0.47
2,IFP,2019,1,0.24
2,IHP,2019,1,0.44
2,IG,2019,1,19.95
2,CG,2019,1,0.12
2,XGS,2019,1,0.0
2,MGS,2019,1,0.77
2,GDP,2019,2,1.27
2,CP,2019,2,0.49
2,IFP,2019,2,0.27
2,IHP,2019,2,0.53
2,IG,2019,2,20.04
2,CG,2019,2,0.15
2,XGS,2019,2,0.0
2,MGS,2019,2,0.82
2,GDP,2019,3,1.28
2,CP,2019,3,0.51
2,IFP,2019,3,0.28
2,IHP,2019,3,0.57
2,IG,2019,3,19.82
2,CG,2019,3,0.17
2,XGS,2019,3,0.0
2,MGS,2019,3,0.85
2,GDP,2019,4,1.29
2,CP,2019,4,0.54
2,IFP,2019,4,0.28
2,IHP,2019,4,0.62
2,IG,2019,4,19.14
2,CG,2019,4,0.2
2,XGS,2019,4,0.0
2,MGS,2019,4,0.9
2,GDP,2020,1,1.32
2,CP,2020,1,0.56
2,IFP,2020,1,0.29
2,IHP,2020,1,0.63
2,IG,2020,1,19.41
2,CG,2020,1,0.22
2,XGS,2020,1,0.0
2,MGS,2020,1,0.95
