scenario,variable,year,quarter,value
1,PLAND,2018,0,0.00673355
1,PLAND,2019,0,0.09927147
1,PLAND,2020,0,0.31216002
1,PMGS,2018,0,-0.02990143
1,PMGS,2019,0,-0.10065701
1,PMGS,2020,0,-0.1555214
1,PSHARE,2018,0,-1.07604318
1,PSHARE,2019,0,-4.57522611
1,PSHARE,2020,0,-6.42077586
1,PXGS,2018,0,-0.02292654
1,PXGS,2019,0,-0.09917736
1,PXGS,2020,0,-0.19945286
1,RCD,2018,0,0.11887361
1,RCD,2019,0,0.23544414
1,RCD,2020,0,0.26505622
1,RGB,2018,0,0.05582835
1,RGB,2019,0,0.10818097
1,RGB,2020,0,0.13138272
1,SBGVATGDPV,2018,0,-2.27040954
1,SBGVATGDPV,2019,0,-2.4675213
1,SBGVATGDPV,2020,0,-2.72742812
1,TAXV,2018,0,1.14771887
1,TAXV,2019,0,2.0961445
