scenario,variable,year,quarter,value
1,PIHP,2019,2,0.1878655655181749
1,PIHP,2019,3,0.26271018172050464
1,PIHP,2019,4,0.3373325336995192
1,PIHP,2020,1,0.41090640923713284
1,PIHP,2020,2,0.48993984767700116
1,PIHP,2020,3,0.5654136135020194
1,PIHP,2020,4,0.6382330390835689
1,PXGS,2018,1,-0.00609007692186081
1,PXGS,2018,2,-0.014582670743767956
1,PXGS,2018,3,-0.02802348392905163
1,PXGS,2018,4,-0.04511958859499954
1,PXGS,2019,1,-0.06488404433857564
1,PXGS,2019,2,-0.08692325071411044
1,PXGS,2019,3,-0.11002851017597459
1,PXGS,2019,4,-0.13398914235250858
1,PXGS,2020,1,-0.1584308186557304
1,PXGS,2020,2,-0.18256083443802806
1,PXGS,2020,3,-0.20717405151793322
1,PXGS,2020,4,-0.23214043343189328
1,PMGS,2018,1,-0.007820900291699573
1,PMGS,2018,2,-0.02101934543010664
1,PMGS,2018,3,-0.049336684838330314
1,PMGS,2018,4,-0.08072532103025054
1,PMGS,2019,1,-0.08425123213607888
1,PMGS,2019,2,-0.11904975201334489
1,PMGS,2019,3,-0.1284407803974319
1,PMGS,2019,4,-0.15172134351981725
1,PMGS,2020,1,-0.18256539915669778
1,PMGS,2020,2,-0.13728802083692315
1,PMGS,2020,3,-0.1697554469430873
1,PMGS,2020,4,-0.1975795596355856
1,CGPI,2018,1,-0.003775789383253514
1,CGPI,2018,2,0.038098151609267106
1,CGPI,2018,3,0.050473518384874794
1,CGPI,2018,4,0.07693626860183489
1,CGPI,2019,1,0.11518179765244163
1,CGPI,2019,2,0.1514747243873238
1,CGPI,2019,3,0.19324886202642944
1,CGPI,2019,4,0.23195704901162184
1,CGPI,2020,1,0.2690897170678941
1,CGPI,2020,2,0.32209883071634415
1,CGPI,2020,3,0.36028470041329363
1,CGPI,2020,4,0.39837611348902957
1,GDPV,2018,1,1.041687295287641
1,GDPV,2018,2,1.126421108254605
1,GDPV,2018,3,1.244024729589599
1,GDPV,2018,4,1.2855733384196544
1,GDPV,2019,1,1.332115379240939
1,GDPV,2019,2,1.3919199600677779
1,GDPV,2019,3,1.4280803007014065
1,GDPV,2019,4,1.4776983988610493
1,GDPV,2020,1,1.5273464937650694
1,GDPV,2020,2,1.5784165841850717
1,GDPV,2020,3,1.627996843835322
