scenario,variable,year,quarter,value
1,TCIV,2019,2,1.39590874
1,TCIV,2019,3,1.4351432
1,TCIV,2019,4,1.48229646
1,TCIV,2020,1,1.52589881
1,TCIV,2020,2,1.55218565
1,TCIV,2020,3,1.62428695
1,TCIV,2020,4,1.71189546
1,WIPH,2018,1,0.42544609
1,WIPH,2018,2,0.52551833
1,WIPH,2018,3,0.60488393
1,WIPH,2018,4,0.71959416
1,WIPH,2019,1,0.72663667
1,WIPH,2019,2,0.78924192
1,WIPH,2019,3,0.82076979
1,WIPH,2019,4,0.89903489
1,WIPH,2020,1,0.91975342
1,WIPH,2020,2,0.99308543
1,WIPH,2020,3,1.03212452
1,WIPH,2020,4,1.10252392
1,LE,2018,1,0.18169456
1,LE,2018,2,0.23209558
1,LE,2018,3,0.28199762
1,LE,2018,4,0.3259494
1,LE,2019,1,0.31437971
1,LE,2019,2,0.32175938
1,LE,2019,3,0.3083283
1,LE,2019,4,0.31662254
1,LE,2020,1,0.29811848
1,LE,2020,2,0.30472761
1,LE,2020,3,0.28856772
1,LE,2020,4,0.27946248
1,LF,2018,1,0.16105677
1,LF,2018,2,0.20064778
1,LF,2018,3,0.24334747
1,LF,2018,4,0.28347012
1,LF,2019,1,0.26960681
1,LF,2019,2,0.27461096
1,LF,2019,3,0.2604922
1,LF,2019,4,0.26769977
1,LF,2020,1,0.24857812
1,LF,2020,2,0.25382049
1,LF,2020,3,0.23699711
1,LF,2020,4,0.2274807
1,LH,2018,1,0.26457048
1,LH,2018,2,0.2408067
1,LH,2018,3,0.22410446
1,LH,2018,4,0.19614914
1,LH,2019,1,0.15563378
1,LH,2019,2,0.13047053
1,LH,2019,3,0.09711969
1,LH,2019,4,0.07221214
1,LH,2020,1,0.05468523
1,LH,2020,2,0.00466312
1,LH,2020,3,0.02601195
1,LH,2020,4,0.03643985
1,UR,2018,1,-0.02004787
1,UR,2018,2,-0.03059957
1,UR,2018,3,-0.03765855
1,UR,2018,4,-0.04134889
1,UR,2019,1,-0.04353791
1,UR,2019,2,-0.04586018
1,UR,2019,3,-0.04668617
1,UR,2019,4,-0.0476699
1,UR,2020,1,-0.04817579
1,UR,2020,2,-0.04935002
1,UR,2020,3,-0.04999001
1,UR,2020,4,-0.05029206
1,CUX,2018,1,1.86858392
1,CUX,2018,2,1.96000228
1,CUX,2018,3,2.12020222
1,CUX,2018,4,2.08369805
1,CUX,2019,1,2.16656451
1,CUX,2019,2,2.18598759
1,CUX,2019,3,2.19873481
1,CUX,2019,4,2.22299015
1,CUX,2020,1,2.27526495
1,CUX,2020,2,2.34531392
1,CUX,2020,3,2.37820502
1,CUX,2020,4,2.37168394
1,GDPPOT,2018,1,0.09619059
1,GDPPOT,2018,2,0.11925376
1,GDPPOT,2018,3,0.14350296
1,GDPPOT,2018,4,0.16569454
1,GDPPOT,2019,1,0.15458497
1,GDPPOT,2019,2,0.15307856
1,GDPPOT,2019,3,0.13798305
1,GDPPOT,2019,4,0.13312335
1,GDPPOT,2020,1,0.11134337
1,GDPPOT,2020,2,0.10239735
1,GDPPOT,2020,3,0.0802169
1,GDPPOT,2020,4,0.06190077
1,GDPGAP,2018,1,0.9217644
1,GDPGAP,2018,2,0.950081
1,GDPGAP,2018,3,0.99890807
1,GDPGAP,2018,4,0.96618781
1,GDPGAP,2019,1,0.97959505
1,GDPGAP,2019,2,0.97708902
1,GDPGAP,2019,3,0.96093293
1,GDPGAP,2019,4,0.92586153
1,GDPGAP,2020,1,0.94141146
1,GDPGAP,2020,2,0.87026948
1,GDPGAP,2020,3,0.93899378
1,GDPGAP,2020,4,0.95583761
1,RCD,2018,1,0.06615562
1,RCD,2018,2,0.10037369
1,RCD,2018,3,0.13827918
1,RCD,2018,4,0.17547401
1,RCD,2019,1,0.20261428
1,RCD,2019,2,0.22637255
1,RCD,2019,3,0.23927341
1,RCD,2019,4,0.24967481
1,RCD,2020,1,0.25310919
1,RCD,2020,2,0.25608843
1,RCD,2020,3,0.25713209
1,RCD,2020,4,0.25974566
1,RGB,2018,1,0.03374665
1,RGB,2018,2,0.04699183
1,RGB,2018,3,0.06405221
1,RGB,2018,4,0.08058318
1,RGB,2019,1,0.092351
1,RGB,2019,2,0.10341458
1,RGB,2019,3,0.10965585
1,RGB,2019,4,0.11610039
1,RGB,2020,1,0.12014059
1,RGB,2020,2,0.12508561
1,RGB,2020,3,0.12966177
1,RGB,2020,4,0.13556854
1,PERR,2018,1,-0.26513847
1,PERR,2018,2,-0.555663
1,PERR,2018,3,-0.87762172
1,PERR,2018,4,-1.27122289
1,PERR,2019,1,-1.51592305
1,PERR,2019,2,-1.7512093
1,PERR,2019,3,-2.01896831
1,PERR,2019,4,-2.32871528
1,PERR,2020,1,-2.49268685
1,PERR,2020,2,-2.98742655
1,PERR,2020,3,-3.97040031
1,PERR,2020,4,-4.49392792
1,UCC,2018,1,-0.04538779
1,UCC,2018,2,-0.58602289
1,UCC,2018,3,-0.70785896
1,UCC,2018,4,-0.78217661
1,UCC,2019,1,-0.50111716
1,UCC,2019,2,0.07380463
1,UCC,2019,3,0.17128103
1,UCC,2019,4,0.16006795
1,UCC,2020,1,0.05166776
1,UCC,2020,2,-0.00607307
1,UCC,2020,3,-0.22587749
1,UCC,2020,4,-0.45055862
1,FXS,2018,1,-0.01525065
1,FXS,2018,2,-0.03634516
1,FXS,2018,3,-0.06987326
1,FXS,2018,4,-0.11258088
1,FXS,2019,1,-0.16193817
1,FXS,2019,2,-0.21720446
1,FXS,2019,3,-0.27537713
1,FXS,2019,4,-0.33600993
1,FXS,2020,1,-0.39736187
1,FXS,2020,2,-0.45916491
1,FXS,2020,3,-0.5214234
1,FXS,2020,4,-0.58464517
1,PSHARE,2018,1,-0.06108442
1,PSHARE,2018,2,-0.58358329
1,PSHARE,2018,3,-1.36990322
1,PSHARE,2018,4,-2.36568432
1,PSHARE,2019,1,-3.39041043
1,PSHARE,2019,2,-4.23289616
1,PSHARE,2019,3,-4.95628088
1,PSHARE,2019,4,-5.51755048
1,PSHARE,2020,1,-5.91113373
1,PSHARE,2020,2,-6.16962687
1,PSHARE,2020,3,-6.32114839
1,PSHARE,2020,4,-6.41565643
1,PLAND,2018,1,-0.00083298
1,PLAND,2018,2,0.02807836
1,PLAND,2018,3,0.05652553
1,PLAND,2018,4,0.09494244
1,PLAND,2019,1,0.13960755
1,PLAND,2019,2,0.19061398
1,PLAND,2019,3,0.24753131
1,PLAND,2019,4,0.30867295
1,PLAND,2020,1,0.37361413
1,PLAND,2020,2,0.4413797
1,PLAND,2020,3,0.5100124
1,PLAND,2020,4,0.57961353
1,M2CD,2018,1,0.75965346
1,M2CD,2018,2,0.70004442
1,M2CD,2018,3,0.68048589
1,M2CD,2018,4,0.60154966
1,M2CD,2019,1,0.58321275
1,M2CD,2019,2,0.5748408
1,M2CD,2019,3,0.58476746
1,M2CD,2019,4,0.62318801
1,M2CD,2020,1,0.68469959
1,M2CD,2020,2,0.74836722
1,M2CD,2020,3,0.83319001
1,M2CD,2020,4,0.89476712
1,BGVATGDPV,2018,1,-0.58997777
1,BGVATGDPV,2018,2,-0.50871663
1,BGVATGDPV,2018,3,-0.42979624
1,BGVATGDPV,2018,4,-0.35934026
1,BGVATGDPV,2019,1,-0.31065148
1,BGVATGDPV,2019,2,-0.34917423
1,BGVATGDPV,2019,3,-0.35983949
1,BGVATGDPV,2019,4,-0.36693936
1,BGVATGDPV,2020,1,-0.36816381
1,BGVATGDPV,2020,2,-0.25345469
1,BGVATGDPV,2020,3,-0.27549695
1,BGVATGDPV,2020,4,-0.28399896
1,SBGVATGDPV,2018,1,-2.228386
1,SBGVATGDPV,2018,2,-2.27547378
1,SBGVATGDPV,2018,3,-2.42857146
1,SBGVATGDPV,2018,4,-2.48694899
1,SBGVATGDPV,2019,1,-2.52467013
1,SBGVATGDPV,2019,2,-2.58061118
1,SBGVATGDPV,2019,3,-2.60530557
1,SBGVATGDPV,2019,4,-2.6963587
1,SBGVATGDPV,2020,1,-2.70113849
1,SBGVATGDPV,2020,2,-3.10258362
1,SBGVATGDPV,2020,3,-3.08547194
1,SBGVATGDPV,2020,4,-3.11803346
1,BCVATGDPV,2018,1,-0.06438585
1,BCVATGDPV,2018,2,-0.09552656
1,BCVATGDPV,2018,3,-0.15568084
1,BCVATGDPV,2018,4,-0.20498906
1,BCVATGDPV,2019,1,-0.2314116
1,BCVATGDPV,2019,2,-0.25371161
1,BCVATGDPV,2019,3,-0.30723762
1,BCVATGDPV,2019,4,-0.36321294
1,BCVATGDPV,2020,1,-0.39460434
1,BCVATGDPV,2020,2,-0.40132372
1,BCVATGDPV,2020,3,-0.4657164
1,BCVATGDPV,2020,4,-0.48107335
1,KFP,2018,1,-0.00142138
1,KFP,2018,2,-0.00449318
1,KFP,2018,3,-0.00884148
1,KFP,2018,4,-0.01587598
1,KFP,2019,1,-0.02701641
1,KFP,2019,2,-0.04355712
1,KFP,2019,3,-0.06626888
1,KFP,2019,4,-0.09198075
1,KFP,2020,1,-0.1219085
1,KFP,2020,2,-0.15200899
1,KFP,2020,3,-0.18333261
1,KFP,2020,4,-0.21559729
1,KHP,2018,1,0.00130127
1,KHP,2018,2,0.00338512
1,KHP,2018,3,0.00770327
1,KHP,2018,4,0.01445301
1,KHP,2019,1,0.02389655
1,KHP,2019,2,0.03697451
1,KHP,2019,3,0.05303899
1,KHP,2019,4,0.07171091
