period,GDP,CP,IHP,IFP,INP,CG,IG,ING,BF,XGS,MGS,KAISA,GDPV,CPV,IHPV,IFPV,INPV,CGV,IGV,INGV,BFV,XGSV,MGSV,NFIV,RTRIV,PTRIV,GNIV,PGDP,PCP,PIHP,PIFP,PCG,PIG,PXGS,PMGS,YWV,YWIV,YOLIV,YIGV,YIEV,YINPV,YICV,NIV,TAXNETV,ENTV,RENTHH,CCAVG,TPIV,TCIV,TCSTV,SUBV,TINCGV,CSSV,TYPV,YDV,BSSV,TYCV,OITAXV,ITAXV,CCAV,TAXV,YIV,YCV,SDV,OTYDV
2001Q4,479927.4,272911.8,25453.3,74594.7,-1116.1,88174.8,39546.8,-24.6,-13943.0,47151.5,61094.5,-5670.3,523941.8,287357.8,23602.1,80422.9,-996.2,92347.0,36750.9,-30.7,4487.9,51977.6,47489.7,8485.3,11979.5,3494.2,532427.0,1.092,1.053,0.927,1.078,1.047,0.929,1.102,0.777,261615.8,226437.52620054755,34936.98642912359,-4191.335,21756.401193372847,248.735,36024.075,369363.0611933728,33984.08996520843,87038.345,2895.115,16737.585726573987,37985.76581952271,12171.194650237077,909.7151968573007,4016.38,46268.18467328719,50474.38123494416,27446.564581730945,291398.6698455572,66216.28627137237,18794.699644670018,24905.224395028596,37986.13424212298,125131.90716115506,84227.39846852394,17565.066193372848,54158.12,3962.3774033490918,-16292.946802512975
2002Q1,480737.2,274487.0,25207.3,73956.7,-3495.9,88206.1,40033.0,-81.5,-12308.7,49303.0,61611.7,-5266.8,525477.0,288391.8,23313.5,79517.7,-3282.1,94541.0,37079.7,-91.3,6006.7,54787.0,48780.3,8289.9,11466.6,3176.7,533766.8,1.093,1.051,0.925,1.075,1.072,0.9259999999999999,1.111,0.792,262478.1,225346.28014501082,36667.96771315501,-3772.7274999999995,21187.077392526313,246.43000000000004,38298.2375,379759.02239252627,34051.70493443874,96880.18,2739.9624999999996,16588.610731683344,37653.07313870841,12108.842484221015,882.9419574999463,3597.4474999999998,48456.871281798725,53644.12954963535,27169.684179810876,292624.79565728176,68650.83264272506,20986.00117021123,24661.41104667641,37653.195488397374,123342.70085095704,85808.88083841949,17414.349892526312,61568.33499999999,-3390.571231880691,-17175.6381485234
2002Q2,484632.7,276748.1,25277.6,72927.1,-2443.7,88525.2,38946.7,-24.4,-10533.3,52916.5,63449.8,-4790.6,524280.1,289726.5,23274.7,77841.0,-2482.2,92491.1,35926.3,-25.9,7528.7,57278.1,49749.5,7452.6,10778.5,3326.0,531732.6,1.082,1.047,0.9209999999999999,1.067,1.045,0.922,1.082,0.784,255567.1,220189.7446453589,35433.21881010002,-3948.91,20684.522641035586,256.6275,39921.705,380309.5926410356,33343.332069614626,104767.965,2982.2875,16616.212423526144,37653.25521111058,12331.338256500565,851.1057005897289,4322.9025,41561.52548135135,50991.27317947508,24453.45092816015,292602.3644665389,69064.92663690589,17076.467976363412,24472.361540395963,37654.80549748626,122151.67253827715,79184.72440200983,16735.612641035586,68085.175,-4060.4681767990696,-17191.165703767387
2002Q3,486155.2,276963.3,25217.7,74123.9,-1522.9,89209.3,38798.0,-65.6,-12265.2,53285.4,65550.6,-4303.4,524149.3,289309.6,23235.8,78635.4,-1520.5,93021.2,35673.8,-50.0,5843.9,55946.8,50102.8,7590.8,11058.2,3467.4,531740.0,1.078,1.045,0.9209999999999999,1.061,1.043,0.919,1.05,0.764,257539.3,221385.06551858038,36587.91434336308,-4118.1275000000005,20840.703942010918,262.1725,38324.9175,373953.2289420109,34678.099121128944,96551.205,2877.975,16640.057068275302,38125.634943424215,12284.270479043797,853.4518051598102,3417.545,41875.47092212274,52872.92086098291,24787.968894725564,290769.020955474,68600.63646949216,17087.342784686694,24987.30341752435,38125.02570172795,121239.89095652943,80000.33738114021,16722.57644201092,61366.435,1839.4993997316924,-16875.647200320615
2002Q4,487507.2,276311.5,24894.5,74180.2,490.3,89070.3,38217.9,-171.5,-11394.8,55126.7,66521.5,-4091.1,524429.0,287920.5,22894.3,78430.7,318.7,92770.1,35100.0,-156.8,7151.5,59592.6,52441.1,7208.5,10584.0,3375.5,531637.6,1.0759999999999998,1.042,0.92,1.057,1.042,0.9179999999999999,1.081,0.7879999999999999,255256.6,220597.44957965426,34605.912627395046,-3827.64,19601.02343978468,250.48499999999999,37505.057499999995,371008.88343978464,34506.45729312333,96911.81749999999,2816.5975000000003,16645.226165104446,37634.70924715687,12165.684932342467,820.0725060583443,3117.785,41712.273460851065,49507.36926035774,24682.211755379405,291026.809471798,69897.8371307546,16985.309868204607,24650.6564295018,37636.41386790261,120702.38443071974,79303.93549148663,15773.38343978468,62473.8425,5407.603261592973,-17044.12758300407
2003Q1,487811.8,277463.0,24752.8,74469.2,-471.7,89547.1,36976.9,-72.2,-11134.2,55865.6,66999.8,-3719.0,521381.5,288521.1,22768.8,78088.4,-352.8,92642.3,33995.4,-67.7,5786.2,58664.0,52877.9,7803.3,10987.5,3184.1,529184.9,1.069,1.04,0.92,1.0490000000000002,1.035,0.919,1.05,0.789,259737.5,221741.89757410152,37418.00304427927,-2981.7525000000005,18554.372209803532,232.115,37908.5625,371972.24970980355,32735.958608414585,93570.85999999999,2859.155,16687.39022313773,37698.16224430561,12235.722469113996,817.0202681468156,4849.555,40807.892464133525,54593.22793853575,24110.995203321807,286301.4116379289,66994.39202378072,16781.17579588794,24644.098719366946,37696.84145662776,120635.48529955934,78589.01245583751,15572.619709803532,58753.56749999998,3729.778534009354,-18189.191953797825
2003Q2,491165.7,276969.3,24890.7,75611.8,-651.9,90342.3,37123.2,74.6,-8770.3,55995.3,64765.6,-4424.1,524563.6,286838.0,22840.0,78712.7,-784.0,94409.0,33998.7,71.2,8478.1,58917.0,50439.0,8031.4,10999.4,2968.0,532595.1,1.068,1.036,0.9179999999999999,1.041,1.045,0.9159999999999999,1.052,0.779,255306.2,220612.77241299744,34904.73114219414,-3863.4774999999995,19731.134050588535,264.5575,38837.2725,376016.4915505886,34097.18450464953,101927.625,2650.4525000000003,16697.484999021446,37244.79246471882,12020.529835155754,837.4593688891891,3149.8125,41803.5500953313,52302.30872511888,24092.85072766131,288692.2054435214,65858.73775860592,17741.587132119843,24386.78324060864,37244.77244465359,120550.09010554555,79079.21030443473,15867.656550588536,66005.3625,1933.458399212279,-14645.97941289295
2003Q3,492613.6,276842.6,25391.4,74433.4,1815.8,90678.5,36094.9,-98.3,-8349.9,57994.6,66344.5,-4194.8,524354.9,286262.8,23400.9,77186.4,1672.9,93875.5,33106.9,-86.0,8935.3,60549.8,51614.5,9530.1,12390.6,2860.5,533885.1,1.064,1.034,0.922,1.037,1.035,0.917,1.044,0.778,252406.8,217845.81459477905,34655.863925547514,-3455.2475,18805.73031600386,248.56500000000003,39594.7075,382312.7053160039,33078.25657898976,111687.6675,2619.19,16709.017211299557,36776.795461996575,11972.669974108645,837.4824979552884,3709.5924999999997,41239.56344860343,52046.83806965071,23461.475063387756,287306.8929235406,66594.96993126182,17810.93557934913,23965.85958339286,36776.01205545679,120535.63698900108,78048.42269819367,15350.482816003861,74960.715,-2029.761860461731,-14587.001690686564
2003Q4,497973.7,280604.6,25070.6,77427.0,-705.4,91066.1,35257.8,-393.6,-6903.1,60959.1,67862.2,-3450.3,526386.4,289330.5,23008.6,79970.6,-879.3,92644.3,32320.3,-315.8,10307.4,61932.4,51625.0,8474.3,11202.1,2727.8,534860.7,1.057,1.031,0.9179999999999999,1.033,1.0170000000000001,0.917,1.016,0.7609999999999999,253617.4,218368.36632500504,35495.541080061754,-3240.865,19025.697591591772,262.9575,41864.77250000001,386730.4850915918,32101.311697878504,114402.69499999998,2662.6,16727.624037998845,37224.97304592038,12194.06970590838,846.1302992935119,5173.6775,40523.54248283468,54007.939378859395,22812.532505441748,289066.7781942707,66642.31820094596,17698.475243624776,24186.22377187859,37226.42377708048,120515.58945684863,77737.431526147,15784.832591591772,75463.47999999998,-4438.120825520891,-15262.938213965914
2004Q1,501630.7,280476.3,25345.3,77359.4,2902.6,91484.2,33609.4,-341.2,-5973.3,63965.8,69939.1,-3232.0,529333.5,289328.3,23334.9,79463.7,2771.6,93253.2,30911.2,-326.4,10597.1,64858.6,54261.4,9488.4,12197.3,2708.9,538821.8,1.055,1.032,0.9209999999999999,1.0270000000000001,1.0190000000000001,0.92,1.014,0.7759999999999999,253986.7,220247.77628773704,33028.458840481784,-3260.9025,18883.71592814319,259.7025,39523.6675,382384.4184281432,33676.95661552623,109749.1175,2766.085,16765.61732895602,37310.25992788159,12227.221509889872,858.6741172580201,3610.2999999999997,38908.72892118653,49353.85443063345,22405.272920125302,291629.9142550955,66319.9331182845,16567.52472353007,24225.12183884469,37311.01746599258,120536.50489885529,76283.81510964796,15622.813428143189,73251.23749999999,2200.2592070089304,-15324.974940573506
2004Q2,501713.3,280911.6,25841.2,77084.9,1227.2,91094.4,33436.2,63.4,-5052.8,66067.0,71119.9,-2892.8,527682.0,289052.4,23766.8,79091.3,768.4,93501.3,30710.1,97.4,10694.4,67356.1,56661.8,10201.8,13111.9,2910.0,537883.9,1.052,1.0290000000000001,0.92,1.026,1.026,0.9179999999999999,1.02,0.797,256082.8,222105.90420508984,34397.953501306736,-2356.2225,18157.764785605228,264.9325,37917.05,385363.7597856052,33213.44710362849,110589.94,2624.545,16781.306598601408,37489.90058688324,12496.23288653324,855.0790558257686,4296.195,44194.90122594115,52066.79300204103,24683.201557993198,290587.4581978176,68290.13317639554,19575.694894372697,24136.86492975246,37488.17687211147,120356.99162611997,81747.07332447736,15801.542285605228,75562.3675,-1028.9332838365808,-13110.295204148919
2004Q3,504781.9,283004.2,25917.8,78066.1,2130.5,91479.3,32803.0,54.6,-6043.0,66636.9,72679.9,-2630.5,530491.2,290762.9,23863.0,79950.4,1874.9,93854.7,30200.3,88.9,9896.2,68726.8,58830.7,10478.0,13614.8,3136.8,540969.2,1.051,1.0270000000000001,0.9209999999999999,1.024,1.026,0.9209999999999999,1.031,0.809,256595.1,222540.24332923238,34057.6606563903,-2602.3175,17432.514318709254,246.1275,38671.3825,386544.20681870927,34615.80447319521,112094.545,2778.2375,16798.678353842544,37709.20449108542,12667.76447148174,852.7595843213379,3066.6624999999995,43271.09862364402,52010.94628462955,23489.777153655003,291688.79513506085,68126.11546161924,19787.57342848184,24188.75709994526,37709.28115574834,120029.59367800625,80986.63173788518,14830.196818709253,76447.52750000001,-247.21915246394929,-13635.593706983083
2004Q4,503801.8,281502.4,25951.5,79785.2,1890.6,91491.7,32392.4,152.8,-7343.6,67514.9,74858.5,-2021.2,529869.7,289411.8,23911.2,81412.0,1503.3,94387.0,29918.0,186.8,9139.6,69550.9,60411.4,10923.2,14238.1,3314.8,540792.9,1.052,1.028,0.9209999999999999,1.02,1.032,0.924,1.03,0.807,256488.9,221581.08817062931,34947.64810421909,-2057.54,19061.36650410786,309.89250000000004,38124.125,387657.42400410783,34285.16420781153,111117.96499999998,2736.84,16824.364064683446,37459.16862602946,12580.535522824224,869.1441163390673,3181.0350000000003,43977.56311564663,53716.00495489168,24029.274086760728,289634.79353143973,67187.0848093116,19934.14035027808,24010.107049931747,37459.78668909504,119620.90076351486,81423.20112613385,17003.82650410786,76040.57249999998,-764.1764567177743,-13481.403740327281
2005Q1,506396.9,283190.3,25561.5,81795.3,1172.3,92379.8,31691.4,188.0,-7514.2,66836.6,74350.7,-2067.6,529898.7,290130.5,23518.1,83434.1,1338.7,94139.6,29288.3,160.8,7888.5,68306.0,60417.5,10423.9,14358.2,3934.3,540322.6,1.046,1.025,0.92,1.02,1.0190000000000001,0.924,1.022,0.813,257423.3,223445.61438136513,33494.56272106557,-2143.34,18499.276742163966,275.1,39805.3275,395104.136742164,34516.99390952872,118541.4925,2508.3075,16843.970155083505,37322.690613999504,12562.109267743244,871.3096038742017,2831.3424999999997,44392.468574652696,51428.02758413218,24507.596860583715,293559.1968636508,67317.19776011244,19950.081429323847,23890.46516448006,37323.88403609751,118947.72984558366,81781.56232600508,16355.936742163965,81519.5725,-8221.808123845141,-13550.280693909735
2005Q2,510351.6,285027.7,25351.1,84634.3,1303.5,91985.7,29701.2,-19.2,-5972.8,69715.9,75688.7,-1659.9,531382.4,290987.3,23394.7,86358.1,1111.8,94414.3,27516.8,-2.5,7601.9,71579.0,63977.1,11660.9,15806.4,4145.5,543043.3,1.041,1.021,0.9229999999999999,1.02,1.026,0.9259999999999999,1.0270000000000001,0.845,259504.0,225522.98909663263,34074.31988839027,-861.0749999999999,19384.693814928396,320.78999999999996,38029.09,386987.9288149284,34780.83118177709,105850.2175,2789.3025,16865.79708492305,37935.601774483024,12979.176288923985,898.2944438229846,3129.7325,46611.73459498231,53053.34365042933,24077.751174851914,293981.64497734484,66374.29371805913,22604.95065628063,24058.82762763909,37936.29836038606,118912.41184699022,84619.0001915186,18523.618814928395,70931.22,2336.393477695354,-12179.337730361498
2005Q3,515527.7,287711.4,25870.6,86517.3,772.5,91822.4,30166.2,17.7,-5947.6,71897.6,77845.2,-1402.8,534648.1,293087.4,23863.0,88052.4,711.8,94459.1,28069.8,24.6,6380.1,74522.6,68142.5,12356.7,16545.1,4188.3,547004.8,1.037,1.0190000000000001,0.922,1.018,1.0290000000000001,0.9309999999999999,1.037,0.875,261190.4,227035.98520203718,34264.12160034519,-639.2800000000002,20768.894428688687,358.17,36306.3325,387578.5494286887,34439.23103464375,103379.79499999998,2520.57,16890.468751875436,38308.893968556134,13152.979928667824,932.8156409171737,3856.0899999999997,48180.03730263317,53449.8928668017,24979.330502212553,293975.5013214936,66744.80206035227,23210.599832996264,24222.830144120493,38308.62571370549,119326.6618897867,86498.55604891431,20129.61442868869,69952.2025,5647.052967819094,-12605.704298533092
2005Q4,516420.3,287798.4,26146.1,85113.2,461.2,92235.6,29551.3,-2.6,-3511.6,74401.0,77912.6,-1371.3,534653.6,293190.9,24217.4,86856.2,107.9,94744.4,27565.0,39.0,7933.0,79521.4,71588.4,13262.9,18002.4,4739.5,547916.5,1.035,1.0190000000000001,0.9259999999999999,1.02,1.0270000000000001,0.9329999999999999,1.069,0.919,263139.6,228864.545944668,34372.98231019518,-593.9074999999998,17722.632079856638,293.7325,37562.5825,391647.0370798566,35282.7929504585,108611.41499999998,2473.565,16928.896530077855,38031.618163502426,13124.884395827621,928.0780725160234,2749.7375,49565.99952511154,53856.61692573871,25804.388891520994,293930.8038626184,66464.23342671855,23796.68228675173,23976.255913196692,38029.21838154034,120169.92813358518,87630.28955981307,17128.724579856636,73816.12999999999,820.0539050178486,-11297.238326697145
2006Q1,517213.6,288806.6,25895.8,84756.6,-232.0,91970.0,30333.1,32.5,-3180.1,76112.0,79292.2,-1168.9,534493.2,295073.0,24040.3,86659.1,-199.1,94268.9,28464.6,27.6,6158.9,81037.6,74878.7,14010.9,19170.8,5159.9,548504.1,1.033,1.022,0.9279999999999999,1.022,1.025,0.938,1.065,0.9440000000000001,263189.4,228557.52337151932,34432.486575957126,-210.39499999999998,20080.93311221543,330.7825,36276.72,385985.0481122155,35596.55117636479,99971.69749999998,2622.63,16980.391766581182,38120.215119344146,13252.41267065991,959.955818415562,2583.6074999999996,49492.386598405705,54054.824545460775,25920.029652967467,294088.20058053953,67647.49057008351,23507.625500505772,23909.39567453244,38121.76416360791,121674.78748750953,87549.41931708116,19870.53811221543,66648.38999999998,5306.107736667036,-13131.488903331221
2006Q2,518061.9,288474.0,25833.0,86146.3,-83.7,92402.3,29169.8,-24.6,-2961.0,77394.2,80355.2,-894.2,534124.3,294226.9,24099.0,88077.4,-218.0,94285.7,27410.4,-38.6,6281.5,82096.7,75815.2,13879.3,19413.5,5534.2,548003.6,1.031,1.02,0.9329999999999999,1.022,1.02,0.94,1.061,0.9440000000000001,264611.0,229565.49119675875,35075.81039064863,-142.9275,22087.204474984832,370.6525,37778.192500000005,390253.03447498486,34835.12961122722,100867.98499999999,2459.1200000000003,17018.865218558494,38074.31870933148,13098.194807199034,955.0441073199092,3214.0649999999996,49664.994072549176,55017.054911373474,24326.83031540864,299345.609998319,67693.18915518161,25519.680314196237,24020.92367342388,38074.162587942825,122729.65135765422,87920.67321754771,21944.27697498483,65919.56499999997,160.81657941808226,-13480.090905065357
2006Q3,517025.7,286233.2,25888.1,86302.0,759.3,92454.3,27582.4,43.8,-1496.8,78812.0,80308.7,-740.7,532372.8,292513.2,24260.0,88166.5,601.8,94094.6,26048.8,23.4,6664.5,85045.6,78381.1,14500.2,20181.1,5681.0,546873.0,1.03,1.022,0.937,1.022,1.018,0.9440000000000001,1.079,0.976,265455.0,229772.0746541139,35257.646869157266,122.96749999999997,22229.77793161681,374.4275,37662.655,395456.7729316168,34059.731419170465,104640.325,2634.275,17049.34382858873,37369.51691117081,12951.323450422346,946.2476809711932,3301.6025,55149.537549880995,55357.496441548254,28774.79027611909,295816.0055353511,67827.14832495127,26360.869113863628,23472.332745365395,37369.90387675894,123561.76226461324,92505.56326674165,22352.745431616808,69986.3725,-6213.836572988948,-13226.28900354961
2006Q4,523952.4,290579.4,25808.4,87879.2,650.0,92401.2,28009.4,-10.4,-499.0,79749.5,80248.4,-865.8,539689.6,296145.3,24335.6,89801.9,669.4,93938.1,26414.6,-32.2,8417.0,86695.3,78278.3,15328.1,21638.3,6310.3,555017.7,1.03,1.0190000000000001,0.943,1.022,1.0170000000000001,0.943,1.087,0.975,267070.3,232002.16853339033,35373.107440220156,-324.0775,23850.0769669854,385.9025,36487.56,395787.6694669854,35173.67213935157,102206.81499999999,2598.6525,17038.146143354683,37884.544598440865,13198.733731983002,941.0390027680139,2696.3374999999996,51771.10249848726,55747.69057473363,25810.39718356054,301684.8232274312,68451.16352213632,26124.30057860775,23742.064260628482,37881.8369953795,124134.94176187484,89816.53475754778,23525.999466985402,68703.80999999998,-90.41072423971491,-12616.189503396337
2007Q1,527420.4,290822.6,25423.2,88204.1,2414.4,92930.9,27795.0,-108.7,663.0,81661.4,80998.4,-724.0,541888.3,295644.2,24124.8,89957.2,2405.0,94045.3,26352.9,-55.7,9414.6,89792.0,80377.4,16363.6,23077.0,6713.4,558251.9,1.0270000000000001,1.0170000000000001,0.9490000000000001,1.02,1.012,0.948,1.1,0.992,265718.6,230311.25501347522,35011.28516168081,-481.8799999999999,25259.393082730778,438.215,36469.8075,400613.7805827307,34873.88646639614,107328.49749999998,2350.955,17090.044373070163,37656.35765849389,13119.270280649636,949.3394187638539,2809.21,54336.59363335844,55443.97319442517,27107.402246849204,300960.258107056,68824.15609733682,26709.36463730708,23589.791769742074,37658.401469155564,124317.75915954301,91475.16835331185,24777.513082730777,73647.85999999997,-1528.831211429264,-12760.323131737125
2007Q2,527668.1,292397.2,24990.7,87221.4,1000.6,93780.7,27145.1,139.7,1361.3,83650.1,82288.8,-368.6,542272.4,297222.4,23840.2,89122.8,1044.5,95366.2,25802.1,137.9,9736.3,93531.6,83795.3,17109.7,23374.7,6265.0,559382.1,1.028,1.0170000000000001,0.9540000000000001,1.022,1.0170000000000001,0.951,1.1179999999999999,1.018,267120.4,232356.2265826458,35488.95073103384,-707.415,23686.210517854135,395.12,35543.6325,397371.9130178542,34255.22618567696,104245.94499999999,2631.6525,17092.27283322805,37520.69150559492,12843.55158825898,938.9296090321702,3230.9275,55829.60097713321,56611.94025365819,28874.920049789336,298752.40388476505,69164.9109627261,27280.84889160545,23738.722644833582,37521.203842124734,124808.9181444559,93676.97278351951,22978.795517854134,71729.08499999999,2910.9924955652095,-11275.889792367641
2007Q3,524805.2,289536.9,22953.6,86152.2,1663.7,93632.9,26755.7,46.5,4174.1,85699.2,81525.0,-110.5,536672.9,294267.2,21909.7,87921.7,1397.7,94810.1,25502.6,42.8,10821.2,94376.6,83555.4,15352.5,23395.1,8042.6,552025.4,1.023,1.016,0.955,1.021,1.013,0.953,1.101,1.025,266226.1,230182.74584201703,35480.58635612419,-1019.6975000000002,24151.960753839867,402.7475,36600.89,395937.81075383985,35185.46040636681,103784.18,2392.52,17092.648816843735,37338.72555135835,12687.46209183182,917.7134431236245,2210.7924999999996,53998.72188427092,56526.606909928334,27409.988724925606,300068.73098917323,69423.8472138213,26620.293861282065,23732.357226182903,37337.53276113835,125478.48330532154,91367.81534734601,23132.26325383987,69978.5575,-4517.634320299723,-12397.47134363401
2007Q4,527030.6,290005.8,20426.0,86066.4,2968.0,94378.6,27316.4,74.5,5617.6,88179.0,82561.4,177.4,536450.9,295777.7,19576.1,87928.6,2938.4,96011.2,26188.4,63.5,7967.0,95221.8,87254.8,17169.4,24275.9,7106.6,553620.2,1.018,1.02,0.958,1.022,1.0170000000000001,0.9590000000000001,1.08,1.057,267654.9,232159.74765530022,35615.38350318684,-903.0775,25263.487029598404,389.9275,36297.817500000005,388776.7045295984,34539.97801946619,94010.45249999998,2361.015,17083.813160428504,37336.87783908031,12835.189590935961,946.41721761764,2776.0575,55764.914615447226,56986.808783744265,29498.94065785152,300760.1848453939,69821.54104473293,26375.512351884572,23553.58807849874,37335.19488705234,126309.62773084156,93209.64789678843,24360.409529598404,60463.57749999998,3974.8303525077063,-11791.81128734164
2008Q1,528892.3,291303.0,21061.9,86763.9,1665.5,94446.3,26632.8,89.2,6633.1,90378.4,83745.3,296.6,537465.2,298082.9,20310.1,88863.5,1660.0,96011.1,25736.5,170.8,6630.3,95201.0,88570.7,16630.5,22794.2,6163.7,554095.7,1.016,1.023,0.9640000000000001,1.024,1.0170000000000001,0.966,1.053,1.058,267670.2,231463.44572585143,35850.32144264945,-1483.94,25486.321696264706,434.43999999999994,35700.2575,399450.6316962647,34867.51072598532,104818.295,2525.315,17403.679108994846,37623.855612127765,12993.533851753664,960.7754520369356,2797.075,55578.277278463975,57209.503815535194,28898.453060115335,300769.58023701294,69426.25239936118,26232.07970144021,23671.249367782253,37625.55867157286,127493.09847813276,92756.0914331284,24002.381696264707,72077.79250000001,-7676.51384597033,-11405.494482962415
2008Q2,525891.4,287974.2,21924.7,85371.0,4360.8,93189.0,25694.7,-40.8,7230.1,88622.0,81391.9,187.8,533928.5,294964.8,21443.5,87913.5,4704.7,95009.2,25112.8,-39.3,4819.2,95617.3,90798.1,13147.4,19175.1,6027.7,547075.8,1.015,1.024,0.978,1.03,1.02,0.977,1.079,1.1159999999999999,269467.1,233862.44015242,36149.31205164585,-1660.905,22967.265274781934,350.46750000000003,35541.854999999996,386652.3202747819,33749.43391935493,93288.0325,2240.36,17398.34461313321,36459.039206226465,12699.909621201268,970.7485864703285,2697.765,50543.784177400856,57964.87167152364,29087.447748341638,299445.33155579306,69356.81035810744,21432.005466454142,22790.583730665294,36461.24193833689,128110.65201343977,86980.69515313266,21306.360274781935,60337.005000000005,-1450.5492265585344,-10835.379657230922
2008Q3,519335.3,287111.6,22471.0,84001.1,-286.6,93177.7,25615.5,-42.5,7047.9,88668.9,81620.9,239.5,523412.6,295543.8,22172.9,86788.2,-867.8,94323.6,25373.4,-87.7,166.1,98423.8,98257.7,13997.9,19587.1,5589.2,537410.5,1.008,1.0290000000000001,0.987,1.033,1.012,0.991,1.11,1.204,266517.9,230273.78000236079,35834.21634812105,-1867.7374999999997,23696.944329224538,357.8875,34973.74,373124.3743292245,33919.40173256071,82091.56249999999,2327.8175,17391.301449691095,36584.951382173196,12729.030107178442,936.5555524670663,2688.0899999999997,48046.24879611498,57516.00198854501,27120.073560706176,298404.40782022814,70064.82230322881,20851.057292522488,22919.14585985635,36584.73151950186,128349.56756415774,84555.86237273052,21829.20682922454,49803.52749999998,2039.9165871158475,-12212.923262974015
2008Q4,506486.2,282699.1,22258.6,81265.3,7081.2,93595.8,25559.2,52.0,-5614.5,77470.9,83085.4,-410.6,516572.2,288417.6,21842.5,83141.2,6696.2,95321.8,25078.7,100.2,-4026.0,75497.8,79523.9,12487.7,17740.0,5252.3,529059.9,1.02,1.02,0.981,1.023,1.018,0.981,0.975,0.9570000000000001,264885.7,229104.84420206997,35903.419964945235,-1673.7,23088.843382139432,372.28499999999997,33450.24,357987.1133821395,33781.76784365581,68889.6225,2424.3625,17375.82126281177,36262.91292734926,12293.798393782467,874.9639847627673,2472.43,48385.41387548614,57776.79220882329,27880.51582460266,295848.4267451463,70787.95008844876,20515.163496023495,23097.257814346474,36266.02019289171,128178.69846533769,84661.69951351786,21415.14338213943,38236.030000000006,9100.497959631146,-10706.998692016
2009Q1,482133.8,281378.7,20328.5,76332.6,-3458.8,93943.3,26351.7,-92.3,-12025.8,57718.7,69744.5,-624.0,492223.2,284234.8,19740.2,77026.8,-4743.7,94712.2,25479.0,-59.1,-4167.1,53435.9,57603.0,11625.5,16106.8,4481.3,503848.7,1.021,1.01,0.971,1.0090000000000001,1.008,0.9670000000000001,0.9259999999999999,0.826,259769.2,224440.73582309062,35371.89982859181,-1766.9100000000003,20328.11612143618,315.07750000000004,36920.042499999996,339222.5861214362,32757.836280107906,58038.5275,2538.575,16834.818173371452,35668.96455568578,12076.728793189704,751.0229979863033,2890.03,46924.79229405343,56923.0353204254,27485.07143101763,293205.37275699707,72436.41620111089,19579.859043141034,22837.052526486576,35664.80431766258,127466.76948208669,82729.73479182125,18561.20612143618,23972.1375,4384.570078814519,-11840.295314106916
2009Q2,491599.0,283832.4,18338.8,73967.1,-4341.9,95242.2,28352.0,7.8,-3654.3,62988.5,66642.9,-145.0,498076.7,285317.8,17567.4,73935.7,-4475.5,95395.0,26978.5,23.2,3334.7,59164.6,55829.9,13061.3,17029.7,3968.4,511138.1,1.013,1.005,0.958,1.0,1.002,0.9520000000000001,0.9390000000000001,0.838,252759.4,218442.4772109796,34218.546850126906,-2319.12,21912.48547942486,332.53999999999996,36683.945,346830.27797942486,32649.487019487766,71776.58499999999,2368.3875,16823.01615866631,35608.381083540815,12178.48769922188,707.8322486002052,2983.6575,39711.312576397686,55098.72771340455,25522.81303187169,294784.4751456341,73560.0349217005,13794.607025452715,22721.60839999807,35607.928347820154,126831.96210172803,74925.34840514456,19593.36547942486,37793.56749999999,4851.48907102691,-9509.849510215048
2009Q3,491380.6,285929.4,17066.2,71962.2,-6347.8,96216.2,27875.7,4.6,-1149.2,69065.5,70214.7,-176.8,493716.2,285362.9,16218.6,71460.6,-5960.5,96367.6,26353.3,49.5,3864.2,64721.8,60857.7,12446.4,16301.5,3855.1,506162.7,1.005,0.998,0.95,0.993,1.002,0.945,0.937,0.867,252962.2,218919.06513773894,34229.010327837575,-2342.1525,20930.64574580914,312.0625,34844.005,352535.7657458092,30140.01828482049,78135.615,2537.395,16809.736027537896,35214.74585061495,12128.587149334611,726.1030707294184,5023.0824999999995,39242.60916462494,55428.30519667607,25758.00592311563,292575.83895927906,74147.58535552556,13455.133273205502,22358.914346970807,35213.60456703484,126146.44076480034,74426.74376335597,18588.49324580914,46141.067500000005,-2710.1285776443547,-9122.286022263928
2009Q4,497444.3,287739.1,16549.2,71283.8,-4967.1,96435.0,28256.8,28.6,2248.2,74003.9,71755.7,-129.3,496190.7,285837.9,15688.9,70659.4,-4793.2,96451.9,26688.1,38.0,5619.6,68473.6,62853.9,12379.2,15954.8,3575.6,508569.9,0.997,0.993,0.948,0.991,1.0,0.9440000000000001,0.925,0.8759999999999999,251912.8,217464.38533600216,34305.55264821754,-2672.2400000000002,21257.857140010925,328.44,36955.6925,359171.5871400109,32718.523327899253,85786.165,2558.565,16789.04044815423,35465.412301501354,12255.351757749402,733.595688853565,2743.3275,38726.0099506385,55613.0650708013,25351.692340780795,293374.4277357637,74615.37412324126,13199.878901281067,22479.877109909896,35468.82455651286,125488.65315860679,74020.39579857473,18585.617140010923,51717.4775,-8815.837355130527,-10402.53861590632
