period,GDP,CP,IHP,IFP,INP,CG,IG,ING,BF,XGS,MGS,KAISA,GDPV,CPV,IHPV,IFPV,INPV,CGV,IGV,INGV,BFV,XGSV,MGSV,NFIV,RTRIV,PTRIV,GNIV,PGDP,PCP,PIHP,PIFP,PCG,PIG,PXGS,PMGS,YWV,YWIV,YOLIV,YIGV,YIEV,YINPV,YICV,NIV,TAXNETV,ENTV,RENTHH,CCAVG,TPIV,TCIV,TCSTV,SUBV,TINCGV,CSSV,TYPV,YDV,BSSV,TYCV,OITAXV,ITAXV,CCAV,TAXV,YIV,YCV,SDV,OTYDV
1999Q1,467409.3,261989.1,25239.8,73232.5,-3512.9,80735.6,48484.3,-88.0,-10892.5,44707.8,55600.4,-7778.5,529128.3,285241.4,23854.5,83194.4,-3543.9,85294.5,46350.3,-75.8,8812.9,50677.5,41864.7,5558.9,10613.5,5054.5,534687.3,1.1320000000000001,1.089,0.945,1.136,1.056,0.956,1.1340000000000001,0.753,270750.2,237180.76797066056,33455.77226654496,-6744.502499999999,31130.75025139941,387.5525,34751.0375,372148.9202513994,34145.65936504567,73530.97499999999,3093.945,16159.489223699176,39342.570588844545,13037.0602819721,917.2253103976858,5163.852500000001,50166.32241660045,49458.13366610865,27415.175901579485,304251.65386050224,60454.39308980912,22405.003405547224,25499.482854417634,39453.76844678742,122488.34881007577,89273.94775391414,24386.247751399413,42261.43499999999,5760.0149917374365,-15961.41741301812
1999Q2,469175.1,262250.2,26877.7,73817.0,-3777.3,81531.9,47688.7,-7.6,-11523.6,45110.8,56634.4,-7681.9,529036.8,285076.4,25398.0,83338.5,-3852.9,85849.0,45347.4,-5.3,7885.7,51698.9,43813.2,6702.7,10903.4,4200.7,535739.5,1.128,1.087,0.945,1.129,1.053,0.951,1.146,0.774,268948.3,235315.6484710607,33659.29966025933,-6190.0725,30917.826538747722,395.0299999999999,39114.7825,379247.8615387477,35195.147112087296,82056.3,3120.4775000000004,16244.22445274113,39349.37107351095,12431.05158005683,885.0605433494271,4109.735,44179.46847573576,49639.76660328005,24938.196199940132,310920.15129274625,61258.68571082229,19313.258455229105,25955.869689621537,39271.98181302779,122001.68057230389,83523.43646819703,24727.75403874772,46457.025,-672.2889240793302,-14741.48065360362
1999Q3,471675.4,264067.4,27140.0,73391.8,-3443.1,82477.7,46226.8,-9.8,-11020.1,47048.8,58068.9,-7155.3,528558.5,286693.5,25682.1,82693.4,-3378.7,85564.9,43954.1,1.8,7347.3,52189.4,44842.1,6719.6,10584.4,3864.7,535278.1,1.121,1.0859999999999999,0.946,1.127,1.037,0.951,1.109,0.772,269206.2,235216.33147538378,33999.56593694923,-6607.1125,29534.891891493564,383.78249999999997,39477.1675,378221.2093914936,35450.79796156861,82893.68000000001,2809.7675,16317.06328509413,39422.80208562601,12797.456938243311,862.6083015261893,3951.0924999999997,45842.50904466111,49987.7076733884,26739.513253992234,308296.76999217074,62059.23198211754,19092.922907582757,25735.74006965405,39395.80530942355,121790.44904329717,85228.24147099855,22927.779391493565,46610.06250000001,-178.2712442142656,-15253.500454059686
1999Q4,471846.4,264799.2,26009.4,74183.8,-3570.0,82803.7,46011.9,-387.8,-11687.1,48122.7,59809.8,-6316.6,527843.9,286587.4,24526.2,83358.3,-3515.4,85918.0,43681.0,-337.2,7625.5,52769.2,45143.7,7093.2,10836.1,3742.9,534937.0,1.119,1.082,0.943,1.124,1.038,0.9490000000000001,1.097,0.755,269228.1,235389.10062752434,33893.41207668307,-6347.1900000000005,29670.555731951506,396.5875,40212.7525,382164.88823195145,35947.95037681503,86518.7425,2698.0924999999997,16329.596143843659,39480.66380681091,13048.884742555088,861.1502445618248,3487.5950000000003,44129.18436004198,49955.221182689325,25623.74521994551,310768.3163150544,63425.682753617126,18506.46570513298,25595.351651231897,39505.386638348806,121908.99820018384,83635.59756342729,23323.365731951504,49400.66999999999,-5154.578070484102,-16189.808267879358
2000Q1,479857.5,266285.3,26274.5,76969.7,-1610.0,83856.7,43485.3,179.8,-9119.8,50708.3,59828.1,-6464.1,535117.1,287771.9,24882.7,86691.9,-1606.9,87357.6,41478.0,152.0,8389.9,54638.7,46248.7,6781.8,11235.7,4453.9,541898.9,1.115,1.081,0.9470000000000001,1.126,1.042,0.9540000000000001,1.078,0.773,269367.8,236098.92404833066,33021.94360505208,-6515.4375,27225.505581108893,358.32500000000005,40271.455,375536.1105811089,33736.67685874938,82286.57499999998,2813.3424999999997,16614.776845551518,39582.943633526076,13238.420539743742,845.0900696904222,5748.1475,45323.49079796878,48825.29076276957,26224.908543963866,307981.6693567116,61578.12380372118,19110.751099433674,25529.346341226974,39612.85695066114,122429.75787962283,84948.51659405867,20710.068081108893,45186.78749999998,10068.322088607063,-15411.015721385018
2000Q2,482130.7,265904.6,26955.1,75878.9,1321.9,84866.8,43188.5,40.0,-9887.5,52332.5,62220.0,-6137.5,535390.4,286383.8,25384.3,84798.8,1202.1,88273.7,41058.0,39.3,8250.4,55494.4,47244.0,8189.0,12037.8,3848.8,543579.4,1.11,1.077,0.9420000000000001,1.1179999999999999,1.04,0.951,1.06,0.759,269022.1,236616.92564791327,32785.621693129215,-6744.9075,29878.704307506534,374.755,38086.4775,383137.6718075065,34260.22395402495,87929.3475,2677.6725,16647.607031564665,38389.002445841135,12101.991710449245,857.2430692521714,4135.43,50222.36336354493,49398.3831512582,29075.980747611382,305879.0220212438,61618.06782236296,21130.245590311944,25415.795840538653,38375.03062024007,123077.36453825988,88581.2569581634,23133.796807506533,52895.2975,3124.7630339936004,-14251.963709756033
2000Q3,482254.0,266396.7,26428.3,78476.9,-1031.7,85490.9,42388.0,-47.8,-10673.8,53199.0,63872.8,-5173.6,534405.7,286309.4,24993.0,87439.4,-1154.2,89286.3,40311.0,-35.2,7256.0,56544.6,49288.6,8087.7,12067.0,3979.2,542493.4,1.1079999999999999,1.075,0.946,1.114,1.044,0.951,1.063,0.772,269976.0,236801.58604475405,33221.53523409163,-6588.1725,27914.190835239537,352.34,37282.6,391896.65583523957,33891.13920787196,97556.945,2685.3525,16677.230588596864,38393.07348989462,12220.963811466074,858.5047742013151,4528.092500000001,48819.17308297959,50131.03464703748,28210.08028597839,305561.9115422872,62949.12363541709,20617.05198893974,25309.60772011744,38389.07630578483,123915.82611609643,87216.20858070295,21326.018335239536,63312.037500000006,-7180.065757120843,-14218.88799535355
2000Q4,486940.9,269680.9,26973.2,80839.1,268.1,86040.0,41065.0,-73.5,-13228.8,52968.2,66197.0,-4623.1,537833.2,288780.7,25376.4,89570.0,160.6,89542.7,38840.0,-68.4,5631.2,57596.3,51965.1,8097.6,12486.9,4389.3,545930.8,1.105,1.071,0.941,1.1079999999999999,1.041,0.946,1.087,0.785,271706.7,237842.66434878332,33847.969729538796,-6156.6675,27167.287595870486,331.235,37882.815,392246.88759587053,34356.64107182803,96466.1325,2732.2,16690.642582040313,38537.82678732669,12467.215606444262,890.2591785287967,4190.02,51541.70016904115,50763.152550301726,30821.208817802122,304161.0662625555,63680.80329208579,20607.82268875436,25183.169281764585,38540.644066737645,124807.50495716369,89969.67557329412,21010.620095870487,61646.7525,-5474.216619771905,-14692.17825729691
2001Q1,490555.9,271294.6,26979.7,81265.8,2148.9,86182.0,43063.9,17.8,-15263.5,51054.3,66317.8,-5133.4,542579.0,290598.3,25325.5,89305.8,1979.7,91120.6,40554.8,24.4,3669.8,56140.4,52470.6,8397.1,12862.7,4465.5,550976.1,1.1059999999999999,1.071,0.9390000000000001,1.099,1.057,0.9420000000000001,1.1,0.7909999999999999,272295.4,236825.40874052336,34891.49779931603,-6106.647499999999,27694.895842528396,345.2425,37577.7175,395201.46334252844,35480.45499519696,98147.49500000001,2825.0775,16672.20398643801,38454.23249766809,12429.467823462373,900.3037633410156,3083.4925000000003,50892.28502539583,52332.89606442127,30339.764240863486,303987.9438392097,63520.723497782856,20774.98980925772,25125.04187175473,38454.813458558114,125998.38385260895,89569.56750867932,21588.248342528397,63740.09750000001,-5595.068153695553,-14428.132695816748
2001Q2,486874.1,273501.2,25460.8,79098.7,2335.4,86934.9,40507.8,-213.9,-15717.3,49153.9,64871.2,-5033.5,534294.1,290678.3,23880.5,86292.0,2236.0,91173.3,38104.7,-174.5,2103.8,53952.7,51848.9,8152.7,12380.5,4227.7,542446.8,1.097,1.063,0.938,1.091,1.0490000000000002,0.941,1.0979999999999999,0.799,268819.7,233583.08140606098,35477.70957497626,-5113.5275,22436.834373648184,258.54249999999996,36649.8425,383411.0518736482,34388.93885916906,94231.505,2777.9975,16689.506876044292,38594.0639622605,12395.114117184326,913.0341309053762,4198.3025,49894.77541150917,51583.72686628433,30141.964470482922,294001.117767114,64364.84308307841,19560.729380355504,25284.50868339583,38592.65693148553,126319.10643578153,88295.35078232395,17323.306873648184,60618.20250000001,-1677.7127409152454,-16544.410852845293
2001Q3,481569.6,273340.9,25326.4,77644.1,-2165.2,87082.4,40511.4,-243.2,-14882.1,48073.1,62955.2,-5045.0,526966.5,289431.9,23567.8,84252.2,-2097.9,91675.4,37781.4,-211.0,2566.7,52389.4,49822.8,8011.0,12007.9,3996.9,534977.5,1.094,1.0590000000000002,0.9309999999999999,1.085,1.053,0.9329999999999999,1.09,0.7909999999999999,265953.6,230723.8613384881,35751.03509769589,-4257.5025,22184.74676845688,250.69500000000002,37703.635,372192.3667684569,33765.530584649605,85161.39,2899.4375,16708.755678175676,38065.971955518115,12296.216022178609,900.2361528725281,4314.9175,48763.60033767395,52361.522687060955,29386.42389416685,292544.54458424717,64995.79462615959,19324.378509521674,24870.301637483575,38066.75381253471,126019.24645508268,86777.55621622322,17927.24426845688,50607.8875,3014.050463925698,-16545.285229141533
