period,GDP,CP,IHP,IFP,INP,CG,IG,ING,BF,XGS,MGS,KAISA,GDPV,CPV,IHPV,IFPV,INPV,CGV,IGV,INGV,BFV,XGSV,MGSV,NFIV,RTRIV,PTRIV,GNIV,PGDP,PCP,PIHP,PIFP,PCG,PIG,PXGS,PMGS,YWV,YWIV,YOLIV,YIGV,YIEV,YINPV,YICV,NIV,TAXNETV,CCAVG,TPIV,TCIV,TCSTV,SUBV,TINCGV,CSSV,TYPV,YDV,BSSV,TYCV,OITAXV,ITAXV,SDV,CCAV,TAXV,YIV,YCV,OTYDV
2010Q2,508734.7,290912.1,17575.8,72562.1,-891.9,97359.5,26906.1,-15.1,4696.6,82156.3,77459.7,-370.4,504936.8,287918.2,16651.3,71914.4,-1248.2,97298.6,25503.3,-22.8,6921.9,76417.2,69495.2,13015.0,17269.4,4254.5,517951.7,0.993,0.99,0.9470000000000001,0.991,0.9990000000000001,0.948,0.93,0.897,251069.59332531982,216189.9974851759,34881.78971695846,-2841.307142857143,23696.591971820213,329.5178571428571,36836.90194955556,366299.26422953064,33243.609188887116,16760.259572087143,36258.13387277516,12759.442403436644,771.0593273178102,2998.2785714285715,41718.64156717741,57055.7397232061,24651.948769567854,292113.3833269108,75811.62299654193,16962.021682135455,22728.6743166488,36259.176047403256,0.0,118391.63829449465,77873.14649910657,20855.28482896307,57537.48412569219,-13593.638423552795
2010Q3,517944.4,295299.5,17765.6,73433.2,2309.9,97760.2,26617.3,-146.7,5420.8,84459.3,79038.4,-515.4,510930.7,289927.3,16848.5,72421.0,1991.3,97640.8,25225.9,-132.8,7008.6,76296.1,69287.5,13739.7,17804.8,4065.0,524670.5,0.986,0.982,0.948,0.986,0.9990000000000001,0.948,0.903,0.877,251911.91073030292,216922.3915608561,34988.970769143874,-2721.142857142857,23297.88307788646,322.8696428571429,37193.17610351191,364727.8881741597,33751.07556127831,16755.52187304667,36629.43789306448,12876.085074070075,776.3733701575459,2905.7071428571426,42097.72354747543,57479.54836636845,25214.860318445084,291287.47612285294,75989.98990208624,16880.15932649336,22976.7662305739,36629.22467480152,0.0,126218.99429389596,78724.24431973996,20576.740220743603,55046.061119601254,-14411.075006121013
2010Q4,513619.7,290375.5,18359.1,73333.9,2561.0,98270.4,26049.4,-51.3,5153.8,84754.6,79600.8,-432.1,505304.2,285638.3,17389.2,72032.8,2368.5,97492.6,24628.3,-47.8,5802.3,76044.3,70242.1,13989.0,18266.1,4277.1,519293.2,0.9840000000000001,0.9840000000000001,0.9470000000000001,0.982,0.992,0.945,0.897,0.882,249500.45261194414,214625.74885158864,34872.07991450941,-2985.228571428571,23072.888322512717,316.6928571428571,36905.327691558734,366244.1436903512,31104.062927820185,16777.248087581418,35698.088623712356,12693.446470827907,782.2345818534611,4614.739285714285,41307.71624043908,57376.44169711947,24591.08289947093,290364.18597711343,75949.43327066222,16678.234688621862,22224.380891435896,35700.06194411726,0.0,121963.73365124583,76969.37953221005,20087.659751084146,59750.7036357642,-13096.391322974
2011Q1,508323.6,285585.2,18971.5,75032.3,1027.4,98803.4,25611.9,-44.6,3557.5,84061.0,80503.5,-220.9,498689.8,281187.9,17996.9,73479.1,1090.4,98580.5,24286.7,-23.6,2092.0,75763.2,73671.2,14673.7,18909.8,4236.1,513363.5,0.981,0.985,0.9490000000000001,0.9790000000000001,0.998,0.948,0.9009999999999999,0.915,252568.24810546482,217228.64935731856,35342.776564958294,-3025.714285714286,23453.705828375558,298.1375,35508.03257174244,361678.984121326,32177.329749382698,16759.354928477285,35845.34875293912,12547.831547739723,811.653717777255,3610.2428571428563,39976.82541473134,58293.873311003,24765.298753293715,290072.48891216045,75924.9030664188,15498.592965277956,22453.926845406888,35813.41211092386,0.0,119481.34662489302,76077.30382949553,20427.99154266127,53174.71190145747,-14323.22859554441
2011Q2,503943.9,287646.2,18613.4,73670.6,599.7,99270.1,26332.1,-5.5,-2408.8,77690.0,80098.8,226.0,490672.6,282556.3,17664.2,71930.4,686.4,98869.9,24947.0,17.0,-5998.5,69866.9,75865.5,14623.5,18677.6,4054.2,505296.0,0.9740000000000001,0.982,0.9490000000000001,0.976,0.996,0.9470000000000001,0.899,0.9470000000000001,251667.72459167073,215827.19626136468,35837.34851986999,-3512.714285714286,24913.710096461935,326.29821428571427,34498.955729351765,349982.251796843,32107.797246404683,16772.722499780717,35719.95159288121,12234.608466114249,848.2372582424616,3711.1000000000004,42980.58314937546,58882.27261675899,25451.251180192747,289867.9214727343,76451.88960875661,17471.50369407429,22680.725075144393,35763.5707995011,0.0,123261.37740365585,78686.32567376814,21400.99581074765,42414.57566507287,-13330.834756554978
2011Q3,516137.0,292161.1,19392.1,75406.6,1850.0,99637.8,25549.9,48.7,2149.3,84975.1,82825.7,-58.5,501084.3,286512.1,18402.9,73820.3,1460.2,99126.0,24287.3,84.1,-2608.6,76122.8,78731.4,14560.6,18631.3,4070.7,515644.9,0.971,0.981,0.9490000000000001,0.9790000000000001,0.995,0.951,0.8959999999999999,0.951,251033.26409287105,215202.06779008955,35840.97432590297,-3539.45,24657.938941384833,296.4839285714286,35267.61230586663,357687.39596533723,33131.54729078968,16786.90639542788,36243.0644959516,12619.753210754308,865.6283492598634,3095.3428571428576,43043.14675703601,59052.73416407608,25573.713043431315,289753.43702254526,76478.49366288375,17484.499242923084,22764.41792700464,36249.79948701881,0.0,124803.0474047868,79308.0117733732,21118.488941384832,50268.03062521473,-13057.424772953556
2011Q4,515314.2,293871.8,19062.0,78366.7,715.7,99962.5,24703.9,-19.9,-1614.8,82676.2,84291.0,266.3,500247.5,288337.6,18051.0,76614.2,705.8,99293.1,23422.6,13.8,-6190.6,72542.8,78733.4,13750.0,17836.6,4086.6,513997.5,0.971,0.981,0.9470000000000001,0.978,0.993,0.948,0.877,0.934,251558.06570350472,215527.2844697334,36031.39117418716,-3706.285714285714,23633.142837596395,289.15,34204.67516612276,354622.31485640956,32284.84189834679,16804.93250044702,36596.55131426155,12933.104231260679,879.8104863389707,4326.571428571428,42224.5227566758,59478.26677836259,24923.487665868382,288882.4477379812,76860.8983244683,17268.10955769075,22779.163570764016,36592.078288363664,0.0,127109.67828379822,78783.6755119228,19926.85712331068,48932.7168634714,-12972.57984948007
2012Q1,522781.1,295243.3,18791.7,78462.0,3437.7,100948.4,26104.5,-1.5,-331.5,85300.7,85632.3,126.5,507465.0,289831.4,17757.7,76732.7,3471.5,100414.9,24800.7,11.0,-5554.8,74546.1,80100.8,13707.0,17874.7,4167.7,521172.0,0.971,0.982,0.945,0.978,0.995,0.95,0.8740000000000001,0.935,253742.83536945737,217228.89901860117,36507.238786369206,-3743.7732142857144,24083.777786959676,262.3517857142857,36066.27024012051,368516.9812119844,34325.336934640705,16694.85543497009,36927.68940667189,13302.086608907824,902.1220825822644,2606.0017857142857,42635.27080770079,60341.43291357536,24554.39273290105,293135.8057824227,77083.22860709758,18019.58560545404,22661.23380882661,36865.4425003167,0.0,118395.57807341317,79439.4208386718,20340.004572673963,58367.87102973257,-12944.480574736022
2012Q2,517866.4,295604.4,19264.2,78308.5,337.5,100709.6,26499.3,54.2,-3029.4,84536.8,87566.2,118.1,500178.1,289080.8,18130.9,76477.0,317.3,99223.6,25077.1,71.2,-8199.7,73485.3,81685.0,13621.6,18183.5,4561.9,513799.7,0.966,0.978,0.941,0.977,0.985,0.946,0.8690000000000001,0.9329999999999999,251491.6014245155,214972.7973050418,36512.875578274616,-3714.8464285714285,24193.621249894033,274.2035714285714,35441.31898791516,360094.5970916135,32532.163503515607,16709.12769620297,35723.38855781402,12539.632223257466,897.702502138596,3343.0750000000003,44954.84979947217,60856.86225756306,26248.790912090823,286914.5613907332,76598.51522523996,18700.44960797395,22362.817921200167,35800.15264659623,0.0,121248.0252617902,80749.393166661,20478.774821322604,52682.90185786024,-13704.842327177641
2012Q3,515836.5,295505.8,19636.2,77715.4,1407.7,101016.6,25952.6,80.2,-5887.7,81483.1,87370.8,410.0,497580.9,286851.4,18415.3,75583.8,1193.5,99813.8,24514.1,85.5,-8876.5,71024.5,79901.1,13969.5,17994.2,4024.6,511550.5,0.965,0.971,0.938,0.973,0.988,0.945,0.872,0.915,251814.07715746455,215216.78910409665,36607.48412146765,-3692.1232142857148,24414.581441097947,252.23928571428573,35920.53632112039,356298.31236810033,32354.788613818382,16728.341586458246,35691.62703438818,12613.060433149069,891.9842135527371,3259.0196428571435,45031.38750570996,61149.61850970072,26096.33676179348,288769.85851632076,76770.7088528238,18957.283182383853,22195.729268772302,35700.77391547411,0.0,122810.3333592827,80754.39385965143,20722.458226812232,47841.24066270317,-12904.08998469176
2012Q4,515391.7,296805.3,20084.1,77531.8,-248.1,101713.0,25465.5,2.1,-6509.9,78662.7,85172.6,547.9,497230.0,288936.4,18914.5,75476.3,-370.5,100313.5,24081.4,16.5,-10138.0,69537.6,79675.6,14217.2,18834.6,4617.4,511447.3,0.965,0.973,0.9420000000000001,0.973,0.986,0.946,0.884,0.935,250461.05762052478,213957.501755151,36505.85896739203,-3597.2857142857138,25555.121629668778,293.2732142857143,35822.15557782836,353533.98677261034,32821.839740961004,16772.979883525823,36149.944538867436,12992.700295818846,885.0704380628972,3326.057142857143,44095.40096181322,61027.09888749383,25319.426170259354,289550.467258659,77237.96154300484,18774.24060299043,22264.43471653056,36142.2054504123,0.0,125097.06491983455,80235.8722236621,21957.835915383064,45292.93765887414,-13179.304054614506
2013Q1,522631.9,301183.2,20301.1,77483.1,322.3,101512.0,25834.6,-131.5,-4252.2,81229.6,85481.9,379.4,502947.1,293135.6,19217.7,75640.6,193.8,100460.0,24589.6,-102.9,-10187.3,76320.7,86508.0,15529.1,20572.9,5043.8,518476.2,0.9620000000000001,0.973,0.9470000000000001,0.976,0.99,0.9520000000000001,0.94,1.012,252332.5221022006,215440.20603979693,36888.18626682474,-3753.164285714285,25260.209354981685,255.54107142857146,35077.125179078954,361942.65548141726,32551.457236298887,16763.704354426864,36555.83842827576,13449.467372173885,912.8730028526104,3873.807142857143,46907.95000194005,61857.582417555335,26683.195922207527,288520.2043834173,77655.30055355442,20181.356284993082,22135.205397156824,36497.54577218332,0.0,123909.80588925653,83362.09797938394,21507.0450692674,53025.9631308703,-13264.17446663545
2013Q2,527382.9,303478.6,20477.2,80128.9,-2388.1,102866.4,26814.7,41.9,-4325.1,83968.4,88293.5,288.4,507554.4,295021.5,19552.6,78404.2,-2283.8,101139.9,25584.1,57.9,-9921.9,80899.4,90821.3,19233.4,25051.5,5818.1,526787.8,0.9620000000000001,0.972,0.955,0.978,0.983,0.9540000000000001,0.963,1.0290000000000001,254157.574325037,217216.63315471588,36937.154854095985,-3310.4964285714286,24946.431947130313,272.5017857142857,36559.651863301224,371621.1447008121,33418.71682146264,16798.755402069943,36293.14801658131,12894.525242953767,966.2386752718368,3059.8017857142854,47655.48218016178,62036.24147489179,27076.919858559086,291176.6774524063,77426.79417229099,20569.402286125372,22499.730540044675,36360.49445827028,0.0,121865.96262663195,84006.81660295473,21635.935518558887,59267.98299391499,-12800.613521902356
2013Q3,532360.6,305116.8,21279.7,81271.7,-479.5,102878.8,28266.7,-85.9,-6204.7,83851.1,90055.8,317.1,512890.0,297220.3,20442.3,79740.7,-705.4,101340.0,27102.9,-58.1,-12192.8,82081.3,94274.1,17438.3,24060.2,6621.9,530328.3,0.963,0.9740000000000001,0.961,0.981,0.985,0.9590000000000001,0.9790000000000001,1.047,252406.97759067034,215355.04995723593,37056.711157055644,-3264.317857142857,25253.22829149883,260.2910714285714,36933.089118850156,373645.8247211793,32764.294288832138,16837.817897075358,36548.12769232919,13209.135240110849,1009.4928941782651,3685.5446428571427,48572.29109997045,62345.26271047258,27353.358801781233,289939.3304013654,77673.7003190033,21225.755160993715,22331.58138054515,36550.20951483426,0.0,123817.81040684355,85129.32347760921,21988.91043435597,62316.84757730285,-12629.043406403449
2013Q4,531674.2,304604.9,22032.0,81860.5,75.4,103109.2,28749.8,78.9,-9243.5,83503.6,92747.1,406.9,512474.8,298080.5,21355.7,80602.7,100.6,101196.0,27685.1,94.6,-16640.4,81745.5,98385.9,17688.1,23937.4,6249.3,530162.9,0.9640000000000001,0.9790000000000001,0.9690000000000001,0.985,0.981,0.963,0.9790000000000001,1.061,254030.70794480186,216688.19314770962,37341.56196064759,-3319.469642857143,25697.566365134568,290.60535714285714,36172.65814068239,372900.9350570669,33866.98725302296,16896.05772560571,36989.528808428906,13565.622859561157,1066.0518960764964,3116.1375,49768.81365664688,62920.72641672825,28259.40722377661,288825.714350244,77388.90542036633,21490.469236773584,22360.102602305753,36991.77735794341,0.0,123386.32508498966,86741.65381849359,22378.096722277423,60319.472249305225,-13283.989880236331
2014Q1,536079.8,310537.1,22342.4,83971.7,-2364.3,103419.8,28088.8,72.4,-9826.5,88661.8,98488.3,-161.7,516608.0,304589.2,21682.6,82805.8,-2614.5,102076.1,27269.1,111.5,-19311.9,86689.7,106001.6,17665.9,24898.1,7232.2,534273.8,0.9640000000000001,0.981,0.97,0.986,0.987,0.971,0.978,1.0759999999999998,254183.6986322177,216688.39136907185,37499.085335132186,-3317.8250000000003,25631.399379033606,257.3392857142857,37118.29838858182,371713.27702926955,34172.38483663725,17408.47576252625,37801.619033613075,14246.700045767899,1094.6111454269812,3529.5321428571424,51458.95333631659,63364.5598576421,28958.505981741928,289666.96130802674,77179.77721274736,22481.060477875664,22406.94228955457,37748.25348074945,0.0,128341.90163283818,89187.81994036704,22313.574379033606,58097.705629436416,-12123.146465169732
2014Q2,526459.3,295355.2,20444.3,82284.1,2516.3,103083.9,27125.3,93.4,-4566.9,89849.0,94415.9,123.8,517941.2,295017.4,20426.4,81523.6,2920.4,103143.1,26955.4,115.7,-12160.8,87807.9,99968.7,17872.9,25471.6,7598.7,535814.1,0.9840000000000001,0.9990000000000001,0.9990000000000001,0.991,1.001,0.9940000000000001,0.977,1.0590000000000002,257995.67822221224,219768.52832109216,38223.41620753191,-3118.875,24957.10616549707,255.12678571428572,35167.424608319925,369535.56026109436,38041.57709644083,17461.174478151373,41384.1431724939,18460.93919710422,1057.7391976523047,3234.326785714286,49872.724408429924,64147.004715664116,27037.702370062714,290242.926488408,76431.85434165427,22946.72989484296,21863.875908222,41382.55430297852,0.0,128130.31222164148,91366.98656788419,21838.23116549707,54534.226265065125,-13124.429763548658
2014Q3,526816.9,297947.7,19412.0,82779.3,-111.6,103766.5,27876.4,138.9,-4885.4,91200.1,96085.6,-106.9,518261.7,297839.3,19369.0,82304.0,-365.7,104005.6,27782.2,194.6,-12867.2,90911.6,103778.8,19770.5,27574.6,7804.1,538032.2,0.9840000000000001,1.0,0.998,0.9940000000000001,1.002,0.997,0.997,1.08,258498.55297251715,220013.83922632286,38488.36022642042,-3525.894642857142,25960.873409842385,282.99107142857144,34012.23585935458,370185.67806255014,38697.97219516959,17516.8395926116,42146.452039803255,18989.42857058904,1072.0722284968142,3494.6839285714277,50928.65610114318,64697.778791012,27655.147675303666,289477.38134942146,76913.73485952927,23255.984931572417,22079.10937815972,42140.61017724557,0.0,129200.5956887757,93051.74278412166,22434.97876698524,55239.91046369317,-13555.089285506227
2014Q4,529228.1,298485.8,19451.4,83410.5,-1339.3,104019.9,28042.8,5.4,-2613.6,93871.4,96485.1,-234.8,522095.0,298086.3,19403.3,83113.2,-1356.1,104372.8,27783.0,21.3,-9328.8,95771.5,105100.3,22334.5,30718.8,8384.3,544429.5,0.987,0.9990000000000001,0.998,0.996,1.003,0.991,1.02,1.089,258693.52067472314,220007.6683830082,38688.620192248214,-3202.9446428571428,25559.692651512654,268.85,34349.476604164236,383280.41607410857,39792.54538280817,17585.83344829399,42667.624604826866,19395.249091941478,1077.0759865376535,2920.655357142857,53465.913625996356,65221.35044539739,29345.333715128592,288041.8657063446,76993.60839222596,24167.112152992147,22195.715993820028,42668.04107229916,0.0,121401.6982107351,96180.4869404199,22356.74800865551,67880.67078656568,-12987.74845575547
2015Q1,537485.1,299896.4,19965.6,87598.7,27.5,105007.1,26723.6,87.1,-1758.9,95317.0,97075.9,-62.0,534727.3,299214.7,19960.7,87445.5,-156.7,105099.3,26757.9,89.5,-3683.5,95211.3,98894.8,20150.2,28541.1,8390.9,554877.5,0.995,0.998,1.0,0.998,1.001,1.001,0.9990000000000001,1.0190000000000001,258696.8986801626,219782.93297533767,38903.80295924572,-3106.2285714285717,25600.434243831864,269.0785714285714,34862.90524653547,384426.63621518674,39512.73521912409,17791.744017547902,42982.66433815308,19683.96056081869,1081.1361679104741,3507.794642857143,53074.14775347899,65572.44297845909,28276.793372061522,289704.3558563354,77234.28259928868,24550.064196718486,22240.319487511868,43005.416216241036,0.0,130953.24221142946,95832.27378502104,22494.205672403292,68372.62661608538,-12840.928562962567
2015Q2,538298.2,300262.6,20356.2,86413.1,2466.8,105123.0,26501.1,-73.6,-2919.0,92095.6,95014.6,168.1,538193.5,300668.4,20331.0,86477.6,2683.6,104904.7,26527.8,-50.2,-3349.4,93536.1,96885.5,21416.3,29935.4,8519.1,559609.7,1.0,1.001,0.9990000000000001,1.001,0.998,1.001,1.016,1.02,258963.47371469275,219830.37125557894,39129.01818629633,-2544.3035714285716,28561.19528624499,314.84107142857147,36586.590904097386,392542.618050668,41576.72389645327,17855.612278338365,45150.13604984151,21956.142614924163,1080.3052063696598,3303.5625,52673.42629961244,66067.48786586327,28959.361805480108,293196.54541135137,77641.09237042342,23748.13474268698,22057.672893233597,45094.120714527424,0.0,125276.62373480457,97801.61726269452,26016.89171481642,70975.66171706142,-13528.957192763803
2015Q3,538760.8,301120.0,20460.9,87608.4,957.4,105624.6,26502.4,-104.3,-3323.4,94468.0,97791.4,-85.0,539902.0,301536.4,20491.9,87811.9,756.7,105507.3,26552.4,-68.5,-2686.2,95566.0,98252.2,21094.0,30266.0,9172.0,560996.0,1.002,1.001,1.002,1.002,0.9990000000000001,1.002,1.012,1.005,261296.40885756287,221819.44752888862,39485.45757394658,-2806.1589285714285,26896.314259618004,266.43035714285713,36362.96475764386,391706.25070811505,42498.909090907706,17923.56582733691,45632.197800480906,22412.959883233587,1082.125145935157,3269.3,52452.240930257314,66847.10194908056,28744.868317888704,294500.75777402404,77728.80872572333,23709.330392020554,22138.11123028363,45633.19625945238,0.0,126925.85303243255,98087.39496936163,24090.155331046575,69956.72176186176,-12191.768559554825
2015Q4,537827.9,299132.0,20437.1,87451.7,1035.9,106489.0,27191.5,-75.2,-3813.0,93403.6,97216.6,-21.1,539306.2,298961.4,20427.9,87307.5,954.7,106732.4,27080.4,-42.5,-2115.6,90902.4,93018.0,22003.7,31431.7,9428.1,561309.9,1.003,0.9990000000000001,1.0,0.998,1.002,0.996,0.973,0.9570000000000001,262740.24995231646,222753.19338579502,39994.975575441094,-2687.0714285714284,26504.094490447787,245.03214285714287,35424.785006067585,388249.56819990056,42519.77003084689,18009.897120299946,45649.70117124244,22496.860894468417,1033.7593979344501,3164.8071428571425,52935.025803243945,67367.51144318923,28762.294040566227,293370.10590420733,77804.57105439834,24215.581839226226,22123.757830680017,45654.37812308288,0.0,130570.76081987371,98632.25400287533,23817.02306187636,66267.51017964016,-12973.789115267398
2016Q1,541992.2,299391.6,20430.5,86905.7,1220.5,107769.2,27951.5,11.5,-1680.1,94169.7,95849.8,-8.4,545302.5,298038.0,20353.4,86359.9,1213.8,108012.1,27774.8,-43.9,3594.4,87959.2,84364.8,20148.1,29333.2,9185.1,565450.6,1.006,0.995,0.996,0.9940000000000001,1.002,0.9940000000000001,0.934,0.88,265844.44282134454,225521.16695214526,40310.57586360159,-2562.7535714285714,25257.4141348932,222.27321428571426,36811.289713476566,399568.5016134178,42583.234681835565,17768.368058122654,45994.189727511424,22800.162621378473,996.5062322423123,3520.6107142857136,51389.762180048776,68204.33789273544,28292.83808784758,296275.26646959403,77906.30414423376,23090.45193321906,22260.70328709701,46057.372140717795,0.0,123345.33696015005,97440.66216178444,22694.660563464626,74218.10851513209,-13047.00836377102
2016Q2,541063.1,297476.8,21022.5,87075.4,2894.1,106834.0,27130.0,-196.3,-1173.5,93568.9,94742.4,0.1,543366.4,296586.9,20877.9,86243.0,2592.2,106410.3,26814.2,-187.3,4029.0,85585.0,81555.9,18952.2,28680.0,9727.7,562318.6,1.004,0.997,0.993,0.99,0.996,0.988,0.915,0.861,264928.26430199394,224684.8508585877,40241.85532105607,-3240.8303571428573,25612.98403662672,268.2767857142857,34587.36006703148,388635.51077133726,41084.48586152053,17847.238192668738,44413.50801681953,21202.205381474203,960.7379869982169,3222.675,52245.005852691844,68185.57615893468,29458.637079465527,292657.8887519633,78068.4685028405,22711.335093881404,22205.858115692485,44368.801484164906,0.0,132536.96274449787,96538.77365751183,22372.15367948386,66747.73272282798,-12894.974918129039
2016Q3,542162.7,298679.4,21386.0,87509.2,129.3,107219.4,27192.2,-272.1,315.5,95629.4,95313.9,3.8,543580.2,297343.7,21225.9,86407.3,134.7,106778.8,26924.0,-282.6,5048.4,85858.1,80809.7,18241.3,28274.2,10032.8,561821.6,1.003,0.996,0.993,0.987,0.996,0.99,0.898,0.848,268628.9807708256,227919.761810047,40714.395064537326,-2865.9642857142862,25035.580767735137,256.6696428571429,34354.53695927133,388497.7104648403,41934.591592426565,17928.257126395754,44871.83502031255,21657.118203232112,935.016441143596,2986.9249999999997,52220.90132191221,68861.64202654522,29289.05105075302,294793.57972920855,77970.02634504986,22959.36758072765,22265.419718266694,44857.554362642404,0.0,131453.16017251724,97105.97299412308,22169.61648202085,63344.57625272252,-13044.852036375145
2016Q4,542875.8,299401.3,21497.9,88130.8,-1414.7,107205.1,27224.0,-340.5,1168.5,97745.7,96577.2,3.3,544543.0,298856.2,21458.6,87291.6,-1473.6,106910.0,27079.3,-309.4,4730.3,89829.3,85099.0,18474.1,28536.3,10062.2,563017.1,1.003,0.998,0.998,0.99,0.997,0.995,0.919,0.8809999999999999,269520.29254381085,228533.51595492783,40990.377271690886,-2636.1642857142856,24767.047681405318,266.4625,36019.86457965474,395638.57951857796,42218.60820345667,18017.054156745933,45499.04891923791,22194.918437139786,911.12973738769,3310.1660714285713,51932.485745038306,69598.01038811154,28833.64844433998,297512.71332665684,78074.89255175689,23048.61919999613,22411.16779010229,45517.215964629766,0.0,125171.4705882208,97399.48360896588,22130.88339569103,67967.53899942133,-12437.725197519467
2017Q1,547149.2,300929.0,21284.3,88389.5,-459.8,107505.2,27476.6,-287.6,2441.6,100051.3,97609.7,-129.7,547710.4,300663.9,21445.1,87949.1,-592.3,107150.5,27553.8,-328.2,3868.4,95479.4,91611.0,20820.1,31266.5,10446.4,568530.4,1.001,0.9990000000000001,1.008,0.995,0.997,1.003,0.9540000000000001,0.9390000000000001,269731.6351873679,228226.62120811956,41480.734572913745,-2745.232142857143,26925.443087113603,320.01428571428573,33196.08460990679,393648.7367622318,43424.12443135482,18151.68328679137,46049.2315318006,22796.87200018074,949.5240016186973,2694.294642857143,51574.71538351321,69967.02254182208,29045.802227198856,298645.7049038774,78115.5461443387,22682.67894038917,22369.90279717821,46116.298798977645,0.0,131459.75908164773,97844.77996656566,24180.21094425646,66540.80602070063,-10310.179355828615
2017Q2,549313.6,302585.8,21501.7,89068.8,-8.4,107025.2,27757.9,92.9,1355.3,100059.5,98704.3,-65.4,550561.9,302456.6,21693.7,88833.1,-64.6,107053.6,27853.7,121.7,2614.1,94756.2,92142.1,19676.1,30340.3,10664.3,570238.0,1.002,1.0,1.0090000000000001,0.997,1.0,1.003,0.9470000000000001,0.934,270524.4342575889,229239.6060277499,41283.36528645448,-2149.423214285714,25453.59398231005,266.96785714285716,36335.726765185245,401562.6014167282,42075.25304126979,18239.58736198957,45173.79882311001,21690.781717261674,997.9759136553469,3065.5928571428567,55366.02329003077,70148.68300706756,30299.03462203628,293030.7577121569,77756.71755120817,25063.127301261247,22435.33545162094,45124.09308253796,0.0,126616.8983578767,100486.2550058355,23304.170768024334,71398.26962592977,-16591.997215031588
2017Q3,554075.0,301621.5,21327.8,90088.8,2352.7,107406.2,27210.9,82.2,4447.6,102532.7,98085.0,-462.8,557116.2,301727.0,21656.7,89730.8,2225.6,107602.6,27476.8,91.5,6605.2,98505.6,91900.4,21098.7,31514.5,10415.8,578214.9,1.005,1.0,1.015,0.996,1.002,1.01,0.961,0.937,273678.33261732204,231984.43954824776,41698.51551698929,-1844.3714285714286,26758.648894883063,351.16785714285714,35506.601785138126,404788.1862610481,42009.19663888322,18326.337469182832,45031.440520496835,21736.232505007727,1007.2454115348471,3011.9446428571428,55450.4464188661,70939.69806904513,30175.313572931853,300503.74769649457,77922.15140092991,25273.28426801039,22273.435632632492,45016.913549175064,0.0,131421.74483263388,100465.5113901173,24914.277466311636,70688.97439227627,-12246.975359801552
2017Q4,554361.2,302584.1,20703.3,90437.6,3187.7,107382.1,27300.3,87.0,2904.3,103709.0,100804.7,-225.3,556799.0,303417.2,21054.5,90460.1,3111.6,107624.0,27601.8,102.6,3427.1,100106.7,96679.6,20497.4,31578.8,11081.4,577296.4,1.004,1.003,1.0170000000000001,1.0,1.002,1.011,0.965,0.9590000000000001,274094.53614252945,232088.0416072377,42011.666794604,-1849.6732142857145,26212.443612831692,285.125,34785.56572545836,403479.61454093154,42544.62514748526,18404.38189223585,45784.92459472856,22493.133692851927,1036.3636249762305,3255.542857142857,56525.59935702745,71341.88105004682,30953.763440087238,300343.26660078357,78283.87665286472,25552.880845614505,22283.825331046966,45813.322648875124,0.0,131259.00566733617,102319.96693457686,24362.770398545978,70236.74227439775,-10737.511042766622
2018Q1,554797.9,302089.9,20164.3,91312.5,1568.4,108203.1,27551.1,66.1,4080.9,105402.8,101321.9,-238.4,558448.7,304580.2,20622.1,91441.2,1437.4,108734.8,27969.0,56.1,3607.9,101501.4,97893.5,19978.8,32037.1,12058.4,578427.5,1.0070000000000001,1.008,1.023,1.001,1.005,1.015,0.963,0.966,276865.08066057385,234672.05242245863,42189.577461722496,-1722.1892857142855,26635.33064948662,368.8517857142857,29859.946577002953,392587.8543503821,43403.309095769466,18488.392597898728,46032.95308709608,22805.86484378788,1058.7508808261177,2638.830357142857,55311.450906888684,71689.34954794493,29868.60380534549,299526.33690476045,78428.76071948394,25393.17470696694,22166.110459605632,46030.72618421963,0.0,142447.74982254102,101292.50469653207,24913.141363772334,60949.68574903298,-10704.828348496463
2018Q2,556986.7,302714.8,19556.5,92571.4,1670.4,108235.1,27892.2,-44.8,4675.8,106349.6,101673.8,-284.7,558877.6,304177.5,20132.1,93213.6,1764.3,108914.1,28525.7,-30.9,2181.2,102156.5,99975.3,21651.7,33560.2,11908.5,580529.4,1.003,1.005,1.0290000000000001,1.0070000000000001,1.006,1.023,0.961,0.983,282011.62625757494,239404.53632467988,42609.865067553845,-1118.2535714285716,25838.599497127263,314.3017857142857,31588.40542850907,409447.9193138587,42905.997135042526,18566.79600014736,45998.37782597989,22158.06905910256,1054.8511788627927,3115.5874999999996,57575.48267467843,72660.17438707243,31028.32952580587,297509.1770577665,78197.80059989104,26585.14177662489,22789.968345435645,46002.888583401,0.0,128194.07960274024,103616.35988583176,24720.34592569869,71127.54170207602,-16438.750812457525
