period,GDP,CP,IHP,IFP,INP,CG,IG,ING,BF,XGS,MGS,KAISA,GDPV,CPV,IHPV,IFPV,INPV,CGV,IGV,INGV,BFV,XGSV,MGSV,NFIV,RTRIV,PTRIV,GNIV,PGDP,PCP,PIHP,PIFP,PCG,PIG,PXGS,PMGS,YWV,YWIV,YOLIV,YIGV,YIEV,YINPV,YICV,NIV,TAXNETV,CCAVG,TPIV,TCIV,TCSTV,SUBV,TINCGV,CSSV,TYPV,YDV,BSSV,TYCV,OITAXV,ITAXV,SDV,CCAV,TAXV,YIV,YCV,OTYDV
2002Q1,480709.8,274455.4,25206.9,73956.7,-3495.9,88206.5,40034.6,-81.5,-12303.7,49304.5,61608.2,-5269.2,525460.8,288371.7,23313.6,79517.7,-3282.2,94541.0,37082.5,-91.3,6007.9,54787.4,48779.4,8284.8,11461.4,3176.7,533745.6,1.093,1.051,0.925,1.075,1.072,0.9259999999999999,1.111,0.792,263264.9133538689,225811.24743562215,37174.710117507326,-3683.028571428571,24034.383960993306,248.96607142857147,38569.043630188586,379297.3015354959,34081.896920401305,16598.439946079165,37741.24135238457,12177.568425906802,881.1879291487061,3634.017857142857,48261.99308724759,54482.334782776496,26882.65855196423,293190.782575921,68532.63065127375,21144.430653442454,24681.976765262654,37740.73312031816,0.0,120341.58320132882,85767.82232572485,20351.355389564735,57111.98916187371,-19845.195685662853
2002Q2,484597.0,276720.4,25278.7,72927.1,-2443.7,88525.5,38943.5,-24.4,-10539.1,52912.5,63451.6,-4791.1,524239.7,289689.3,23274.3,77841.0,-2482.1,92491.1,35923.9,-25.9,7528.2,57277.4,49749.2,7454.2,10780.2,3326.0,531693.9,1.082,1.047,0.9209999999999999,1.067,1.045,0.922,1.082,0.784,255418.16195122394,220009.56164326554,35357.32533944696,-4061.5714285714284,23584.429309343195,256.99642857142857,39854.633008129895,381432.11159091373,33216.97852670356,16616.63850330702,37593.91519869085,12302.69749251837,850.9709312975679,4405.825,41810.06844875817,50810.7359518978,24724.198393662664,291855.84387336037,68912.29663422795,17021.61709502734,24441.42536952351,37595.093793339445,0.0,117072.51961574686,79340.90928202945,19522.857880771768,66636.45875078812,-20378.742684004188
2002Q3,486159.1,276970.4,25217.3,74123.9,-1522.9,89209.7,38798.4,-65.6,-12266.6,53285.3,65551.9,-4305.5,524193.6,289352.9,23236.9,78635.4,-1520.5,93021.2,35675.2,-50.0,5842.5,55945.3,50102.8,7593.8,11061.1,3467.4,531787.4,1.078,1.045,0.9209999999999999,1.061,1.043,0.919,1.05,0.764,258021.4629020051,221542.60070492985,36497.369315765965,-4148.182142857143,23496.336116292678,253.76428571428573,38406.778665757636,374216.1862985138,34905.741109593866,16636.815269812487,38098.89779185461,12262.354357035832,852.3112778393667,3165.325,41695.0221606187,52815.76393078603,24637.41843770069,290824.215121253,68500.0629429738,17043.120658471205,24983.272304891398,38097.9379397666,0.0,122638.60076171957,79778.4770359385,19348.153973435536,58439.790757315524,-20147.24313728948
2002Q4,487512.1,276320.3,24894.3,74180.2,490.2,89070.7,38217.2,-171.5,-11396.7,55127.8,66524.6,-4092.6,524421.6,287914.9,22893.2,78430.7,318.7,92770.1,35100.4,-156.8,7150.3,59593.2,52442.9,7208.2,10583.7,3375.5,531629.8,1.0759999999999998,1.042,0.92,1.057,1.042,0.9179999999999999,1.081,0.7879999999999999,254568.78198380533,220213.16527983,34429.272150497934,-3781.241071428571,22707.809232369334,259.4107142857143,37460.43445659471,368831.5563310745,34343.85471851469,16666.68928051889,37670.85952110566,12184.393001581433,822.1572419204423,3327.6071428571427,41705.59703593414,49237.44242921387,24637.79004327001,291077.5224263163,70184.83610114867,16985.968664822703,24666.868260307736,37673.41850380961,0.0,128452.43230797304,79297.17721190234,18926.568160940762,57875.77172973371,-19969.10687511787
2003Q1,487793.9,277440.4,24752.2,74469.2,-471.7,89547.5,36975.8,-72.2,-11125.1,55868.2,66993.3,-3722.1,521369.3,288503.0,22769.0,78088.4,-353.0,92642.3,33995.4,-67.7,5791.9,58667.5,52875.6,7801.4,10985.5,3184.1,529170.7,1.069,1.04,0.92,1.0490000000000002,1.035,0.919,1.05,0.789,260255.9937064758,222107.55268795637,37816.008498383395,-3013.2053571428573,21542.02866253451,229.63571428571427,38005.55395515451,373468.70492766495,32686.672636479096,16663.15914559639,37619.911920988496,12172.614037805142,815.6718569661372,4802.166071428572,40971.52450540431,55181.03391554381,24220.718937953832,286537.1714635621,66913.97283389412,16886.891734684144,24631.938466205287,37620.224360976565,0.0,122883.93678278709,78727.83503361454,18528.823305391652,56678.333960642994,-20778.62484099914
2003Q2,491109.8,276926.0,24892.1,75611.8,-651.7,90342.7,37120.3,74.6,-8782.1,55987.1,64769.1,-4423.8,524525.4,286806.3,22839.8,78712.7,-783.9,94409.0,33996.7,71.2,8473.7,58913.1,50439.4,8031.9,10999.9,2968.0,532557.4,1.068,1.036,0.9179999999999999,1.041,1.045,0.9159999999999999,1.052,0.779,255529.1641245194,220663.38050492402,34840.953703517414,-3788.916071428571,22021.184376311947,261.6982142857143,38930.79964224486,377044.4654805492,34118.84770517463,16691.58761678321,37290.85790419253,12079.523426343178,836.8747412466176,3181.4785714285713,41734.37613456317,52172.48773140271,24130.31624981412,288483.9512676533,65758.72821323054,17640.685718398814,24372.387638507775,37288.78580609757,0.0,121405.52728478186,79059.7877743105,18232.268304883375,64352.23340890158,-17453.12110743666
2003Q3,492610.5,276844.5,25390.3,74433.4,1815.9,90678.8,36094.1,-98.3,-8352.0,57995.6,66347.6,-4196.2,524374.1,286285.7,23402.5,77186.4,1673.2,93875.5,33107.2,-86.0,8929.5,60544.8,51615.3,9531.1,12391.6,2860.5,533905.2,1.064,1.034,0.922,1.037,1.035,0.917,1.044,0.778,252503.91007358447,218022.94836035775,34496.03100503626,-3504.385714285714,21604.720863755363,251.5464285714286,39495.58254989627,380740.04916934326,33342.86830345585,16717.08954123076,36874.38624949426,12019.349091835871,839.9492038295165,3531.7535714285714,41141.57435662213,51809.82858782367,23337.60505830905,287695.4401602377,66615.55658422923,17785.20173749389,24014.192275653437,36873.49057131882,0.0,119823.41383076645,77996.29736712176,18100.335149469647,70640.22139639287,-17376.896265094925
2003Q4,497994.3,280625.2,25071.3,77427.0,-706.1,91066.5,35259.2,-393.6,-6902.7,60963.9,67866.6,-3452.5,526400.2,289338.1,23006.7,79970.6,-879.3,92644.3,32322.3,-315.8,10313.5,61940.3,51626.8,8474.1,11201.9,2727.8,534874.3,1.057,1.031,0.9179999999999999,1.033,1.0170000000000001,0.917,1.016,0.7609999999999999,253368.71894799828,217882.2471328115,35595.46842877159,-3242.948214285714,21657.45220182296,267.34464285714284,41407.854990634696,385839.46119361033,31897.19685927275,16727.916629031777,37154.8586570404,12148.758339525522,844.6944867121448,5328.414285714285,40701.482415933366,54239.91489815966,22831.330500139124,288672.05166502495,66741.43479203197,17878.072375729236,24163.78353871076,37157.236364948425,0.0,117206.01672715542,77866.63924081679,18414.503987537246,72648.3832674401,-17432.163869164186
2004Q1,501789.5,280630.8,25345.4,77359.4,2902.9,91484.6,33607.7,-341.2,-5958.8,63970.5,69929.3,-3241.3,529372.9,289357.5,23334.7,79463.7,2771.0,93253.2,30910.7,-326.4,10608.5,64865.4,54256.8,9488.0,12196.9,2708.9,538861.0,1.055,1.031,0.9209999999999999,1.0270000000000001,1.0190000000000001,0.92,1.014,0.7759999999999999,253400.64315047525,220402.9430000951,33078.28274256748,-3254.9178571428574,21297.428100667825,243.4517857142857,39703.677389006385,382484.4540765306,33581.796211060755,16767.490990435374,37274.216158112664,12189.378621265356,857.807601155649,3655.0267857142853,38496.89748979219,49242.698476816884,22467.084056795597,291009.79994071764,66293.84272614513,16178.416413261211,24227.992285883607,37275.17850830461,0.0,122756.29420087906,75920.67897836142,18042.51024352497,71337.62329352398,-17976.008891964506
2004Q2,501641.4,280860.6,25841.6,77084.9,1227.8,91094.8,33433.7,63.4,-5073.3,66050.9,71124.2,-2892.1,527644.6,289030.5,23767.2,79091.3,768.3,93501.3,30708.5,97.4,10680.1,67343.5,56663.4,10201.8,13111.8,2910.0,537846.4,1.052,1.0290000000000001,0.92,1.026,1.026,0.9179999999999999,1.02,0.797,256674.6668895435,222359.91190683533,34306.6436090151,-2295.5892857142853,21167.42780948998,276.0785714285714,38019.44382918279,385846.9628382525,33279.96921258118,16781.60484704182,37500.687456199936,12530.827330161503,854.3244165825889,4241.924999999999,44195.48057688126,52055.6488214524,24405.217326024722,291737.1348411259,68174.2032591805,19864.45683793323,24114.868103568486,37500.01985031258,0.0,118741.34231143491,81769.69401427053,18871.838523775692,72281.0135957505,-15837.740798793675
2004Q3,504777.8,283006.8,25913.5,78066.1,2130.7,91479.6,32800.3,54.6,-6041.6,66637.4,72679.0,-2632.3,530486.4,290769.8,23866.9,79950.4,1875.5,93854.7,30198.6,88.9,9881.6,68715.5,58833.9,10478.2,13615.1,3136.8,540964.6,1.051,1.0270000000000001,0.9209999999999999,1.024,1.026,0.9209999999999999,1.031,0.81,256366.10833311485,222477.829139375,33884.96181976893,-2657.067857142857,20428.19664806344,251.30714285714285,38405.21058327084,386742.9687097185,34737.24558945061,16798.069560141383,37753.276918778654,12685.885936396473,857.0814152781114,2994.0303571428567,43842.59184845462,51734.79195488462,23827.356615108576,291537.96497396537,68226.75914597996,20037.28529505974,24209.059191787877,37752.02654346246,0.0,119463.63510396192,81616.66845363077,17771.128790920582,74200.52100241222,-16326.161166470556
2004Q4,503840.2,281535.3,25957.4,79785.2,1888.8,91492.1,32394.4,152.8,-7343.5,67527.4,74870.9,-2022.3,529913.7,289436.4,23905.7,81412.0,1504.1,94387.0,29920.8,186.8,9160.9,69573.1,60412.2,10923.1,14238.0,3314.8,540836.8,1.052,1.028,0.9209999999999999,1.02,1.032,0.924,1.03,0.807,256919.53404797107,221616.2782623737,35314.88605088603,-2068.1375,21494.2937805078,307.0571428571429,38268.87280140125,388657.7430054863,34174.941891985094,16826.008364891935,37445.950321936354,12574.504479147849,864.8048087152764,3276.567857142857,44002.63810875665,54373.07483110919,23955.055401920585,289397.7621137613,67277.64822716937,20066.26625855972,24007.877076142915,37447.18636400604,0.0,118008.43848765042,81468.50802448633,19426.1562805078,74043.1798756062,-16234.456510258431
2005Q1,506400.4,283179.1,25561.5,81795.3,1172.9,92380.3,31692.1,188.0,-7496.0,66843.5,74339.4,-2072.8,529917.7,290127.3,23518.3,83434.1,1337.1,94139.6,29289.6,160.8,7910.9,68319.2,60408.3,10423.9,14358.2,3934.3,540341.7,1.046,1.025,0.92,1.02,1.0190000000000001,0.924,1.022,0.813,256178.9582762182,223082.95481671396,33216.65629558047,-2217.1589285714285,20884.838110129298,266.1357142857143,40133.46490255229,393900.5872984666,34466.519174595,16842.021314606125,37242.55518259748,12543.97482222071,871.4517102217557,2802.258928571428,43211.84620314719,50749.26699342976,24359.51762316679,293245.6147120611,67186.87504778014,18944.190576089095,23827.883032944217,37243.309565386684,0.0,111999.96206471813,80547.01776464257,18667.67918155787,78920.48493813822,-16029.737008022319
2005Q2,510275.8,284984.6,25348.5,84634.3,1304.9,91986.0,29697.0,-19.2,-5999.8,69686.0,75685.8,-1660.5,531327.5,290969.9,23396.6,86358.1,1110.6,94414.3,27513.9,-2.5,7566.7,71546.3,63979.6,11660.7,15806.2,4145.5,542988.2,1.041,1.021,0.9229999999999999,1.02,1.026,0.9259999999999999,1.0270000000000001,0.845,260231.33471767517,226131.38452981898,34103.36886383789,-761.3535714285714,22459.76354289091,328.29464285714283,37630.09111895997,385629.21980038006,34980.72883996898,16868.709977576975,38087.72827026773,13000.09649129326,901.1728562002412,3075.5874999999996,47278.12540516325,53231.51180598571,24044.75319455776,294497.74135961087,66254.90569008705,23442.57839216758,24186.08103930465,38087.35038679815,0.0,122347.21731282183,85574.68197352349,21698.409971462337,66069.38399228259,-14802.088709458767
2005Q3,515520.6,287702.1,25862.3,86517.3,774.4,91822.8,30165.1,17.7,-5934.5,71901.2,77835.7,-1406.5,534598.6,293069.3,23868.6,88052.3,713.8,94459.1,28069.1,24.6,6341.8,74497.5,68155.7,12356.8,16545.2,4188.3,546955.5,1.037,1.0190000000000001,0.9229999999999999,1.018,1.0290000000000001,0.9309999999999999,1.036,0.8759999999999999,260703.1630598333,226645.8742314949,34032.88800084299,-594.3857142857141,23303.908757793695,363.2875,36199.894463423734,388052.73936989804,34312.68736818752,16891.151637157018,38205.784925082204,13111.33986859486,928.7303050541709,3886.121428571428,48940.24795851878,53030.62502355828,25318.63261899312,293675.47800181527,66997.28262727846,23660.132151274775,24167.136313575138,38207.20648722417,0.0,124581.57557144918,87185.97125749206,22709.52304350798,68440.15880313302,-15179.51326396258
2005Q4,516433.8,287819.4,26160.9,85113.2,455.2,92236.0,29551.2,-2.6,-3533.1,74420.3,77953.4,-1366.4,534734.0,293216.5,24208.7,86856.2,111.2,94744.4,27565.8,39.0,7992.3,79575.8,71583.5,13262.8,18002.3,4739.5,547996.8,1.035,1.0190000000000001,0.925,1.02,1.0270000000000001,0.9329999999999999,1.069,0.9179999999999999,263858.4244834578,228935.42444787145,34889.01025185261,-587.5535714285713,19826.080765848725,280.2910714285714,38084.43444255264,392597.3446031829,35065.33428602486,16891.271879371787,38009.21723725809,13140.085781731708,924.5045164837727,2935.053571428571,49068.77880442173,54805.061683992884,25639.128960264152,293594.3547576196,66270.71503804266,23534.652520739462,23941.277273901,38005.86757211648,0.0,120328.64139612915,87179.64905312008,19238.527194420152,71415.95848275232,-14001.109328025195
2006Q1,517224.5,288778.4,25893.7,84756.6,-230.2,91970.5,30334.9,32.5,-3139.3,76131.3,79270.6,-1172.5,534544.9,295062.9,24039.8,86659.1,-203.7,94268.9,28466.9,27.6,6223.3,81084.7,74861.5,14010.9,19170.8,5159.9,548555.8,1.033,1.022,0.9279999999999999,1.022,1.025,0.938,1.065,0.9440000000000001,261556.40486393325,227861.85814693515,33793.31337553126,-428.5785714285714,23120.99234862908,340.7160714285714,36025.10277193932,387467.4093357853,36061.007870818474,17021.701979479454,38184.841781288174,13285.736696039592,969.7181287035171,2240.241071428571,48910.78378533554,52852.677128462325,25791.944137386054,294649.7278352949,67696.62881590167,22853.519483264758,23931.458091546836,38186.91291628995,0.0,125141.71881935338,86832.37653694076,22692.41377720051,67193.48792271224,-15104.77969926002
2006Q2,517983.2,288438.7,25827.0,86146.3,-80.3,92402.7,29165.8,-24.6,-2994.9,77338.4,80333.3,-897.5,533998.1,294203.4,24102.7,88077.4,-220.4,94285.7,27407.6,-38.6,6180.3,81997.7,75817.4,13879.2,19413.4,5534.2,547877.3,1.031,1.02,0.9329999999999999,1.022,1.02,0.94,1.06,0.9440000000000001,265696.3980771839,230458.25724650774,35239.689534885954,43.005357142857065,24349.98826131945,369.2910714285714,37452.692970029064,389789.22875064396,34532.61575778913,17029.1731720468,38062.620754853786,13091.59076061309,959.3001473572525,3478.453571428571,50027.57527826008,55275.81060523479,24304.38920940512,299640.9848244274,67777.22683668762,26147.03100650691,24013.547311443326,38064.43821941367,0.0,123502.08660137089,88515.8584353257,24392.993618462307,62247.14408496866,-16055.121506152791
2006Q3,517024.7,286216.8,25875.9,86302.0,762.5,92454.7,27582.3,43.8,-1468.7,78821.1,80289.8,-744.7,532261.0,292478.2,24268.5,88166.5,605.4,94094.6,26049.3,23.4,6575.0,84987.0,78412.1,14500.2,20181.2,5681.0,546761.2,1.0290000000000001,1.022,0.938,1.022,1.018,0.9440000000000001,1.078,0.977,264723.8626755848,229385.24949091996,35326.519601036845,122.18928571428569,24853.592184536497,376.1125,38006.41597381303,394289.88968179654,34110.527491304994,17035.43318988563,37381.90692521452,12947.61546942672,941.153983988334,3286.942857142857,55475.93192906273,55457.37737807357,28967.726041375652,295460.9015982278,67836.3080316575,26526.226496878582,23492.92721710558,37381.696670520636,0.0,118376.55650482565,92875.64920877488,24975.781470250782,66583.82956214793,-15534.173847914848
2006Q4,523954.0,290615.7,25832.5,87879.2,639.7,92401.5,28009.9,-10.4,-555.7,79775.6,80331.3,-858.4,539891.2,296202.9,24323.3,89801.8,675.2,93938.1,26415.8,-32.2,8566.2,86830.3,78264.0,15328.0,21638.3,6310.3,555219.2,1.03,1.0190000000000001,0.9420000000000001,1.022,1.0170000000000001,0.943,1.088,0.9740000000000001,267824.9048626784,232382.1712822733,35438.78980932,-335.5214285714284,26340.957470996807,377.0625,36170.75949316838,394858.437680163,35318.063602585054,17035.64032384875,37863.83587899755,13183.275958843782,941.4931052850485,2521.3071428571425,51448.77928896694,55867.17372508575,25781.92445058122,301712.06784118875,68297.54567776738,25860.09758233595,23734.628832072547,37859.39789620138,0.0,125022.67156649276,89501.41992911855,26005.43604242538,64857.33728189088,-15273.001487755275
2007Q1,527437.0,290779.8,25417.6,88204.1,2417.1,92931.7,27791.7,-108.7,726.7,81690.8,80964.1,-723.0,541962.1,295625.2,24123.1,89957.2,2397.4,94045.3,26350.3,-55.7,9519.2,89872.8,80353.6,16363.6,23077.0,6713.4,558325.7,1.028,1.0170000000000001,0.9490000000000001,1.02,1.012,0.948,1.1,0.992,264411.4098411066,229525.20505219675,34904.23206178935,-507.15178571428555,27643.362449980978,448.1071428571428,36736.420722521834,402251.9112287308,34924.59104816886,17088.955730660393,37727.63327485016,13163.864578640132,946.1541124787924,2850.5196428571426,55269.386769126075,55218.89616214708,27244.263355259256,300556.5725827378,69082.57509418514,27372.456795863432,23620.283052460974,37730.3017435799,0.0,121194.00667054637,92347.02189470259,27136.21066426669,73967.87000083565,-14854.03600765043
2007Q2,527618.6,292387.8,24982.1,87221.5,1005.8,93780.9,27146.2,139.7,1329.3,83571.7,82242.4,-374.7,542060.4,297212.0,23846.4,89122.7,1040.9,95366.2,25803.9,137.9,9530.3,93326.2,83795.9,17109.7,23374.7,6265.0,559170.0,1.0270000000000001,1.016,0.955,1.022,1.0170000000000001,0.951,1.117,1.0190000000000001,268117.063036277,232662.42316022216,35459.86479397167,-720.7839285714285,26265.35422314442,391.2285714285714,35627.61015259143,397364.06547563174,34248.189567464724,17091.287918681377,37485.828809219114,12814.51040201227,937.3878768517892,3198.298214285714,54831.23939911158,56646.59489926852,28580.63967399689,299304.2259455288,68982.45934687273,26481.78152889239,23734.266247621927,37486.16452648598,0.0,127518.16821216804,92548.58572937526,25544.57029457299,68074.82199219031,-14461.026240091363
2007Q3,524808.3,289508.8,22942.0,86152.1,1668.6,93633.2,26756.1,46.5,4212.8,85715.0,81502.2,-111.8,536493.6,294207.2,21918.1,87921.7,1402.8,94810.1,25503.8,42.8,10687.2,94290.2,83603.0,15352.5,23395.1,8042.6,551846.1,1.022,1.016,0.955,1.021,1.013,0.953,1.1,1.026,265117.0229842433,229650.5794652058,35464.24831472252,-995.7214285714285,26710.85331831327,404.9017857142857,36399.75034737232,396047.0584194675,34648.60395683117,17093.012248879557,37178.220464660924,12635.732526290416,919.1321654745777,2552.7910714285713,53857.06009961795,56449.68125489217,27511.110669475904,299556.66408357513,69391.46791611087,26355.86149424464,23622.290579421526,37177.15527118652,0.0,121174.67738077458,91044.12743490707,25715.131889741842,68815.15319811003,-14101.638558096485
2007Q4,526985.8,290041.5,20449.1,86066.4,2953.8,94378.9,27315.9,74.5,5523.0,88208.0,82685.1,182.8,536783.9,295858.7,19565.9,87928.6,2946.2,96011.2,26188.6,63.5,8221.3,95452.0,87230.7,17169.4,24275.9,7106.6,553953.3,1.0190000000000001,1.02,0.9570000000000001,1.022,1.0170000000000001,0.9590000000000001,1.082,1.055,268500.95534401457,232801.77209857834,35693.57724620249,-920.3589285714285,27387.862168163247,381.4321428571428,36343.848373820176,389440.33246051206,34944.43782747119,17091.734794742515,37439.67941488804,12851.747438563547,949.6105011990231,2480.671428571429,55952.51989202949,57108.917730440495,29583.18204887676,301082.67784651107,69857.06536925434,26500.73194009891,23637.5101432491,37438.86808301167,0.0,129554.7708850478,93522.78207198734,26467.503239591817,58128.0255030855,-14314.95362942398
2008Q1,529126.4,291450.9,21054.9,86764.0,1669.1,94447.5,26627.2,89.2,6720.1,90415.6,83695.5,303.6,537630.5,298127.6,20306.2,88863.6,1650.3,96011.1,25731.6,170.8,6769.3,95310.4,88541.2,16630.5,22794.2,6163.7,554261.0,1.016,1.023,0.9640000000000001,1.024,1.0170000000000001,0.966,1.054,1.058,266860.8375963272,231091.2102426061,35770.14472532036,-1424.5357142857142,28291.288782179847,446.38392857142856,35482.253917556125,397201.7013124866,35052.611108750716,17394.975335135106,37732.66230133571,13057.242488237536,959.9456187952457,2735.325,56451.27849338996,57079.84572575954,28965.718912237942,300647.5205985383,69431.30437818785,26993.502015251397,23716.886027017983,37734.07413405077,0.0,122060.54955346265,93693.2950615401,26866.753067894133,67991.85673070917,-13372.599437715253
2008Q2,525865.9,287968.1,21916.2,85371.1,4367.3,93189.1,25698.8,-40.8,7212.2,88537.9,81325.7,184.0,533627.7,294946.7,21451.0,87913.4,4700.9,95009.2,25117.4,-39.3,4528.4,95323.6,90795.3,13147.4,19175.1,6027.7,546775.0,1.015,1.024,0.9790000000000001,1.03,1.02,0.977,1.077,1.1159999999999999,269921.24697084026,233775.51273520116,36152.96854753497,-1721.8089285714284,25021.054922851097,347.35,35668.794653250276,389417.4526897952,33594.86392390829,17395.27941960445,36405.60824770922,12684.777011482633,968.3099117992695,2799.2178571428567,49930.45525935511,57975.75838785569,28964.45365439922,299550.2328648538,69434.29092395354,20941.82831786237,22754.13708317903,36407.224006460936,0.0,123749.64116088673,86313.50597872253,23299.24599427967,60528.16507142496,-13554.942563786404
2008Q3,519352.7,287097.7,22460.5,84000.9,-282.0,93177.8,25614.7,-42.5,7085.0,88686.3,81601.3,240.5,523211.2,295494.3,22182.3,86788.1,-862.2,94323.6,25373.7,-87.7,-1.0,98323.8,98324.8,13997.9,19587.1,5589.2,537209.2,1.0070000000000001,1.0290000000000001,0.988,1.033,1.012,0.991,1.109,1.205,266086.9475435003,230235.96353465985,35848.773453141286,-1891.2035714285714,25588.04526087565,347.4107142857143,35139.97725767446,372955.9046837022,33734.322982160586,17394.206145870125,36522.993732117466,12702.454111946457,934.6134709724408,2799.766071428571,47859.05496790892,57537.361798708465,27147.961594252833,298027.0298003629,70042.47052635759,20653.087048674373,22885.746175057993,36522.813757976895,0.0,130530.14762974944,84323.8624009041,23696.84168944708,48032.1381930804,-14145.0873950838
2008Q4,506381.6,282713.2,22284.5,81265.0,7066.9,93595.8,25559.3,52.0,-5738.1,77489.2,83227.3,-417.1,516887.0,288481.4,21830.7,83141.2,6704.5,95321.8,25079.4,100.2,-3772.2,75728.2,79500.4,12487.7,17740.0,5252.3,529374.7,1.021,1.02,0.98,1.023,1.018,0.981,0.977,0.955,265092.078980854,229165.172894087,35924.282220147215,-1641.6625,26105.31353385154,379.9982142857143,33581.955665924885,359579.01483852946,34028.74090585188,17386.283056205455,36298.62807704045,12310.697451350092,880.2296626046718,2265.573214285714,48500.37836483704,57795.61586929443,27796.334503449758,296229.02401765523,70813.53773709688,20681.76289566609,23111.02504142,36301.95215537476,0.0,135759.30622038152,84780.0495544906,24463.65103385154,36441.32915789902,-13771.911527327902
2009Q1,482154.6,281335.8,20320.2,76333.1,-3455.6,93945.1,26346.3,-92.3,-11956.7,57740.9,69697.6,-621.3,492259.6,284225.5,19735.2,77027.2,-4753.6,94712.2,25474.5,-59.1,-4102.2,53481.4,57583.6,11625.4,16106.8,4481.4,503885.1,1.021,1.01,0.971,1.0090000000000001,1.008,0.9670000000000001,0.9259999999999999,0.826,259726.64974523862,224385.15245041708,35338.33877906865,-1706.751785714286,22955.94832437764,321.67857142857144,36963.37846060495,336779.5253014502,32565.154361803692,16824.518017452723,35639.4477300933,12044.829572160199,746.2657931556658,3041.0642857142857,47383.98199914141,56896.73936075036,27627.868908812587,292997.82474228926,72313.93168661982,19897.92376514103,22845.38482974466,35636.480195060525,0.0,134510.05878920353,83162.27286901415,21249.196538663356,18840.300556943286,-14437.475204988848
2009Q2,491599.8,283816.5,18332.4,73967.0,-4335.3,95242.1,28355.6,7.8,-3640.5,62941.4,66581.8,-145.9,497861.7,285288.8,17574.6,73935.3,-4479.5,95395.0,26982.5,23.2,3141.9,58969.6,55827.7,13061.4,17029.7,3968.4,510923.1,1.013,1.005,0.9590000000000001,1.0,1.002,0.9520000000000001,0.937,0.838,252725.2829995922,218515.39931826916,34218.21158750902,-2392.942857142857,23963.158302953234,325.67499999999995,36744.6839120223,346506.15643820853,32667.25956323597,16819.07520132402,35564.77485316602,12168.902653435844,706.8929395545435,2930.4642857142853,39628.4127690536,55092.49541301904,25741.52652862218,294665.9414909202,73606.68924451082,13565.929835729019,22688.31341241683,35564.10900540721,0.0,131783.29884209856,74871.5653697584,21570.215445810376,35465.974080783664,-11539.851026517164
2009Q3,491378.0,285907.7,17060.4,71961.9,-6342.8,96216.0,27875.0,4.6,-1128.2,69078.8,70207.0,-176.7,493597.9,285298.8,16224.2,71460.5,-5955.0,96367.6,26353.4,49.5,3798.9,64695.8,60896.9,12446.5,16301.6,3855.1,506044.4,1.005,0.998,0.951,0.993,1.002,0.945,0.937,0.867,253080.06243842497,218851.47481896362,34217.7316274082,-2377.1125,23526.155147677164,310.3125,34796.773175972885,353114.1980866389,30286.461653771734,16813.158879572115,35341.323196433885,12188.291918988432,728.2404559841842,4989.108928571428,38677.53330041812,55397.091944320724,25226.177341223796,292999.27348727937,74227.77903156003,13349.501945647466,22422.956829646675,35339.48920461929,0.0,122579.82163731329,73915.16849149056,21149.042647677164,44088.31982456386,-12008.227020811115
2009Q4,497356.3,287775.8,16565.2,71283.2,-4981.0,96434.7,28254.1,28.6,2127.3,74006.6,71879.3,-131.8,496481.6,285928.9,15682.6,70659.6,-4785.2,96451.9,26686.4,38.0,5819.5,68658.6,62839.1,12379.2,15954.8,3575.6,508860.8,0.998,0.9940000000000001,0.9470000000000001,0.991,1.0,0.945,0.9279999999999999,0.8740000000000001,251625.3873193413,217325.48047660346,34292.16911757641,-2643.3125,23860.00556704375,333.3214285714286,36815.651141457034,359338.53703448223,32566.588081680973,16804.915946649387,35434.495122634515,12250.102454423582,737.1576386336602,2871.723214285714,39211.145773669254,55602.45896896528,25630.977487062788,292861.2784776816,74596.41557326744,13357.616824020693,22450.495344279454,35437.755437336695,0.0,116956.23074246681,74426.34974842018,21216.69306704375,49680.80550664014,-12802.744667399791
2010Q1,502691.2,288816.6,17447.8,71739.5,-3536.9,95610.3,28374.1,93.6,4619.4,78434.6,73815.2,-473.3,501533.7,286514.2,16556.7,71250.3,-3331.1,96047.9,26939.2,104.5,7452.1,73258.0,65805.9,13349.5,17293.7,3944.1,514883.2,0.998,0.992,0.9490000000000001,0.993,1.005,0.9490000000000001,0.934,0.8909999999999999,253485.97673069342,218965.89560117878,34534.329112253305,-2438.3624999999997,23872.294132824918,292.68392857142857,34993.36635463345,352283.87813963153,32114.64314277981,16770.493770520006,35311.76491488692,12278.653755137506,756.2698614921027,3153.0607142857143,38450.95827827909,56527.68785986425,25790.62987958768,293633.7131322761,74398.27983880199,13406.578858485056,22275.97743044987,35310.90104707948,0.0,130441.48152757471,74508.10978515222,21433.93163282492,42370.60342147974,-10797.886185225798
