period,GDP,CP,IHP,IFP,INP,CG,IG,ING,BF,XGS,MGS,KAISA,GDPV,CPV,IHPV,IFPV,INPV,CGV,IGV,INGV,BFV,XGSV,MGSV,NFIV,RTRIV,PTRIV,GNIV,PGDP,PCP,PIHP,PIFP,PCG,PIG,PXGS,PMGS,YWV,YWIV,YOLIV,YIGV,YIEV,YINPV,YICV,NIV,TAXNETV,ENTV,RENTHH,CCAVG,TPIV,TCIV,TCSTV,SUBV,TINCGV,CSSV,TYPV,YDV,BSSV,TYCV,OITAXV,ITAXV,CCAV,TAXV,YIV,YCV,SDV,OTYDV
1996Q3,490387.6,265848.0,37936.0,84702.1,1529.5,75985.4,48349.9,211.2,-14182.5,38262.2,52444.7,-9992.1,546676.7,280160.5,36171.0,97993.5,1531.3,81847.1,47409.5,186.5,1377.4,49657.9,48280.5,6471.9,12412.4,5940.6,553148.6,1.115,1.054,0.953,1.157,1.077,0.981,1.298,0.9209999999999999,272169.9,240740.16998085254,31943.49394252582,-6010.953125,31447.59377207284,468.731875,36413.97,396435.5106470728,30837.079009671743,95048.43375,3311.804375,15319.566166979761,34703.63365830699,7369.460051644627,1114.4862557881918,3894.846875,55231.699702410006,47840.466971976646,30019.613033040576,301074.6503865597,54107.54772315927,25238.772194695553,26258.08363751378,34742.0299449466,125262.55520028033,90000.41517268273,25436.64064707284,62414.99999999999,603.3510827002465,-15204.281103655172
1996Q4,495644.8,268198.5,38502.0,84970.6,2383.7,77094.3,47251.2,244.4,-13247.6,39897.4,53145.1,-9752.3,551559.8,283012.4,37020.3,98305.1,2441.8,82180.8,46445.4,232.5,1921.5,52018.9,50097.4,6624.7,12546.5,5921.8,558184.5,1.113,1.055,0.9620000000000001,1.157,1.0659999999999998,0.983,1.304,0.943,273460.9,240464.36596592783,32513.46264307028,-5732.19625,31253.839492180225,448.6275,36998.53625,399339.8494921803,30694.165203420547,96636.914375,3271.7643749999997,15439.671919407498,35250.18691794767,7703.767201059988,1109.2420891275865,4603.95375,54036.913438177275,48999.99967206832,28816.163085865814,302996.30594203115,54923.56215173356,25290.716401978654,26417.81581458312,35230.825104770694,126304.69798997178,89337.70459261516,25521.643242180224,63358.77,1913.081163077266,-15824.369193948514
1997Q1,498914.3,272129.6,38641.5,86394.2,-348.0,77028.5,46927.9,133.8,-12461.9,41124.7,53586.6,-9531.3,553279.6,287355.7,36206.3,99551.5,-512.4,82540.9,45721.4,141.7,2274.6,55132.6,52858.0,7218.4,13365.7,6147.2,560498.1,1.109,1.056,0.937,1.1520000000000001,1.072,0.9740000000000001,1.341,0.986,277481.3,244635.97571956785,32970.171827238664,-5955.02,30574.101252035063,434.8125,36688.920000000006,411257.473752035,31924.606958945384,105421.26500000001,3301.015,15635.126765082177,36188.832623652765,8054.321165233984,1098.398411965661,4189.6425,55284.41283989929,49723.695637916644,29732.519604884954,305290.4626118022,56332.1631860814,25256.775141845905,26961.044950322634,36113.764527522275,127344.84760786346,91103.05927425313,24619.081252035063,72468.1725,-10028.443387420732,-16329.806583512633
1997Q2,495406.7,265224.3,35389.1,86201.4,2532.3,77337.9,47065.6,64.1,-9817.6,42897.0,52714.6,-8590.4,554799.9,283987.0,33587.5,99262.6,2734.9,83200.8,46316.3,99.5,5611.4,56890.7,51279.3,7386.7,13441.6,6054.9,562186.6,1.12,1.071,0.9490000000000001,1.1520000000000001,1.0759999999999998,0.9840000000000001,1.3259999999999998,0.973,278644.4,245674.41046249663,33264.32249231865,-5833.4025,30628.633865135813,479.0825,37772.6775,401848.7388651358,32642.82623053243,94663.9125,3266.1125,15888.196596743212,36496.46521942405,9745.674705955638,1050.4691296266542,3839.225,56213.657125514466,50064.48281957733,32102.308204363046,307023.95435834344,57579.012915938394,24017.388677535513,25700.410604746437,36496.55444032873,128116.9991372478,92616.2513222273,24795.231365135813,60636.43000000001,-436.4674427123391,-15433.978898790432
1997Q3,496175.2,265532.1,33448.6,86353.5,4872.0,77173.2,47494.8,142.2,-10318.7,42292.8,52611.5,-8522.3,554516.5,284474.2,31539.8,99020.1,5050.4,82791.5,46421.5,137.4,5081.5,55287.4,50205.9,6440.0,12660.8,6220.8,560956.5,1.1179999999999999,1.071,0.943,1.147,1.073,0.977,1.307,0.9540000000000001,279888.6,246538.93414537262,33238.34358093496,-5966.76,30652.078600896348,459.6275,37357.31,397640.56110089633,32925.39241460567,89389.365,3217.65,15911.003526967039,37111.49329729824,10030.36142242449,1044.181378599475,4201.757500000001,54968.032093571645,50123.76972280322,31233.153082697023,308923.0529269657,57933.9247293412,23728.93504820968,26032.586232140882,37107.12903316485,128689.43189246129,92069.21716407155,24685.318600896346,55709.33250000001,1721.135473477596,-15551.937597771583
1997Q4,496115.1,265052.5,32273.8,88361.0,3356.4,77567.1,45252.6,438.4,-8127.9,43230.1,51358.1,-8058.6,555032.4,283782.0,30152.5,101166.7,3642.8,83489.6,44015.9,407.7,8375.2,58428.3,50053.1,7603.9,14354.2,6750.3,562636.3,1.119,1.071,0.934,1.145,1.0759999999999998,0.973,1.3519999999999999,0.975,279471.8,245858.42624424442,33346.54299614626,-5584.735000000001,29533.20427691655,410.92249999999996,37566.2275,391827.7617769165,32737.01340708802,84715.305,3281.265,15995.589263662821,37200.25150388514,10209.404214623062,992.4820585323905,4532.5575,56415.179679931396,50159.73268073893,31282.971653482215,307021.2604131711,56887.95299260251,25169.341772021744,25994.073107718476,37195.95938087393,129062.55586177137,93648.27280637789,23948.46927691655,50841.26499999999,9082.58048043825,-14995.220022126858
1998Q1,488270.0,264440.2,31483.0,84946.3,3655.0,77544.9,42643.1,230.0,-8788.5,42129.6,50918.1,-7884.1,545625.8,282595.0,28995.6,96939.3,3672.9,83533.3,41303.9,232.7,8353.1,56882.0,48528.9,7190.6,13534.3,6343.7,552816.4,1.117,1.069,0.9209999999999999,1.141,1.077,0.9690000000000001,1.35,0.953,277786.4,244671.52424136907,33301.790425064006,-5877.615000000001,29939.10459225162,418.78000000000003,40119.9675,391978.9370922516,33851.36607258703,86262.85999999999,3449.4075000000003,16080.120504448769,37086.269222192015,10434.587633655112,957.8095507663708,3242.2500000000005,48359.73177088062,50143.96328185366,27573.009789999123,314358.9198826454,59018.464262449255,20858.01639629976,25737.28154235308,37129.67872677457,129180.08316472628,85560.70491307345,24061.48959225162,50011.07999999999,-2230.0489837524365,-14788.043400202761
1998Q2,485570.7,264389.0,30923.8,83679.4,1531.2,78058.7,42361.9,162.8,-7352.5,41320.2,48672.7,-8183.7,541542.6,282199.9,28316.2,95239.6,1685.9,83247.1,40804.4,136.5,9912.9,56686.5,46773.6,6079.1,12669.4,6590.3,547621.7,1.115,1.067,0.9159999999999999,1.138,1.0659999999999998,0.963,1.3719999999999999,0.961,276007.0,242314.03999422,33976.25506819716,-6757.4975,29946.18658795127,385.1625,36212.0325,384861.1190879513,34485.71704059297,81962.07250000001,3318.195,16089.954753102664,38679.62696195671,12115.025136611055,929.3534749204206,4137.355,48597.75316590074,50505.09848640818,27711.824800052833,307390.43655429623,58763.33330468797,20829.270734630667,25564.87793644688,38609.25654797835,129285.50292670591,87150.35208266185,23188.68908795127,49453.39750000001,-996.8235626356327,-15321.192551881948
1998Q3,486204.1,266676.6,30262.9,82974.0,-725.1,78488.0,44288.8,-80.9,-7358.6,41435.1,48793.8,-8321.6,540266.9,283981.0,27676.5,94068.1,-933.6,83455.7,42475.2,-66.6,9610.7,57148.7,47538.0,6870.9,12775.4,5904.5,547137.7,1.111,1.065,0.915,1.1340000000000001,1.063,0.9590000000000001,1.379,0.9740000000000001,273266.9,239200.99358594354,33845.4895426445,-6269.1025,29301.627271005953,351.27,36761.2425,387009.372271006,35723.144167250335,86811.05500000001,3547.6225,16186.801578436623,38977.11636939896,12495.260320374775,930.8096787797026,3226.6075,45573.390112753885,50155.171847037636,25124.431190410414,308493.9647695828,59852.48614579095,20438.00841396035,25501.686424314055,38927.756423468534,129324.39483107052,84490.1960278393,23032.524771005952,53948.705,-4897.116025544994,-15408.68810976611
1998Q4,490399.7,266106.9,29826.0,80841.3,2413.8,79042.4,48865.5,-572.1,-6961.9,40699.2,47661.1,-9162.1,545929.1,284554.0,27070.8,90849.5,2511.7,85244.9,46470.2,-546.6,9774.5,52150.0,42375.5,6235.6,10889.7,4654.1,552164.7,1.113,1.069,0.9079999999999999,1.124,1.078,0.951,1.281,0.889,272945.0,239094.6633648668,33799.43802165821,-7117.8725,29638.942466017605,322.94,37657.31,379499.3149660176,35708.90384416641,80227.6275,3482.6775000000002,16276.697419806776,39249.03499769246,12837.632673418831,901.7135644144706,3516.5824999999995,46237.02182674049,50074.39899393838,26381.139755609085,308183.11452987784,60443.97064168566,19878.926650013647,25531.76014253129,39271.106380364596,129338.78476671917,85531.17278598732,22521.069966017603,46375.935000000005,7572.07638689864,-16046.56982827792
1999Q1,483241.3,266977.5,29526.4,78638.3,-3838.6,79941.0,49244.6,-83.3,-8279.9,40788.8,49068.7,-8884.8,534642.4,283876.0,26634.3,87857.9,-3887.1,85073.9,46347.3,-74.8,8814.8,50677.0,41862.2,5535.8,10590.2,5054.4,540178.2,1.1059999999999999,1.063,0.902,1.117,1.064,0.941,1.242,0.853,270750.8,237180.8357479464,33456.86071252883,-6734.9475,28675.684428471082,287.3025,34009.4725,369520.5294284711,34041.093436811396,73423.7,3117.9900000000002,15938.362972937977,39243.1789835679,13031.772699247425,917.2253103976858,5163.852500000001,50166.32241660045,49459.21287300505,27397.564126831105,300974.9934191513,60455.38173657083,22422.258006185966,25411.492623512244,39360.49063315736,129285.58671559092,89180.31276617444,21940.73692847108,42819.51999999999,7175.445722780598,-16059.568246054463
